code_BLOSUM62_GO_-10_GE_-0.2,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-10_GE_-0.2,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-10_GE_-0.2
'bali_phy_msa.50.fas', 132.261, 125.515, 1401.452, 1143.907
'bali_phy_msa.51.fas', 133.961, 127.51, 1405.274, 1166.647
'bali_phy_msa.52.fas', 133.508, 127.136, 1271.568, 1151.645
'bali_phy_msa.53.fas', 130.827, 123.494, 1175.827, 1100.626
'bali_phy_msa.54.fas', 134.063, 127.218, 1276.124, 1121.249
'bali_phy_msa.55.fas', 133.042, 126.221, 1436.069, 1126.188
'bali_phy_msa.56.fas', 132.482, 125.625, 1261.29, 1143.214
'bali_phy_msa.57.fas', 134.462, 128.058, 1412.456, 1158.526
'bali_phy_msa.58.fas', 133.471, 126.639, 1335.487, 1140.919
'bali_phy_msa.59.fas', 132.53, 125.933, 1419.712, 1156.476
'bali_phy_msa.6.fas', 134.903, 128.559, 1367.767, 1168.076
'bali_phy_msa.60.fas', 132.896, 126.159, 1355.926, 1146.911
'bali_phy_msa.61.fas', 133.129, 126.558, 1366.52, 1144.131
'bali_phy_msa.62.fas', 135.24, 128.891, 1464.892, 1184.316
'bali_phy_msa.63.fas', 134.67, 127.929, 1248.116, 1144.434
'bali_phy_msa.64.fas', 132.013, 125.149, 1259.97, 1151.771
'bali_phy_msa.65.fas', 133.07, 126.111, 1348.042, 1132.48
'bali_phy_msa.66.fas', 133.643, 126.872, 1391.876, 1141.053
'bali_phy_msa.67.fas', 132.701, 125.701, 1212.4, 1127.751
'bali_phy_msa.68.fas', 134.495, 128.219, 1358.443, 1181.96
'bali_phy_msa.69.fas', 134.702, 128.098, 1361.594, 1163.121
'bali_phy_msa.7.fas', 134.022, 127.46, 1376.469, 1160.941
'bali_phy_msa.70.fas', 130.677, 123.691, 1348.65, 1123.394
'bali_phy_msa.71.fas', 134.57, 128.07, 1423.531, 1173.306
'bali_phy_msa.72.fas', 134.818, 128.294, 1220.026, 1195.562
'bali_phy_msa.73.fas', 132.279, 125.183, 1346.298, 1137.137
'bali_phy_msa.74.fas', 132.518, 126.07, 1403.58, 1165.266
'bali_phy_msa.75.fas', 134.487, 127.891, 1402.421, 1171.7
'bali_phy_msa.76.fas', 135.979, 129.679, 1358.122, 1187.518
'bali_phy_msa.77.fas', 133.8, 127.01, 1298.121, 1145.872
'bali_phy_msa.78.fas', 133.864, 127.304, 1386.567, 1139.823
'bali_phy_msa.79.fas', 131.129, 123.99, 1396.66, 1106.614
'bali_phy_msa.8.fas', 133.073, 126.438, 1406.513, 1172.339
'bali_phy_msa.80.fas', 132.682, 125.694, 1310.987, 1112.987
'bali_phy_msa.81.fas', 133.91, 127.263, 1363.984, 1137.218
'bali_phy_msa.82.fas', 134.587, 127.923, 1379.15, 1159.45
'bali_phy_msa.83.fas', 132.79, 126.232, 1354.176, 1125.422
'bali_phy_msa.84.fas', 135.213, 128.603, 1349.985, 1170.648
'bali_phy_msa.85.fas', 133.805, 126.74, 1329.919, 1140.805
'bali_phy_msa.86.fas', 134.313, 127.741, 1418.012, 1163.275
'bali_phy_msa.87.fas', 135.497, 129.246, 1361.431, 1166.206
'bali_phy_msa.88.fas', 134.648, 127.986, 1274.554, 1142.66
'bali_phy_msa.89.fas', 135.189, 128.531, 1432.608, 1172.262
'bali_phy_msa.9.fas', 135.008, 128.636, 1433.724, 1193.441
'bali_phy_msa.90.fas', 132.605, 125.503, 1338.803, 1152.113
'bali_phy_msa.91.fas', 134.633, 128.167, 1453.332, 1171.533
'bali_phy_msa.92.fas', 134.851, 128.238, 1349.285, 1165.678
'bali_phy_msa.93.fas', 136.434, 130.373, 1532.983, 1218.751
'bali_phy_msa.94.fas', 134.739, 128.495, 1462.449, 1195.277
'bali_phy_msa.95.fas', 134.002, 127.447, 1401.444, 1152.104
'bali_phy_msa.96.fas', 134.822, 128.354, 1310.474, 1173.061
'bali_phy_msa.97.fas', 133.836, 127.31, 1412.417, 1169.708
'bali_phy_msa.98.fas', 134.067, 127.276, 1457.341, 1152.687
'bali_phy_msa.99.fas', 133.979, 127.613, 1419.999, 1197.129
'MAFFT_b0#0072_hhH_tree_74_OP_1.9907948557296418_Split_72.fasta', 109.128, 104.07, 1602.987, 1502.873
'MAFFT_b0#0072_hhT_tree_39_OP_1.782001260864562_Split_72.fasta', 113.909, 109.509, 1973.847, 1970.139
'MAFFT_b0#0072_hhT_tree_74_OP_1.9907948557296418_Split_72.fasta', 109.128, 104.07, 1602.987, 1502.873
'MAFFT_b0#0072_htT_tree_74_OP_1.9907948557296418_Split_72.fasta', 108.221, 102.97, 1609.823, 1486.586
'MAFFT_b0#0072_thT_tree_39_OP_1.782001260864562_Split_72.fasta', 113.909, 109.509, 1973.847, 1970.139
'MAFFT_b0#0072_ttH_tree_39_OP_1.782001260864562_Split_72.fasta', 115.517, 110.904, 1840.31, 1826.823
'MAFFT_b0#0072_ttH_tree_74_OP_1.9907948557296418_Split_72.fasta', 108.221, 102.97, 1609.823, 1486.586
'MAFFT_b0#0072_ttT_tree_39_OP_1.782001260864562_Split_72.fasta', 115.517, 110.904, 1840.31, 1826.823
'MAFFT_b0#0073_hhH_tree_72_OP_1.2847368950501976_Split_73.fasta', 110.362, 106.235, 1524.554, 1534.516
'MAFFT_b0#0073_htT_tree_72_OP_1.2847368950501976_Split_73.fasta', 110.707, 106.916, 1608.745, 1611.073
'MAFFT_b0#0073_thT_tree_72_OP_1.2847368950501976_Split_73.fasta', 110.855, 106.545, 1532.11, 1542.115
'MAFFT_b0#0073_ttT_tree_72_OP_1.2847368950501976_Split_73.fasta', 111.195, 107.219, 1616.679, 1619.018
'MAFFT_b0#0074_hhH_tree_57_OP_2.54578155531949_Split_74.fasta', 113.557, 107.995, 1716.603, 1707.777
'MAFFT_b0#0074_hhT_tree_57_OP_2.54578155531949_Split_74.fasta', 113.557, 107.995, 1716.603, 1707.777
'MAFFT_b0#0074_htH_tree_46_OP_1.4327650627329234_Split_74.fasta', 109.838, 104.952, 1706.058, 1670.943
'MAFFT_b0#0074_htH_tree_57_OP_2.54578155531949_Split_74.fasta', 114.748, 109.605, 1904.613, 1799.094
'MAFFT_b0#0074_thH_tree_46_OP_1.4327650627329234_Split_74.fasta', 109.717, 105.247, 1733.076, 1659.161
'MAFFT_b0#0074_thT_tree_46_OP_1.4327650627329234_Split_74.fasta', 109.717, 105.247, 1733.076, 1659.161
'MAFFT_b0#0074_ttH_tree_46_OP_1.4327650627329234_Split_74.fasta', 109.838, 104.952, 1706.058, 1670.943
'MAFFT_b0#0074_ttH_tree_57_OP_2.54578155531949_Split_74.fasta', 114.748, 109.605, 1904.613, 1799.094
'MAFFT_b0#0075_hhT_tree_2_OP_1.5699182788181343_Split_75.fasta', 107.187, 102.743, 1783.626, 1771.68
'MAFFT_b0#0075_htT_tree_2_OP_1.5699182788181343_Split_75.fasta', 107.923, 103.312, 1856.232, 1832.904
'MAFFT_b0#0075_thH_tree_2_OP_1.5699182788181343_Split_75.fasta', 107.187, 102.743, 1783.626, 1771.68
'MAFFT_b0#0075_ttT_tree_2_OP_1.5699182788181343_Split_75.fasta', 107.923, 103.312, 1856.232, 1832.904
'MAFFT_b0#0078_hhH_tree_89_OP_1.346742443921104_Split_78.fasta', 103.963, 99.789, 1755.59, 1700.727
'MAFFT_b0#0078_hhT_tree_89_OP_1.346742443921104_Split_78.fasta', 103.963, 99.789, 1755.59, 1700.727
'MAFFT_b0#0078_thH_tree_89_OP_1.346742443921104_Split_78.fasta', 102.904, 99.023, 1738.782, 1683.441
'MAFFT_b0#0078_thT_tree_89_OP_1.346742443921104_Split_78.fasta', 102.904, 99.023, 1738.782, 1683.441
'MAFFT_b0#0080_hhH_tree_42_OP_1.2233803782003307_Split_80.fasta', 102.085, 98.59, 1558.485, 1467.939
'MAFFT_b0#0080_hhH_tree_82_OP_2.722114917861654_Split_80.fasta', 109.526, 104.8, 1900.113, 1907.19
'MAFFT_b0#0080_hhT_tree_42_OP_1.2233803782003307_Split_80.fasta', 102.085, 98.59, 1558.485, 1467.939
'MAFFT_b0#0080_htT_tree_42_OP_1.2233803782003307_Split_80.fasta', 102.14, 97.917, 1511.315, 1448.534
'MAFFT_b0#0080_thT_tree_42_OP_1.2233803782003307_Split_80.fasta', 103.504, 99.907, 1503.713, 1493.075
'MAFFT_b0#0080_thT_tree_82_OP_2.722114917861654_Split_80.fasta', 109.526, 104.8, 1900.113, 1907.19
'MAFFT_b0#0080_ttH_tree_82_OP_2.722114917861654_Split_80.fasta', 116.655, 111.584, 1835.565, 1855.526
'MAFFT_b0#0080_ttT_tree_82_OP_2.722114917861654_Split_80.fasta', 116.655, 111.584, 1835.565, 1855.526
'MAFFT_b0#0083_hhT_tree_11_OP_1.5768560018637672_Split_83.fasta', 109.546, 104.398, 1596.084, 1589.674
'MAFFT_b0#0083_hhT_tree_96_OP_2.7533048964132307_Split_83.fasta', 113.901, 109.689, 1796.329, 1728.907
'MAFFT_b0#0083_htH_tree_96_OP_2.7533048964132307_Split_83.fasta', 113.392, 108.953, 1775.329, 1716.173
'MAFFT_b0#0083_htT_tree_11_OP_1.5768560018637672_Split_83.fasta', 110.559, 105.462, 1613.676, 1606.749
'MAFFT_b0#0083_thT_tree_96_OP_2.7533048964132307_Split_83.fasta', 113.891, 109.7, 1806.689, 1738.802
'MAFFT_b0#0083_ttH_tree_11_OP_1.5768560018637672_Split_83.fasta', 108.544, 103.696, 1599.234, 1591.157
'MAFFT_b0#0083_ttT_tree_11_OP_1.5768560018637672_Split_83.fasta', 108.544, 103.696, 1599.234, 1591.157
'MAFFT_b0#0083_ttT_tree_96_OP_2.7533048964132307_Split_83.fasta', 113.382, 108.964, 1785.564, 1725.977
'MAFFT_b0#0084_hhH_tree_20_OP_2.7414516433287566_Split_84.fasta', 109.919, 106.374, 1781.527, 1742.423
'MAFFT_b0#0084_hhH_tree_79_OP_1.244222429737621_Split_84.fasta', 110.316, 105.227, 1314.065, 1304.733
'MAFFT_b0#0084_hhT_tree_20_OP_2.7414516433287566_Split_84.fasta', 109.919, 106.374, 1781.527, 1742.423
'MAFFT_b0#0084_hhT_tree_76_OP_1.0664681192566676_Split_84.fasta', 111.109, 106.061, 1593.092, 1552.869
'MAFFT_b0#0084_hhT_tree_79_OP_1.244222429737621_Split_84.fasta', 110.316, 105.227, 1314.065, 1304.733
'MAFFT_b0#0084_htH_tree_20_OP_2.7414516433287566_Split_84.fasta', 106.487, 103.07, 1705.317, 1702.011
'MAFFT_b0#0084_htT_tree_76_OP_1.0664681192566676_Split_84.fasta', 115.094, 110.05, 1716.182, 1707.962
'MAFFT_b0#0084_htT_tree_79_OP_1.244222429737621_Split_84.fasta', 113.297, 108.046, 1372.204, 1364.452
'MAFFT_b0#0084_thT_tree_20_OP_2.7414516433287566_Split_84.fasta', 109.716, 106.291, 1782.155, 1742.903
'MAFFT_b0#0084_thT_tree_76_OP_1.0664681192566676_Split_84.fasta', 111.353, 106.347, 1594.557, 1555.888
'MAFFT_b0#0084_ttH_tree_76_OP_1.0664681192566676_Split_84.fasta', 114.981, 109.911, 1716.095, 1707.671
'MAFFT_b0#0084_ttH_tree_79_OP_1.244222429737621_Split_84.fasta', 113.21, 108.138, 1448.07, 1439.677
'MAFFT_b0#0085_thH_tree_83_OP_2.155927182903591_Split_85.fasta', 111.188, 106.611, 1850.509, 1741.219
'MAFFT_b0#0085_thT_tree_83_OP_2.155927182903591_Split_85.fasta', 111.188, 106.611, 1850.509, 1741.219
'MAFFT_b0#0085_ttH_tree_83_OP_2.155927182903591_Split_85.fasta', 107.06, 102.864, 1865.773, 1759.082
'MAFFT_b0#0085_ttT_tree_83_OP_2.155927182903591_Split_85.fasta', 107.06, 102.864, 1865.773, 1759.082
'MAFFT_b0#0086_hhT_tree_44_OP_2.844149524750718_Split_86.fasta', 117.851, 113.809, 2009.95, 2016.334
'MAFFT_b0#0086_htT_tree_44_OP_2.844149524750718_Split_86.fasta', 119.6, 115.609, 2056.882, 2049.614
'MAFFT_b0#0086_thH_tree_44_OP_2.844149524750718_Split_86.fasta', 117.827, 113.848, 2042.917, 2049.41
'MAFFT_b0#0086_ttT_tree_44_OP_2.844149524750718_Split_86.fasta', 117.395, 113.551, 2054.171, 2045.311
'MAFFT_b0#0087_hhH_tree_78_OP_2.7765918136583063_Split_87.fasta', 106.44, 101.941, 1971.608, 1926.936
'MAFFT_b0#0087_hhT_tree_78_OP_2.7765918136583063_Split_87.fasta', 106.44, 101.941, 1971.608, 1926.936
'MAFFT_b0#0087_htT_tree_78_OP_2.7765918136583063_Split_87.fasta', 109.925, 105.64, 2011.496, 1987.234
'MAFFT_b0#0087_thH_tree_78_OP_2.7765918136583063_Split_87.fasta', 106.534, 102.071, 1982.17, 1937.26
'MAFFT_b0#0089_hhH_tree_9_OP_1.249571934699986_Split_89.fasta', 116.254, 111.352, 1690.282, 1645.701
'MAFFT_b0#0089_htH_tree_9_OP_1.249571934699986_Split_89.fasta', 117.143, 112.196, 1720.813, 1675.905
'MAFFT_b0#0089_thT_tree_9_OP_1.249571934699986_Split_89.fasta', 116.469, 111.677, 1721.801, 1676.484
'MAFFT_b0#0089_ttT_tree_9_OP_1.249571934699986_Split_89.fasta', 117.141, 112.2, 1724.035, 1679.037
'MAFFT_b0#0091_htH_tree_52_OP_2.8994908810804993_Split_91.fasta', 113.827, 109.638, 2058.561, 2052.52
'MAFFT_b0#0091_thH_tree_52_OP_2.8994908810804993_Split_91.fasta', 116.79, 112.806, 2157.4, 2157.491
'MAFFT_b0#0091_thT_tree_52_OP_2.8994908810804993_Split_91.fasta', 116.79, 112.806, 2157.4, 2157.491
'MAFFT_b0#0091_ttT_tree_52_OP_2.8994908810804993_Split_91.fasta', 113.858, 109.662, 2050.6, 2044.627
'MAFFT_b0#0092_htH_tree_27_OP_2.533187626783996_Split_92.fasta', 119.956, 114.741, 1897.108, 1872.392
'MAFFT_b0#0092_htT_tree_62_OP_2.3306906586347154_Split_92.fasta', 112.389, 108.074, 1571.231, 1590.976
'MAFFT_b0#0092_thH_tree_27_OP_2.533187626783996_Split_92.fasta', 116.658, 111.515, 2108.121, 2033.507
'MAFFT_b0#0092_thH_tree_62_OP_2.3306906586347154_Split_92.fasta', 115.599, 110.911, 1657.015, 1613.404
'MAFFT_b0#0092_thT_tree_27_OP_2.533187626783996_Split_92.fasta', 116.658, 111.515, 2108.121, 2033.507
'MAFFT_b0#0092_thT_tree_62_OP_2.3306906586347154_Split_92.fasta', 115.599, 110.911, 1657.015, 1613.404
'MAFFT_b0#0092_ttH_tree_62_OP_2.3306906586347154_Split_92.fasta', 112.389, 108.074, 1571.231, 1590.976
'MAFFT_b0#0092_ttT_tree_27_OP_2.533187626783996_Split_92.fasta', 119.505, 114.272, 1899.155, 1874.268
'MAFFT_b0#0093_hhT_tree_28_OP_2.797892476021037_Split_93.fasta', 106.869, 102.361, 2099.983, 2021.92
'MAFFT_b0#0093_htH_tree_28_OP_2.797892476021037_Split_93.fasta', 108.761, 104.468, 2140.885, 2133.605
'MAFFT_b0#0093_thH_tree_28_OP_2.797892476021037_Split_93.fasta', 106.841, 102.345, 2108.796, 2030.029
'MAFFT_b0#0093_ttH_tree_28_OP_2.797892476021037_Split_93.fasta', 108.761, 104.46, 2136.971, 2129.237
'MAFFT_b0#0094_hhH_tree_60_OP_1.380654269463463_Split_94.fasta', 114.316, 108.929, 1799.01, 1785.098
'MAFFT_b0#0094_hhT_tree_60_OP_1.380654269463463_Split_94.fasta', 114.316, 108.929, 1799.01, 1785.098
'MAFFT_b0#0094_thT_tree_60_OP_1.380654269463463_Split_94.fasta', 114.519, 109.161, 1801.441, 1787.947
'MAFFT_b0#0094_ttT_tree_60_OP_1.380654269463463_Split_94.fasta', 114.992, 109.681, 1823.516, 1856.134
'MAFFT_b0#0095_htH_tree_86_OP_2.838925193728116_Split_95.fasta', 122.041, 117.868, 1854.689, 1855.989
'MAFFT_b0#0095_htT_tree_86_OP_2.838925193728116_Split_95.fasta', 122.041, 117.868, 1854.689, 1855.989
'MAFFT_b0#0095_thH_tree_86_OP_2.838925193728116_Split_95.fasta', 122.458, 118.19, 1889.187, 1891.047
'MAFFT_b0#0095_thT_tree_86_OP_2.838925193728116_Split_95.fasta', 122.458, 118.19, 1889.187, 1891.047
'MAFFT_b0#0096_htH_tree_65_OP_2.4620754969260368_Split_96.fasta', 108.193, 102.927, 1450.713, 1440.053
'MAFFT_b0#0096_htT_tree_65_OP_2.4620754969260368_Split_96.fasta', 108.193, 102.927, 1450.713, 1440.053
'MAFFT_b0#0096_thT_tree_65_OP_2.4620754969260368_Split_96.fasta', 107.327, 102.19, 1471.208, 1459.277
'MAFFT_b0#0096_ttH_tree_65_OP_2.4620754969260368_Split_96.fasta', 105.426, 100.328, 1439.453, 1439.62
'MAFFT_b0#0098_htT_tree_85_OP_1.0876519560757543_Split_98.fasta', 104.325, 98.35, 1376.554, 1372.673
'MAFFT_b0#0098_thH_tree_85_OP_1.0876519560757543_Split_98.fasta', 102.962, 96.773, 1346.194, 1347.57
'MAFFT_b0#0098_thT_tree_85_OP_1.0876519560757543_Split_98.fasta', 102.962, 96.773, 1346.194, 1347.57
'MAFFT_b0#0098_ttH_tree_85_OP_1.0876519560757543_Split_98.fasta', 104.351, 98.375, 1376.796, 1372.892
'MAFFT_b0#0100_hhH_tree_84_OP_1.2747066014324073_Split_100.fasta', 112.164, 107.639, 1684.084, 1677.944
'MAFFT_b0#0100_hhT_tree_84_OP_1.2747066014324073_Split_100.fasta', 112.164, 107.639, 1684.084, 1677.944
'MAFFT_b0#0100_htH_tree_84_OP_1.2747066014324073_Split_100.fasta', 113.026, 108.465, 1673.713, 1677.743
'MAFFT_b0#0100_thH_tree_84_OP_1.2747066014324073_Split_100.fasta', 112.412, 107.935, 1686.907, 1680.952
'MAFFT_b0#0103_htH_tree_48_OP_2.7980377771908604_Split_103.fasta', 106.749, 101.748, 1580.193, 1572.159
'MAFFT_b0#0103_htT_tree_48_OP_2.7980377771908604_Split_103.fasta', 106.749, 101.748, 1580.193, 1572.159
'MAFFT_b0#0103_thH_tree_48_OP_2.7980377771908604_Split_103.fasta', 111.307, 106.44, 1624.552, 1617.487
'MAFFT_b0#0103_ttT_tree_48_OP_2.7980377771908604_Split_103.fasta', 105.63, 100.581, 1594.101, 1556.693
'MAFFT_b0#0105_hhT_tree_26_OP_1.957362545164327_Split_105.fasta', 110.887, 106.234, 1669.773, 1711.92
'MAFFT_b0#0105_hhT_tree_95_OP_2.670624614307364_Split_105.fasta', 111.921, 106.909, 1925.614, 1911.164
'MAFFT_b0#0105_htT_tree_26_OP_1.957362545164327_Split_105.fasta', 110.623, 105.942, 1660.173, 1700.331
'MAFFT_b0#0105_htT_tree_95_OP_2.670624614307364_Split_105.fasta', 113.961, 108.834, 1941.043, 1900.939
'MAFFT_b0#0105_thT_tree_26_OP_1.957362545164327_Split_105.fasta', 110.916, 106.253, 1669.869, 1712.015
'MAFFT_b0#0105_ttH_tree_26_OP_1.957362545164327_Split_105.fasta', 110.653, 105.961, 1660.27, 1700.426
'MAFFT_b0#0105_ttH_tree_95_OP_2.670624614307364_Split_105.fasta', 113.977, 108.84, 1862.716, 1903.202
'MAFFT_b0#0105_ttT_tree_95_OP_2.670624614307364_Split_105.fasta', 113.977, 108.84, 1862.716, 1903.202
'MAFFT_b0#0107_htT_tree_4_OP_2.0343728689026586_Split_107.fasta', 120.78, 116.987, 1652.553, 1642.884
'MAFFT_b0#0107_thT_tree_4_OP_2.0343728689026586_Split_107.fasta', 122.127, 118.24, 1713.985, 1649.005
'MAFFT_b0#0107_ttH_tree_4_OP_2.0343728689026586_Split_107.fasta', 120.796, 116.996, 1652.545, 1642.879
'MAFFT_b0#0107_ttT_tree_4_OP_2.0343728689026586_Split_107.fasta', 120.796, 116.996, 1652.545, 1642.879
'MAFFT_b0#0108_hhH_tree_31_OP_1.0372976153998443_Split_108.fasta', 109.622, 104.009, 1478.636, 1474.533
'MAFFT_b0#0108_hhH_tree_77_OP_2.9245454346939663_Split_108.fasta', 115.591, 111.243, 1879.682, 1907.937
'MAFFT_b0#0108_hhT_tree_77_OP_2.9245454346939663_Split_108.fasta', 115.591, 111.243, 1879.682, 1907.937
'MAFFT_b0#0108_htH_tree_24_OP_1.2563447919918282_Split_108.fasta', 114.316, 108.867, 1657.223, 1622.349
'MAFFT_b0#0108_htT_tree_31_OP_1.0372976153998443_Split_108.fasta', 105.66, 99.789, 1462.534, 1450.818
'MAFFT_b0#0108_htT_tree_77_OP_2.9245454346939663_Split_108.fasta', 117.201, 113.304, 1909.192, 1938.518
'MAFFT_b0#0108_thH_tree_24_OP_1.2563447919918282_Split_108.fasta', 115.393, 110.044, 1725.592, 1684.204
'MAFFT_b0#0108_thT_tree_31_OP_1.0372976153998443_Split_108.fasta', 109.622, 104.009, 1478.636, 1474.533
'MAFFT_b0#0108_ttH_tree_24_OP_1.2563447919918282_Split_108.fasta', 114.316, 108.867, 1657.223, 1622.349
'MAFFT_b0#0108_ttT_tree_24_OP_1.2563447919918282_Split_108.fasta', 114.316, 108.867, 1657.223, 1622.349
'MAFFT_b0#0108_ttT_tree_31_OP_1.0372976153998443_Split_108.fasta', 105.66, 99.789, 1462.534, 1450.818
'MAFFT_b0#0108_ttT_tree_77_OP_2.9245454346939663_Split_108.fasta', 117.201, 113.304, 1909.192, 1938.518
'MAFFT_b0#0109_htT_tree_88_OP_2.744574155858557_Split_109.fasta', 110.195, 104.742, 2443.146, 2069.85
'MAFFT_b0#0109_thH_tree_88_OP_2.744574155858557_Split_109.fasta', 110.105, 104.408, 2462.22, 2128.482
'MAFFT_b0#0109_thT_tree_88_OP_2.744574155858557_Split_109.fasta', 110.105, 104.408, 2462.22, 2128.482
'MAFFT_b0#0109_ttT_tree_88_OP_2.744574155858557_Split_109.fasta', 110.63, 105.217, 2454.367, 2079.842
'MAFFT_b0#0110_hhH_tree_80_OP_1.2430603525509658_Split_110.fasta', 113.402, 108.692, 1562.105, 1557.7
'MAFFT_b0#0110_hhT_tree_80_OP_1.2430603525509658_Split_110.fasta', 113.402, 108.692, 1562.105, 1557.7
'MAFFT_b0#0110_ttH_tree_80_OP_1.2430603525509658_Split_110.fasta', 113.595, 108.997, 1625.089, 1620.623
'MAFFT_b0#0110_ttT_tree_80_OP_1.2430603525509658_Split_110.fasta', 113.595, 108.997, 1625.089, 1620.623
'MAFFT_b0#0111_hhH_tree_81_OP_1.6732724263803218_Split_111.fasta', 111.48, 106.996, 1758.657, 1773.341
'MAFFT_b0#0111_hhT_tree_81_OP_1.6732724263803218_Split_111.fasta', 111.48, 106.996, 1758.657, 1773.341
'MAFFT_b0#0111_htH_tree_81_OP_1.6732724263803218_Split_111.fasta', 112.023, 107.641, 1821.754, 1838.729
'MAFFT_b0#0111_htT_tree_81_OP_1.6732724263803218_Split_111.fasta', 112.023, 107.641, 1821.754, 1838.729
'MAFFT_b0#0113_hhH_tree_51_OP_1.8220601360996602_Split_113.fasta', 119.662, 115.549, 1734.584, 1721.501
'MAFFT_b0#0113_htH_tree_51_OP_1.8220601360996602_Split_113.fasta', 120.615, 116.331, 1744.582, 1707.086
'MAFFT_b0#0113_htT_tree_51_OP_1.8220601360996602_Split_113.fasta', 120.615, 116.331, 1744.582, 1707.086
'MAFFT_b0#0113_thH_tree_51_OP_1.8220601360996602_Split_113.fasta', 119.662, 115.549, 1734.584, 1721.501
'MAFFT_b0#0114_hhT_tree_40_OP_1.9125230236480895_Split_114.fasta', 113.857, 109.91, 1809.35, 1803.071
'MAFFT_b0#0114_htH_tree_40_OP_1.9125230236480895_Split_114.fasta', 115.19, 110.736, 1749.928, 1743.838
'MAFFT_b0#0114_thH_tree_40_OP_1.9125230236480895_Split_114.fasta', 113.908, 109.97, 1810.834, 1803.369
'MAFFT_b0#0114_ttT_tree_40_OP_1.9125230236480895_Split_114.fasta', 115.24, 110.795, 1751.31, 1744.102
'MAFFT_b0#0116_hhH_tree_13_OP_1.1853513231387998_Split_116.fasta', 112.961, 107.764, 1521.263, 1489.626
'MAFFT_b0#0116_hhT_tree_13_OP_1.1853513231387998_Split_116.fasta', 112.961, 107.764, 1521.263, 1489.626
'MAFFT_b0#0116_thT_tree_13_OP_1.1853513231387998_Split_116.fasta', 112.961, 107.764, 1521.263, 1489.626
'MAFFT_b0#0116_ttH_tree_13_OP_1.1853513231387998_Split_116.fasta', 116.637, 111.191, 1548.901, 1552.471
'MAFFT_b0#0119_hhT_tree_64_OP_1.9061001954293297_Split_119.fasta', 117.542, 112.537, 1710.912, 1655.049
'MAFFT_b0#0119_htH_tree_64_OP_1.9061001954293297_Split_119.fasta', 117.076, 111.791, 1641.148, 1595.104
'MAFFT_b0#0119_htT_tree_64_OP_1.9061001954293297_Split_119.fasta', 117.076, 111.791, 1641.148, 1595.104
'MAFFT_b0#0119_thH_tree_64_OP_1.9061001954293297_Split_119.fasta', 117.547, 112.543, 1710.998, 1655.123
'MAFFT_b0#0121_hhH_tree_21_OP_2.1636053370686796_Split_121.fasta', 119.448, 114.2, 1853.217, 1843.28
'MAFFT_b0#0121_htH_tree_21_OP_2.1636053370686796_Split_121.fasta', 120.212, 115.029, 1902.024, 1891.268
'MAFFT_b0#0121_htT_tree_21_OP_2.1636053370686796_Split_121.fasta', 120.212, 115.029, 1902.024, 1891.268
'MAFFT_b0#0121_thT_tree_21_OP_2.1636053370686796_Split_121.fasta', 119.543, 114.294, 1864.421, 1816.233
'MAFFT_b0#0122_hhT_tree_94_OP_1.4245501758202603_Split_122.fasta', 110.64, 104.94, 1747.152, 1743.068
'MAFFT_b0#0122_htH_tree_94_OP_1.4245501758202603_Split_122.fasta', 110.715, 105.068, 1682.009, 1694.328
'MAFFT_b0#0122_htT_tree_94_OP_1.4245501758202603_Split_122.fasta', 110.715, 105.068, 1682.009, 1694.328
'MAFFT_b0#0122_ttH_tree_94_OP_1.4245501758202603_Split_122.fasta', 110.715, 105.068, 1682.009, 1694.328
'MAFFT_b0#0123_hhT_tree_90_OP_1.153374992031902_Split_123.fasta', 108.535, 103.34, 1584.572, 1541.105
'MAFFT_b0#0123_htT_tree_90_OP_1.153374992031902_Split_123.fasta', 110.489, 105.264, 1637.093, 1590.631
'MAFFT_b0#0123_thT_tree_90_OP_1.153374992031902_Split_123.fasta', 108.545, 103.361, 1574.101, 1569.823
'MAFFT_b0#0123_ttH_tree_90_OP_1.153374992031902_Split_123.fasta', 110.499, 105.285, 1630.418, 1588.832
'MAFFT_b0#0127_hhH_tree_30_OP_1.2515734850881262_Split_127.fasta', 113.573, 107.503, 1447.108, 1451.71
'MAFFT_b0#0127_hhT_tree_30_OP_1.2515734850881262_Split_127.fasta', 113.573, 107.503, 1447.108, 1451.71
'MAFFT_b0#0127_htH_tree_30_OP_1.2515734850881262_Split_127.fasta', 112.522, 106.691, 1440.698, 1442.987
'MAFFT_b0#0127_thT_tree_30_OP_1.2515734850881262_Split_127.fasta', 113.573, 107.503, 1447.108, 1451.71
'MAFFT_b0#0129_hhH_tree_10_OP_2.069340713645537_Split_129.fasta', 111.504, 106.671, 1648.77, 1630.324
'MAFFT_b0#0129_htH_tree_10_OP_2.069340713645537_Split_129.fasta', 110.368, 106.138, 1702.086, 1682.021
'MAFFT_b0#0129_htT_tree_10_OP_2.069340713645537_Split_129.fasta', 110.368, 106.138, 1702.086, 1682.021
'MAFFT_b0#0129_thT_tree_10_OP_2.069340713645537_Split_129.fasta', 111.504, 106.671, 1648.77, 1630.324
