code_BLOSUM62_GO_-6_GE_-0.5,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-6_GE_-0.5,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-6_GE_-0.5
'bali_phy_msa.172.fas', 133.618, 125.922, 1293.947, 1136.711
'bali_phy_msa.173.fas', 136.391, 129.181, 1400.366, 1190.172
'bali_phy_msa.174.fas', 136.83, 129.69, 1467.225, 1168.298
'bali_phy_msa.175.fas', 134.927, 127.261, 1353.156, 1139.97
'bali_phy_msa.176.fas', 135.715, 128.199, 1298.048, 1157.94
'bali_phy_msa.177.fas', 134.911, 127.269, 1409.552, 1133.284
'bali_phy_msa.178.fas', 135.933, 128.692, 1335.894, 1191.504
'bali_phy_msa.179.fas', 134.015, 126.326, 1274.669, 1103.543
'bali_phy_msa.18.fas', 135.913, 128.167, 1393.987, 1148.786
'bali_phy_msa.180.fas', 134.462, 126.685, 1457.574, 1148.716
'bali_phy_msa.181.fas', 134.34, 126.854, 1374.863, 1161.629
'bali_phy_msa.182.fas', 135.671, 128.346, 1399.338, 1154.027
'bali_phy_msa.183.fas', 136.388, 129.196, 1427.437, 1167.742
'bali_phy_msa.184.fas', 136.408, 129.215, 1495.494, 1184.605
'bali_phy_msa.185.fas', 135.03, 127.588, 1381.247, 1134.606
'bali_phy_msa.186.fas', 135.975, 128.681, 1322.503, 1182.648
'bali_phy_msa.187.fas', 135.395, 127.682, 1363.988, 1131.813
'bali_phy_msa.188.fas', 135.124, 127.647, 1355.371, 1127.602
'bali_phy_msa.189.fas', 134.657, 127.281, 1430.977, 1152.21
'bali_phy_msa.19.fas', 136.116, 128.785, 1506.339, 1172.688
'bali_phy_msa.190.fas', 135.582, 128.221, 1347.397, 1177.891
'bali_phy_msa.191.fas', 136.036, 129.059, 1457.04, 1192.332
'bali_phy_msa.192.fas', 134.845, 127.503, 1285.747, 1146.275
'bali_phy_msa.193.fas', 136.925, 129.962, 1454.217, 1197.624
'bali_phy_msa.194.fas', 133.151, 125.555, 1327.585, 1106.871
'bali_phy_msa.195.fas', 135.834, 128.543, 1301.377, 1170.075
'bali_phy_msa.196.fas', 137.847, 131.33, 1383.103, 1227.279
'bali_phy_msa.197.fas', 135.925, 128.694, 1399.293, 1151.864
'bali_phy_msa.198.fas', 135.778, 128.306, 1480.227, 1156.513
'bali_phy_msa.199.fas', 136.056, 129.155, 1427.002, 1169.03
'bali_phy_msa.2.fas', 131.27, 122.609, 1286.342, 1036.708
'bali_phy_msa.20.fas', 137.027, 130.04, 1399.05, 1200.918
'bali_phy_msa.200.fas', 136.178, 128.796, 1336.727, 1177.973
'bali_phy_msa.201.fas', 136.035, 128.933, 1420.299, 1165.148
'bali_phy_msa.202.fas', 136.416, 129.073, 1461.085, 1169.623
'bali_phy_msa.203.fas', 134.931, 127.377, 1228.597, 1141.916
'bali_phy_msa.204.fas', 134.506, 127.01, 1272.002, 1141.534
'bali_phy_msa.205.fas', 134.406, 126.814, 1363.809, 1138.113
'bali_phy_msa.206.fas', 136.568, 129.344, 1414.94, 1189.933
'bali_phy_msa.207.fas', 136.153, 128.893, 1313.528, 1172.792
'bali_phy_msa.208.fas', 137.184, 130.015, 1444.26, 1196.843
'bali_phy_msa.209.fas', 135.184, 127.865, 1324.203, 1162.859
'bali_phy_msa.21.fas', 135.092, 127.467, 1397.614, 1154.102
'bali_phy_msa.210.fas', 136.625, 129.426, 1437.814, 1183.112
'bali_phy_msa.211.fas', 137.807, 131.076, 1502.832, 1222.573
'bali_phy_msa.212.fas', 136.441, 129.293, 1421.77, 1189.874
'bali_phy_msa.213.fas', 135.074, 127.927, 1473.7, 1171.746
'bali_phy_msa.214.fas', 136.54, 129.255, 1483.955, 1191.062
'bali_phy_msa.215.fas', 133.91, 125.978, 1314.811, 1107.835
'bali_phy_msa.216.fas', 136.421, 129.322, 1396.298, 1176.009
'bali_phy_msa.217.fas', 136.139, 128.59, 1357.848, 1153.665
'bali_phy_msa.218.fas', 134.872, 127.54, 1429.657, 1164.307
'bali_phy_msa.219.fas', 137.397, 130.411, 1440.542, 1195.211
'bali_phy_msa.22.fas', 135.048, 127.618, 1449.935, 1133.293
'bali_phy_msa.220.fas', 135.466, 128.031, 1378.873, 1156.713
'bali_phy_msa.221.fas', 134.734, 126.984, 1321.629, 1132.825
'bali_phy_msa.222.fas', 136.81, 129.894, 1444.56, 1195.426
'bali_phy_msa.223.fas', 134.857, 127.44, 1404.038, 1157.32
'bali_phy_msa.224.fas', 137.446, 130.5, 1382.67, 1185.068
'bali_phy_msa.225.fas', 136.822, 129.85, 1437.213, 1199.054
'bali_phy_msa.226.fas', 135.872, 128.525, 1360.474, 1162.615
'bali_phy_msa.227.fas', 136.966, 129.885, 1424.214, 1191.239
'bali_phy_msa.228.fas', 137.113, 129.993, 1505.446, 1197.801
'bali_phy_msa.229.fas', 135.41, 127.968, 1336.723, 1173.148
'bali_phy_msa.23.fas', 136.007, 128.393, 1331.362, 1153.524
'bali_phy_msa.230.fas', 136.421, 129.381, 1426.877, 1168.695
'bali_phy_msa.231.fas', 136.75, 129.706, 1401.486, 1172.741
'bali_phy_msa.232.fas', 135.283, 127.996, 1458.007, 1174.955
'bali_phy_msa.233.fas', 135.287, 127.764, 1315.141, 1143.406
'bali_phy_msa.234.fas', 136.572, 129.835, 1386.029, 1178.335
'bali_phy_msa.235.fas', 135.841, 128.474, 1306.82, 1181.254
'bali_phy_msa.236.fas', 136.335, 129.409, 1524.817, 1215.156
'bali_phy_msa.237.fas', 137.016, 130.153, 1472.56, 1202.598
'bali_phy_msa.238.fas', 133.634, 125.906, 1343.546, 1126.4
'bali_phy_msa.239.fas', 135.383, 127.926, 1244.271, 1169.176
'bali_phy_msa.24.fas', 135.021, 127.228, 1393.964, 1145.883
'bali_phy_msa.240.fas', 134.59, 127.137, 1416.864, 1157.631
'bali_phy_msa.241.fas', 134.635, 127.76, 1429.04, 1192.377
'bali_phy_msa.242.fas', 136.78, 129.529, 1428.245, 1171.377
'bali_phy_msa.243.fas', 136.354, 129.098, 1256.56, 1185.512
'bali_phy_msa.244.fas', 134.065, 126.248, 1394.205, 1132.248
'bali_phy_msa.245.fas', 134.657, 126.926, 1355.54, 1143.819
'bali_phy_msa.246.fas', 137.081, 129.995, 1418.785, 1177.874
'bali_phy_msa.247.fas', 135.051, 127.698, 1333.672, 1169.864
'bali_phy_msa.248.fas', 133.979, 126.275, 1416.957, 1127.358
'bali_phy_msa.249.fas', 135.296, 128.16, 1448.847, 1167.121
'bali_phy_msa.25.fas', 137.811, 130.905, 1429.567, 1206.241
'bali_phy_msa.250.fas', 137.261, 130.216, 1479.27, 1191.4
'bali_phy_msa.251.fas', 136.089, 128.834, 1375.932, 1150.784
'bali_phy_msa.252.fas', 137.051, 129.951, 1383.738, 1175.447
'bali_phy_msa.253.fas', 136.099, 128.575, 1265.332, 1161.112
'bali_phy_msa.254.fas', 134.115, 126.679, 1299.2, 1137.747
'bali_phy_msa.255.fas', 136.303, 129.161, 1360.741, 1162.726
'bali_phy_msa.256.fas', 135.544, 128.282, 1380.253, 1174.593
'bali_phy_msa.257.fas', 135.919, 128.841, 1458.031, 1166.558
'bali_phy_msa.258.fas', 136.169, 128.868, 1483.911, 1187.175
'bali_phy_msa.259.fas', 136.414, 129.113, 1431.108, 1161.968
'bali_phy_msa.26.fas', 136.719, 129.745, 1482.526, 1194.978
'bali_phy_msa.260.fas', 134.436, 126.584, 1361.173, 1136.165
'bali_phy_msa.261.fas', 136.383, 129.127, 1447.957, 1174.358
'bali_phy_msa.262.fas', 135.663, 128.522, 1345.44, 1162.837
'bali_phy_msa.263.fas', 136.584, 129.385, 1353.038, 1172.373
'bali_phy_msa.264.fas', 135.326, 127.753, 1141.681, 1119.47
'bali_phy_msa.265.fas', 137.13, 130.294, 1435.378, 1206.578
'bali_phy_msa.266.fas', 135.271, 127.993, 1369.229, 1174.078
'bali_phy_msa.267.fas', 137.014, 129.98, 1453.167, 1185.361
'bali_phy_msa.268.fas', 135.05, 127.531, 1360.308, 1121.741
'bali_phy_msa.269.fas', 135.989, 128.871, 1403.656, 1172.938
'bali_phy_msa.27.fas', 132.989, 125.093, 1368.881, 1120.549
'bali_phy_msa.270.fas', 135.351, 127.953, 1309.099, 1157.951
'bali_phy_msa.271.fas', 136.765, 129.481, 1331.877, 1183.732
'bali_phy_msa.272.fas', 135.483, 128.11, 1349.776, 1171.802
'bali_phy_msa.273.fas', 135.089, 128.02, 1446.968, 1157.373
'bali_phy_msa.274.fas', 135.495, 128.571, 1482.184, 1188.146
'bali_phy_msa.275.fas', 136.756, 129.686, 1321.195, 1184.1
'bali_phy_msa.276.fas', 136.836, 129.442, 1399.431, 1158.207
'bali_phy_msa.277.fas', 135.097, 127.031, 1299.035, 1122.955
'bali_phy_msa.278.fas', 136.717, 129.817, 1450.944, 1171.639
'bali_phy_msa.279.fas', 136.964, 130.06, 1533.282, 1206.102
'bali_phy_msa.28.fas', 134.744, 127.494, 1368.123, 1179.976
'bali_phy_msa.280.fas', 134.599, 126.976, 1411.255, 1133.52
'bali_phy_msa.281.fas', 136.464, 129.426, 1473.883, 1197.475
'bali_phy_msa.282.fas', 135.644, 128.185, 1280.65, 1158.733
'bali_phy_msa.283.fas', 135.139, 127.624, 1363.847, 1137.265
'bali_phy_msa.284.fas', 136.367, 129.254, 1427.467, 1170.099
'bali_phy_msa.285.fas', 137.027, 129.758, 1362.872, 1172.942
'bali_phy_msa.286.fas', 134.377, 126.637, 1185.829, 1131.901
'bali_phy_msa.287.fas', 137.255, 130.406, 1469.298, 1213.086
'bali_phy_msa.288.fas', 133.518, 125.502, 1262.775, 1102.781
'bali_phy_msa.289.fas', 136.268, 128.851, 1402.073, 1157.344
'bali_phy_msa.29.fas', 136.69, 129.473, 1450.401, 1182.245
'bali_phy_msa.290.fas', 135.641, 128.065, 1304.609, 1133.175
'bali_phy_msa.291.fas', 135.688, 128.504, 1419.713, 1167.256
'bali_phy_msa.292.fas', 137.75, 130.786, 1399.161, 1196.729
'bali_phy_msa.293.fas', 134.906, 127.544, 1415.726, 1165.147
'bali_phy_msa.294.fas', 136.45, 129.183, 1419.146, 1184.139
'bali_phy_msa.295.fas', 134.281, 126.7, 1249.567, 1134.842
'bali_phy_msa.296.fas', 137.295, 130.173, 1406.979, 1184.176
'bali_phy_msa.297.fas', 135.295, 127.915, 1210.067, 1157.552
'bali_phy_msa.298.fas', 137.121, 130.109, 1475.09, 1206.268
'bali_phy_msa.299.fas', 133.215, 125.622, 1316.033, 1124.042
'bali_phy_msa.3.fas', 134.256, 126.116, 1158.012, 1088.186
'bali_phy_msa.30.fas', 134.86, 127.101, 1334.138, 1127.651
'bali_phy_msa.300.fas', 134.357, 126.315, 1306.564, 1124.791
'bali_phy_msa.301.fas', 135.831, 128.722, 1434.316, 1186.05
'bali_phy_msa.302.fas', 135.849, 128.852, 1369.469, 1178.372
'bali_phy_msa.303.fas', 136.729, 129.572, 1358.398, 1181.172
'bali_phy_msa.304.fas', 136.389, 129.288, 1429.951, 1188.023
'bali_phy_msa.305.fas', 137.04, 129.948, 1506.312, 1173.094
'bali_phy_msa.306.fas', 135.646, 128.37, 1435.203, 1163.349
'bali_phy_msa.307.fas', 135.625, 128.03, 1355.377, 1160.619
'bali_phy_msa.308.fas', 135.222, 127.76, 1411.491, 1139.504
'bali_phy_msa.309.fas', 136.277, 129.004, 1417.677, 1192.145
'bali_phy_msa.31.fas', 135.293, 127.565, 1389.21, 1144.544
'bali_phy_msa.310.fas', 137.93, 131.191, 1482.045, 1222.555
'bali_phy_msa.311.fas', 135.85, 128.908, 1346.779, 1184.166
'bali_phy_msa.312.fas', 134.725, 126.811, 1386.435, 1117.047
'bali_phy_msa.313.fas', 137.062, 129.92, 1491.769, 1167.142
'bali_phy_msa.314.fas', 135.001, 127.655, 1329.614, 1129.239
'bali_phy_msa.315.fas', 136.317, 129.137, 1366.913, 1170.721
'bali_phy_msa.316.fas', 136.472, 129.345, 1478.694, 1173.764
'bali_phy_msa.317.fas', 135.553, 128.122, 1356.999, 1168.268
'bali_phy_msa.318.fas', 137.095, 130.175, 1462.832, 1188.533
'bali_phy_msa.319.fas', 136.775, 129.757, 1405.896, 1190.438
'bali_phy_msa.32.fas', 134.115, 126.292, 1240.332, 1136.573
'bali_phy_msa.320.fas', 137.782, 130.751, 1458.001, 1215.324
'bali_phy_msa.321.fas', 136.153, 128.639, 1275.365, 1184.547
'bali_phy_msa.322.fas', 136.81, 129.849, 1483.696, 1213.165
'bali_phy_msa.323.fas', 135.237, 127.66, 1399.455, 1157.669
'bali_phy_msa.324.fas', 136.517, 129.806, 1484.744, 1226.339
'bali_phy_msa.325.fas', 134.448, 126.808, 1276.77, 1140.084
'bali_phy_msa.326.fas', 136.18, 128.595, 1372.785, 1140.652
'bali_phy_msa.327.fas', 135.782, 128.202, 1463.409, 1133.296
'bali_phy_msa.328.fas', 136.328, 129.063, 1335.759, 1175.956
'bali_phy_msa.329.fas', 135.135, 128.095, 1440.574, 1142.479
'bali_phy_msa.33.fas', 133.603, 125.834, 1290.84, 1133.964
'bali_phy_msa.330.fas', 136.924, 129.984, 1482.937, 1205.356
'bali_phy_msa.331.fas', 137.018, 129.87, 1401.845, 1182.128
'bali_phy_msa.332.fas', 133.708, 126.126, 1393.944, 1141.504
'bali_phy_msa.333.fas', 136.946, 129.939, 1299.361, 1198.032
'bali_phy_msa.334.fas', 135.779, 128.922, 1415.809, 1191.666
'bali_phy_msa.335.fas', 137.315, 130.501, 1431.286, 1210.982
'bali_phy_msa.336.fas', 136.39, 129.267, 1402.632, 1169.066
'bali_phy_msa.337.fas', 135.132, 128.085, 1417.181, 1189.581
'bali_phy_msa.338.fas', 137.021, 130.311, 1452.793, 1206.942
'bali_phy_msa.339.fas', 136.885, 129.928, 1400.78, 1188.08
'bali_phy_msa.34.fas', 135.478, 127.874, 1357.661, 1150.951
'bali_phy_msa.340.fas', 135.256, 127.743, 1340.162, 1120.242
'bali_phy_msa.341.fas', 134.99, 127.16, 1297.999, 1127.32
'bali_phy_msa.342.fas', 135.959, 128.72, 1378.691, 1150.783
'bali_phy_msa.343.fas', 136.28, 129.023, 1423.315, 1175.618
'bali_phy_msa.344.fas', 135.924, 128.514, 1362.701, 1171.699
'bali_phy_msa.345.fas', 136.148, 129.244, 1238.816, 1202.177
'bali_phy_msa.346.fas', 134.789, 127.326, 1491.392, 1167.559
'bali_phy_msa.347.fas', 135.664, 128.3, 1288.934, 1163.721
'bali_phy_msa.348.fas', 135.655, 128.596, 1506.977, 1196.598
'bali_phy_msa.349.fas', 135.172, 127.597, 1318.936, 1150.918
'bali_phy_msa.35.fas', 137.061, 130.288, 1394.125, 1219.137
'bali_phy_msa.350.fas', 136.992, 130.014, 1384.482, 1193.606
'bali_phy_msa.351.fas', 135.947, 128.78, 1387.221, 1160.114
'bali_phy_msa.352.fas', 135.187, 127.935, 1433.367, 1155.405
'bali_phy_msa.353.fas', 137.526, 130.538, 1467.055, 1192.429
'bali_phy_msa.354.fas', 135.998, 128.912, 1308.512, 1148.861
'bali_phy_msa.355.fas', 136.245, 128.932, 1387.228, 1159.894
'bali_phy_msa.356.fas', 136.102, 129.035, 1409.277, 1157.449
'bali_phy_msa.357.fas', 136.132, 128.469, 1337.675, 1139.215
'bali_phy_msa.358.fas', 134.464, 126.456, 1250.789, 1116.293
'bali_phy_msa.359.fas', 136.549, 129.381, 1438.413, 1175.246
'bali_phy_msa.36.fas', 135.786, 128.799, 1327.202, 1166.938
'bali_phy_msa.360.fas', 136.826, 129.835, 1366.317, 1185.127
'bali_phy_msa.361.fas', 135.477, 128.244, 1300.933, 1166.351
'bali_phy_msa.362.fas', 136.572, 129.398, 1362.072, 1160.399
'bali_phy_msa.363.fas', 135.669, 128.267, 1366.823, 1126.123
'bali_phy_msa.364.fas', 135.877, 128.41, 1302.024, 1147.102
'bali_phy_msa.365.fas', 136.818, 129.901, 1406.05, 1173.191
'bali_phy_msa.366.fas', 133.675, 125.895, 1248.707, 1089.406
'bali_phy_msa.367.fas', 136.028, 129.0, 1637.361, 1197.083
'bali_phy_msa.368.fas', 136.91, 129.995, 1423.352, 1190.491
'bali_phy_msa.369.fas', 135.319, 127.752, 1245.232, 1140.046
'bali_phy_msa.37.fas', 137.299, 130.208, 1294.997, 1196.271
'bali_phy_msa.370.fas', 137.394, 130.64, 1504.336, 1209.603
'bali_phy_msa.371.fas', 136.399, 129.41, 1531.814, 1184.091
'bali_phy_msa.372.fas', 132.787, 124.726, 1255.023, 1113.753
'bali_phy_msa.373.fas', 136.186, 128.964, 1401.766, 1159.121
'bali_phy_msa.374.fas', 135.227, 127.554, 1370.099, 1152.478
'bali_phy_msa.375.fas', 136.474, 129.24, 1397.713, 1190.317
'bali_phy_msa.376.fas', 136.197, 129.041, 1492.71, 1193.416
'bali_phy_msa.377.fas', 137.012, 129.917, 1470.925, 1201.679
'bali_phy_msa.378.fas', 135.311, 128.177, 1382.667, 1180.44
'bali_phy_msa.379.fas', 136.557, 129.383, 1423.046, 1174.564
'bali_phy_msa.38.fas', 137.14, 130.087, 1383.126, 1199.545
'bali_phy_msa.380.fas', 134.714, 127.131, 1309.562, 1157.709
'bali_phy_msa.381.fas', 136.664, 129.722, 1409.317, 1181.817
'bali_phy_msa.382.fas', 135.698, 128.31, 1349.836, 1161.198
'bali_phy_msa.383.fas', 136.679, 129.669, 1420.394, 1183.616
'bali_phy_msa.384.fas', 135.785, 128.207, 1324.771, 1156.884
'bali_phy_msa.385.fas', 136.694, 129.594, 1388.253, 1190.733
'bali_phy_msa.386.fas', 135.333, 127.722, 1256.411, 1126.159
'bali_phy_msa.387.fas', 135.975, 128.638, 1400.972, 1164.199
'bali_phy_msa.388.fas', 136.512, 129.09, 1457.949, 1182.808
'bali_phy_msa.389.fas', 135.967, 128.555, 1386.347, 1170.48
'bali_phy_msa.39.fas', 136.147, 129.258, 1490.358, 1182.518
'bali_phy_msa.390.fas', 135.76, 128.365, 1303.705, 1171.322
'bali_phy_msa.391.fas', 136.081, 129.309, 1437.781, 1175.619
'bali_phy_msa.392.fas', 135.492, 127.924, 1409.121, 1162.415
'bali_phy_msa.393.fas', 137.114, 130.437, 1459.781, 1195.123
'bali_phy_msa.394.fas', 135.462, 128.169, 1381.255, 1159.097
'bali_phy_msa.395.fas', 135.523, 128.322, 1375.737, 1187.826
'bali_phy_msa.396.fas', 135.912, 128.794, 1329.958, 1159.053
'bali_phy_msa.397.fas', 136.585, 129.245, 1393.09, 1175.468
'bali_phy_msa.398.fas', 136.261, 129.111, 1391.383, 1179.49
'bali_phy_msa.399.fas', 137.049, 129.859, 1389.232, 1196.608
'bali_phy_msa.4.fas', 137.533, 130.446, 1421.042, 1191.536
'bali_phy_msa.40.fas', 134.043, 126.082, 1298.05, 1121.585
'bali_phy_msa.400.fas', 137.081, 130.065, 1365.997, 1175.603
'bali_phy_msa.41.fas', 135.596, 128.249, 1471.225, 1161.507
'bali_phy_msa.42.fas', 135.349, 128.1, 1367.304, 1165.206
'bali_phy_msa.43.fas', 134.742, 127.404, 1374.549, 1156.971
'bali_phy_msa.44.fas', 136.231, 129.182, 1433.17, 1181.615
'bali_phy_msa.45.fas', 136.997, 129.821, 1375.368, 1194.773
'bali_phy_msa.46.fas', 133.48, 125.812, 1383.08, 1129.151
'bali_phy_msa.47.fas', 136.482, 129.094, 1400.04, 1185.138
'bali_phy_msa.48.fas', 134.833, 127.35, 1341.716, 1160.062
'bali_phy_msa.49.fas', 136.406, 129.555, 1564.218, 1190.09
'bali_phy_msa.5.fas', 135.845, 128.394, 1291.575, 1136.692
'bali_phy_msa.50.fas', 135.081, 127.71, 1428.503, 1165.106
'bali_phy_msa.51.fas', 136.111, 129.057, 1424.729, 1181.894
'bali_phy_msa.52.fas', 135.787, 128.758, 1289.957, 1167.328
'bali_phy_msa.53.fas', 133.754, 125.931, 1200.558, 1123.142
'bali_phy_msa.54.fas', 136.515, 129.09, 1296.576, 1138.873
'bali_phy_msa.55.fas', 135.223, 127.801, 1456.917, 1140.891
'bali_phy_msa.56.fas', 135.336, 127.955, 1286.513, 1166.018
'bali_phy_msa.57.fas', 136.19, 129.05, 1427.195, 1169.131
'bali_phy_msa.58.fas', 135.351, 127.826, 1350.437, 1152.316
'bali_phy_msa.59.fas', 135.486, 128.361, 1448.811, 1180.008
'bali_phy_msa.6.fas', 136.921, 129.933, 1384.729, 1181.055
'bali_phy_msa.60.fas', 135.635, 128.314, 1380.658, 1167.542
'bali_phy_msa.61.fas', 135.263, 128.058, 1384.836, 1158.485
'bali_phy_msa.62.fas', 137.283, 130.284, 1483.609, 1198.137
'bali_phy_msa.63.fas', 136.252, 128.769, 1259.094, 1153.383
'bali_phy_msa.64.fas', 134.467, 127.06, 1279.89, 1169.784
'bali_phy_msa.65.fas', 134.889, 127.138, 1362.244, 1143.259
'bali_phy_msa.66.fas', 135.65, 128.192, 1409.574, 1154.147
'bali_phy_msa.67.fas', 135.465, 127.909, 1234.744, 1148.187
'bali_phy_msa.68.fas', 136.821, 129.935, 1378.407, 1198.593
'bali_phy_msa.69.fas', 136.719, 129.474, 1377.961, 1175.827
