code_PAM250_GO_-6_GE_-0.5,sp_HENIKOFF_with_gaps_PAM250_GO_-6_GE_-0.5,sp_HENIKOFF_without_gaps_PAM250_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-6_GE_-0.5
'bali_phy_msa.147.fas', 33.646, 42.13, 31.53, 34.348
'bali_phy_msa.148.fas', 32.517, 40.843, 27.63, 33.07
'bali_phy_msa.149.fas', 32.757, 41.168, 27.918, 33.658
'bali_phy_msa.15.fas', 32.899, 41.226, 27.276, 33.545
'bali_phy_msa.150.fas', 31.25, 39.296, 24.958, 31.513
'bali_phy_msa.151.fas', 28.062, 35.227, 25.031, 28.342
'bali_phy_msa.152.fas', 34.219, 42.727, 28.829, 34.508
'bali_phy_msa.153.fas', 33.702, 42.377, 26.28, 34.537
'bali_phy_msa.154.fas', 33.022, 41.309, 27.687, 33.426
'bali_phy_msa.155.fas', 33.389, 41.719, 29.086, 34.141
'bali_phy_msa.156.fas', 34.194, 42.78, 29.583, 35.054
'bali_phy_msa.157.fas', 32.474, 40.834, 27.298, 33.514
'bali_phy_msa.158.fas', 32.046, 40.509, 27.964, 32.346
'bali_phy_msa.159.fas', 33.488, 41.86, 28.633, 34.446
'bali_phy_msa.16.fas', 32.8, 41.025, 27.658, 33.012
'bali_phy_msa.160.fas', 34.722, 43.607, 29.465, 35.28
'bali_phy_msa.161.fas', 34.247, 43.005, 29.467, 35.196
'bali_phy_msa.162.fas', 35.032, 43.932, 30.536, 35.554
'bali_phy_msa.163.fas', 32.79, 41.01, 27.704, 32.98
'bali_phy_msa.164.fas', 32.965, 41.364, 28.114, 33.325
'bali_phy_msa.165.fas', 35.275, 44.064, 27.637, 35.785
'bali_phy_msa.166.fas', 32.475, 40.577, 27.678, 32.359
'bali_phy_msa.167.fas', 31.707, 39.599, 27.113, 32.27
'bali_phy_msa.168.fas', 32.608, 41.039, 27.766, 32.991
'bali_phy_msa.169.fas', 28.834, 36.444, 23.497, 29.365
'bali_phy_msa.17.fas', 32.598, 40.943, 26.459, 32.94
'bali_phy_msa.170.fas', 32.645, 40.984, 26.488, 32.11
'bali_phy_msa.171.fas', 34.467, 43.26, 29.329, 35.025
'bali_phy_msa.172.fas', 33.407, 42.01, 28.256, 33.38
'bali_phy_msa.173.fas', 33.309, 41.825, 28.69, 34.347
'bali_phy_msa.174.fas', 34.326, 43.161, 28.27, 33.993
'bali_phy_msa.175.fas', 33.007, 41.532, 25.248, 33.666
'bali_phy_msa.176.fas', 34.014, 42.576, 28.805, 34.361
'bali_phy_msa.177.fas', 31.852, 39.966, 25.675, 31.942
'bali_phy_msa.178.fas', 34.378, 43.031, 27.892, 35.312
'bali_phy_msa.179.fas', 34.789, 43.555, 29.956, 35.749
'bali_phy_msa.18.fas', 34.677, 43.265, 27.98, 35.641
'bali_phy_msa.180.fas', 31.823, 39.995, 25.782, 32.422
'bali_phy_msa.181.fas', 33.386, 41.795, 27.664, 33.677
'bali_phy_msa.182.fas', 33.801, 42.195, 28.55, 34.37
'bali_phy_msa.183.fas', 33.9, 42.68, 26.497, 34.418
'bali_phy_msa.184.fas', 35.001, 43.709, 28.932, 34.713
'bali_phy_msa.185.fas', 31.871, 40.141, 25.286, 32.235
'bali_phy_msa.186.fas', 33.892, 42.37, 27.827, 34.298
'bali_phy_msa.187.fas', 34.524, 42.973, 28.003, 34.816
'bali_phy_msa.188.fas', 33.5, 41.907, 28.526, 34.044
'bali_phy_msa.189.fas', 34.137, 42.729, 26.613, 34.747
'bali_phy_msa.19.fas', 32.076, 40.4, 27.474, 32.304
'bali_phy_msa.190.fas', 32.537, 40.76, 25.749, 33.606
'bali_phy_msa.191.fas', 31.613, 39.642, 25.149, 31.364
'bali_phy_msa.192.fas', 33.908, 42.727, 28.432, 34.321
'bali_phy_msa.193.fas', 33.952, 42.573, 25.838, 33.664
'bali_phy_msa.194.fas', 33.394, 41.739, 27.869, 33.761
'bali_phy_msa.195.fas', 33.94, 42.462, 28.398, 35.481
'bali_phy_msa.196.fas', 33.399, 42.036, 27.55, 34.017
'bali_phy_msa.197.fas', 34.204, 43.266, 29.154, 34.133
'bali_phy_msa.198.fas', 34.8, 43.352, 29.566, 35.102
'bali_phy_msa.199.fas', 31.489, 39.371, 27.626, 31.681
'bali_phy_msa.2.fas', 31.366, 39.307, 27.598, 32.349
'bali_phy_msa.20.fas', 32.903, 41.166, 28.107, 33.744
'bali_phy_msa.200.fas', 32.445, 40.942, 28.364, 33.157
'bali_phy_msa.201.fas', 33.489, 42.059, 28.776, 34.139
'bali_phy_msa.202.fas', 32.263, 40.525, 29.841, 31.839
'bali_phy_msa.203.fas', 34.359, 42.974, 29.409, 35.002
'bali_phy_msa.204.fas', 31.891, 40.065, 25.03, 32.267
'bali_phy_msa.205.fas', 32.786, 41.16, 27.521, 33.944
'bali_phy_msa.206.fas', 32.643, 40.642, 28.993, 32.686
'bali_phy_msa.207.fas', 28.087, 35.535, 23.565, 28.63
'bali_phy_msa.208.fas', 26.701, 33.827, 21.941, 26.519
'bali_phy_msa.209.fas', 33.017, 41.291, 28.523, 33.457
'bali_phy_msa.21.fas', 34.274, 42.795, 29.743, 35.235
'bali_phy_msa.210.fas', 34.302, 42.644, 29.345, 34.441
'bali_phy_msa.211.fas', 31.584, 39.396, 27.37, 31.643
'bali_phy_msa.212.fas', 33.858, 42.326, 26.667, 35.499
'bali_phy_msa.213.fas', 33.614, 41.947, 28.343, 33.467
'bali_phy_msa.214.fas', 34.066, 42.695, 29.078, 34.54
'bali_phy_msa.215.fas', 32.408, 40.565, 27.241, 32.653
'bali_phy_msa.216.fas', 32.057, 40.14, 27.171, 31.646
'bali_phy_msa.217.fas', 35.746, 44.711, 28.429, 35.87
'bali_phy_msa.218.fas', 33.655, 42.06, 27.314, 34.444
'bali_phy_msa.219.fas', 32.711, 41.16, 27.293, 33.391
'bali_phy_msa.22.fas', 35.0, 43.752, 28.762, 35.552
'bali_phy_msa.220.fas', 33.447, 41.846, 26.72, 34.323
'bali_phy_msa.221.fas', 34.254, 42.961, 29.419, 35.301
'bali_phy_msa.222.fas', 34.167, 42.732, 29.469, 35.017
'bali_phy_msa.223.fas', 32.043, 40.289, 27.302, 32.623
'bali_phy_msa.224.fas', 33.384, 41.621, 28.594, 33.65
'bali_phy_msa.225.fas', 31.639, 39.618, 26.565, 31.577
'bali_phy_msa.226.fas', 33.936, 42.491, 28.602, 34.269
'bali_phy_msa.227.fas', 30.47, 38.344, 26.38, 30.598
'bali_phy_msa.228.fas', 32.852, 41.242, 27.924, 33.539
'bali_phy_msa.229.fas', 33.44, 41.845, 28.503, 34.29
'bali_phy_msa.23.fas', 33.544, 42.012, 28.417, 34.649
'bali_phy_msa.230.fas', 34.184, 42.85, 29.314, 34.692
'bali_phy_msa.231.fas', 33.43, 41.987, 27.981, 34.083
'bali_phy_msa.232.fas', 32.993, 41.317, 26.09, 33.113
'bali_phy_msa.233.fas', 33.448, 41.868, 31.279, 31.151
'bali_phy_msa.234.fas', 33.937, 42.531, 27.594, 34.012
'bali_phy_msa.235.fas', 33.993, 42.6, 27.447, 33.936
'bali_phy_msa.236.fas', 33.462, 41.783, 27.002, 33.684
'bali_phy_msa.237.fas', 33.928, 42.38, 26.446, 34.195
'bali_phy_msa.238.fas', 34.045, 42.66, 26.483, 34.381
'bali_phy_msa.239.fas', 33.406, 41.76, 28.411, 34.392
'bali_phy_msa.24.fas', 34.598, 43.418, 29.407, 35.219
'bali_phy_msa.240.fas', 33.939, 42.36, 29.028, 34.419
'bali_phy_msa.241.fas', 33.032, 41.399, 31.483, 32.593
'bali_phy_msa.242.fas', 33.145, 41.484, 27.261, 33.436
'bali_phy_msa.243.fas', 34.184, 42.945, 28.459, 34.046
'bali_phy_msa.244.fas', 34.219, 42.703, 29.486, 34.357
'bali_phy_msa.245.fas', 34.559, 43.403, 27.635, 35.146
'bali_phy_msa.246.fas', 35.057, 43.732, 29.491, 35.386
'bali_phy_msa.247.fas', 32.521, 40.656, 27.225, 33.77
'bali_phy_msa.248.fas', 35.033, 43.905, 29.035, 36.188
'bali_phy_msa.249.fas', 34.139, 42.761, 28.119, 34.775
'bali_phy_msa.25.fas', 34.627, 43.457, 29.395, 35.171
'bali_phy_msa.250.fas', 32.239, 40.285, 27.309, 32.267
'bali_phy_msa.251.fas', 34.182, 42.78, 26.161, 33.756
'bali_phy_msa.252.fas', 34.003, 42.488, 29.225, 34.63
'bali_phy_msa.253.fas', 33.089, 41.665, 28.036, 33.108
'bali_phy_msa.254.fas', 29.612, 37.185, 23.315, 29.845
'bali_phy_msa.255.fas', 28.979, 36.838, 24.668, 29.565
'bali_phy_msa.256.fas', 32.797, 41.025, 28.273, 32.938
'bali_phy_msa.257.fas', 32.632, 41.045, 29.274, 32.557
'bali_phy_msa.258.fas', 32.748, 41.073, 28.258, 32.996
'bali_phy_msa.259.fas', 31.685, 39.961, 27.129, 32.232
'bali_phy_msa.26.fas', 34.157, 42.61, 29.302, 34.677
'bali_phy_msa.260.fas', 33.914, 42.541, 26.669, 34.807
'bali_phy_msa.261.fas', 33.884, 42.169, 28.749, 33.709
'bali_phy_msa.262.fas', 33.899, 42.407, 27.547, 33.772
'bali_phy_msa.263.fas', 34.023, 42.789, 27.453, 33.759
'bali_phy_msa.264.fas', 33.67, 42.202, 28.115, 34.052
'bali_phy_msa.265.fas', 33.997, 42.792, 27.648, 34.456
'bali_phy_msa.266.fas', 34.426, 43.114, 29.64, 35.068
'bali_phy_msa.267.fas', 34.843, 43.901, 29.653, 35.733
'bali_phy_msa.268.fas', 32.638, 40.968, 25.496, 33.137
'bali_phy_msa.269.fas', 34.445, 43.224, 27.797, 34.4
'bali_phy_msa.27.fas', 34.302, 42.943, 28.728, 34.906
'bali_phy_msa.270.fas', 31.145, 39.09, 25.291, 30.486
'bali_phy_msa.271.fas', 24.843, 31.498, 21.404, 25.188
'bali_phy_msa.272.fas', 33.058, 41.511, 28.232, 34.311
'bali_phy_msa.273.fas', 32.97, 41.521, 27.717, 33.402
'bali_phy_msa.274.fas', 33.283, 41.65, 28.899, 33.415
'bali_phy_msa.275.fas', 34.818, 43.524, 28.594, 35.229
'bali_phy_msa.276.fas', 34.856, 43.504, 29.162, 35.125
'bali_phy_msa.277.fas', 31.164, 38.998, 26.297, 31.706
'bali_phy_msa.278.fas', 33.604, 42.277, 28.439, 35.077
'bali_phy_msa.279.fas', 32.801, 41.082, 28.056, 33.715
'bali_phy_msa.28.fas', 34.41, 42.937, 29.435, 34.856
'bali_phy_msa.280.fas', 32.883, 41.208, 30.815, 32.861
'bali_phy_msa.281.fas', 34.488, 43.077, 29.116, 35.613
'bali_phy_msa.282.fas', 32.881, 41.184, 27.959, 33.521
'bali_phy_msa.283.fas', 32.005, 40.078, 26.759, 32.673
'bali_phy_msa.284.fas', 33.54, 41.974, 28.694, 34.08
'bali_phy_msa.285.fas', 32.976, 41.433, 27.78, 33.19
'bali_phy_msa.286.fas', 33.548, 41.963, 27.371, 34.121
'bali_phy_msa.287.fas', 35.455, 44.131, 29.818, 35.843
'bali_phy_msa.288.fas', 32.76, 41.107, 27.396, 33.384
'bali_phy_msa.289.fas', 31.521, 39.55, 27.08, 32.098
'bali_phy_msa.29.fas', 33.99, 42.578, 29.2, 34.299
'bali_phy_msa.290.fas', 33.694, 42.198, 29.169, 34.43
'bali_phy_msa.291.fas', 33.432, 42.057, 25.778, 33.214
'bali_phy_msa.292.fas', 32.882, 41.014, 28.41, 33.591
'bali_phy_msa.293.fas', 32.552, 40.825, 27.143, 32.974
'bali_phy_msa.294.fas', 33.061, 41.516, 28.365, 33.811
'bali_phy_msa.295.fas', 34.566, 43.281, 29.632, 35.17
'bali_phy_msa.296.fas', 33.068, 41.535, 27.139, 32.997
'bali_phy_msa.297.fas', 33.34, 41.882, 28.484, 33.93
'bali_phy_msa.298.fas', 33.078, 41.51, 29.098, 34.471
'bali_phy_msa.299.fas', 33.354, 41.738, 28.687, 33.78
'bali_phy_msa.3.fas', 32.719, 41.342, 27.656, 32.754
'bali_phy_msa.30.fas', 34.268, 42.75, 28.83, 34.06
'bali_phy_msa.300.fas', 32.986, 41.379, 28.165, 33.238
'bali_phy_msa.301.fas', 32.636, 40.829, 26.794, 32.958
'bali_phy_msa.302.fas', 33.194, 41.609, 28.527, 33.87
'bali_phy_msa.303.fas', 32.911, 41.393, 30.09, 32.041
'bali_phy_msa.304.fas', 32.137, 40.463, 27.183, 32.754
'bali_phy_msa.305.fas', 33.831, 42.383, 28.537, 33.983
'bali_phy_msa.306.fas', 33.838, 42.732, 28.223, 34.44
'bali_phy_msa.307.fas', 34.525, 43.247, 29.436, 35.698
'bali_phy_msa.308.fas', 32.33, 40.747, 27.627, 33.019
'bali_phy_msa.309.fas', 34.005, 42.505, 28.818, 34.242
'bali_phy_msa.31.fas', 33.755, 42.441, 27.224, 35.105
'bali_phy_msa.310.fas', 32.764, 41.132, 28.765, 32.858
'bali_phy_msa.311.fas', 34.83, 43.597, 29.38, 35.186
'bali_phy_msa.312.fas', 35.429, 44.151, 29.34, 36.906
'bali_phy_msa.313.fas', 32.422, 40.601, 26.607, 32.538
'bali_phy_msa.314.fas', 34.671, 43.355, 29.051, 35.411
'bali_phy_msa.315.fas', 33.606, 42.096, 29.179, 34.59
'bali_phy_msa.316.fas', 32.833, 41.282, 28.762, 33.398
'bali_phy_msa.317.fas', 33.156, 41.559, 25.399, 33.207
'bali_phy_msa.318.fas', 34.619, 43.512, 31.514, 34.952
'bali_phy_msa.319.fas', 34.921, 43.747, 29.594, 35.839
'bali_phy_msa.32.fas', 34.342, 42.862, 28.876, 34.766
'bali_phy_msa.320.fas', 33.096, 41.521, 28.538, 33.392
'bali_phy_msa.321.fas', 34.364, 43.024, 28.875, 34.905
'bali_phy_msa.322.fas', 33.83, 42.342, 28.473, 34.397
'bali_phy_msa.323.fas', 34.274, 42.944, 27.852, 33.961
'bali_phy_msa.324.fas', 33.611, 41.973, 28.895, 34.397
'bali_phy_msa.325.fas', 35.661, 44.474, 28.59, 36.535
'bali_phy_msa.326.fas', 35.094, 43.714, 29.681, 35.254
'bali_phy_msa.327.fas', 33.785, 42.587, 28.488, 34.125
'bali_phy_msa.328.fas', 33.278, 41.612, 28.901, 33.888
'bali_phy_msa.329.fas', 32.49, 40.703, 27.298, 33.472
'bali_phy_msa.33.fas', 32.75, 41.062, 26.65, 33.895
'bali_phy_msa.330.fas', 32.463, 40.634, 26.785, 32.352
'bali_phy_msa.331.fas', 32.478, 40.914, 27.924, 32.934
'bali_phy_msa.332.fas', 33.085, 41.404, 32.437, 33.433
'bali_phy_msa.333.fas', 34.222, 42.99, 27.029, 35.559
'bali_phy_msa.334.fas', 34.885, 43.574, 27.959, 35.617
'bali_phy_msa.335.fas', 31.827, 39.816, 25.913, 32.015
'bali_phy_msa.336.fas', 33.527, 42.227, 28.577, 33.88
'bali_phy_msa.337.fas', 33.832, 42.418, 29.178, 34.406
'bali_phy_msa.338.fas', 33.473, 42.071, 27.185, 33.59
'bali_phy_msa.339.fas', 34.636, 43.319, 28.23, 34.81
'bali_phy_msa.34.fas', 35.549, 44.821, 27.746, 34.91
'bali_phy_msa.340.fas', 34.864, 43.574, 28.003, 35.369
'bali_phy_msa.341.fas', 34.89, 43.813, 29.471, 35.083
'bali_phy_msa.342.fas', 33.193, 41.427, 30.771, 32.368
'bali_phy_msa.343.fas', 32.331, 40.768, 27.432, 32.215
'bali_phy_msa.344.fas', 33.685, 42.142, 27.341, 35.192
'bali_phy_msa.345.fas', 34.343, 42.922, 27.84, 34.815
'bali_phy_msa.346.fas', 34.519, 43.197, 30.001, 33.998
'bali_phy_msa.347.fas', 34.616, 43.349, 29.435, 35.031
'bali_phy_msa.348.fas', 32.718, 40.92, 28.757, 34.047
'bali_phy_msa.349.fas', 33.729, 42.118, 28.982, 34.813
'bali_phy_msa.35.fas', 33.62, 42.433, 25.652, 33.91
'bali_phy_msa.350.fas', 33.546, 42.098, 30.497, 32.886
'bali_phy_msa.351.fas', 32.945, 41.326, 29.428, 33.888
'bali_phy_msa.352.fas', 33.729, 42.212, 28.617, 34.682
'bali_phy_msa.353.fas', 33.585, 42.283, 28.354, 34.475
'bali_phy_msa.354.fas', 33.213, 41.596, 28.663, 33.916
'bali_phy_msa.355.fas', 33.427, 42.061, 28.327, 34.093
'bali_phy_msa.356.fas', 32.159, 40.315, 27.726, 33.183
'bali_phy_msa.357.fas', 34.521, 43.247, 27.833, 36.09
'bali_phy_msa.358.fas', 32.437, 40.693, 27.358, 33.327
'bali_phy_msa.359.fas', 33.643, 42.034, 27.859, 33.759
'bali_phy_msa.36.fas', 33.654, 42.282, 28.264, 34.716
'bali_phy_msa.360.fas', 35.546, 44.533, 28.246, 35.768
'bali_phy_msa.361.fas', 34.614, 43.214, 29.148, 35.717
'bali_phy_msa.362.fas', 34.136, 42.681, 30.349, 34.597
'bali_phy_msa.363.fas', 35.847, 44.734, 29.27, 36.093
'bali_phy_msa.364.fas', 33.921, 42.25, 28.807, 34.926
'bali_phy_msa.365.fas', 33.856, 42.336, 27.657, 34.092
'bali_phy_msa.366.fas', 34.389, 43.174, 30.024, 34.005
'bali_phy_msa.367.fas', 32.127, 40.344, 27.719, 32.749
'bali_phy_msa.368.fas', 32.898, 41.531, 28.065, 33.526
'bali_phy_msa.369.fas', 34.53, 43.503, 29.291, 35.27
'bali_phy_msa.37.fas', 32.896, 41.103, 28.325, 33.224
'bali_phy_msa.370.fas', 33.992, 42.548, 28.713, 34.51
'bali_phy_msa.371.fas', 33.655, 42.282, 27.371, 35.185
'bali_phy_msa.372.fas', 34.648, 43.549, 29.37, 34.913
'bali_phy_msa.373.fas', 32.916, 41.145, 27.676, 33.067
'bali_phy_msa.374.fas', 35.574, 44.401, 27.695, 36.409
'bali_phy_msa.375.fas', 34.449, 43.048, 32.393, 34.096
'bali_phy_msa.376.fas', 34.963, 43.733, 28.096, 35.664
'bali_phy_msa.377.fas', 31.586, 39.681, 27.316, 32.0
'bali_phy_msa.378.fas', 30.797, 38.947, 25.459, 31.109
'bali_phy_msa.379.fas', 34.835, 43.893, 30.224, 35.202
'bali_phy_msa.38.fas', 33.19, 41.829, 27.066, 33.401
'bali_phy_msa.380.fas', 34.657, 43.452, 27.454, 35.046
'bali_phy_msa.381.fas', 34.268, 43.118, 30.045, 34.132
'bali_phy_msa.382.fas', 33.62, 42.295, 28.622, 33.853
'bali_phy_msa.383.fas', 32.13, 40.318, 27.924, 32.159
'bali_phy_msa.384.fas', 33.36, 42.024, 25.93, 33.567
'bali_phy_msa.385.fas', 31.595, 39.76, 29.855, 31.569
'bali_phy_msa.386.fas', 34.578, 43.345, 26.593, 34.894
'bali_phy_msa.387.fas', 33.234, 41.47, 30.385, 31.19
'bali_phy_msa.388.fas', 32.811, 41.422, 28.398, 33.42
'bali_phy_msa.389.fas', 31.71, 39.761, 25.136, 32.629
'bali_phy_msa.39.fas', 32.346, 40.783, 26.63, 32.319
'bali_phy_msa.390.fas', 34.158, 42.837, 27.406, 34.678
'bali_phy_msa.391.fas', 34.016, 42.565, 27.024, 34.348
'bali_phy_msa.392.fas', 34.264, 43.001, 28.546, 35.66
'bali_phy_msa.393.fas', 33.214, 41.612, 28.064, 32.768
'bali_phy_msa.394.fas', 34.085, 42.608, 28.679, 34.694
'bali_phy_msa.395.fas', 34.893, 43.518, 28.781, 34.699
'bali_phy_msa.396.fas', 34.093, 42.87, 26.77, 35.233
'bali_phy_msa.397.fas', 26.264, 33.405, 20.947, 26.45
'bali_phy_msa.398.fas', 32.242, 40.649, 27.076, 32.22
'bali_phy_msa.399.fas', 33.416, 41.788, 26.721, 33.9
'bali_phy_msa.4.fas', 33.665, 42.179, 28.871, 34.641
'bali_phy_msa.40.fas', 33.515, 41.816, 26.201, 33.866
'bali_phy_msa.400.fas', 35.151, 44.0, 26.924, 35.286
'bali_phy_msa.41.fas', 33.523, 42.042, 29.247, 34.637
'bali_phy_msa.42.fas', 32.276, 40.628, 25.041, 33.385
'bali_phy_msa.43.fas', 33.879, 42.662, 28.848, 34.299
'bali_phy_msa.44.fas', 32.989, 41.355, 27.766, 33.037
'bali_phy_msa.45.fas', 35.036, 43.889, 27.685, 35.471
'bali_phy_msa.46.fas', 34.045, 42.65, 29.191, 34.109
'bali_phy_msa.47.fas', 33.67, 42.237, 28.954, 34.594
'bali_phy_msa.48.fas', 33.178, 41.424, 27.755, 32.615
'bali_phy_msa.49.fas', 34.162, 42.806, 28.748, 34.318
'bali_phy_msa.5.fas', 33.766, 42.409, 28.184, 33.835
'bali_phy_msa.50.fas', 33.259, 41.561, 27.35, 33.181
'bali_phy_msa.51.fas', 32.998, 41.649, 28.08, 33.664
'bali_phy_msa.52.fas', 33.894, 42.349, 27.34, 34.958
'bali_phy_msa.53.fas', 32.473, 40.778, 25.906, 32.5
'bali_phy_msa.54.fas', 33.269, 41.755, 25.793, 33.062
'bali_phy_msa.55.fas', 34.03, 42.592, 28.475, 33.748
'bali_phy_msa.56.fas', 35.167, 43.918, 28.699, 36.259
'bali_phy_msa.57.fas', 33.674, 42.256, 28.392, 33.933
'bali_phy_msa.58.fas', 34.96, 43.795, 30.365, 34.441
'bali_phy_msa.59.fas', 33.753, 41.968, 29.767, 33.215
'bali_phy_msa.6.fas', 34.067, 42.657, 29.019, 34.746
'bali_phy_msa.60.fas', 35.713, 44.572, 28.315, 36.033
'bali_phy_msa.61.fas', 33.994, 42.528, 29.904, 34.789
'bali_phy_msa.62.fas', 33.177, 41.711, 30.66, 33.256
'bali_phy_msa.63.fas', 33.63, 42.383, 31.04, 32.243
'bali_phy_msa.64.fas', 33.267, 41.408, 26.536, 33.584
'bali_phy_msa.65.fas', 33.889, 42.396, 26.12, 33.683
'bali_phy_msa.66.fas', 33.182, 41.379, 28.627, 33.194
'bali_phy_msa.67.fas', 33.698, 42.192, 28.94, 34.55
'bali_phy_msa.68.fas', 34.817, 43.8, 27.727, 35.443
'bali_phy_msa.69.fas', 33.476, 41.896, 27.59, 34.337
'bali_phy_msa.7.fas', 32.198, 40.251, 29.523, 30.773
'bali_phy_msa.70.fas', 33.42, 41.686, 29.698, 32.619
'bali_phy_msa.71.fas', 33.923, 42.376, 27.6, 33.829
'bali_phy_msa.72.fas', 35.076, 43.955, 29.326, 35.235
'bali_phy_msa.73.fas', 34.05, 42.597, 28.359, 34.166
'bali_phy_msa.74.fas', 34.371, 42.92, 27.146, 34.896
'bali_phy_msa.75.fas', 33.919, 42.591, 28.248, 34.613
'bali_phy_msa.76.fas', 33.056, 41.307, 27.73, 33.664
'bali_phy_msa.77.fas', 33.111, 41.542, 26.667, 33.695
'bali_phy_msa.78.fas', 33.983, 42.491, 29.263, 34.874
'bali_phy_msa.79.fas', 33.828, 42.434, 28.92, 34.583
'bali_phy_msa.8.fas', 31.203, 39.082, 26.666, 31.535
'bali_phy_msa.80.fas', 34.041, 42.701, 27.37, 35.308
'bali_phy_msa.81.fas', 34.514, 43.391, 29.115, 34.815
'bali_phy_msa.82.fas', 33.114, 41.766, 28.378, 34.173
'bali_phy_msa.83.fas', 32.35, 40.508, 26.595, 32.525
'bali_phy_msa.84.fas', 33.616, 42.188, 26.172, 33.303
'bali_phy_msa.85.fas', 32.817, 41.321, 27.061, 33.829
'bali_phy_msa.86.fas', 33.168, 41.463, 27.664, 33.217
'bali_phy_msa.87.fas', 33.773, 42.196, 27.339, 34.287
'bali_phy_msa.88.fas', 33.089, 41.403, 27.375, 33.474
'bali_phy_msa.89.fas', 32.54, 40.939, 25.03, 32.982
