code_PAM250_GO_-10_GE_-0.2,sp_HENIKOFF_with_gaps_PAM250_GO_-10_GE_-0.2,sp_HENIKOFF_without_gaps_PAM250_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-10_GE_-0.2
'bali_phy_msa.126.fas', 38.817, 47.271, 34.044, 40.334
'bali_phy_msa.127.fas', 40.591, 49.354, 33.411, 42.638
'bali_phy_msa.128.fas', 42.192, 51.576, 34.585, 42.907
'bali_phy_msa.129.fas', 41.489, 50.466, 33.826, 43.191
'bali_phy_msa.13.fas', 41.984, 51.389, 35.114, 44.036
'bali_phy_msa.130.fas', 40.497, 49.622, 35.062, 42.292
'bali_phy_msa.131.fas', 40.461, 49.609, 33.729, 42.28
'bali_phy_msa.132.fas', 41.173, 50.061, 35.451, 42.873
'bali_phy_msa.133.fas', 40.624, 49.519, 34.1, 41.343
'bali_phy_msa.134.fas', 40.959, 50.255, 35.021, 42.808
'bali_phy_msa.135.fas', 41.9, 50.952, 36.027, 43.33
'bali_phy_msa.136.fas', 41.156, 50.312, 34.062, 43.403
'bali_phy_msa.137.fas', 41.452, 50.427, 34.694, 43.349
'bali_phy_msa.138.fas', 40.698, 49.713, 35.243, 42.513
'bali_phy_msa.139.fas', 39.956, 48.493, 34.203, 42.041
'bali_phy_msa.14.fas', 42.622, 52.234, 34.738, 44.855
'bali_phy_msa.140.fas', 41.023, 50.038, 33.872, 43.544
'bali_phy_msa.141.fas', 40.455, 49.256, 36.306, 41.912
'bali_phy_msa.142.fas', 43.368, 52.953, 35.733, 45.662
'bali_phy_msa.143.fas', 42.467, 52.075, 36.304, 44.197
'bali_phy_msa.144.fas', 39.887, 48.706, 33.699, 41.167
'bali_phy_msa.145.fas', 37.886, 45.942, 32.979, 39.247
'bali_phy_msa.146.fas', 41.637, 50.819, 33.843, 43.341
'bali_phy_msa.147.fas', 40.491, 49.395, 37.563, 42.382
'bali_phy_msa.148.fas', 39.852, 48.742, 34.323, 41.494
'bali_phy_msa.149.fas', 39.718, 48.6, 34.195, 41.745
'bali_phy_msa.15.fas', 40.948, 50.023, 34.627, 42.741
'bali_phy_msa.150.fas', 37.654, 46.144, 30.753, 38.985
'bali_phy_msa.151.fas', 35.604, 43.322, 31.731, 37.168
'bali_phy_msa.152.fas', 41.41, 50.381, 35.507, 42.895
'bali_phy_msa.153.fas', 40.821, 50.179, 32.788, 43.031
'bali_phy_msa.154.fas', 39.867, 48.559, 33.879, 41.318
'bali_phy_msa.155.fas', 40.416, 49.323, 35.3, 42.577
'bali_phy_msa.156.fas', 41.633, 50.666, 36.41, 43.819
'bali_phy_msa.157.fas', 39.673, 48.597, 33.878, 41.819
'bali_phy_msa.158.fas', 38.849, 47.872, 34.131, 40.305
'bali_phy_msa.159.fas', 40.245, 49.036, 34.812, 42.309
'bali_phy_msa.16.fas', 39.664, 48.332, 33.945, 40.99
'bali_phy_msa.160.fas', 42.067, 51.519, 36.026, 43.906
'bali_phy_msa.161.fas', 41.723, 51.041, 36.215, 43.921
'bali_phy_msa.162.fas', 42.348, 51.847, 37.017, 44.171
'bali_phy_msa.163.fas', 38.904, 47.405, 33.358, 40.151
'bali_phy_msa.164.fas', 40.113, 49.085, 34.575, 41.657
'bali_phy_msa.165.fas', 42.713, 52.093, 34.413, 44.456
'bali_phy_msa.166.fas', 38.987, 47.537, 33.632, 40.102
'bali_phy_msa.167.fas', 37.669, 45.819, 32.61, 39.211
'bali_phy_msa.168.fas', 39.615, 48.516, 34.204, 41.074
'bali_phy_msa.169.fas', 36.976, 45.278, 31.077, 38.628
'bali_phy_msa.17.fas', 40.355, 49.371, 33.64, 42.016
'bali_phy_msa.170.fas', 39.997, 48.909, 33.249, 40.598
'bali_phy_msa.171.fas', 41.875, 51.198, 36.0, 43.639
'bali_phy_msa.172.fas', 40.875, 50.105, 34.897, 41.99
'bali_phy_msa.173.fas', 41.024, 50.155, 35.612, 43.291
'bali_phy_msa.174.fas', 41.698, 51.116, 34.858, 42.583
'bali_phy_msa.175.fas', 39.825, 48.963, 31.446, 41.749
'bali_phy_msa.176.fas', 41.354, 50.39, 35.424, 42.81
'bali_phy_msa.177.fas', 38.9, 47.458, 32.388, 40.296
'bali_phy_msa.178.fas', 41.408, 50.542, 34.32, 43.387
'bali_phy_msa.179.fas', 42.225, 51.61, 36.417, 44.412
'bali_phy_msa.18.fas', 41.854, 50.938, 34.595, 43.991
'bali_phy_msa.180.fas', 38.341, 46.883, 31.709, 39.969
'bali_phy_msa.181.fas', 40.121, 48.996, 33.871, 41.592
'bali_phy_msa.182.fas', 40.905, 49.75, 34.994, 42.65
'bali_phy_msa.183.fas', 40.903, 50.268, 32.871, 42.549
'bali_phy_msa.184.fas', 42.324, 51.63, 35.558, 43.257
'bali_phy_msa.185.fas', 39.678, 48.639, 32.375, 41.255
'bali_phy_msa.186.fas', 41.107, 50.112, 34.492, 42.667
'bali_phy_msa.187.fas', 41.847, 50.76, 34.691, 43.407
'bali_phy_msa.188.fas', 40.609, 49.566, 34.967, 42.44
'bali_phy_msa.189.fas', 40.921, 49.897, 32.897, 42.603
'bali_phy_msa.19.fas', 38.6, 47.335, 33.479, 40.081
'bali_phy_msa.190.fas', 38.746, 47.239, 31.498, 40.825
'bali_phy_msa.191.fas', 38.292, 46.712, 31.452, 39.237
'bali_phy_msa.192.fas', 40.986, 50.456, 34.68, 42.684
'bali_phy_msa.193.fas', 41.48, 50.638, 32.796, 42.595
'bali_phy_msa.194.fas', 40.156, 48.931, 34.089, 41.738
'bali_phy_msa.195.fas', 41.401, 50.486, 34.882, 44.168
'bali_phy_msa.196.fas', 40.719, 49.932, 34.285, 42.549
'bali_phy_msa.197.fas', 41.193, 50.904, 35.495, 42.341
'bali_phy_msa.198.fas', 42.513, 51.643, 36.524, 44.111
'bali_phy_msa.199.fas', 37.8, 46.046, 33.563, 39.181
'bali_phy_msa.2.fas', 38.552, 46.991, 34.137, 40.64
'bali_phy_msa.20.fas', 40.178, 48.899, 34.579, 42.261
'bali_phy_msa.200.fas', 39.623, 48.692, 34.776, 41.615
'bali_phy_msa.201.fas', 40.57, 49.642, 35.181, 42.394
'bali_phy_msa.202.fas', 38.844, 47.454, 35.756, 39.656
'bali_phy_msa.203.fas', 41.663, 50.875, 35.876, 43.579
'bali_phy_msa.204.fas', 39.078, 47.778, 31.673, 40.677
'bali_phy_msa.205.fas', 39.831, 48.648, 34.003, 42.007
'bali_phy_msa.206.fas', 39.017, 47.338, 34.587, 40.208
'bali_phy_msa.207.fas', 36.039, 44.33, 30.53, 37.99
'bali_phy_msa.208.fas', 34.972, 42.86, 29.518, 36.148
'bali_phy_msa.209.fas', 40.174, 48.925, 35.173, 41.885
'bali_phy_msa.21.fas', 41.715, 50.754, 36.329, 43.718
'bali_phy_msa.210.fas', 41.983, 50.905, 36.172, 43.447
'bali_phy_msa.211.fas', 38.438, 46.77, 33.625, 39.634
'bali_phy_msa.212.fas', 41.178, 50.256, 33.242, 43.838
'bali_phy_msa.213.fas', 40.877, 49.698, 35.008, 41.924
'bali_phy_msa.214.fas', 41.243, 50.396, 35.575, 42.926
'bali_phy_msa.215.fas', 39.764, 48.447, 34.079, 41.134
'bali_phy_msa.216.fas', 39.106, 47.712, 33.492, 39.811
'bali_phy_msa.217.fas', 43.313, 52.871, 35.145, 44.723
'bali_phy_msa.218.fas', 40.947, 49.911, 33.928, 42.913
'bali_phy_msa.219.fas', 40.053, 49.133, 33.811, 41.971
'bali_phy_msa.22.fas', 42.291, 51.59, 35.331, 44.112
'bali_phy_msa.220.fas', 40.747, 49.607, 33.256, 42.643
'bali_phy_msa.221.fas', 41.928, 51.207, 36.393, 44.211
'bali_phy_msa.222.fas', 41.216, 50.194, 35.757, 43.226
'bali_phy_msa.223.fas', 38.753, 47.535, 33.298, 40.524
'bali_phy_msa.224.fas', 40.545, 49.197, 35.227, 42.069
'bali_phy_msa.225.fas', 38.4, 46.859, 32.584, 39.561
'bali_phy_msa.226.fas', 41.498, 50.672, 35.348, 43.13
'bali_phy_msa.227.fas', 36.807, 45.089, 32.273, 37.969
'bali_phy_msa.228.fas', 40.188, 49.067, 34.687, 42.021
'bali_phy_msa.229.fas', 40.732, 49.662, 35.076, 42.722
'bali_phy_msa.23.fas', 40.589, 49.698, 34.774, 42.978
'bali_phy_msa.230.fas', 41.79, 51.056, 36.155, 43.487
'bali_phy_msa.231.fas', 40.658, 49.818, 34.687, 42.53
'bali_phy_msa.232.fas', 40.257, 49.068, 32.715, 41.525
'bali_phy_msa.233.fas', 41.508, 50.606, 38.546, 40.636
'bali_phy_msa.234.fas', 41.415, 50.625, 34.461, 42.702
'bali_phy_msa.235.fas', 41.118, 50.226, 33.828, 42.243
'bali_phy_msa.236.fas', 40.152, 48.905, 33.332, 41.711
'bali_phy_msa.237.fas', 40.893, 49.861, 32.905, 42.446
'bali_phy_msa.238.fas', 41.625, 50.766, 33.563, 43.155
'bali_phy_msa.239.fas', 40.768, 49.71, 35.026, 42.897
'bali_phy_msa.24.fas', 42.06, 51.52, 36.076, 43.904
'bali_phy_msa.240.fas', 41.307, 50.306, 35.595, 43.108
'bali_phy_msa.241.fas', 40.063, 48.942, 37.747, 40.863
'bali_phy_msa.242.fas', 40.016, 48.816, 33.661, 41.493
'bali_phy_msa.243.fas', 41.576, 51.014, 35.032, 42.69
'bali_phy_msa.244.fas', 41.284, 50.155, 35.978, 42.466
'bali_phy_msa.245.fas', 41.355, 50.735, 33.7, 43.157
'bali_phy_msa.246.fas', 42.558, 51.834, 36.22, 44.183
'bali_phy_msa.247.fas', 39.946, 48.629, 33.985, 42.382
'bali_phy_msa.248.fas', 42.453, 51.915, 35.675, 44.737
'bali_phy_msa.249.fas', 40.938, 49.873, 34.552, 42.795
'bali_phy_msa.25.fas', 42.209, 51.668, 36.184, 44.012
'bali_phy_msa.250.fas', 38.647, 46.938, 33.283, 39.607
'bali_phy_msa.251.fas', 41.718, 50.908, 33.057, 42.72
'bali_phy_msa.252.fas', 41.553, 50.6, 36.086, 43.386
'bali_phy_msa.253.fas', 40.091, 49.229, 34.207, 41.333
'bali_phy_msa.254.fas', 34.592, 42.1, 28.244, 35.831
'bali_phy_msa.255.fas', 36.877, 45.426, 31.843, 38.805
'bali_phy_msa.256.fas', 39.087, 47.563, 34.033, 40.138
'bali_phy_msa.257.fas', 40.201, 49.237, 35.826, 41.411
'bali_phy_msa.258.fas', 39.434, 48.117, 34.448, 40.786
'bali_phy_msa.259.fas', 38.795, 47.628, 33.647, 40.416
'bali_phy_msa.26.fas', 41.495, 50.412, 35.969, 43.128
'bali_phy_msa.260.fas', 40.747, 49.843, 32.939, 42.747
'bali_phy_msa.261.fas', 41.117, 49.888, 35.517, 42.183
'bali_phy_msa.262.fas', 40.818, 49.676, 34.089, 41.725
'bali_phy_msa.263.fas', 41.475, 50.868, 34.325, 42.525
'bali_phy_msa.264.fas', 40.488, 49.529, 34.135, 42.11
'bali_phy_msa.265.fas', 41.746, 51.279, 34.647, 43.509
'bali_phy_msa.266.fas', 41.564, 50.655, 36.168, 43.427
'bali_phy_msa.267.fas', 42.379, 52.088, 36.332, 44.493
'bali_phy_msa.268.fas', 39.692, 48.451, 31.969, 41.281
'bali_phy_msa.269.fas', 40.618, 49.768, 33.491, 41.653
'bali_phy_msa.27.fas', 41.557, 50.72, 35.331, 43.456
'bali_phy_msa.270.fas', 37.039, 45.191, 30.784, 37.436
'bali_phy_msa.271.fas', 32.155, 39.305, 28.086, 33.676
'bali_phy_msa.272.fas', 40.647, 49.662, 35.053, 42.952
'bali_phy_msa.273.fas', 40.453, 49.528, 34.518, 42.058
'bali_phy_msa.274.fas', 40.646, 49.566, 35.603, 41.897
'bali_phy_msa.275.fas', 42.231, 51.451, 35.458, 43.876
'bali_phy_msa.276.fas', 42.22, 51.37, 35.916, 43.681
'bali_phy_msa.277.fas', 37.798, 45.999, 32.22, 39.188
'bali_phy_msa.278.fas', 41.03, 50.321, 35.182, 43.68
'bali_phy_msa.279.fas', 40.188, 48.998, 34.795, 42.286
'bali_phy_msa.28.fas', 41.758, 50.875, 35.892, 43.512
'bali_phy_msa.280.fas', 39.137, 47.712, 36.521, 40.162
'bali_phy_msa.281.fas', 41.9, 51.045, 35.859, 44.366
'bali_phy_msa.282.fas', 40.379, 49.341, 34.689, 42.157
'bali_phy_msa.283.fas', 39.485, 48.211, 33.306, 41.336
'bali_phy_msa.284.fas', 40.946, 49.861, 35.458, 42.604
'bali_phy_msa.285.fas', 40.209, 49.318, 34.184, 41.629
'bali_phy_msa.286.fas', 40.166, 49.007, 33.555, 41.848
'bali_phy_msa.287.fas', 42.908, 52.193, 36.476, 44.645
'bali_phy_msa.288.fas', 39.833, 48.568, 33.961, 41.57
'bali_phy_msa.289.fas', 38.769, 47.345, 33.701, 40.455
'bali_phy_msa.29.fas', 41.389, 50.635, 35.854, 42.971
'bali_phy_msa.290.fas', 41.201, 50.255, 35.984, 43.112
'bali_phy_msa.291.fas', 39.805, 48.778, 31.752, 40.724
'bali_phy_msa.292.fas', 39.979, 48.592, 34.58, 41.824
'bali_phy_msa.293.fas', 40.352, 49.263, 34.262, 42.091
'bali_phy_msa.294.fas', 39.947, 48.818, 34.593, 41.875
'bali_phy_msa.295.fas', 41.909, 51.174, 36.095, 43.854
'bali_phy_msa.296.fas', 40.347, 49.35, 33.886, 41.39
'bali_phy_msa.297.fas', 40.873, 50.047, 35.303, 42.73
'bali_phy_msa.298.fas', 39.328, 48.014, 34.749, 41.624
'bali_phy_msa.299.fas', 40.279, 49.114, 35.003, 41.959
'bali_phy_msa.3.fas', 40.304, 49.578, 34.66, 41.539
'bali_phy_msa.30.fas', 41.552, 50.585, 35.442, 42.62
'bali_phy_msa.300.fas', 39.982, 48.896, 34.512, 41.46
'bali_phy_msa.301.fas', 39.865, 48.481, 33.442, 41.17
'bali_phy_msa.302.fas', 40.233, 49.118, 34.832, 42.016
'bali_phy_msa.303.fas', 40.194, 49.301, 36.294, 40.739
'bali_phy_msa.304.fas', 38.955, 47.813, 33.465, 40.817
'bali_phy_msa.305.fas', 40.96, 50.013, 35.061, 42.258
'bali_phy_msa.306.fas', 41.168, 50.731, 34.719, 43.108
'bali_phy_msa.307.fas', 41.956, 51.272, 36.049, 44.471
'bali_phy_msa.308.fas', 39.039, 47.882, 33.471, 40.732
'bali_phy_msa.309.fas', 41.562, 50.593, 35.658, 43.02
'bali_phy_msa.31.fas', 40.555, 49.72, 33.318, 42.986
'bali_phy_msa.310.fas', 40.184, 49.1, 35.307, 41.526
'bali_phy_msa.311.fas', 41.45, 50.644, 35.447, 43.077
'bali_phy_msa.312.fas', 42.866, 52.185, 35.843, 45.372
'bali_phy_msa.313.fas', 39.763, 48.484, 33.283, 41.089
'bali_phy_msa.314.fas', 42.004, 51.253, 35.7, 44.068
'bali_phy_msa.315.fas', 40.634, 49.612, 35.619, 42.886
'bali_phy_msa.316.fas', 40.178, 49.225, 35.466, 41.858
'bali_phy_msa.317.fas', 40.272, 49.163, 31.949, 41.515
'bali_phy_msa.318.fas', 42.254, 51.782, 38.135, 43.878
'bali_phy_msa.319.fas', 42.321, 51.634, 36.28, 44.474
'bali_phy_msa.32.fas', 41.884, 51.055, 35.614, 43.437
'bali_phy_msa.320.fas', 40.517, 49.53, 35.209, 42.049
'bali_phy_msa.321.fas', 41.733, 50.983, 35.549, 43.508
'bali_phy_msa.322.fas', 40.765, 49.798, 34.626, 42.374
'bali_phy_msa.323.fas', 41.805, 51.072, 34.763, 42.693
'bali_phy_msa.324.fas', 41.267, 50.217, 35.847, 43.098
'bali_phy_msa.325.fas', 43.216, 52.629, 35.429, 45.245
'bali_phy_msa.326.fas', 42.89, 52.037, 36.739, 44.281
'bali_phy_msa.327.fas', 41.314, 50.764, 35.161, 42.707
'bali_phy_msa.328.fas', 40.85, 49.719, 35.755, 42.683
'bali_phy_msa.329.fas', 39.427, 48.119, 33.602, 41.509
'bali_phy_msa.33.fas', 40.378, 49.323, 33.424, 42.633
'bali_phy_msa.330.fas', 39.839, 48.634, 33.615, 40.863
'bali_phy_msa.331.fas', 39.656, 48.746, 34.327, 41.273
'bali_phy_msa.332.fas', 39.67, 48.311, 38.192, 41.137
'bali_phy_msa.333.fas', 41.488, 50.945, 33.513, 44.031
'bali_phy_msa.334.fas', 42.135, 51.377, 34.604, 44.017
'bali_phy_msa.335.fas', 38.872, 47.304, 32.568, 40.236
'bali_phy_msa.336.fas', 40.612, 49.842, 34.957, 42.145
'bali_phy_msa.337.fas', 41.126, 50.173, 35.753, 42.923
'bali_phy_msa.338.fas', 40.999, 50.221, 34.087, 42.328
'bali_phy_msa.339.fas', 42.395, 51.729, 35.274, 43.795
'bali_phy_msa.34.fas', 43.445, 53.489, 34.947, 44.121
'bali_phy_msa.340.fas', 42.2, 51.428, 34.811, 43.889
'bali_phy_msa.341.fas', 42.33, 51.88, 36.183, 43.78
'bali_phy_msa.342.fas', 40.468, 49.237, 36.947, 40.979
'bali_phy_msa.343.fas', 39.066, 48.027, 33.523, 40.053
'bali_phy_msa.344.fas', 40.5, 49.394, 33.709, 43.004
'bali_phy_msa.345.fas', 41.362, 50.467, 34.154, 43.011
'bali_phy_msa.346.fas', 41.711, 50.917, 36.249, 42.397
'bali_phy_msa.347.fas', 41.902, 51.2, 35.987, 43.61
'bali_phy_msa.348.fas', 39.745, 48.399, 34.97, 42.09
'bali_phy_msa.349.fas', 41.092, 50.03, 35.638, 43.443
'bali_phy_msa.35.fas', 40.253, 49.634, 31.585, 41.82
'bali_phy_msa.350.fas', 41.007, 50.073, 36.8, 41.624
'bali_phy_msa.351.fas', 39.776, 48.585, 35.615, 41.866
'bali_phy_msa.352.fas', 40.373, 49.313, 34.68, 42.456
'bali_phy_msa.353.fas', 41.138, 50.476, 35.111, 43.162
'bali_phy_msa.354.fas', 40.318, 49.154, 35.081, 42.174
'bali_phy_msa.355.fas', 40.538, 49.776, 34.744, 42.462
'bali_phy_msa.356.fas', 39.137, 47.796, 34.109, 41.208
'bali_phy_msa.357.fas', 41.979, 51.306, 34.405, 44.661
'bali_phy_msa.358.fas', 39.142, 47.771, 33.65, 41.039
'bali_phy_msa.359.fas', 40.591, 49.389, 34.272, 41.996
'bali_phy_msa.36.fas', 41.032, 50.284, 34.911, 43.215
'bali_phy_msa.360.fas', 42.825, 52.434, 34.676, 44.326
'bali_phy_msa.361.fas', 42.101, 51.229, 35.977, 44.214
'bali_phy_msa.362.fas', 41.185, 50.308, 36.532, 42.971
'bali_phy_msa.363.fas', 43.305, 52.755, 36.04, 44.881
'bali_phy_msa.364.fas', 41.245, 50.006, 35.666, 43.338
'bali_phy_msa.365.fas', 41.235, 50.238, 34.555, 42.701
'bali_phy_msa.366.fas', 41.31, 50.619, 36.022, 42.185
'bali_phy_msa.367.fas', 39.045, 47.72, 33.733, 40.779
'bali_phy_msa.368.fas', 39.757, 49.067, 34.243, 41.574
'bali_phy_msa.369.fas', 41.799, 51.358, 35.819, 43.753
'bali_phy_msa.37.fas', 40.244, 49.002, 34.973, 41.89
'bali_phy_msa.370.fas', 40.764, 49.628, 34.948, 42.47
'bali_phy_msa.371.fas', 41.206, 50.402, 34.29, 43.901
'bali_phy_msa.372.fas', 42.086, 51.669, 36.006, 43.649
'bali_phy_msa.373.fas', 39.903, 48.648, 33.971, 41.328
'bali_phy_msa.374.fas', 42.35, 51.619, 33.883, 44.245
'bali_phy_msa.375.fas', 41.777, 50.848, 38.604, 42.783
'bali_phy_msa.376.fas', 42.569, 51.886, 35.032, 44.474
'bali_phy_msa.377.fas', 38.117, 46.715, 33.12, 39.768
'bali_phy_msa.378.fas', 37.666, 46.296, 31.68, 38.986
'bali_phy_msa.379.fas', 42.289, 52.012, 36.685, 43.973
'bali_phy_msa.38.fas', 40.81, 50.135, 34.001, 42.207
'bali_phy_msa.380.fas', 42.011, 51.374, 34.204, 43.581
'bali_phy_msa.381.fas', 41.115, 50.497, 35.935, 42.147
'bali_phy_msa.382.fas', 40.961, 50.292, 35.081, 42.476
'bali_phy_msa.383.fas', 39.225, 47.916, 34.4, 40.284
'bali_phy_msa.384.fas', 39.914, 49.039, 32.092, 41.431
'bali_phy_msa.385.fas', 37.483, 45.951, 35.062, 38.486
'bali_phy_msa.386.fas', 41.87, 51.194, 33.325, 43.421
'bali_phy_msa.387.fas', 39.386, 47.877, 35.955, 38.606
'bali_phy_msa.388.fas', 39.304, 48.343, 34.212, 40.995
'bali_phy_msa.389.fas', 38.297, 46.713, 31.149, 40.156
'bali_phy_msa.39.fas', 39.302, 48.315, 32.855, 40.484
'bali_phy_msa.390.fas', 41.637, 50.872, 34.297, 43.295
'bali_phy_msa.391.fas', 40.537, 49.464, 33.019, 41.977
'bali_phy_msa.392.fas', 41.468, 50.768, 35.112, 43.925
'bali_phy_msa.393.fas', 40.483, 49.475, 34.484, 41.041
'bali_phy_msa.394.fas', 41.472, 50.653, 35.198, 43.269
'bali_phy_msa.395.fas', 42.15, 51.311, 35.232, 43.102
'bali_phy_msa.396.fas', 41.597, 50.878, 33.598, 43.77
'bali_phy_msa.397.fas', 33.646, 41.399, 27.758, 35.093
'bali_phy_msa.398.fas', 39.073, 48.025, 33.384, 40.28
'bali_phy_msa.399.fas', 40.337, 49.243, 33.079, 41.999
'bali_phy_msa.4.fas', 41.417, 50.535, 35.821, 43.613
'bali_phy_msa.40.fas', 40.332, 49.033, 32.623, 41.745
'bali_phy_msa.400.fas', 42.461, 51.869, 33.667, 43.805
'bali_phy_msa.41.fas', 40.822, 49.82, 35.754, 42.967
'bali_phy_msa.42.fas', 39.542, 48.474, 31.61, 41.796
'bali_phy_msa.43.fas', 41.405, 50.78, 35.56, 43.084
'bali_phy_msa.44.fas', 40.255, 49.167, 34.526, 41.548
'bali_phy_msa.45.fas', 42.342, 51.735, 34.382, 43.889
'bali_phy_msa.46.fas', 40.895, 50.137, 35.154, 42.297
'bali_phy_msa.47.fas', 41.115, 50.278, 35.634, 43.269
'bali_phy_msa.48.fas', 39.721, 48.277, 33.588, 40.268
'bali_phy_msa.49.fas', 41.48, 50.686, 35.414, 42.921
'bali_phy_msa.5.fas', 41.133, 50.323, 34.892, 42.425
'bali_phy_msa.50.fas', 40.537, 49.365, 34.134, 41.527
'bali_phy_msa.51.fas', 40.504, 49.798, 34.677, 42.336
'bali_phy_msa.52.fas', 40.829, 49.674, 33.647, 42.978
'bali_phy_msa.53.fas', 39.818, 48.717, 32.619, 40.896
'bali_phy_msa.54.fas', 40.291, 49.299, 32.226, 41.426
'bali_phy_msa.55.fas', 41.511, 50.766, 35.167, 42.405
'bali_phy_msa.56.fas', 42.646, 51.96, 35.547, 44.918
'bali_phy_msa.57.fas', 41.04, 50.219, 35.101, 42.51
'bali_phy_msa.58.fas', 42.369, 51.776, 36.99, 43.055
'bali_phy_msa.59.fas', 40.453, 48.966, 35.981, 40.915
'bali_phy_msa.6.fas', 41.072, 50.194, 35.339, 43.043
'bali_phy_msa.60.fas', 43.023, 52.446, 34.75, 44.507
'bali_phy_msa.61.fas', 41.63, 50.75, 36.656, 43.544
'bali_phy_msa.62.fas', 40.198, 49.249, 36.935, 41.683
'bali_phy_msa.63.fas', 40.949, 50.331, 37.45, 40.929
'bali_phy_msa.64.fas', 39.959, 48.489, 32.697, 41.228
'bali_phy_msa.65.fas', 40.379, 49.222, 32.221, 41.273
'bali_phy_msa.66.fas', 40.348, 49.021, 35.162, 41.539
'bali_phy_msa.67.fas', 41.118, 50.158, 35.603, 43.117
'bali_phy_msa.68.fas', 42.16, 51.772, 34.267, 44.022
'bali_phy_msa.69.fas', 41.049, 50.093, 34.424, 43.002
'bali_phy_msa.7.fas', 39.062, 47.588, 35.674, 39.031
'bali_phy_msa.70.fas', 40.545, 49.311, 35.951, 41.048
'bali_phy_msa.71.fas', 41.275, 50.296, 34.317, 42.601
'bali_phy_msa.72.fas', 42.517, 51.985, 36.041, 43.955
'bali_phy_msa.73.fas', 41.567, 50.66, 35.13, 42.867
'bali_phy_msa.74.fas', 41.869, 50.989, 34.119, 43.507
'bali_phy_msa.75.fas', 40.76, 50.007, 34.346, 42.555
'bali_phy_msa.76.fas', 40.228, 49.031, 34.321, 42.003
'bali_phy_msa.77.fas', 39.926, 48.752, 32.976, 41.521
'bali_phy_msa.78.fas', 41.689, 50.843, 36.158, 43.824
'bali_phy_msa.79.fas', 41.029, 50.194, 35.409, 43.034
'bali_phy_msa.8.fas', 37.29, 45.4, 32.38, 38.666
'bali_phy_msa.80.fas', 41.539, 50.705, 34.163, 43.902
'bali_phy_msa.81.fas', 41.532, 50.849, 35.508, 43.03
'bali_phy_msa.82.fas', 40.18, 49.473, 34.73, 42.563
'bali_phy_msa.83.fas', 39.877, 48.733, 33.552, 41.256
'bali_phy_msa.84.fas', 40.803, 49.928, 32.773, 41.699
'bali_phy_msa.85.fas', 39.553, 48.441, 33.225, 41.629
'bali_phy_msa.86.fas', 40.705, 49.596, 34.396, 42.117
'bali_phy_msa.87.fas', 41.113, 50.015, 33.933, 42.68
'bali_phy_msa.88.fas', 40.227, 49.095, 33.752, 41.888
'bali_phy_msa.89.fas', 39.458, 48.344, 31.347, 40.774
