code_PAM250_GO_-6_GE_-0.5,sp_match_count,sp_match_count_norm,sp_mismatch_count,sp_mismatch_count_norm,sp_go,sp_go_norm,sp_ge,sp_ge_norm,sp_match_PAM250,sp_match_norm_PAM250,sp_mismatch_PAM250,sp_mismatch_norm_PAM250,sp_PAM250_GO_-6_GE_-0.5,sp_norm_PAM250_GO_-6_GE_-0.5
'MUSCLE_diversified_replicate.abc.297.afa', 32067.0, 0.063, 30925, 0.061, 5013, 0.01, 95937, 0.188, 165423.0, 0.325, -8321, -0.016, 79055.5, 0.155
'MUSCLE_diversified_replicate.abc.301.afa', 31548.0, 0.053, 33613, 0.057, 4952, 0.008, 91599, 0.155, 161224.0, 0.272, -11465, -0.019, 74247.5, 0.125
'MUSCLE_diversified_replicate.abc.305.afa', 32284.0, 0.063, 30785, 0.06, 5163, 0.01, 95783, 0.187, 166393.0, 0.324, -6508, -0.013, 81015.5, 0.158
'MUSCLE_diversified_replicate.abc.309.afa', 31841.0, 0.063, 32628, 0.064, 4974, 0.01, 92983, 0.184, 163745.0, 0.324, -10290, -0.02, 77119.5, 0.152
'MUSCLE_diversified_replicate.abc.313.afa', 31212.0, 0.058, 33097, 0.061, 5018, 0.009, 93303, 0.173, 160945.0, 0.298, -12374, -0.023, 71811.5, 0.133
'MUSCLE_diversified_replicate.abc.317.afa', 31080.0, 0.058, 32920, 0.061, 5061, 0.009, 93921, 0.174, 160174.0, 0.297, -12322, -0.023, 70525.5, 0.131
'MUSCLE_diversified_replicate.abc.321.afa', 32545.0, 0.065, 30511, 0.061, 5009, 0.01, 95809, 0.191, 167324.0, 0.333, -6714, -0.013, 82651.5, 0.165
'MUSCLE_diversified_replicate.abc.325.afa', 31912.0, 0.064, 32131, 0.064, 4946, 0.01, 93835, 0.187, 164293.0, 0.327, -9555, -0.019, 78144.5, 0.156
'MUSCLE_diversified_replicate.abc.329.afa', 31591.0, 0.059, 32853, 0.062, 5037, 0.009, 93033, 0.175, 162420.0, 0.305, -11475, -0.022, 74206.5, 0.139
'MUSCLE_diversified_replicate.abc.33.afa', 31577.0, 0.06, 32637, 0.062, 4970, 0.009, 93493, 0.177, 162774.0, 0.308, -10734, -0.02, 75473.5, 0.143
'MUSCLE_diversified_replicate.abc.333.afa', 33504.0, 0.066, 28516, 0.056, 4871, 0.01, 97881, 0.192, 172138.0, 0.338, -3967, -0.008, 90004.5, 0.177
'MUSCLE_diversified_replicate.abc.337.afa', 33302.0, 0.063, 28647, 0.054, 5061, 0.01, 98023, 0.186, 171092.0, 0.324, -3497, -0.007, 88217.5, 0.167
'MUSCLE_diversified_replicate.abc.341.afa', 31237.0, 0.062, 33665, 0.067, 4831, 0.01, 92117, 0.183, 160789.0, 0.319, -11758, -0.023, 73986.5, 0.147
'MUSCLE_diversified_replicate.abc.345.afa', 33256.0, 0.063, 28420, 0.054, 4917, 0.009, 98569, 0.187, 170510.0, 0.323, -4341, -0.008, 87382.5, 0.166
'MUSCLE_diversified_replicate.abc.349.afa', 32580.0, 0.062, 30451, 0.058, 5076, 0.01, 95859, 0.181, 167748.0, 0.317, -6313, -0.012, 83049.5, 0.157
'MUSCLE_diversified_replicate.abc.353.afa', 32032.0, 0.064, 32709, 0.065, 5086, 0.01, 92439, 0.184, 164938.0, 0.328, -10375, -0.021, 77827.5, 0.155
'MUSCLE_diversified_replicate.abc.357.afa', 32458.0, 0.063, 29666, 0.058, 5166, 0.01, 97673, 0.19, 167943.0, 0.326, -5589, -0.011, 82521.5, 0.16
'MUSCLE_diversified_replicate.abc.361.afa', 31468.0, 0.062, 32450, 0.064, 4898, 0.01, 94085, 0.186, 162170.0, 0.32, -10028, -0.02, 75711.5, 0.149
'MUSCLE_diversified_replicate.abc.365.afa', 32289.0, 0.064, 31132, 0.061, 5311, 0.01, 95079, 0.187, 165362.0, 0.325, -8197, -0.016, 77759.5, 0.153
'MUSCLE_diversified_replicate.abc.369.afa', 32152.0, 0.064, 30960, 0.061, 5140, 0.01, 95697, 0.189, 165579.0, 0.327, -8189, -0.016, 78701.5, 0.156
'MUSCLE_diversified_replicate.abc.37.afa', 32304.0, 0.062, 30972, 0.059, 4997, 0.01, 95369, 0.183, 165977.0, 0.319, -8464, -0.016, 79846.5, 0.153
'MUSCLE_diversified_replicate.abc.373.afa', 32394.0, 0.062, 30961, 0.059, 4982, 0.01, 95211, 0.182, 167115.0, 0.32, -6861, -0.013, 82756.5, 0.159
'MUSCLE_diversified_replicate.abc.377.afa', 31940.0, 0.061, 31217, 0.06, 4931, 0.009, 95607, 0.182, 163973.0, 0.313, -8928, -0.017, 77655.5, 0.148
'MUSCLE_diversified_replicate.abc.381.afa', 31596.0, 0.062, 33506, 0.066, 4912, 0.01, 91717, 0.181, 162819.0, 0.322, -11058, -0.022, 76430.5, 0.151
'MUSCLE_diversified_replicate.abc.385.afa', 32641.0, 0.065, 30342, 0.061, 5069, 0.01, 95955, 0.192, 168505.0, 0.337, -6215, -0.012, 83898.5, 0.168
'MUSCLE_diversified_replicate.abc.389.afa', 31511.0, 0.06, 33111, 0.063, 4891, 0.009, 92677, 0.178, 162223.0, 0.311, -11963, -0.023, 74575.5, 0.143
'MUSCLE_diversified_replicate.abc.393.afa', 32328.0, 0.065, 29982, 0.06, 5016, 0.01, 97301, 0.194, 166519.0, 0.332, -6865, -0.014, 80907.5, 0.161
'MUSCLE_diversified_replicate.abc.397.afa', 32396.0, 0.064, 30031, 0.059, 4949, 0.01, 97067, 0.192, 166770.0, 0.33, -6897, -0.014, 81645.5, 0.161
'MUSCLE_diversified_replicate.abc.41.afa', 31663.0, 0.061, 32937, 0.064, 4977, 0.01, 92721, 0.18, 162787.0, 0.316, -11330, -0.022, 75234.5, 0.146
'MUSCLE_diversified_replicate.abc.45.afa', 33033.0, 0.065, 29010, 0.057, 4937, 0.01, 97835, 0.192, 169640.0, 0.333, -4709, -0.009, 86391.5, 0.17
'MUSCLE_diversified_replicate.abc.49.afa', 32461.0, 0.063, 30186, 0.059, 4945, 0.01, 96627, 0.189, 166597.0, 0.325, -6239, -0.012, 82374.5, 0.161
'MUSCLE_diversified_replicate.abc.5.afa', 32360.0, 0.064, 30618, 0.06, 5080, 0.01, 95965, 0.189, 166567.0, 0.328, -7814, -0.015, 80290.5, 0.158
'MUSCLE_diversified_replicate.abc.53.afa', 31319.0, 0.06, 32501, 0.062, 4896, 0.009, 94281, 0.179, 160612.0, 0.306, -10449, -0.02, 73646.5, 0.14
'MUSCLE_diversified_replicate.abc.57.afa', 32128.0, 0.062, 32275, 0.062, 4826, 0.009, 93115, 0.179, 165153.0, 0.317, -9691, -0.019, 79948.5, 0.154
'MUSCLE_diversified_replicate.abc.61.afa', 33260.0, 0.065, 28394, 0.055, 4837, 0.009, 98613, 0.192, 170817.0, 0.333, -4258, -0.008, 88230.5, 0.172
'MUSCLE_diversified_replicate.abc.65.afa', 32428.0, 0.062, 30602, 0.059, 5144, 0.01, 95861, 0.183, 166747.0, 0.319, -7001, -0.013, 80951.5, 0.155
'MUSCLE_diversified_replicate.abc.69.afa', 30769.0, 0.058, 32811, 0.062, 5131, 0.01, 94761, 0.178, 158703.0, 0.298, -11139, -0.021, 69397.5, 0.13
'MUSCLE_diversified_replicate.abc.73.afa', 31717.0, 0.06, 33189, 0.063, 4898, 0.009, 92109, 0.175, 163517.0, 0.311, -11239, -0.021, 76835.5, 0.146
'MUSCLE_diversified_replicate.abc.77.afa', 31982.0, 0.061, 31204, 0.06, 4788, 0.009, 95549, 0.182, 164478.0, 0.314, -8624, -0.016, 79351.5, 0.151
'MUSCLE_diversified_replicate.abc.81.afa', 32605.0, 0.064, 30363, 0.059, 5172, 0.01, 95985, 0.188, 167823.0, 0.329, -6397, -0.013, 82401.5, 0.161
'MUSCLE_diversified_replicate.abc.85.afa', 32381.0, 0.061, 30869, 0.058, 4953, 0.009, 95421, 0.18, 166752.0, 0.315, -7295, -0.014, 82028.5, 0.155
'MUSCLE_diversified_replicate.abc.89.afa', 32428.0, 0.062, 31051, 0.059, 5023, 0.01, 94963, 0.181, 165739.0, 0.316, -7791, -0.015, 80328.5, 0.153
'MUSCLE_diversified_replicate.abc.9.afa', 31929.0, 0.06, 32998, 0.062, 4846, 0.009, 92067, 0.173, 164376.0, 0.308, -10689, -0.02, 78577.5, 0.147
'MUSCLE_diversified_replicate.abc.93.afa', 31806.0, 0.063, 32747, 0.065, 5151, 0.01, 92815, 0.185, 163980.0, 0.326, -10389, -0.021, 76277.5, 0.152
'MUSCLE_diversified_replicate.abc.97.afa', 33262.0, 0.064, 29179, 0.056, 4953, 0.009, 97039, 0.186, 171378.0, 0.328, -4471, -0.009, 88669.5, 0.17
'MUSCLE_diversified_replicate.acb.10.afa', 32094.0, 0.062, 33048, 0.063, 5003, 0.01, 91637, 0.176, 165529.0, 0.317, -10928, -0.021, 78764.5, 0.151
'MUSCLE_diversified_replicate.acb.102.afa', 31899.0, 0.062, 32622, 0.063, 5151, 0.01, 92879, 0.18, 162202.0, 0.314, -12657, -0.024, 72199.5, 0.14
'MUSCLE_diversified_replicate.acb.106.afa', 32614.0, 0.064, 30591, 0.06, 4932, 0.01, 95511, 0.187, 167609.0, 0.328, -6603, -0.013, 83658.5, 0.164
'MUSCLE_diversified_replicate.acb.110.afa', 32368.0, 0.061, 30648, 0.058, 4819, 0.009, 95889, 0.181, 166431.0, 0.314, -7870, -0.015, 81702.5, 0.154
'MUSCLE_diversified_replicate.acb.114.afa', 32061.0, 0.06, 30736, 0.057, 5046, 0.009, 96327, 0.18, 165654.0, 0.309, -7145, -0.013, 80069.5, 0.149
'MUSCLE_diversified_replicate.acb.118.afa', 31172.0, 0.058, 33474, 0.062, 5218, 0.01, 92629, 0.172, 158357.0, 0.294, -11759, -0.022, 68975.5, 0.128
'MUSCLE_diversified_replicate.acb.122.afa', 31404.0, 0.062, 32744, 0.064, 5259, 0.01, 93625, 0.184, 160700.0, 0.316, -9801, -0.019, 72532.5, 0.143
'MUSCLE_diversified_replicate.acb.126.afa', 31756.0, 0.062, 33038, 0.065, 5074, 0.01, 92333, 0.182, 163745.0, 0.322, -10867, -0.021, 76267.5, 0.15
'MUSCLE_diversified_replicate.acb.130.afa', 32306.0, 0.062, 31123, 0.06, 5068, 0.01, 95063, 0.183, 166640.0, 0.32, -7283, -0.014, 81417.5, 0.156
'MUSCLE_diversified_replicate.acb.134.afa', 31751.0, 0.059, 33346, 0.062, 5195, 0.01, 91727, 0.171, 161784.0, 0.301, -11656, -0.022, 73094.5, 0.136
'MUSCLE_diversified_replicate.acb.138.afa', 32640.0, 0.063, 30575, 0.059, 4966, 0.01, 95491, 0.183, 168140.0, 0.323, -7391, -0.014, 83207.5, 0.16
'MUSCLE_diversified_replicate.acb.14.afa', 32570.0, 0.063, 29563, 0.057, 5106, 0.01, 97655, 0.188, 166764.0, 0.321, -6733, -0.013, 80567.5, 0.155
'MUSCLE_diversified_replicate.acb.142.afa', 32868.0, 0.064, 28881, 0.056, 4878, 0.01, 98423, 0.192, 169224.0, 0.33, -4660, -0.009, 86084.5, 0.168
'MUSCLE_diversified_replicate.acb.146.afa', 32388.0, 0.063, 30594, 0.06, 4892, 0.01, 95957, 0.188, 166139.0, 0.325, -7746, -0.015, 81062.5, 0.159
'MUSCLE_diversified_replicate.acb.150.afa', 33220.0, 0.066, 28394, 0.056, 4917, 0.01, 98693, 0.195, 170934.0, 0.338, -3735, -0.007, 88350.5, 0.175
'MUSCLE_diversified_replicate.acb.154.afa', 31505.0, 0.059, 30937, 0.058, 5249, 0.01, 97037, 0.182, 162075.0, 0.304, -8121, -0.015, 73941.5, 0.139
'MUSCLE_diversified_replicate.acb.158.afa', 32110.0, 0.06, 30307, 0.057, 5131, 0.01, 97087, 0.182, 164698.0, 0.308, -7142, -0.013, 78226.5, 0.146
'MUSCLE_diversified_replicate.acb.162.afa', 33495.0, 0.064, 28904, 0.055, 4960, 0.009, 97123, 0.186, 171026.0, 0.327, -4164, -0.008, 88540.5, 0.169
'MUSCLE_diversified_replicate.acb.166.afa', 32573.0, 0.064, 30353, 0.059, 5247, 0.01, 96069, 0.188, 167836.0, 0.329, -6720, -0.013, 81599.5, 0.16
'MUSCLE_diversified_replicate.acb.170.afa', 32166.0, 0.063, 30715, 0.06, 4982, 0.01, 96159, 0.187, 165570.0, 0.322, -7833, -0.015, 79765.5, 0.155
'MUSCLE_diversified_replicate.acb.174.afa', 33257.0, 0.065, 28909, 0.057, 4928, 0.01, 97589, 0.192, 170752.0, 0.336, -4387, -0.009, 88002.5, 0.173
'MUSCLE_diversified_replicate.acb.178.afa', 32773.0, 0.064, 29978, 0.059, 5207, 0.01, 96419, 0.189, 168410.0, 0.33, -5213, -0.01, 83745.5, 0.164
'MUSCLE_diversified_replicate.acb.18.afa', 32438.0, 0.065, 30191, 0.06, 4852, 0.01, 96663, 0.192, 166556.0, 0.332, -6515, -0.013, 82597.5, 0.164
'MUSCLE_diversified_replicate.acb.182.afa', 31797.0, 0.06, 33202, 0.063, 5049, 0.01, 91923, 0.173, 161929.0, 0.305, -12557, -0.024, 73116.5, 0.138
'MUSCLE_diversified_replicate.acb.186.afa', 32014.0, 0.061, 31413, 0.06, 4953, 0.009, 95067, 0.181, 164467.0, 0.314, -9358, -0.018, 77857.5, 0.148
'MUSCLE_diversified_replicate.acb.190.afa', 32641.0, 0.066, 30021, 0.061, 5061, 0.01, 96597, 0.195, 168081.0, 0.34, -5735, -0.012, 83681.5, 0.169
'MUSCLE_diversified_replicate.acb.194.afa', 33464.0, 0.068, 28811, 0.059, 5011, 0.01, 97371, 0.198, 171675.0, 0.349, -4500, -0.009, 88423.5, 0.18
'MUSCLE_diversified_replicate.acb.198.afa', 33328.0, 0.066, 28831, 0.057, 4864, 0.01, 97603, 0.193, 171208.0, 0.338, -4497, -0.009, 88725.5, 0.175
'MUSCLE_diversified_replicate.acb.2.afa', 33168.0, 0.062, 29155, 0.055, 5056, 0.01, 97275, 0.183, 170844.0, 0.321, -4799, -0.009, 87071.5, 0.164
'MUSCLE_diversified_replicate.acb.202.afa', 32041.0, 0.065, 30785, 0.063, 5029, 0.01, 96269, 0.195, 164774.0, 0.335, -8465, -0.017, 78000.5, 0.158
'MUSCLE_diversified_replicate.acb.206.afa', 32112.0, 0.061, 33401, 0.064, 4996, 0.01, 90895, 0.174, 163126.0, 0.312, -11829, -0.023, 75873.5, 0.145
'MUSCLE_diversified_replicate.acb.210.afa', 32109.0, 0.061, 33206, 0.063, 4972, 0.009, 91291, 0.173, 163503.0, 0.31, -12427, -0.024, 75598.5, 0.143
'MUSCLE_diversified_replicate.acb.214.afa', 33204.0, 0.063, 29009, 0.055, 4904, 0.009, 97495, 0.184, 170748.0, 0.322, -4023, -0.008, 88553.5, 0.167
'MUSCLE_diversified_replicate.acb.218.afa', 33383.0, 0.066, 28824, 0.057, 4970, 0.01, 97507, 0.191, 171591.0, 0.337, -4232, -0.008, 88785.5, 0.174
'MUSCLE_diversified_replicate.acb.22.afa', 32083.0, 0.06, 30725, 0.058, 5178, 0.01, 96305, 0.181, 166159.0, 0.312, -5935, -0.011, 81003.5, 0.152
'MUSCLE_diversified_replicate.acb.222.afa', 31906.0, 0.061, 31297, 0.06, 5094, 0.01, 95515, 0.183, 164586.0, 0.316, -8119, -0.016, 78145.5, 0.15
'MUSCLE_diversified_replicate.acb.226.afa', 33198.0, 0.064, 29132, 0.056, 5112, 0.01, 97261, 0.187, 170560.0, 0.328, -4188, -0.008, 87069.5, 0.168
'MUSCLE_diversified_replicate.acb.230.afa', 31965.0, 0.061, 33424, 0.063, 4893, 0.009, 91143, 0.173, 162331.0, 0.308, -11647, -0.022, 75754.5, 0.144
'MUSCLE_diversified_replicate.acb.234.afa', 32069.0, 0.062, 30696, 0.06, 5030, 0.01, 96391, 0.188, 165395.0, 0.322, -7611, -0.015, 79408.5, 0.155
'MUSCLE_diversified_replicate.acb.238.afa', 31515.0, 0.061, 31070, 0.06, 5318, 0.01, 96751, 0.186, 161892.0, 0.311, -9869, -0.019, 71739.5, 0.138
'MUSCLE_diversified_replicate.acb.242.afa', 31985.0, 0.064, 33274, 0.066, 5053, 0.01, 91403, 0.182, 163495.0, 0.325, -11934, -0.024, 75541.5, 0.15
'MUSCLE_diversified_replicate.acb.246.afa', 31840.0, 0.06, 33220, 0.063, 4904, 0.009, 91801, 0.173, 162914.0, 0.307, -11015, -0.021, 76574.5, 0.144
'MUSCLE_diversified_replicate.acb.250.afa', 31747.0, 0.063, 33415, 0.067, 4936, 0.01, 91597, 0.182, 163762.0, 0.326, -11340, -0.023, 77007.5, 0.153
'MUSCLE_diversified_replicate.acb.254.afa', 32046.0, 0.06, 30450, 0.057, 5006, 0.009, 96929, 0.18, 164912.0, 0.307, -7385, -0.014, 79026.5, 0.147
'MUSCLE_diversified_replicate.acb.258.afa', 31559.0, 0.06, 30820, 0.059, 5244, 0.01, 97163, 0.184, 162206.0, 0.308, -8653, -0.016, 73507.5, 0.14
'MUSCLE_diversified_replicate.acb.26.afa', 32601.0, 0.062, 30482, 0.058, 5030, 0.01, 95755, 0.182, 167723.0, 0.318, -7430, -0.014, 82235.5, 0.156
'MUSCLE_diversified_replicate.acb.262.afa', 33310.0, 0.063, 28652, 0.054, 4947, 0.009, 97997, 0.185, 171166.0, 0.323, -3845, -0.007, 88640.5, 0.167
'MUSCLE_diversified_replicate.acb.266.afa', 32533.0, 0.064, 30159, 0.059, 5258, 0.01, 96537, 0.19, 167787.0, 0.33, -5855, -0.012, 82115.5, 0.162
'MUSCLE_diversified_replicate.acb.270.afa', 32249.0, 0.053, 31229, 0.052, 4931, 0.008, 94965, 0.157, 165881.0, 0.274, -8955, -0.015, 79857.5, 0.132
'MUSCLE_diversified_replicate.acb.274.afa', 32351.0, 0.065, 30919, 0.062, 5233, 0.01, 95381, 0.191, 167169.0, 0.335, -6804, -0.014, 81276.5, 0.163
'MUSCLE_diversified_replicate.acb.278.afa', 31836.0, 0.06, 33549, 0.063, 4905, 0.009, 91151, 0.171, 162113.0, 0.304, -12501, -0.023, 74606.5, 0.14
'MUSCLE_diversified_replicate.acb.282.afa', 31948.0, 0.06, 33609, 0.063, 4824, 0.009, 90807, 0.171, 161783.0, 0.305, -12824, -0.024, 74611.5, 0.141
'MUSCLE_diversified_replicate.acb.286.afa', 33434.0, 0.067, 28753, 0.058, 4820, 0.01, 97547, 0.195, 171605.0, 0.343, -4057, -0.008, 89854.5, 0.18
'MUSCLE_diversified_replicate.acb.290.afa', 33536.0, 0.068, 28624, 0.058, 4824, 0.01, 97601, 0.198, 172240.0, 0.349, -3754, -0.008, 90741.5, 0.184
'MUSCLE_diversified_replicate.acb.294.afa', 31470.0, 0.062, 31174, 0.061, 5342, 0.01, 96633, 0.19, 160715.0, 0.315, -9154, -0.018, 71192.5, 0.14
'MUSCLE_diversified_replicate.acb.298.afa', 32031.0, 0.061, 31253, 0.059, 4952, 0.009, 95353, 0.181, 164788.0, 0.313, -8358, -0.016, 79041.5, 0.15
'MUSCLE_diversified_replicate.acb.30.afa', 31621.0, 0.061, 33615, 0.065, 5131, 0.01, 91449, 0.176, 161172.0, 0.311, -12481, -0.024, 72180.5, 0.139
'MUSCLE_diversified_replicate.acb.302.afa', 31688.0, 0.061, 33361, 0.064, 4915, 0.009, 91823, 0.176, 161024.0, 0.309, -12367, -0.024, 73255.5, 0.141
'MUSCLE_diversified_replicate.acb.306.afa', 32641.0, 0.063, 29359, 0.057, 5070, 0.01, 97921, 0.189, 168259.0, 0.324, -4393, -0.008, 84485.5, 0.163
'MUSCLE_diversified_replicate.acb.310.afa', 31965.0, 0.06, 33443, 0.063, 4873, 0.009, 91105, 0.171, 162395.0, 0.305, -11876, -0.022, 75728.5, 0.142
'MUSCLE_diversified_replicate.acb.314.afa', 32430.0, 0.061, 29653, 0.056, 5150, 0.01, 97755, 0.184, 166198.0, 0.313, -6902, -0.013, 79518.5, 0.15
'MUSCLE_diversified_replicate.acb.318.afa', 33635.0, 0.068, 28463, 0.058, 4979, 0.01, 97725, 0.198, 172531.0, 0.349, -3079, -0.006, 90715.5, 0.184
'MUSCLE_diversified_replicate.acb.322.afa', 32614.0, 0.06, 29116, 0.054, 5270, 0.01, 98461, 0.182, 166659.0, 0.308, -5902, -0.011, 79906.5, 0.148
'MUSCLE_diversified_replicate.acb.326.afa', 32126.0, 0.051, 29999, 0.048, 5204, 0.008, 97671, 0.156, 164918.0, 0.263, -6280, -0.01, 78578.5, 0.125
'MUSCLE_diversified_replicate.acb.330.afa', 33246.0, 0.063, 29077, 0.055, 5046, 0.01, 97275, 0.186, 170205.0, 0.325, -6092, -0.012, 85199.5, 0.163
'MUSCLE_diversified_replicate.acb.334.afa', 32526.0, 0.061, 30689, 0.058, 5081, 0.01, 95491, 0.18, 167272.0, 0.315, -7046, -0.013, 81994.5, 0.154
'MUSCLE_diversified_replicate.acb.338.afa', 31794.0, 0.06, 30791, 0.058, 5175, 0.01, 96751, 0.182, 163501.0, 0.308, -8639, -0.016, 75436.5, 0.142
'MUSCLE_diversified_replicate.acb.34.afa', 33358.0, 0.067, 28939, 0.058, 4868, 0.01, 97327, 0.196, 171339.0, 0.345, -4079, -0.008, 89388.5, 0.18
'MUSCLE_diversified_replicate.acb.342.afa', 33349.0, 0.066, 28968, 0.058, 4924, 0.01, 97287, 0.194, 171625.0, 0.342, -4316, -0.009, 89121.5, 0.177
'MUSCLE_diversified_replicate.acb.346.afa', 32203.0, 0.06, 30394, 0.057, 5051, 0.009, 96727, 0.18, 166203.0, 0.31, -7586, -0.014, 79947.5, 0.149
'MUSCLE_diversified_replicate.acb.350.afa', 31497.0, 0.059, 33929, 0.064, 5156, 0.01, 91069, 0.172, 160337.0, 0.302, -12581, -0.024, 71285.5, 0.134
'MUSCLE_diversified_replicate.acb.354.afa', 31403.0, 0.059, 31112, 0.059, 5294, 0.01, 96891, 0.183, 161376.0, 0.304, -9225, -0.017, 71941.5, 0.136
'MUSCLE_diversified_replicate.acb.358.afa', 32207.0, 0.061, 31194, 0.059, 5252, 0.01, 95119, 0.18, 164978.0, 0.312, -7882, -0.015, 78024.5, 0.148
'MUSCLE_diversified_replicate.acb.362.afa', 33241.0, 0.065, 28854, 0.057, 4725, 0.009, 97731, 0.192, 170088.0, 0.334, -5066, -0.01, 87806.5, 0.172
'MUSCLE_diversified_replicate.acb.366.afa', 32784.0, 0.063, 30088, 0.058, 5036, 0.01, 96177, 0.186, 168971.0, 0.327, -5177, -0.01, 85489.5, 0.165
'MUSCLE_diversified_replicate.acb.370.afa', 32182.0, 0.061, 30132, 0.057, 5332, 0.01, 97293, 0.185, 165621.0, 0.314, -5905, -0.011, 79077.5, 0.15
'MUSCLE_diversified_replicate.acb.374.afa', 31703.0, 0.061, 30106, 0.058, 5468, 0.011, 98303, 0.19, 163208.0, 0.315, -7396, -0.014, 73852.5, 0.143
'MUSCLE_diversified_replicate.acb.378.afa', 33217.0, 0.063, 29054, 0.055, 4972, 0.009, 97379, 0.184, 170688.0, 0.323, -3950, -0.007, 88216.5, 0.167
'MUSCLE_diversified_replicate.acb.38.afa', 32346.0, 0.064, 31021, 0.061, 5118, 0.01, 95187, 0.187, 166068.0, 0.327, -7484, -0.015, 80282.5, 0.158
'MUSCLE_diversified_replicate.acb.382.afa', 31820.0, 0.06, 30458, 0.057, 5191, 0.01, 97365, 0.183, 164423.0, 0.309, -6456, -0.012, 78138.5, 0.147
'MUSCLE_diversified_replicate.acb.386.afa', 33137.0, 0.065, 28601, 0.057, 4835, 0.01, 98445, 0.195, 170111.0, 0.336, -4426, -0.009, 87452.5, 0.173
'MUSCLE_diversified_replicate.acb.390.afa', 32173.0, 0.062, 33426, 0.064, 4958, 0.009, 90723, 0.173, 162765.0, 0.311, -12996, -0.025, 74659.5, 0.143
'MUSCLE_diversified_replicate.acb.394.afa', 31631.0, 0.06, 32959, 0.063, 5154, 0.01, 92741, 0.176, 161316.0, 0.307, -11348, -0.022, 72673.5, 0.138
'MUSCLE_diversified_replicate.acb.398.afa', 31410.0, 0.06, 31279, 0.06, 5100, 0.01, 96543, 0.185, 161079.0, 0.309, -9732, -0.019, 72475.5, 0.139
'MUSCLE_diversified_replicate.acb.42.afa', 31986.0, 0.061, 31496, 0.06, 5418, 0.01, 94957, 0.18, 161499.0, 0.306, -8669, -0.016, 72843.5, 0.138
'MUSCLE_diversified_replicate.acb.46.afa', 32118.0, 0.063, 33506, 0.065, 5020, 0.01, 90673, 0.177, 163185.0, 0.318, -11872, -0.023, 75856.5, 0.148
'MUSCLE_diversified_replicate.acb.50.afa', 31703.0, 0.061, 33555, 0.065, 5098, 0.01, 91405, 0.177, 161292.0, 0.313, -11493, -0.022, 73508.5, 0.143
'MUSCLE_diversified_replicate.acb.54.afa', 32573.0, 0.062, 29628, 0.057, 5162, 0.01, 97519, 0.186, 166801.0, 0.318, -6447, -0.012, 80622.5, 0.154
'MUSCLE_diversified_replicate.acb.58.afa', 32481.0, 0.062, 29952, 0.057, 5149, 0.01, 97055, 0.186, 166563.0, 0.319, -6752, -0.013, 80389.5, 0.154
'MUSCLE_diversified_replicate.acb.6.afa', 32440.0, 0.062, 30502, 0.059, 5092, 0.01, 96037, 0.184, 166943.0, 0.321, -6737, -0.013, 81635.5, 0.157
'MUSCLE_diversified_replicate.acb.62.afa', 32436.0, 0.065, 30862, 0.062, 4827, 0.01, 95325, 0.191, 166464.0, 0.333, -8727, -0.017, 81112.5, 0.162
'MUSCLE_diversified_replicate.acb.66.afa', 32364.0, 0.062, 30038, 0.057, 4998, 0.01, 97117, 0.185, 166261.0, 0.317, -7407, -0.014, 80307.5, 0.153
'MUSCLE_diversified_replicate.acb.70.afa', 31722.0, 0.062, 30554, 0.059, 5413, 0.01, 97369, 0.189, 163617.0, 0.317, -6523, -0.013, 75931.5, 0.147
'MUSCLE_diversified_replicate.acb.74.afa', 31998.0, 0.061, 33643, 0.064, 4799, 0.009, 90639, 0.172, 162376.0, 0.308, -12104, -0.023, 76158.5, 0.144
'MUSCLE_diversified_replicate.acb.78.afa', 31667.0, 0.06, 33902, 0.065, 5129, 0.01, 90783, 0.173, 160345.0, 0.305, -12622, -0.024, 71557.5, 0.136
'MUSCLE_diversified_replicate.acb.82.afa', 31497.0, 0.06, 30863, 0.059, 4942, 0.009, 97201, 0.185, 161279.0, 0.307, -8413, -0.016, 74613.5, 0.142
'MUSCLE_diversified_replicate.acb.86.afa', 32233.0, 0.062, 31213, 0.06, 4979, 0.01, 95029, 0.182, 166188.0, 0.318, -7689, -0.015, 81110.5, 0.155
'MUSCLE_diversified_replicate.acb.90.afa', 32411.0, 0.063, 30892, 0.06, 5185, 0.01, 95315, 0.186, 166839.0, 0.326, -7147, -0.014, 80924.5, 0.158
'MUSCLE_diversified_replicate.acb.94.afa', 33454.0, 0.068, 28720, 0.058, 4744, 0.01, 97573, 0.198, 171288.0, 0.347, -4670, -0.009, 89367.5, 0.181
'MUSCLE_diversified_replicate.acb.98.afa', 31859.0, 0.061, 32514, 0.062, 5096, 0.01, 93175, 0.178, 161959.0, 0.309, -12014, -0.023, 72781.5, 0.139
'MUSCLE_diversified_replicate.bca.103.afa', 31747.0, 0.061, 33002, 0.063, 4771, 0.009, 92423, 0.177, 163242.0, 0.312, -11549, -0.022, 76855.5, 0.147
'MUSCLE_diversified_replicate.bca.107.afa', 32597.0, 0.062, 30403, 0.058, 5071, 0.01, 95921, 0.182, 167954.0, 0.318, -7222, -0.014, 82345.5, 0.156
'MUSCLE_diversified_replicate.bca.11.afa', 32244.0, 0.062, 30925, 0.059, 4810, 0.009, 95583, 0.183, 166443.0, 0.318, -7973, -0.015, 81818.5, 0.156
