code_BLOSUM62_GO_-10_GE_-0.5,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-10_GE_-0.5,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-10_GE_-0.5
'bali_phy_msa.181.fas', 116.831, 108.444, 1183.896, 990.452
'bali_phy_msa.182.fas', 118.701, 110.556, 1214.272, 990.967
'bali_phy_msa.183.fas', 118.554, 110.428, 1230.484, 994.546
'bali_phy_msa.184.fas', 118.737, 110.713, 1294.288, 1012.234
'bali_phy_msa.185.fas', 117.371, 108.95, 1188.613, 965.718
'bali_phy_msa.186.fas', 118.643, 110.442, 1140.979, 1012.893
'bali_phy_msa.187.fas', 118.224, 109.659, 1180.104, 969.371
'bali_phy_msa.188.fas', 117.49, 109.098, 1167.712, 960.351
'bali_phy_msa.189.fas', 116.679, 108.322, 1228.496, 977.202
'bali_phy_msa.19.fas', 118.347, 110.113, 1301.384, 999.329
'bali_phy_msa.190.fas', 118.098, 109.844, 1161.269, 1006.62
'bali_phy_msa.191.fas', 117.807, 110.026, 1253.438, 1014.275
'bali_phy_msa.192.fas', 116.824, 108.544, 1099.158, 971.654
'bali_phy_msa.193.fas', 119.045, 111.19, 1253.943, 1021.641
'bali_phy_msa.194.fas', 113.749, 105.195, 1123.407, 924.89
'bali_phy_msa.195.fas', 118.726, 110.617, 1123.08, 1002.762
'bali_phy_msa.196.fas', 120.512, 113.2, 1196.766, 1053.952
'bali_phy_msa.197.fas', 119.005, 111.011, 1214.801, 989.394
'bali_phy_msa.198.fas', 118.304, 109.919, 1279.99, 987.079
'bali_phy_msa.199.fas', 118.412, 110.704, 1232.328, 998.247
'bali_phy_msa.2.fas', 114.293, 104.647, 1107.745, 880.9
'bali_phy_msa.20.fas', 119.488, 111.582, 1207.88, 1027.743
'bali_phy_msa.200.fas', 118.978, 110.801, 1155.232, 1010.298
'bali_phy_msa.201.fas', 117.967, 109.871, 1220.768, 989.727
'bali_phy_msa.202.fas', 119.102, 110.942, 1266.411, 1001.681
'bali_phy_msa.203.fas', 117.385, 108.945, 1053.662, 973.842
'bali_phy_msa.204.fas', 116.244, 107.73, 1084.23, 965.301
'bali_phy_msa.205.fas', 116.3, 107.72, 1167.436, 963.202
'bali_phy_msa.206.fas', 119.252, 111.165, 1224.348, 1019.41
'bali_phy_msa.207.fas', 118.756, 110.557, 1132.457, 1003.522
'bali_phy_msa.208.fas', 120.57, 112.616, 1259.823, 1033.971
'bali_phy_msa.209.fas', 117.575, 109.341, 1138.917, 991.851
'bali_phy_msa.21.fas', 117.241, 108.645, 1201.085, 981.13
'bali_phy_msa.210.fas', 119.914, 111.967, 1252.779, 1020.384
'bali_phy_msa.211.fas', 121.278, 113.779, 1313.652, 1058.116
'bali_phy_msa.212.fas', 118.936, 110.923, 1229.717, 1018.847
'bali_phy_msa.213.fas', 117.146, 109.106, 1268.539, 995.714
'bali_phy_msa.214.fas', 119.107, 110.93, 1284.681, 1018.724
'bali_phy_msa.215.fas', 117.109, 108.395, 1138.913, 949.854
'bali_phy_msa.216.fas', 119.425, 111.454, 1209.78, 1009.359
'bali_phy_msa.217.fas', 118.721, 110.265, 1171.807, 986.43
'bali_phy_msa.218.fas', 116.971, 108.753, 1230.449, 990.209
'bali_phy_msa.219.fas', 120.127, 112.392, 1249.88, 1026.381
'bali_phy_msa.22.fas', 117.555, 109.294, 1251.665, 964.535
'bali_phy_msa.220.fas', 117.468, 109.054, 1183.636, 982.802
'bali_phy_msa.221.fas', 116.718, 107.967, 1131.472, 959.972
'bali_phy_msa.222.fas', 119.511, 111.673, 1251.923, 1025.506
'bali_phy_msa.223.fas', 117.135, 108.773, 1208.444, 984.72
'bali_phy_msa.224.fas', 120.452, 112.706, 1201.009, 1020.68
'bali_phy_msa.225.fas', 119.05, 111.187, 1239.31, 1023.29
'bali_phy_msa.226.fas', 118.684, 110.456, 1177.042, 996.692
'bali_phy_msa.227.fas', 119.886, 111.999, 1236.433, 1024.519
'bali_phy_msa.228.fas', 119.76, 111.78, 1306.761, 1027.319
'bali_phy_msa.229.fas', 117.834, 109.444, 1150.167, 1000.973
'bali_phy_msa.23.fas', 118.999, 110.485, 1152.688, 990.839
'bali_phy_msa.230.fas', 118.858, 110.972, 1232.132, 998.232
'bali_phy_msa.231.fas', 119.337, 111.395, 1211.061, 1002.877
'bali_phy_msa.232.fas', 117.479, 109.26, 1256.39, 1000.031
'bali_phy_msa.233.fas', 117.329, 108.822, 1127.523, 970.875
'bali_phy_msa.234.fas', 119.135, 111.65, 1197.741, 1008.518
'bali_phy_msa.235.fas', 118.439, 110.186, 1124.957, 1009.805
'bali_phy_msa.236.fas', 119.421, 111.733, 1330.033, 1047.804
'bali_phy_msa.237.fas', 119.889, 112.162, 1279.437, 1033.962
'bali_phy_msa.238.fas', 115.381, 106.68, 1147.784, 951.427
'bali_phy_msa.239.fas', 117.783, 109.438, 1067.406, 997.887
'bali_phy_msa.24.fas', 117.605, 108.844, 1204.371, 979.537
'bali_phy_msa.240.fas', 116.438, 108.002, 1213.465, 979.45
'bali_phy_msa.241.fas', 115.626, 107.886, 1217.473, 1004.589
'bali_phy_msa.242.fas', 119.894, 111.813, 1241.111, 1007.207
'bali_phy_msa.243.fas', 119.389, 111.329, 1086.08, 1019.995
'bali_phy_msa.244.fas', 116.249, 107.4, 1199.11, 961.708
'bali_phy_msa.245.fas', 117.357, 108.798, 1170.228, 977.366
'bali_phy_msa.246.fas', 119.732, 111.754, 1228.67, 1009.832
'bali_phy_msa.247.fas', 117.398, 109.127, 1146.063, 996.383
'bali_phy_msa.248.fas', 115.633, 106.924, 1212.637, 950.903
'bali_phy_msa.249.fas', 117.663, 109.658, 1250.052, 994.531
'bali_phy_msa.25.fas', 120.552, 112.859, 1240.419, 1036.753
'bali_phy_msa.250.fas', 120.041, 112.104, 1284.576, 1022.707
'bali_phy_msa.251.fas', 118.721, 110.655, 1188.711, 983.486
'bali_phy_msa.252.fas', 119.227, 111.161, 1191.903, 1002.63
'bali_phy_msa.253.fas', 118.787, 110.355, 1088.781, 993.061
'bali_phy_msa.254.fas', 116.04, 107.657, 1109.681, 962.454
'bali_phy_msa.255.fas', 119.418, 111.422, 1180.651, 1000.373
'bali_phy_msa.256.fas', 117.865, 109.624, 1188.758, 1002.241
'bali_phy_msa.257.fas', 118.932, 111.077, 1267.211, 1001.888
'bali_phy_msa.258.fas', 118.275, 109.995, 1279.718, 1010.919
'bali_phy_msa.259.fas', 119.037, 110.831, 1238.283, 994.32
'bali_phy_msa.26.fas', 119.635, 111.836, 1288.905, 1027.164
'bali_phy_msa.260.fas', 115.896, 106.99, 1161.325, 958.232
'bali_phy_msa.261.fas', 119.079, 110.976, 1254.713, 1006.5
'bali_phy_msa.262.fas', 118.233, 110.224, 1160.934, 994.683
'bali_phy_msa.263.fas', 119.515, 111.507, 1172.172, 1007.051
'bali_phy_msa.264.fas', 117.475, 109.058, 973.964, 952.136
'bali_phy_msa.265.fas', 120.01, 112.282, 1244.187, 1036.269
'bali_phy_msa.266.fas', 117.727, 109.566, 1180.275, 1002.89
'bali_phy_msa.267.fas', 119.973, 112.138, 1262.386, 1018.269
'bali_phy_msa.268.fas', 117.581, 109.171, 1173.928, 957.602
'bali_phy_msa.269.fas', 118.374, 110.369, 1210.754, 1001.657
'bali_phy_msa.27.fas', 114.742, 105.888, 1170.631, 946.338
'bali_phy_msa.270.fas', 117.971, 109.76, 1128.429, 989.908
'bali_phy_msa.271.fas', 120.552, 112.489, 1161.586, 1025.456
'bali_phy_msa.272.fas', 118.033, 109.725, 1163.027, 1000.973
'bali_phy_msa.273.fas', 117.458, 109.491, 1249.251, 986.852
'bali_phy_msa.274.fas', 117.421, 109.685, 1275.587, 1009.771
'bali_phy_msa.275.fas', 119.424, 111.536, 1139.697, 1013.675
'bali_phy_msa.276.fas', 119.543, 111.292, 1213.01, 993.166
'bali_phy_msa.277.fas', 117.511, 108.483, 1116.589, 956.68
'bali_phy_msa.278.fas', 119.192, 111.535, 1255.696, 1002.128
'bali_phy_msa.279.fas', 119.725, 111.914, 1332.746, 1035.251
'bali_phy_msa.28.fas', 116.812, 108.613, 1172.437, 1001.561
'bali_phy_msa.280.fas', 116.881, 108.344, 1214.628, 963.73
'bali_phy_msa.281.fas', 118.921, 111.0, 1275.146, 1023.812
'bali_phy_msa.282.fas', 118.639, 110.405, 1106.192, 994.519
'bali_phy_msa.283.fas', 117.561, 109.135, 1175.54, 970.03
'bali_phy_msa.284.fas', 118.673, 110.661, 1232.654, 999.012
'bali_phy_msa.285.fas', 119.958, 111.865, 1179.875, 1006.667
'bali_phy_msa.286.fas', 116.65, 108.003, 1012.755, 962.325
'bali_phy_msa.287.fas', 120.024, 112.343, 1275.598, 1042.251
'bali_phy_msa.288.fas', 115.868, 106.951, 1081.807, 936.607
'bali_phy_msa.289.fas', 119.802, 111.632, 1223.836, 1000.599
'bali_phy_msa.29.fas', 119.572, 111.388, 1258.338, 1014.709
'bali_phy_msa.290.fas', 118.37, 109.984, 1125.949, 969.515
'bali_phy_msa.291.fas', 118.185, 110.085, 1225.14, 996.713
'bali_phy_msa.292.fas', 120.718, 112.896, 1214.758, 1030.164
'bali_phy_msa.293.fas', 117.369, 109.036, 1220.956, 994.026
'bali_phy_msa.294.fas', 119.306, 111.172, 1230.331, 1016.193
'bali_phy_msa.295.fas', 116.033, 107.554, 1065.145, 960.786
'bali_phy_msa.296.fas', 119.796, 111.757, 1216.193, 1013.703
'bali_phy_msa.297.fas', 116.947, 108.543, 1027.802, 978.538
'bali_phy_msa.298.fas', 119.975, 112.125, 1281.12, 1036.611
'bali_phy_msa.299.fas', 113.656, 105.003, 1111.093, 938.667
'bali_phy_msa.3.fas', 116.437, 107.339, 986.333, 921.989
'bali_phy_msa.30.fas', 117.304, 108.624, 1148.926, 961.412
'bali_phy_msa.300.fas', 117.178, 108.252, 1127.473, 961.759
'bali_phy_msa.301.fas', 117.899, 109.794, 1233.877, 1009.15
'bali_phy_msa.302.fas', 118.254, 110.363, 1179.252, 1005.438
'bali_phy_msa.303.fas', 119.428, 111.34, 1174.031, 1012.393
'bali_phy_msa.304.fas', 118.733, 110.862, 1234.418, 1014.122
'bali_phy_msa.305.fas', 119.992, 112.12, 1311.446, 1008.194
'bali_phy_msa.306.fas', 118.167, 110.056, 1241.364, 994.763
'bali_phy_msa.307.fas', 117.675, 109.083, 1163.556, 986.193
'bali_phy_msa.308.fas', 117.019, 108.56, 1210.786, 965.236
'bali_phy_msa.309.fas', 118.698, 110.576, 1224.133, 1019.092
'bali_phy_msa.31.fas', 118.238, 109.675, 1203.45, 980.681
'bali_phy_msa.310.fas', 120.837, 113.233, 1287.423, 1052.202
'bali_phy_msa.311.fas', 118.113, 110.304, 1158.655, 1010.243
'bali_phy_msa.312.fas', 116.705, 107.775, 1191.234, 948.188
'bali_phy_msa.313.fas', 119.716, 111.697, 1294.543, 999.798
'bali_phy_msa.314.fas', 117.536, 109.321, 1145.751, 963.349
'bali_phy_msa.315.fas', 119.194, 111.162, 1184.153, 1005.126
'bali_phy_msa.316.fas', 119.813, 111.963, 1289.865, 1011.636
'bali_phy_msa.317.fas', 118.34, 110.133, 1173.432, 1001.158
'bali_phy_msa.318.fas', 120.198, 112.545, 1273.298, 1023.201
'bali_phy_msa.319.fas', 119.661, 111.858, 1217.952, 1022.159
'bali_phy_msa.32.fas', 115.962, 107.064, 1056.501, 961.54
'bali_phy_msa.320.fas', 121.303, 113.466, 1273.459, 1051.891
'bali_phy_msa.321.fas', 119.145, 110.754, 1102.025, 1018.421
'bali_phy_msa.322.fas', 119.826, 112.131, 1291.629, 1045.262
'bali_phy_msa.323.fas', 118.213, 109.768, 1213.295, 993.111
'bali_phy_msa.324.fas', 119.127, 111.599, 1285.338, 1050.178
'bali_phy_msa.325.fas', 116.512, 107.92, 1091.145, 966.143
'bali_phy_msa.326.fas', 119.035, 110.584, 1189.825, 979.064
'bali_phy_msa.327.fas', 118.125, 109.597, 1262.054, 964.623
'bali_phy_msa.328.fas', 118.75, 110.673, 1150.818, 1004.692
'bali_phy_msa.329.fas', 116.819, 108.977, 1237.361, 967.311
'bali_phy_msa.33.fas', 115.538, 106.788, 1101.276, 958.328
'bali_phy_msa.330.fas', 119.433, 111.575, 1284.43, 1032.194
'bali_phy_msa.331.fas', 119.672, 111.643, 1212.647, 1012.812
'bali_phy_msa.332.fas', 115.749, 107.209, 1195.989, 967.725
'bali_phy_msa.333.fas', 119.978, 112.172, 1124.63, 1031.237
'bali_phy_msa.334.fas', 117.549, 109.74, 1212.773, 1009.582
'bali_phy_msa.335.fas', 120.125, 112.54, 1241.928, 1040.857
'bali_phy_msa.336.fas', 119.027, 111.147, 1214.002, 1001.4
'bali_phy_msa.337.fas', 117.253, 109.29, 1219.935, 1012.82
'bali_phy_msa.338.fas', 119.924, 112.417, 1260.378, 1036.721
'bali_phy_msa.339.fas', 119.474, 111.708, 1211.483, 1017.548
'bali_phy_msa.34.fas', 117.91, 109.405, 1170.67, 982.393
'bali_phy_msa.340.fas', 117.985, 109.634, 1158.74, 959.042
'bali_phy_msa.341.fas', 117.334, 108.479, 1114.417, 959.987
'bali_phy_msa.342.fas', 117.925, 109.64, 1183.721, 977.597
'bali_phy_msa.343.fas', 118.211, 110.062, 1224.713, 1000.408
'bali_phy_msa.344.fas', 117.828, 109.469, 1168.515, 995.735
'bali_phy_msa.345.fas', 118.198, 110.377, 1058.635, 1022.665
'bali_phy_msa.346.fas', 116.436, 107.973, 1280.496, 988.07
'bali_phy_msa.347.fas', 117.482, 109.125, 1101.619, 987.335
'bali_phy_msa.348.fas', 118.176, 110.187, 1305.149, 1023.395
'bali_phy_msa.349.fas', 117.295, 108.794, 1131.991, 979.898
'bali_phy_msa.35.fas', 119.826, 112.209, 1205.887, 1046.271
'bali_phy_msa.350.fas', 119.706, 111.882, 1199.557, 1025.522
'bali_phy_msa.351.fas', 118.075, 109.992, 1194.338, 988.788
'bali_phy_msa.352.fas', 117.116, 108.935, 1231.692, 980.593
'bali_phy_msa.353.fas', 120.13, 112.317, 1271.544, 1022.281
'bali_phy_msa.354.fas', 118.391, 110.554, 1127.347, 981.297
'bali_phy_msa.355.fas', 118.705, 110.49, 1197.496, 990.826
'bali_phy_msa.356.fas', 118.45, 110.54, 1215.348, 986.445
'bali_phy_msa.357.fas', 119.164, 110.662, 1159.31, 978.562
'bali_phy_msa.358.fas', 116.606, 107.649, 1068.976, 946.357
'bali_phy_msa.359.fas', 119.407, 111.452, 1248.54, 1009.495
'bali_phy_msa.36.fas', 118.297, 110.43, 1142.35, 996.784
'bali_phy_msa.360.fas', 120.223, 112.485, 1188.938, 1023.428
'bali_phy_msa.361.fas', 118.243, 110.202, 1122.654, 998.981
'bali_phy_msa.362.fas', 119.205, 111.2, 1176.756, 993.356
'bali_phy_msa.363.fas', 118.222, 109.943, 1180.316, 961.813
'bali_phy_msa.364.fas', 118.302, 109.972, 1120.739, 979.127
'bali_phy_msa.365.fas', 119.068, 111.347, 1212.876, 1001.158
'bali_phy_msa.366.fas', 115.966, 107.42, 1069.709, 924.46
'bali_phy_msa.367.fas', 118.607, 110.684, 1423.886, 1024.036
'bali_phy_msa.368.fas', 119.566, 111.779, 1232.108, 1020.065
'bali_phy_msa.369.fas', 117.666, 109.15, 1067.25, 970.896
'bali_phy_msa.37.fas', 120.27, 112.278, 1120.182, 1029.145
'bali_phy_msa.370.fas', 119.954, 112.356, 1304.5, 1036.436
'bali_phy_msa.371.fas', 118.194, 110.2, 1318.672, 1004.44
'bali_phy_msa.372.fas', 115.08, 106.089, 1073.659, 944.497
'bali_phy_msa.373.fas', 118.706, 110.612, 1210.549, 990.452
'bali_phy_msa.374.fas', 117.912, 109.283, 1182.697, 984.534
'bali_phy_msa.375.fas', 119.379, 111.335, 1211.833, 1022.495
'bali_phy_msa.376.fas', 118.534, 110.479, 1290.2, 1018.777
'bali_phy_msa.377.fas', 119.75, 111.793, 1275.616, 1030.576
'bali_phy_msa.378.fas', 117.472, 109.37, 1188.064, 1005.577
'bali_phy_msa.379.fas', 119.226, 111.182, 1231.239, 1005.483
'bali_phy_msa.38.fas', 120.12, 112.234, 1199.343, 1031.71
'bali_phy_msa.380.fas', 115.808, 107.076, 1109.944, 972.269
'bali_phy_msa.381.fas', 119.444, 111.673, 1219.666, 1013.052
'bali_phy_msa.382.fas', 118.492, 110.255, 1167.113, 995.531
'bali_phy_msa.383.fas', 119.641, 111.869, 1232.723, 1016.759
'bali_phy_msa.384.fas', 118.372, 109.876, 1143.043, 989.886
'bali_phy_msa.385.fas', 119.266, 111.349, 1200.601, 1020.111
'bali_phy_msa.386.fas', 118.141, 109.676, 1082.922, 963.684
'bali_phy_msa.387.fas', 118.956, 110.713, 1214.673, 999.798
'bali_phy_msa.388.fas', 119.311, 110.988, 1265.045, 1015.059
'bali_phy_msa.389.fas', 118.431, 110.121, 1196.551, 1000.216
'bali_phy_msa.39.fas', 117.822, 110.028, 1279.782, 1002.344
'bali_phy_msa.390.fas', 118.377, 110.108, 1123.448, 1002.38
'bali_phy_msa.391.fas', 118.48, 110.835, 1242.082, 1004.31
'bali_phy_msa.392.fas', 118.419, 109.956, 1220.37, 996.808
'bali_phy_msa.393.fas', 119.855, 112.446, 1266.372, 1025.487
'bali_phy_msa.394.fas', 118.446, 110.311, 1196.805, 994.524
'bali_phy_msa.395.fas', 118.31, 110.202, 1189.059, 1017.911
'bali_phy_msa.396.fas', 118.061, 110.087, 1142.471, 986.728
'bali_phy_msa.397.fas', 119.453, 111.234, 1207.77, 1009.198
'bali_phy_msa.398.fas', 119.063, 111.128, 1203.595, 1011.545
'bali_phy_msa.399.fas', 120.152, 112.161, 1206.733, 1030.88
'bali_phy_msa.4.fas', 120.514, 112.606, 1234.296, 1025.109
'bali_phy_msa.40.fas', 116.605, 107.724, 1116.287, 955.761
'bali_phy_msa.400.fas', 119.416, 111.572, 1177.919, 1004.561
'bali_phy_msa.41.fas', 117.976, 109.735, 1271.164, 990.636
'bali_phy_msa.42.fas', 117.492, 109.275, 1173.939, 990.442
'bali_phy_msa.43.fas', 116.494, 108.312, 1177.226, 981.034
'bali_phy_msa.44.fas', 118.541, 110.465, 1236.775, 1007.924
'bali_phy_msa.45.fas', 120.28, 112.305, 1194.552, 1029.286
'bali_phy_msa.46.fas', 114.982, 106.252, 1180.474, 950.951
'bali_phy_msa.47.fas', 119.375, 111.095, 1213.433, 1017.422
'bali_phy_msa.48.fas', 117.38, 109.103, 1155.932, 990.286
'bali_phy_msa.49.fas', 119.303, 111.714, 1361.133, 1021.679
'bali_phy_msa.5.fas', 118.547, 110.268, 1114.791, 973.07
'bali_phy_msa.50.fas', 116.848, 108.563, 1224.972, 987.124
'bali_phy_msa.51.fas', 118.597, 110.646, 1230.573, 1009.766
'bali_phy_msa.52.fas', 118.091, 110.22, 1108.275, 996.012
'bali_phy_msa.53.fas', 115.245, 106.358, 1017.347, 946.404
'bali_phy_msa.54.fas', 118.492, 110.052, 1111.075, 967.504
'bali_phy_msa.55.fas', 117.505, 109.167, 1258.031, 971.635
'bali_phy_msa.56.fas', 117.216, 108.849, 1098.365, 988.464
'bali_phy_msa.57.fas', 118.975, 111.046, 1237.799, 1002.647
'bali_phy_msa.58.fas', 117.91, 109.504, 1164.529, 984.556
'bali_phy_msa.59.fas', 117.209, 109.122, 1242.935, 999.28
'bali_phy_msa.6.fas', 119.526, 111.681, 1197.152, 1012.264
'bali_phy_msa.60.fas', 117.499, 109.207, 1183.219, 989.841
'bali_phy_msa.61.fas', 117.623, 109.542, 1193.354, 987.337
'bali_phy_msa.62.fas', 119.884, 111.998, 1285.983, 1026.589
'bali_phy_msa.63.fas', 118.981, 110.625, 1083.797, 986.868
'bali_phy_msa.64.fas', 116.452, 108.047, 1093.207, 992.496
'bali_phy_msa.65.fas', 117.296, 108.685, 1173.057, 974.131
'bali_phy_msa.66.fas', 118.051, 109.682, 1215.094, 984.127
'bali_phy_msa.67.fas', 117.243, 108.673, 1053.664, 974.195
'bali_phy_msa.68.fas', 119.382, 111.64, 1190.725, 1026.477
'bali_phy_msa.69.fas', 119.228, 111.064, 1190.675, 1006.703
'bali_phy_msa.7.fas', 118.481, 110.356, 1203.398, 1003.638
'bali_phy_msa.70.fas', 114.983, 106.406, 1172.691, 965.137
'bali_phy_msa.71.fas', 119.483, 111.543, 1250.816, 1019.069
'bali_phy_msa.72.fas', 119.647, 111.648, 1063.909, 1040.326
'bali_phy_msa.73.fas', 116.79, 108.126, 1173.576, 980.16
'bali_phy_msa.74.fas', 117.061, 109.124, 1225.834, 1005.358
