code_PAM250_GO_-10_GE_-0.2,sp_match_count,sp_match_count_norm,sp_mismatch_count,sp_mismatch_count_norm,sp_go,sp_go_norm,sp_ge,sp_ge_norm,sp_match_PAM250,sp_match_norm_PAM250,sp_mismatch_PAM250,sp_mismatch_norm_PAM250,sp_PAM250_GO_-10_GE_-0.2,sp_norm_PAM250_GO_-10_GE_-0.2
'MAFFT_b0#0095_htH_tree_86_OP_2.838925193728116_Split_95.fasta', 193063.0, 0.069, 204158, 0.073, 17447, 0.006, 163278, 0.058, 984920.0, 0.351, 45834, 0.016, 823628.4, 0.293
'MAFFT_b0#0095_htT_tree_86_OP_2.838925193728116_Split_95.fasta', 193063.0, 0.069, 204158, 0.073, 17447, 0.006, 163278, 0.058, 984920.0, 0.351, 45834, 0.016, 823628.4, 0.293
'MAFFT_b0#0095_thH_tree_86_OP_2.838925193728116_Split_95.fasta', 193008.0, 0.069, 204481, 0.073, 16857, 0.006, 162742, 0.058, 984647.0, 0.354, 45547, 0.016, 829075.6, 0.298
'MAFFT_b0#0095_thT_tree_86_OP_2.838925193728116_Split_95.fasta', 193008.0, 0.069, 204481, 0.073, 16857, 0.006, 162742, 0.058, 984647.0, 0.354, 45547, 0.016, 829075.6, 0.298
'MAFFT_b0#0096_htH_tree_65_OP_2.4620754969260368_Split_96.fasta', 191405.0, 0.064, 202116, 0.068, 24134, 0.008, 170678, 0.057, 971618.0, 0.325, 47819, 0.016, 743961.4, 0.249
'MAFFT_b0#0096_htT_tree_65_OP_2.4620754969260368_Split_96.fasta', 191405.0, 0.064, 202116, 0.068, 24134, 0.008, 170678, 0.057, 971618.0, 0.325, 47819, 0.016, 743961.4, 0.249
'MAFFT_b0#0096_thT_tree_65_OP_2.4620754969260368_Split_96.fasta', 191202.0, 0.065, 201910, 0.068, 24451, 0.008, 171496, 0.058, 970927.0, 0.328, 47666, 0.016, 739783.8, 0.25
'MAFFT_b0#0096_ttH_tree_65_OP_2.4620754969260368_Split_96.fasta', 191196.0, 0.065, 201575, 0.068, 25607, 0.009, 172178, 0.058, 970913.0, 0.328, 47704, 0.016, 728111.4, 0.246
'MAFFT_b0#0098_htT_tree_85_OP_1.0876519560757543_Split_98.fasta', 198046.0, 0.067, 193208, 0.066, 30236, 0.01, 175212, 0.06, 1011524.0, 0.344, 66841, 0.023, 740962.6, 0.252
'MAFFT_b0#0098_thH_tree_85_OP_1.0876519560757543_Split_98.fasta', 197530.0, 0.067, 193813, 0.066, 30371, 0.01, 175034, 0.059, 1007320.0, 0.342, 66481, 0.023, 735084.2, 0.25
'MAFFT_b0#0098_thT_tree_85_OP_1.0876519560757543_Split_98.fasta', 197530.0, 0.067, 193813, 0.066, 30371, 0.01, 175034, 0.059, 1007320.0, 0.342, 66481, 0.023, 735084.2, 0.25
'MAFFT_b0#0098_ttH_tree_85_OP_1.0876519560757543_Split_98.fasta', 198049.0, 0.067, 193210, 0.066, 30235, 0.01, 175202, 0.06, 1011530.0, 0.344, 66860, 0.023, 740999.6, 0.252
'MAFFT_b0#0100_hhH_tree_84_OP_1.2747066014324073_Split_100.fasta', 196116.0, 0.07, 194451, 0.069, 26122, 0.009, 176586, 0.063, 1002980.0, 0.357, 71102, 0.025, 777544.8, 0.277
'MAFFT_b0#0100_hhT_tree_84_OP_1.2747066014324073_Split_100.fasta', 196116.0, 0.07, 194451, 0.069, 26122, 0.009, 176586, 0.063, 1002980.0, 0.357, 71102, 0.025, 777544.8, 0.277
'MAFFT_b0#0100_htH_tree_84_OP_1.2747066014324073_Split_100.fasta', 196589.0, 0.07, 193792, 0.069, 26142, 0.009, 176958, 0.063, 1005649.0, 0.357, 70591, 0.025, 779428.4, 0.277
'MAFFT_b0#0100_thH_tree_84_OP_1.2747066014324073_Split_100.fasta', 196161.0, 0.07, 194468, 0.069, 26061, 0.009, 176462, 0.063, 1003250.0, 0.358, 71101, 0.025, 778448.6, 0.277
'MAFFT_b0#0103_htH_tree_48_OP_2.7980377771908604_Split_103.fasta', 189764.0, 0.067, 208264, 0.073, 22988, 0.008, 161664, 0.057, 966862.0, 0.34, 35031, 0.012, 739680.2, 0.26
'MAFFT_b0#0103_htT_tree_48_OP_2.7980377771908604_Split_103.fasta', 189764.0, 0.067, 208264, 0.073, 22988, 0.008, 161664, 0.057, 966862.0, 0.34, 35031, 0.012, 739680.2, 0.26
'MAFFT_b0#0103_thH_tree_48_OP_2.7980377771908604_Split_103.fasta', 190639.0, 0.067, 208078, 0.073, 21678, 0.008, 160286, 0.056, 971480.0, 0.34, 39903, 0.014, 762545.8, 0.267
'MAFFT_b0#0103_ttT_tree_48_OP_2.7980377771908604_Split_103.fasta', 189697.0, 0.067, 208080, 0.073, 23516, 0.008, 162166, 0.057, 966560.0, 0.34, 34980, 0.012, 733946.8, 0.258
'MAFFT_b0#0105_hhT_tree_26_OP_1.957362545164327_Split_105.fasta', 194057.0, 0.07, 202295, 0.073, 25111, 0.009, 165016, 0.06, 990774.0, 0.358, 53320, 0.019, 759980.8, 0.274
'MAFFT_b0#0105_hhT_tree_95_OP_2.670624614307364_Split_105.fasta', 191380.0, 0.071, 202660, 0.075, 20955, 0.008, 169640, 0.063, 974473.0, 0.36, 43165, 0.016, 774160.0, 0.286
'MAFFT_b0#0105_htT_tree_26_OP_1.957362545164327_Split_105.fasta', 194096.0, 0.07, 202327, 0.073, 25157, 0.009, 164874, 0.059, 990911.0, 0.357, 53494, 0.019, 759860.2, 0.274
'MAFFT_b0#0105_htT_tree_95_OP_2.670624614307364_Split_105.fasta', 191505.0, 0.07, 203737, 0.074, 20340, 0.007, 167236, 0.061, 974600.0, 0.355, 45699, 0.017, 783451.8, 0.286
'MAFFT_b0#0105_thT_tree_26_OP_1.957362545164327_Split_105.fasta', 194060.0, 0.07, 202291, 0.073, 25111, 0.009, 165018, 0.06, 990780.0, 0.358, 53343, 0.019, 760009.4, 0.274
'MAFFT_b0#0105_ttH_tree_26_OP_1.957362545164327_Split_105.fasta', 194099.0, 0.07, 202323, 0.073, 25157, 0.009, 164876, 0.059, 990917.0, 0.357, 53517, 0.019, 759888.8, 0.274
'MAFFT_b0#0105_ttH_tree_95_OP_2.670624614307364_Split_105.fasta', 191507.0, 0.07, 203737, 0.074, 20340, 0.007, 167232, 0.061, 974604.0, 0.355, 45724, 0.017, 783481.6, 0.286
'MAFFT_b0#0105_ttT_tree_95_OP_2.670624614307364_Split_105.fasta', 191507.0, 0.07, 203737, 0.074, 20340, 0.007, 167232, 0.061, 974604.0, 0.355, 45724, 0.017, 783481.6, 0.286
'MAFFT_b0#0107_htT_tree_4_OP_2.0343728689026586_Split_107.fasta', 196208.0, 0.067, 199229, 0.068, 22422, 0.008, 166846, 0.057, 1000129.0, 0.341, 60372, 0.021, 802911.8, 0.273
'MAFFT_b0#0107_thT_tree_4_OP_2.0343728689026586_Split_107.fasta', 196255.0, 0.067, 199372, 0.068, 21866, 0.007, 166466, 0.056, 1001316.0, 0.34, 60463, 0.021, 809825.8, 0.275
'MAFFT_b0#0107_ttH_tree_4_OP_2.0343728689026586_Split_107.fasta', 196211.0, 0.067, 199226, 0.068, 22423, 0.008, 166846, 0.057, 1000135.0, 0.341, 60396, 0.021, 802931.8, 0.273
'MAFFT_b0#0107_ttT_tree_4_OP_2.0343728689026586_Split_107.fasta', 196211.0, 0.067, 199226, 0.068, 22423, 0.008, 166846, 0.057, 1000135.0, 0.341, 60396, 0.021, 802931.8, 0.273
'MAFFT_b0#0108_hhH_tree_31_OP_1.0372976153998443_Split_108.fasta', 195524.0, 0.066, 195817, 0.066, 26953, 0.009, 175038, 0.059, 1001903.0, 0.339, 68326, 0.023, 765691.4, 0.259
'MAFFT_b0#0108_hhH_tree_77_OP_2.9245454346939663_Split_108.fasta', 191929.0, 0.071, 205003, 0.076, 20642, 0.008, 163856, 0.061, 982101.0, 0.363, 43717, 0.016, 786626.8, 0.291
'MAFFT_b0#0108_hhT_tree_77_OP_2.9245454346939663_Split_108.fasta', 191929.0, 0.071, 205003, 0.076, 20642, 0.008, 163856, 0.061, 982101.0, 0.363, 43717, 0.016, 786626.8, 0.291
'MAFFT_b0#0108_htH_tree_24_OP_1.2563447919918282_Split_108.fasta', 197477.0, 0.068, 196067, 0.068, 25225, 0.009, 170632, 0.059, 1009984.0, 0.35, 64795, 0.022, 788402.6, 0.273
'MAFFT_b0#0108_htT_tree_31_OP_1.0372976153998443_Split_108.fasta', 195242.0, 0.067, 195328, 0.067, 28312, 0.01, 176580, 0.061, 1001319.0, 0.346, 67839, 0.023, 750722.0, 0.259
'MAFFT_b0#0108_htT_tree_77_OP_2.9245454346939663_Split_108.fasta', 192131.0, 0.071, 205621, 0.076, 20142, 0.007, 162216, 0.06, 982618.0, 0.363, 42853, 0.016, 791607.8, 0.292
'MAFFT_b0#0108_thH_tree_24_OP_1.2563447919918282_Split_108.fasta', 196569.0, 0.069, 197350, 0.069, 24083, 0.008, 169882, 0.06, 1004969.0, 0.353, 65096, 0.023, 795258.6, 0.279
'MAFFT_b0#0108_thT_tree_31_OP_1.0372976153998443_Split_108.fasta', 195524.0, 0.066, 195817, 0.066, 26953, 0.009, 175038, 0.059, 1001903.0, 0.339, 68326, 0.023, 765691.4, 0.259
'MAFFT_b0#0108_ttH_tree_24_OP_1.2563447919918282_Split_108.fasta', 197477.0, 0.068, 196067, 0.068, 25225, 0.009, 170632, 0.059, 1009984.0, 0.35, 64795, 0.022, 788402.6, 0.273
'MAFFT_b0#0108_ttT_tree_24_OP_1.2563447919918282_Split_108.fasta', 197477.0, 0.068, 196067, 0.068, 25225, 0.009, 170632, 0.059, 1009984.0, 0.35, 64795, 0.022, 788402.6, 0.273
'MAFFT_b0#0108_ttT_tree_31_OP_1.0372976153998443_Split_108.fasta', 195242.0, 0.067, 195328, 0.067, 28312, 0.01, 176580, 0.061, 1001319.0, 0.346, 67839, 0.023, 750722.0, 0.259
'MAFFT_b0#0108_ttT_tree_77_OP_2.9245454346939663_Split_108.fasta', 192131.0, 0.071, 205621, 0.076, 20142, 0.007, 162216, 0.06, 982618.0, 0.363, 42853, 0.016, 791607.8, 0.292
'MAFFT_b0#0109_htT_tree_88_OP_2.744574155858557_Split_109.fasta', 190081.0, 0.073, 205434, 0.079, 18694, 0.007, 166690, 0.064, 969912.0, 0.374, 46137, 0.018, 795771.0, 0.307
'MAFFT_b0#0109_thH_tree_88_OP_2.744574155858557_Split_109.fasta', 189918.0, 0.074, 204950, 0.08, 18717, 0.007, 167984, 0.065, 969430.0, 0.378, 47579, 0.019, 796242.2, 0.31
'MAFFT_b0#0109_thT_tree_88_OP_2.744574155858557_Split_109.fasta', 189918.0, 0.074, 204950, 0.08, 18717, 0.007, 167984, 0.065, 969430.0, 0.378, 47579, 0.019, 796242.2, 0.31
'MAFFT_b0#0109_ttT_tree_88_OP_2.744574155858557_Split_109.fasta', 190103.0, 0.073, 205478, 0.079, 18568, 0.007, 166558, 0.064, 969956.0, 0.374, 45955, 0.018, 796919.4, 0.307
'MAFFT_b0#0110_hhH_tree_80_OP_1.2430603525509658_Split_110.fasta', 196855.0, 0.068, 193828, 0.067, 26450, 0.009, 176354, 0.061, 1001812.0, 0.345, 65049, 0.022, 767090.2, 0.264
'MAFFT_b0#0110_hhT_tree_80_OP_1.2430603525509658_Split_110.fasta', 196855.0, 0.068, 193828, 0.067, 26450, 0.009, 176354, 0.061, 1001812.0, 0.345, 65049, 0.022, 767090.2, 0.264
'MAFFT_b0#0110_ttH_tree_80_OP_1.2430603525509658_Split_110.fasta', 197218.0, 0.069, 193789, 0.068, 26507, 0.009, 175706, 0.062, 1004010.0, 0.351, 68083, 0.024, 771881.8, 0.27
'MAFFT_b0#0110_ttT_tree_80_OP_1.2430603525509658_Split_110.fasta', 197218.0, 0.069, 193789, 0.068, 26507, 0.009, 175706, 0.062, 1004010.0, 0.351, 68083, 0.024, 771881.8, 0.27
'MAFFT_b0#0111_hhH_tree_81_OP_1.6732724263803218_Split_111.fasta', 196184.0, 0.072, 199194, 0.073, 26361, 0.01, 166964, 0.061, 1003026.0, 0.369, 57797, 0.021, 763820.2, 0.281
'MAFFT_b0#0111_hhT_tree_81_OP_1.6732724263803218_Split_111.fasta', 196184.0, 0.072, 199194, 0.073, 26361, 0.01, 166964, 0.061, 1003026.0, 0.369, 57797, 0.021, 763820.2, 0.281
'MAFFT_b0#0111_htH_tree_81_OP_1.6732724263803218_Split_111.fasta', 195818.0, 0.073, 198889, 0.074, 26079, 0.01, 168306, 0.063, 1001689.0, 0.374, 58164, 0.022, 765401.8, 0.286
'MAFFT_b0#0111_htT_tree_81_OP_1.6732724263803218_Split_111.fasta', 195818.0, 0.073, 198889, 0.074, 26079, 0.01, 168306, 0.063, 1001689.0, 0.374, 58164, 0.022, 765401.8, 0.286
'MAFFT_b0#0113_hhH_tree_51_OP_1.8220601360996602_Split_113.fasta', 194916.0, 0.069, 201059, 0.071, 21633, 0.008, 165770, 0.059, 993735.0, 0.352, 58603, 0.021, 802854.0, 0.284
'MAFFT_b0#0113_htH_tree_51_OP_1.8220601360996602_Split_113.fasta', 196053.0, 0.069, 200187, 0.07, 21691, 0.008, 165240, 0.058, 999748.0, 0.352, 59165, 0.021, 808955.0, 0.285
'MAFFT_b0#0113_htT_tree_51_OP_1.8220601360996602_Split_113.fasta', 196053.0, 0.069, 200187, 0.07, 21691, 0.008, 165240, 0.058, 999748.0, 0.352, 59165, 0.021, 808955.0, 0.285
'MAFFT_b0#0113_thH_tree_51_OP_1.8220601360996602_Split_113.fasta', 194916.0, 0.069, 201059, 0.071, 21633, 0.008, 165770, 0.059, 993735.0, 0.352, 58603, 0.021, 802854.0, 0.284
'MAFFT_b0#0114_hhT_tree_40_OP_1.9125230236480895_Split_114.fasta', 194070.0, 0.07, 197448, 0.071, 23524, 0.008, 174684, 0.063, 989699.0, 0.356, 56743, 0.02, 776265.2, 0.28
'MAFFT_b0#0114_htH_tree_40_OP_1.9125230236480895_Split_114.fasta', 194294.0, 0.069, 197690, 0.07, 22779, 0.008, 173752, 0.061, 991620.0, 0.35, 59207, 0.021, 788286.6, 0.278
'MAFFT_b0#0114_thH_tree_40_OP_1.9125230236480895_Split_114.fasta', 194116.0, 0.07, 197402, 0.071, 23524, 0.008, 174684, 0.063, 989975.0, 0.356, 56717, 0.02, 776515.2, 0.28
'MAFFT_b0#0114_ttT_tree_40_OP_1.9125230236480895_Split_114.fasta', 194340.0, 0.069, 197644, 0.07, 22779, 0.008, 173752, 0.061, 991896.0, 0.35, 59181, 0.021, 788536.6, 0.278
'MAFFT_b0#0116_hhH_tree_13_OP_1.1853513231387998_Split_116.fasta', 197667.0, 0.066, 191641, 0.064, 27048, 0.009, 179104, 0.06, 1009686.0, 0.338, 69971, 0.023, 773356.2, 0.259
'MAFFT_b0#0116_hhT_tree_13_OP_1.1853513231387998_Split_116.fasta', 197667.0, 0.066, 191641, 0.064, 27048, 0.009, 179104, 0.06, 1009686.0, 0.338, 69971, 0.023, 773356.2, 0.259
'MAFFT_b0#0116_thT_tree_13_OP_1.1853513231387998_Split_116.fasta', 197667.0, 0.066, 191641, 0.064, 27048, 0.009, 179104, 0.06, 1009686.0, 0.338, 69971, 0.023, 773356.2, 0.259
'MAFFT_b0#0116_ttH_tree_13_OP_1.1853513231387998_Split_116.fasta', 198084.0, 0.066, 191692, 0.064, 25311, 0.008, 178168, 0.06, 1012010.0, 0.339, 69980, 0.023, 793246.4, 0.266
'MAFFT_b0#0119_hhT_tree_64_OP_1.9061001954293297_Split_119.fasta', 194455.0, 0.068, 200288, 0.07, 21591, 0.008, 168234, 0.059, 992802.0, 0.346, 51064, 0.018, 794309.2, 0.277
'MAFFT_b0#0119_htH_tree_64_OP_1.9061001954293297_Split_119.fasta', 193829.0, 0.066, 199757, 0.069, 21403, 0.007, 170548, 0.059, 989949.0, 0.34, 50997, 0.017, 792806.4, 0.272
'MAFFT_b0#0119_htT_tree_64_OP_1.9061001954293297_Split_119.fasta', 193829.0, 0.066, 199757, 0.069, 21403, 0.007, 170548, 0.059, 989949.0, 0.34, 50997, 0.017, 792806.4, 0.272
'MAFFT_b0#0119_thH_tree_64_OP_1.9061001954293297_Split_119.fasta', 194455.0, 0.068, 200290, 0.07, 21589, 0.008, 168230, 0.059, 992802.0, 0.346, 51063, 0.018, 794329.0, 0.277
'MAFFT_b0#0121_hhH_tree_21_OP_2.1636053370686796_Split_121.fasta', 193625.0, 0.069, 205478, 0.074, 20021, 0.007, 159514, 0.057, 987515.0, 0.354, 50841, 0.018, 806243.2, 0.289
'MAFFT_b0#0121_htH_tree_21_OP_2.1636053370686796_Split_121.fasta', 193586.0, 0.07, 205848, 0.075, 19509, 0.007, 158852, 0.058, 987040.0, 0.358, 50908, 0.018, 811087.6, 0.294
'MAFFT_b0#0121_htT_tree_21_OP_2.1636053370686796_Split_121.fasta', 193586.0, 0.07, 205848, 0.075, 19509, 0.007, 158852, 0.058, 987040.0, 0.358, 50908, 0.018, 811087.6, 0.294
'MAFFT_b0#0121_thT_tree_21_OP_2.1636053370686796_Split_121.fasta', 193746.0, 0.07, 205480, 0.074, 20020, 0.007, 159268, 0.057, 988229.0, 0.355, 50890, 0.018, 807065.4, 0.29
'MAFFT_b0#0122_hhT_tree_94_OP_1.4245501758202603_Split_122.fasta', 196293.0, 0.072, 196962, 0.072, 25507, 0.009, 171210, 0.063, 1001196.0, 0.367, 65377, 0.024, 777261.0, 0.285
'MAFFT_b0#0122_htH_tree_94_OP_1.4245501758202603_Split_122.fasta', 196323.0, 0.071, 195876, 0.07, 25656, 0.009, 173322, 0.062, 1002274.0, 0.361, 66437, 0.024, 777486.6, 0.28
'MAFFT_b0#0122_htT_tree_94_OP_1.4245501758202603_Split_122.fasta', 196323.0, 0.071, 195876, 0.07, 25656, 0.009, 173322, 0.062, 1002274.0, 0.361, 66437, 0.024, 777486.6, 0.28
'MAFFT_b0#0122_ttH_tree_94_OP_1.4245501758202603_Split_122.fasta', 196323.0, 0.071, 195876, 0.07, 25656, 0.009, 173322, 0.062, 1002274.0, 0.361, 66437, 0.024, 777486.6, 0.28
'MAFFT_b0#0123_hhT_tree_90_OP_1.153374992031902_Split_123.fasta', 195567.0, 0.069, 193640, 0.068, 27847, 0.01, 179306, 0.063, 1000639.0, 0.351, 66902, 0.023, 753209.8, 0.265
'MAFFT_b0#0123_htT_tree_90_OP_1.153374992031902_Split_123.fasta', 195746.0, 0.069, 193768, 0.069, 26887, 0.01, 178692, 0.063, 1001101.0, 0.354, 68671, 0.024, 765163.6, 0.271
'MAFFT_b0#0123_thT_tree_90_OP_1.153374992031902_Split_123.fasta', 195566.0, 0.069, 193636, 0.068, 27856, 0.01, 179316, 0.063, 1000637.0, 0.351, 66903, 0.023, 753116.8, 0.265
'MAFFT_b0#0123_ttH_tree_90_OP_1.153374992031902_Split_123.fasta', 195745.0, 0.069, 193764, 0.069, 26896, 0.01, 178702, 0.063, 1001099.0, 0.354, 68672, 0.024, 765070.6, 0.271
'MAFFT_b0#0127_hhH_tree_30_OP_1.2515734850881262_Split_127.fasta', 193424.0, 0.063, 190602, 0.062, 23460, 0.008, 189668, 0.061, 988867.0, 0.32, 67673, 0.022, 784006.4, 0.254
'MAFFT_b0#0127_hhT_tree_30_OP_1.2515734850881262_Split_127.fasta', 193424.0, 0.063, 190602, 0.062, 23460, 0.008, 189668, 0.061, 988867.0, 0.32, 67673, 0.022, 784006.4, 0.254
'MAFFT_b0#0127_htH_tree_30_OP_1.2515734850881262_Split_127.fasta', 194423.0, 0.063, 189694, 0.062, 24783, 0.008, 189486, 0.062, 992180.0, 0.323, 68670, 0.022, 775122.8, 0.252
'MAFFT_b0#0127_thT_tree_30_OP_1.2515734850881262_Split_127.fasta', 193424.0, 0.063, 190602, 0.062, 23460, 0.008, 189668, 0.061, 988867.0, 0.32, 67673, 0.022, 784006.4, 0.254
'MAFFT_b0#0129_hhH_tree_10_OP_2.069340713645537_Split_129.fasta', 191859.0, 0.066, 195779, 0.068, 22972, 0.008, 182444, 0.063, 979796.0, 0.339, 52720, 0.018, 766307.2, 0.265
'MAFFT_b0#0129_htH_tree_10_OP_2.069340713645537_Split_129.fasta', 191479.0, 0.067, 195340, 0.069, 23473, 0.008, 184082, 0.065, 977830.0, 0.344, 51010, 0.018, 757293.6, 0.267
'MAFFT_b0#0129_htT_tree_10_OP_2.069340713645537_Split_129.fasta', 191479.0, 0.067, 195340, 0.069, 23473, 0.008, 184082, 0.065, 977830.0, 0.344, 51010, 0.018, 757293.6, 0.267
'MAFFT_b0#0129_thT_tree_10_OP_2.069340713645537_Split_129.fasta', 191859.0, 0.066, 195779, 0.068, 22972, 0.008, 182444, 0.063, 979796.0, 0.339, 52720, 0.018, 766307.2, 0.265
'MAFFT_b0#0133_hhT_tree_32_OP_1.394625831819448_Split_133.fasta', 197884.0, 0.07, 195007, 0.069, 25124, 0.009, 171938, 0.061, 1010016.0, 0.357, 67192, 0.024, 791580.4, 0.28
'MAFFT_b0#0133_htH_tree_32_OP_1.394625831819448_Split_133.fasta', 197755.0, 0.07, 194483, 0.069, 26490, 0.009, 173244, 0.061, 1009428.0, 0.358, 67529, 0.024, 777408.2, 0.276
'MAFFT_b0#0133_htT_tree_32_OP_1.394625831819448_Split_133.fasta', 197755.0, 0.07, 194483, 0.069, 26490, 0.009, 173244, 0.061, 1009428.0, 0.358, 67529, 0.024, 777408.2, 0.276
'MAFFT_b0#0133_thT_tree_32_OP_1.394625831819448_Split_133.fasta', 197884.0, 0.07, 195007, 0.069, 25124, 0.009, 171938, 0.061, 1010016.0, 0.357, 67192, 0.024, 791580.4, 0.28
'MAFFT_b0#0134_hhH_tree_73_OP_2.1226526490243662_Split_134.fasta', 192936.0, 0.071, 202574, 0.075, 21069, 0.008, 166700, 0.062, 979401.0, 0.362, 48393, 0.018, 783764.0, 0.29
'MAFFT_b0#0134_thT_tree_73_OP_2.1226526490243662_Split_134.fasta', 192936.0, 0.071, 202574, 0.075, 21012, 0.008, 166700, 0.062, 979401.0, 0.362, 48393, 0.018, 784334.0, 0.29
'MAFFT_b0#0134_ttH_tree_73_OP_2.1226526490243662_Split_134.fasta', 192551.0, 0.071, 200658, 0.074, 22199, 0.008, 171302, 0.063, 977623.0, 0.361, 51227, 0.019, 772599.6, 0.286
'MAFFT_b0#0134_ttT_tree_73_OP_2.1226526490243662_Split_134.fasta', 192551.0, 0.071, 200658, 0.074, 22199, 0.008, 171302, 0.063, 977623.0, 0.361, 51227, 0.019, 772599.6, 0.286
'MAFFT_b0#0136_hhH_tree_18_OP_1.6412028835688572_Split_136.fasta', 197339.0, 0.072, 199786, 0.073, 20349, 0.007, 163470, 0.06, 1009443.0, 0.369, 59474, 0.022, 832733.0, 0.305
'MAFFT_b0#0136_hhH_tree_63_OP_2.4574448685772787_Split_136.fasta', 195945.0, 0.072, 203044, 0.075, 19417, 0.007, 159742, 0.059, 1000026.0, 0.37, 52060, 0.019, 825967.6, 0.305
'MAFFT_b0#0136_htT_tree_18_OP_1.6412028835688572_Split_136.fasta', 197339.0, 0.072, 199786, 0.073, 20349, 0.007, 163470, 0.06, 1009443.0, 0.369, 59474, 0.022, 832733.0, 0.305
'MAFFT_b0#0136_htT_tree_63_OP_2.4574448685772787_Split_136.fasta', 195945.0, 0.072, 203044, 0.075, 19417, 0.007, 159742, 0.059, 1000026.0, 0.37, 52060, 0.019, 825967.6, 0.305
'MAFFT_b0#0136_thH_tree_63_OP_2.4574448685772787_Split_136.fasta', 195878.0, 0.073, 202533, 0.075, 20703, 0.008, 160898, 0.06, 999492.0, 0.372, 49178, 0.018, 809460.4, 0.301
'MAFFT_b0#0136_thT_tree_18_OP_1.6412028835688572_Split_136.fasta', 196672.0, 0.072, 198414, 0.073, 19995, 0.007, 167548, 0.061, 1005736.0, 0.369, 58217, 0.021, 830493.4, 0.305
'MAFFT_b0#0136_thT_tree_63_OP_2.4574448685772787_Split_136.fasta', 195878.0, 0.073, 202533, 0.075, 20703, 0.008, 160898, 0.06, 999492.0, 0.372, 49178, 0.018, 809460.4, 0.301
'MAFFT_b0#0136_ttT_tree_18_OP_1.6412028835688572_Split_136.fasta', 196672.0, 0.072, 198414, 0.073, 19995, 0.007, 167548, 0.061, 1005736.0, 0.369, 58217, 0.021, 830493.4, 0.305
'MAFFT_b1#0002_hhH_tree_15_OP_2.087727372490158_Split_2.fasta', 193900.0, 0.069, 199692, 0.071, 23198, 0.008, 170536, 0.061, 990104.0, 0.353, 54266, 0.019, 778282.8, 0.277
'MAFFT_b1#0002_hhT_tree_15_OP_2.087727372490158_Split_2.fasta', 193900.0, 0.069, 199692, 0.071, 23198, 0.008, 170536, 0.061, 990104.0, 0.353, 54266, 0.019, 778282.8, 0.277
'MAFFT_b1#0002_htH_tree_15_OP_2.087727372490158_Split_2.fasta', 194171.0, 0.067, 200003, 0.069, 22638, 0.008, 169372, 0.059, 991938.0, 0.344, 56807, 0.02, 788490.6, 0.273
'MAFFT_b1#0002_htT_tree_15_OP_2.087727372490158_Split_2.fasta', 194171.0, 0.067, 200003, 0.069, 22638, 0.008, 169372, 0.059, 991938.0, 0.344, 56807, 0.02, 788490.6, 0.273
'MAFFT_b1#0003_hhH_tree_6_OP_2.239188896515518_Split_3.fasta', 192055.0, 0.065, 199075, 0.067, 24332, 0.008, 175460, 0.059, 979691.0, 0.331, 54914, 0.019, 756193.0, 0.255
'MAFFT_b1#0003_hhT_tree_6_OP_2.239188896515518_Split_3.fasta', 192055.0, 0.065, 199075, 0.067, 24332, 0.008, 175460, 0.059, 979691.0, 0.331, 54914, 0.019, 756193.0, 0.255
'MAFFT_b1#0003_htH_tree_6_OP_2.239188896515518_Split_3.fasta', 193025.0, 0.064, 198522, 0.066, 24053, 0.008, 174626, 0.058, 983730.0, 0.328, 55122, 0.018, 763396.8, 0.254
'MAFFT_b1#0003_htT_tree_6_OP_2.239188896515518_Split_3.fasta', 193025.0, 0.064, 198522, 0.066, 24053, 0.008, 174626, 0.058, 983730.0, 0.328, 55122, 0.018, 763396.8, 0.254
'MAFFT_b1#0007_hhH_tree_33_OP_2.3946452743037674_Split_7.fasta', 191134.0, 0.073, 202338, 0.078, 23959, 0.009, 170776, 0.065, 977267.0, 0.374, 50160, 0.019, 753681.8, 0.289
'MAFFT_b1#0007_hhH_tree_36_OP_2.1446400488559805_Split_7.fasta', 193941.0, 0.068, 200016, 0.07, 25906, 0.009, 169806, 0.06, 988468.0, 0.347, 55079, 0.019, 750525.8, 0.264
'MAFFT_b1#0007_hhT_tree_33_OP_2.3946452743037674_Split_7.fasta', 191134.0, 0.073, 202338, 0.078, 23959, 0.009, 170776, 0.065, 977267.0, 0.374, 50160, 0.019, 753681.8, 0.289
'MAFFT_b1#0007_hhT_tree_36_OP_2.1446400488559805_Split_7.fasta', 193941.0, 0.068, 200016, 0.07, 25906, 0.009, 169806, 0.06, 988468.0, 0.347, 55079, 0.019, 750525.8, 0.264
'MAFFT_b1#0007_htH_tree_33_OP_2.3946452743037674_Split_7.fasta', 192022.0, 0.073, 202785, 0.077, 22165, 0.008, 168106, 0.064, 980846.0, 0.373, 52651, 0.02, 778225.8, 0.296
'MAFFT_b1#0007_htH_tree_36_OP_2.1446400488559805_Split_7.fasta', 193172.0, 0.069, 199812, 0.072, 26828, 0.01, 171752, 0.062, 984805.0, 0.354, 55851, 0.02, 738025.6, 0.266
'MAFFT_b1#0007_htT_tree_33_OP_2.3946452743037674_Split_7.fasta', 192022.0, 0.073, 202785, 0.077, 22165, 0.008, 168106, 0.064, 980846.0, 0.373, 52651, 0.02, 778225.8, 0.296
