code_PAM250_GO_-10_GE_-0.2,sp_match_count,sp_match_count_norm,sp_mismatch_count,sp_mismatch_count_norm,sp_go,sp_go_norm,sp_ge,sp_ge_norm,sp_match_PAM250,sp_match_norm_PAM250,sp_mismatch_PAM250,sp_mismatch_norm_PAM250,sp_PAM250_GO_-10_GE_-0.2,sp_norm_PAM250_GO_-10_GE_-0.2
'MUSCLE_diversified_replicate.acb.110.afa', 198635.0, 0.061, 202773, 0.062, 15727, 0.005, 154904, 0.048, 1014142.0, 0.312, 54901, 0.017, 880792.2, 0.271
'MUSCLE_diversified_replicate.acb.114.afa', 199186.0, 0.061, 202147, 0.062, 15951, 0.005, 155054, 0.047, 1016531.0, 0.31, 59183, 0.018, 885193.2, 0.27
'MUSCLE_diversified_replicate.acb.118.afa', 199246.0, 0.062, 202192, 0.063, 15600, 0.005, 154844, 0.048, 1017315.0, 0.317, 56789, 0.018, 887135.2, 0.277
'MUSCLE_diversified_replicate.acb.122.afa', 199428.0, 0.059, 200730, 0.06, 15755, 0.005, 157404, 0.047, 1017545.0, 0.302, 60536, 0.018, 889050.2, 0.264
'MUSCLE_diversified_replicate.acb.126.afa', 199281.0, 0.058, 202122, 0.059, 15459, 0.005, 154914, 0.045, 1017231.0, 0.297, 57189, 0.017, 888847.2, 0.259
'MUSCLE_diversified_replicate.acb.130.afa', 198955.0, 0.06, 202915, 0.062, 15577, 0.005, 153980, 0.047, 1014604.0, 0.308, 56415, 0.017, 884453.0, 0.268
'MUSCLE_diversified_replicate.acb.134.afa', 198756.0, 0.062, 203073, 0.063, 15615, 0.005, 154062, 0.048, 1014726.0, 0.316, 57026, 0.018, 884789.6, 0.276
'MUSCLE_diversified_replicate.acb.138.afa', 199429.0, 0.061, 201874, 0.062, 15801, 0.005, 155114, 0.048, 1017452.0, 0.313, 59929, 0.018, 888348.2, 0.273
'MUSCLE_diversified_replicate.acb.14.afa', 199054.0, 0.06, 202106, 0.061, 15469, 0.005, 155400, 0.047, 1015779.0, 0.308, 58545, 0.018, 888554.0, 0.27
'MUSCLE_diversified_replicate.acb.142.afa', 199863.0, 0.063, 199729, 0.063, 15967, 0.005, 158536, 0.05, 1019634.0, 0.321, 62883, 0.02, 891139.8, 0.28
'MUSCLE_diversified_replicate.acb.146.afa', 198746.0, 0.062, 203178, 0.064, 15425, 0.005, 153872, 0.048, 1015516.0, 0.319, 56037, 0.018, 886528.6, 0.278
'MUSCLE_diversified_replicate.acb.150.afa', 199239.0, 0.063, 202347, 0.064, 15819, 0.005, 154548, 0.049, 1016517.0, 0.32, 58755, 0.019, 886172.4, 0.279
'MUSCLE_diversified_replicate.acb.154.afa', 199640.0, 0.061, 201498, 0.061, 15968, 0.005, 155444, 0.047, 1019314.0, 0.31, 60155, 0.018, 888700.2, 0.27
'MUSCLE_diversified_replicate.acb.158.afa', 199564.0, 0.062, 200952, 0.063, 16291, 0.005, 156688, 0.049, 1018953.0, 0.318, 62969, 0.02, 887674.4, 0.277
'MUSCLE_diversified_replicate.acb.162.afa', 199077.0, 0.061, 202082, 0.062, 16009, 0.005, 155402, 0.048, 1016160.0, 0.312, 62580, 0.019, 887569.6, 0.272
'MUSCLE_diversified_replicate.acb.166.afa', 199057.0, 0.061, 201483, 0.062, 15866, 0.005, 156640, 0.048, 1016173.0, 0.311, 60425, 0.018, 886610.0, 0.271
'MUSCLE_diversified_replicate.acb.170.afa', 199643.0, 0.062, 201104, 0.062, 15928, 0.005, 156226, 0.048, 1019420.0, 0.315, 62375, 0.019, 891269.8, 0.275
'MUSCLE_diversified_replicate.acb.174.afa', 199418.0, 0.061, 201339, 0.062, 16040, 0.005, 156206, 0.048, 1018034.0, 0.312, 60379, 0.018, 886771.8, 0.272
'MUSCLE_diversified_replicate.acb.178.afa', 199768.0, 0.061, 201316, 0.062, 15869, 0.005, 155552, 0.048, 1019252.0, 0.313, 61003, 0.019, 890454.6, 0.273
'MUSCLE_diversified_replicate.acb.18.afa', 199124.0, 0.061, 201262, 0.061, 16038, 0.005, 156948, 0.048, 1015946.0, 0.309, 61445, 0.019, 885621.4, 0.269
'MUSCLE_diversified_replicate.acb.182.afa', 199424.0, 0.06, 201808, 0.061, 15732, 0.005, 155256, 0.047, 1016856.0, 0.306, 60391, 0.018, 888875.8, 0.267
'MUSCLE_diversified_replicate.acb.186.afa', 198893.0, 0.06, 201849, 0.061, 15558, 0.005, 156236, 0.047, 1015389.0, 0.305, 58095, 0.017, 886656.8, 0.266
'MUSCLE_diversified_replicate.acb.190.afa', 199092.0, 0.06, 201460, 0.061, 15825, 0.005, 156616, 0.048, 1014878.0, 0.308, 60765, 0.018, 886069.8, 0.269
'MUSCLE_diversified_replicate.acb.194.afa', 199312.0, 0.061, 202091, 0.062, 15778, 0.005, 154914, 0.048, 1017263.0, 0.312, 58862, 0.018, 887362.2, 0.273
'MUSCLE_diversified_replicate.acb.198.afa', 199597.0, 0.061, 200589, 0.061, 16147, 0.005, 157348, 0.048, 1018544.0, 0.311, 62122, 0.019, 887726.4, 0.271
'MUSCLE_diversified_replicate.acb.2.afa', 199416.0, 0.062, 201684, 0.063, 15814, 0.005, 155520, 0.048, 1017441.0, 0.317, 60790, 0.019, 888987.0, 0.277
'MUSCLE_diversified_replicate.acb.202.afa', 199111.0, 0.058, 202248, 0.059, 15247, 0.004, 155002, 0.045, 1016063.0, 0.297, 56683, 0.017, 889275.6, 0.26
'MUSCLE_diversified_replicate.acb.206.afa', 199280.0, 0.063, 202701, 0.064, 15496, 0.005, 153758, 0.048, 1017600.0, 0.319, 57284, 0.018, 889172.4, 0.279
'MUSCLE_diversified_replicate.acb.210.afa', 199101.0, 0.062, 202345, 0.063, 15564, 0.005, 154828, 0.049, 1015288.0, 0.318, 59197, 0.019, 887879.4, 0.279
'MUSCLE_diversified_replicate.acb.214.afa', 199217.0, 0.06, 200909, 0.061, 15924, 0.005, 157468, 0.048, 1016364.0, 0.309, 60769, 0.018, 886399.4, 0.269
'MUSCLE_diversified_replicate.acb.218.afa', 199786.0, 0.062, 201279, 0.062, 16366, 0.005, 155590, 0.048, 1019308.0, 0.316, 61568, 0.019, 886098.0, 0.275
'MUSCLE_diversified_replicate.acb.22.afa', 198722.0, 0.061, 202778, 0.063, 15517, 0.005, 154720, 0.048, 1014987.0, 0.313, 58587, 0.018, 887460.0, 0.274
'MUSCLE_diversified_replicate.acb.222.afa', 199429.0, 0.061, 201548, 0.061, 15740, 0.005, 155766, 0.047, 1017665.0, 0.309, 60555, 0.018, 889666.8, 0.27
'MUSCLE_diversified_replicate.acb.226.afa', 199429.0, 0.061, 201817, 0.062, 15738, 0.005, 155228, 0.048, 1017878.0, 0.312, 60865, 0.019, 890317.4, 0.273
'MUSCLE_diversified_replicate.acb.230.afa', 199654.0, 0.063, 201145, 0.064, 16221, 0.005, 156122, 0.05, 1018865.0, 0.324, 61977, 0.02, 887407.6, 0.282
'MUSCLE_diversified_replicate.acb.234.afa', 199151.0, 0.062, 202516, 0.063, 15612, 0.005, 154386, 0.048, 1015692.0, 0.316, 59110, 0.018, 887804.8, 0.276
'MUSCLE_diversified_replicate.acb.238.afa', 199653.0, 0.061, 200703, 0.062, 16182, 0.005, 157008, 0.048, 1018867.0, 0.313, 62294, 0.019, 887939.4, 0.273
'MUSCLE_diversified_replicate.acb.242.afa', 198437.0, 0.059, 202246, 0.06, 15348, 0.005, 156354, 0.047, 1012541.0, 0.301, 57236, 0.017, 885026.2, 0.263
'MUSCLE_diversified_replicate.acb.246.afa', 199633.0, 0.06, 201684, 0.061, 15789, 0.005, 155086, 0.047, 1019322.0, 0.308, 60526, 0.018, 890940.8, 0.269
'MUSCLE_diversified_replicate.acb.250.afa', 198824.0, 0.061, 203324, 0.062, 15514, 0.005, 153424, 0.047, 1015088.0, 0.311, 56048, 0.017, 885311.2, 0.272
'MUSCLE_diversified_replicate.acb.254.afa', 199350.0, 0.062, 202641, 0.064, 15632, 0.005, 153738, 0.048, 1016231.0, 0.319, 58318, 0.018, 887481.4, 0.278
'MUSCLE_diversified_replicate.acb.258.afa', 199135.0, 0.061, 202064, 0.062, 15906, 0.005, 155322, 0.047, 1016124.0, 0.311, 59440, 0.018, 885439.6, 0.271
'MUSCLE_diversified_replicate.acb.26.afa', 199050.0, 0.059, 202708, 0.06, 15416, 0.005, 154204, 0.046, 1015801.0, 0.303, 57714, 0.017, 888514.2, 0.265
'MUSCLE_diversified_replicate.acb.262.afa', 199234.0, 0.06, 201597, 0.061, 15436, 0.005, 156058, 0.047, 1016793.0, 0.308, 59959, 0.018, 891180.4, 0.27
'MUSCLE_diversified_replicate.acb.266.afa', 199249.0, 0.06, 200762, 0.061, 15847, 0.005, 157698, 0.048, 1016339.0, 0.308, 61529, 0.019, 887858.4, 0.269
'MUSCLE_diversified_replicate.acb.270.afa', 199190.0, 0.061, 202143, 0.062, 15798, 0.005, 155054, 0.048, 1017049.0, 0.314, 60392, 0.019, 888450.2, 0.274
'MUSCLE_diversified_replicate.acb.274.afa', 199624.0, 0.061, 202182, 0.062, 15626, 0.005, 154108, 0.047, 1017721.0, 0.311, 59075, 0.018, 889714.4, 0.272
'MUSCLE_diversified_replicate.acb.278.afa', 198986.0, 0.061, 202184, 0.062, 15461, 0.005, 155380, 0.048, 1015671.0, 0.313, 55321, 0.017, 885306.0, 0.273
'MUSCLE_diversified_replicate.acb.282.afa', 199488.0, 0.063, 202047, 0.064, 15604, 0.005, 154650, 0.049, 1018817.0, 0.321, 58497, 0.018, 890344.0, 0.28
'MUSCLE_diversified_replicate.acb.286.afa', 198706.0, 0.057, 201981, 0.058, 15425, 0.004, 156346, 0.045, 1013989.0, 0.293, 57551, 0.017, 886020.8, 0.256
'MUSCLE_diversified_replicate.acb.290.afa', 199119.0, 0.059, 200973, 0.059, 15678, 0.005, 157536, 0.046, 1016335.0, 0.3, 61024, 0.018, 889071.8, 0.262
'MUSCLE_diversified_replicate.acb.294.afa', 199338.0, 0.062, 202489, 0.063, 15553, 0.005, 154066, 0.048, 1017023.0, 0.316, 58853, 0.018, 889532.8, 0.277
'MUSCLE_diversified_replicate.acb.298.afa', 200077.0, 0.063, 201631, 0.064, 15864, 0.005, 154304, 0.049, 1020283.0, 0.322, 60569, 0.019, 891351.2, 0.282
'MUSCLE_diversified_replicate.acb.30.afa', 198549.0, 0.061, 202899, 0.063, 15959, 0.005, 154824, 0.048, 1014628.0, 0.313, 56555, 0.017, 880628.2, 0.272
'MUSCLE_diversified_replicate.acb.302.afa', 199749.0, 0.061, 201456, 0.062, 15898, 0.005, 155310, 0.048, 1018969.0, 0.313, 60525, 0.019, 889452.0, 0.273
'MUSCLE_diversified_replicate.acb.306.afa', 199407.0, 0.061, 200807, 0.062, 16059, 0.005, 157292, 0.048, 1018184.0, 0.313, 61775, 0.019, 887910.6, 0.273
'MUSCLE_diversified_replicate.acb.310.afa', 199603.0, 0.061, 201946, 0.062, 15934, 0.005, 154622, 0.047, 1018594.0, 0.313, 60175, 0.018, 888504.6, 0.273
'MUSCLE_diversified_replicate.acb.314.afa', 199212.0, 0.06, 201589, 0.061, 15723, 0.005, 156118, 0.047, 1016077.0, 0.308, 59713, 0.018, 887336.4, 0.269
'MUSCLE_diversified_replicate.acb.318.afa', 199679.0, 0.06, 199109, 0.06, 15608, 0.005, 160144, 0.048, 1018690.0, 0.307, 63126, 0.019, 893707.2, 0.27
'MUSCLE_diversified_replicate.acb.322.afa', 199658.0, 0.061, 200563, 0.061, 15816, 0.005, 157278, 0.048, 1018811.0, 0.312, 59846, 0.018, 889041.4, 0.272
'MUSCLE_diversified_replicate.acb.326.afa', 199730.0, 0.062, 201496, 0.063, 15944, 0.005, 155268, 0.048, 1019718.0, 0.317, 59028, 0.018, 888252.4, 0.276
'MUSCLE_diversified_replicate.acb.330.afa', 198939.0, 0.061, 202703, 0.062, 16036, 0.005, 154436, 0.047, 1015334.0, 0.309, 57574, 0.018, 881660.8, 0.268
'MUSCLE_diversified_replicate.acb.334.afa', 199390.0, 0.059, 200794, 0.06, 15489, 0.005, 157352, 0.047, 1017554.0, 0.304, 60290, 0.018, 891483.6, 0.266
'MUSCLE_diversified_replicate.acb.338.afa', 198900.0, 0.06, 202278, 0.061, 15718, 0.005, 155364, 0.047, 1015403.0, 0.304, 58202, 0.017, 885352.2, 0.265
'MUSCLE_diversified_replicate.acb.34.afa', 199565.0, 0.061, 201738, 0.062, 15587, 0.005, 155114, 0.048, 1018697.0, 0.313, 60085, 0.018, 891889.2, 0.274
'MUSCLE_diversified_replicate.acb.342.afa', 199781.0, 0.06, 201273, 0.06, 15667, 0.005, 155612, 0.046, 1019592.0, 0.304, 60071, 0.018, 891870.6, 0.266
'MUSCLE_diversified_replicate.acb.346.afa', 199651.0, 0.061, 201210, 0.061, 16462, 0.005, 155998, 0.047, 1018967.0, 0.31, 62697, 0.019, 885844.4, 0.27
'MUSCLE_diversified_replicate.acb.350.afa', 199161.0, 0.06, 201286, 0.061, 15375, 0.005, 156826, 0.047, 1016732.0, 0.307, 59609, 0.018, 891225.8, 0.269
'MUSCLE_diversified_replicate.acb.354.afa', 198847.0, 0.061, 202974, 0.062, 15231, 0.005, 154078, 0.047, 1015097.0, 0.312, 57067, 0.018, 889038.4, 0.273
'MUSCLE_diversified_replicate.acb.358.afa', 198684.0, 0.061, 200754, 0.061, 15813, 0.005, 158844, 0.049, 1014698.0, 0.31, 57261, 0.017, 882060.2, 0.27
'MUSCLE_diversified_replicate.acb.362.afa', 199878.0, 0.062, 201064, 0.063, 16301, 0.005, 155836, 0.049, 1019785.0, 0.318, 62337, 0.019, 887944.8, 0.277
'MUSCLE_diversified_replicate.acb.366.afa', 199319.0, 0.063, 202234, 0.064, 16008, 0.005, 154614, 0.049, 1016878.0, 0.32, 61471, 0.019, 887346.2, 0.279
'MUSCLE_diversified_replicate.acb.370.afa', 199726.0, 0.061, 201322, 0.062, 15909, 0.005, 155624, 0.048, 1019558.0, 0.312, 60774, 0.019, 890117.2, 0.272
'MUSCLE_diversified_replicate.acb.374.afa', 199299.0, 0.062, 201265, 0.062, 16086, 0.005, 156592, 0.049, 1017379.0, 0.316, 60545, 0.019, 885745.6, 0.275
'MUSCLE_diversified_replicate.acb.378.afa', 199642.0, 0.061, 201558, 0.061, 15946, 0.005, 155320, 0.047, 1018702.0, 0.31, 59097, 0.018, 887275.0, 0.27
'MUSCLE_diversified_replicate.acb.38.afa', 199760.0, 0.061, 201990, 0.061, 15783, 0.005, 154220, 0.047, 1019547.0, 0.309, 59070, 0.018, 889943.0, 0.27
'MUSCLE_diversified_replicate.acb.382.afa', 199284.0, 0.062, 202132, 0.063, 15915, 0.005, 154888, 0.048, 1016739.0, 0.318, 58216, 0.018, 884827.4, 0.277
'MUSCLE_diversified_replicate.acb.386.afa', 198983.0, 0.061, 202259, 0.062, 15520, 0.005, 155236, 0.047, 1015998.0, 0.309, 57290, 0.017, 887040.8, 0.27
'MUSCLE_diversified_replicate.acb.390.afa', 199522.0, 0.063, 202077, 0.063, 15676, 0.005, 154522, 0.048, 1017776.0, 0.319, 59671, 0.019, 889782.6, 0.279
'MUSCLE_diversified_replicate.acb.394.afa', 199082.0, 0.059, 202120, 0.06, 15910, 0.005, 155316, 0.046, 1015567.0, 0.303, 58961, 0.018, 884364.8, 0.263
'MUSCLE_diversified_replicate.acb.398.afa', 199690.0, 0.061, 201433, 0.061, 15663, 0.005, 155474, 0.047, 1018964.0, 0.31, 60444, 0.018, 891683.2, 0.272
'MUSCLE_diversified_replicate.acb.42.afa', 199172.0, 0.06, 202695, 0.061, 15467, 0.005, 153986, 0.046, 1016816.0, 0.305, 58749, 0.018, 890097.8, 0.267
'MUSCLE_diversified_replicate.acb.46.afa', 198937.0, 0.06, 202567, 0.061, 15734, 0.005, 154712, 0.047, 1015644.0, 0.307, 57502, 0.017, 884863.6, 0.268
'MUSCLE_diversified_replicate.acb.50.afa', 199353.0, 0.062, 202207, 0.063, 15753, 0.005, 154600, 0.048, 1017268.0, 0.315, 58254, 0.018, 887072.0, 0.274
'MUSCLE_diversified_replicate.acb.54.afa', 200111.0, 0.061, 201560, 0.062, 15787, 0.005, 154378, 0.047, 1021279.0, 0.312, 60700, 0.019, 893233.4, 0.273
'MUSCLE_diversified_replicate.acb.58.afa', 199817.0, 0.059, 201248, 0.06, 16405, 0.005, 155590, 0.046, 1019948.0, 0.302, 62951, 0.019, 887731.0, 0.263
'MUSCLE_diversified_replicate.acb.6.afa', 199189.0, 0.06, 202163, 0.061, 15368, 0.005, 155016, 0.047, 1016338.0, 0.307, 59025, 0.018, 890679.8, 0.269
'MUSCLE_diversified_replicate.acb.62.afa', 198794.0, 0.06, 202728, 0.061, 15630, 0.005, 154676, 0.047, 1014405.0, 0.306, 59042, 0.018, 886211.8, 0.267
'MUSCLE_diversified_replicate.acb.66.afa', 199403.0, 0.06, 202134, 0.061, 15931, 0.005, 154646, 0.047, 1017375.0, 0.306, 58313, 0.018, 885448.8, 0.266
'MUSCLE_diversified_replicate.acb.70.afa', 198665.0, 0.059, 201396, 0.06, 15674, 0.005, 157598, 0.047, 1013661.0, 0.303, 58103, 0.017, 883504.4, 0.264
'MUSCLE_diversified_replicate.acb.74.afa', 199489.0, 0.061, 201924, 0.062, 15781, 0.005, 154894, 0.047, 1017858.0, 0.312, 60734, 0.019, 889803.2, 0.272
'MUSCLE_diversified_replicate.acb.78.afa', 198845.0, 0.061, 202549, 0.062, 15601, 0.005, 154932, 0.047, 1014200.0, 0.31, 58630, 0.018, 885833.6, 0.271
'MUSCLE_diversified_replicate.acb.82.afa', 198781.0, 0.059, 201459, 0.06, 15463, 0.005, 157240, 0.047, 1013869.0, 0.3, 58985, 0.017, 886776.0, 0.262
'MUSCLE_diversified_replicate.acb.86.afa', 199000.0, 0.061, 201105, 0.061, 15695, 0.005, 157510, 0.048, 1016106.0, 0.309, 60389, 0.018, 888043.0, 0.27
'MUSCLE_diversified_replicate.acb.90.afa', 199418.0, 0.061, 201895, 0.062, 15635, 0.005, 155094, 0.047, 1017150.0, 0.311, 59662, 0.018, 889443.2, 0.272
'MUSCLE_diversified_replicate.acb.94.afa', 198845.0, 0.059, 202515, 0.06, 15994, 0.005, 155000, 0.046, 1015073.0, 0.301, 59686, 0.018, 883819.0, 0.262
'MUSCLE_diversified_replicate.acb.98.afa', 198896.0, 0.062, 202553, 0.063, 15293, 0.005, 154822, 0.048, 1015161.0, 0.316, 58867, 0.018, 890133.6, 0.277
'MUSCLE_diversified_replicate.bca.103.afa', 199489.0, 0.061, 201658, 0.062, 15674, 0.005, 155426, 0.048, 1018992.0, 0.313, 59008, 0.018, 890174.8, 0.274
'MUSCLE_diversified_replicate.bca.107.afa', 199258.0, 0.062, 202065, 0.063, 15631, 0.005, 155074, 0.048, 1016940.0, 0.317, 58009, 0.018, 887624.2, 0.277
'MUSCLE_diversified_replicate.bca.11.afa', 199354.0, 0.06, 201548, 0.06, 15888, 0.005, 155916, 0.047, 1016658.0, 0.305, 60012, 0.018, 886606.8, 0.266
'MUSCLE_diversified_replicate.bca.111.afa', 199935.0, 0.059, 201477, 0.06, 15868, 0.005, 154896, 0.046, 1020632.0, 0.304, 60569, 0.018, 891541.8, 0.265
'MUSCLE_diversified_replicate.bca.115.afa', 199476.0, 0.061, 201354, 0.061, 15839, 0.005, 156060, 0.047, 1017820.0, 0.309, 59999, 0.018, 888217.0, 0.27
'MUSCLE_diversified_replicate.bca.119.afa', 199499.0, 0.063, 202566, 0.063, 15794, 0.005, 153590, 0.048, 1018427.0, 0.319, 58260, 0.018, 888029.0, 0.278
'MUSCLE_diversified_replicate.bca.123.afa', 198822.0, 0.06, 202738, 0.061, 15433, 0.005, 154600, 0.046, 1015901.0, 0.305, 57391, 0.017, 888042.0, 0.267
'MUSCLE_diversified_replicate.bca.127.afa', 199563.0, 0.062, 201155, 0.063, 16288, 0.005, 156284, 0.049, 1018417.0, 0.317, 59601, 0.019, 883881.2, 0.275
'MUSCLE_diversified_replicate.bca.131.afa', 199605.0, 0.063, 201653, 0.063, 15658, 0.005, 155204, 0.049, 1018603.0, 0.32, 59649, 0.019, 890631.2, 0.28
'MUSCLE_diversified_replicate.bca.135.afa', 199610.0, 0.063, 202297, 0.063, 15799, 0.005, 153906, 0.048, 1019140.0, 0.319, 58519, 0.018, 888887.8, 0.279
'MUSCLE_diversified_replicate.bca.139.afa', 199696.0, 0.059, 201407, 0.06, 15704, 0.005, 155514, 0.046, 1018682.0, 0.302, 60756, 0.018, 891295.2, 0.264
'MUSCLE_diversified_replicate.bca.143.afa', 199345.0, 0.06, 202294, 0.061, 15788, 0.005, 154442, 0.047, 1017095.0, 0.308, 59604, 0.018, 887930.6, 0.269
'MUSCLE_diversified_replicate.bca.147.afa', 199702.0, 0.06, 201629, 0.061, 15598, 0.005, 155058, 0.047, 1019258.0, 0.307, 59016, 0.018, 891282.4, 0.268
'MUSCLE_diversified_replicate.bca.15.afa', 198975.0, 0.063, 202521, 0.064, 15856, 0.005, 154728, 0.049, 1015453.0, 0.321, 58454, 0.018, 884401.4, 0.279
'MUSCLE_diversified_replicate.bca.151.afa', 200119.0, 0.061, 201034, 0.062, 15902, 0.005, 155414, 0.048, 1021481.0, 0.313, 60609, 0.019, 891987.2, 0.274
'MUSCLE_diversified_replicate.bca.155.afa', 199462.0, 0.06, 201378, 0.061, 15620, 0.005, 156040, 0.047, 1018094.0, 0.306, 57648, 0.017, 888334.0, 0.267
'MUSCLE_diversified_replicate.bca.159.afa', 199396.0, 0.062, 202428, 0.063, 15520, 0.005, 154072, 0.048, 1016825.0, 0.318, 58966, 0.018, 889776.6, 0.279
'MUSCLE_diversified_replicate.bca.163.afa', 199150.0, 0.062, 201909, 0.063, 15803, 0.005, 155602, 0.048, 1015917.0, 0.316, 59677, 0.019, 886443.6, 0.276
'MUSCLE_diversified_replicate.bca.167.afa', 199649.0, 0.061, 201080, 0.062, 16142, 0.005, 156262, 0.048, 1018998.0, 0.312, 63007, 0.019, 889332.6, 0.273
'MUSCLE_diversified_replicate.bca.171.afa', 199220.0, 0.059, 201651, 0.059, 15904, 0.005, 155978, 0.046, 1016068.0, 0.299, 60022, 0.018, 885854.4, 0.261
'MUSCLE_diversified_replicate.bca.175.afa', 199618.0, 0.061, 201600, 0.062, 15645, 0.005, 155284, 0.048, 1018344.0, 0.312, 59556, 0.018, 890393.2, 0.273
'MUSCLE_diversified_replicate.bca.179.afa', 199736.0, 0.062, 201186, 0.063, 15633, 0.005, 155876, 0.049, 1018926.0, 0.318, 60956, 0.019, 892376.8, 0.278
'MUSCLE_diversified_replicate.bca.183.afa', 198675.0, 0.059, 201934, 0.06, 15421, 0.005, 156502, 0.046, 1014041.0, 0.301, 57546, 0.017, 886076.6, 0.263
'MUSCLE_diversified_replicate.bca.187.afa', 199840.0, 0.062, 201763, 0.063, 15814, 0.005, 154514, 0.048, 1019690.0, 0.316, 61999, 0.019, 892646.2, 0.277
'MUSCLE_diversified_replicate.bca.19.afa', 199392.0, 0.062, 201143, 0.062, 16029, 0.005, 156650, 0.049, 1017728.0, 0.316, 60596, 0.019, 886704.0, 0.275
'MUSCLE_diversified_replicate.bca.191.afa', 199446.0, 0.064, 202307, 0.064, 15703, 0.005, 154214, 0.049, 1018437.0, 0.324, 57340, 0.018, 887904.2, 0.283
'MUSCLE_diversified_replicate.bca.195.afa', 199368.0, 0.059, 202054, 0.06, 15661, 0.005, 154876, 0.046, 1017363.0, 0.302, 58821, 0.017, 888598.8, 0.264
'MUSCLE_diversified_replicate.bca.199.afa', 199450.0, 0.062, 201383, 0.063, 15997, 0.005, 156054, 0.049, 1017327.0, 0.318, 60021, 0.019, 886167.2, 0.277
'MUSCLE_diversified_replicate.bca.203.afa', 198817.0, 0.061, 202875, 0.062, 15925, 0.005, 154336, 0.047, 1014484.0, 0.309, 58433, 0.018, 882799.8, 0.269
'MUSCLE_diversified_replicate.bca.207.afa', 199496.0, 0.062, 201579, 0.063, 16093, 0.005, 155570, 0.048, 1017687.0, 0.317, 62448, 0.019, 888091.0, 0.276
'MUSCLE_diversified_replicate.bca.211.afa', 199570.0, 0.062, 202542, 0.063, 15684, 0.005, 153496, 0.047, 1018751.0, 0.315, 58008, 0.018, 889219.8, 0.275
'MUSCLE_diversified_replicate.bca.215.afa', 198879.0, 0.061, 202464, 0.062, 15602, 0.005, 155034, 0.048, 1014696.0, 0.311, 58295, 0.018, 885964.2, 0.272
'MUSCLE_diversified_replicate.bca.219.afa', 199753.0, 0.062, 201090, 0.062, 16223, 0.005, 156034, 0.048, 1019758.0, 0.316, 63069, 0.02, 889390.2, 0.275
'MUSCLE_diversified_replicate.bca.223.afa', 199584.0, 0.062, 201884, 0.063, 15946, 0.005, 154784, 0.048, 1018671.0, 0.316, 60077, 0.019, 888331.2, 0.276
'MUSCLE_diversified_replicate.bca.227.afa', 199824.0, 0.059, 200671, 0.059, 15775, 0.005, 156730, 0.046, 1019839.0, 0.299, 61000, 0.018, 891743.0, 0.262
'MUSCLE_diversified_replicate.bca.23.afa', 200017.0, 0.06, 201285, 0.06, 15914, 0.005, 155116, 0.047, 1020595.0, 0.306, 60895, 0.018, 891326.8, 0.267
'MUSCLE_diversified_replicate.bca.231.afa', 198841.0, 0.059, 202857, 0.061, 15621, 0.005, 154324, 0.046, 1014427.0, 0.303, 59051, 0.018, 886403.2, 0.265
'MUSCLE_diversified_replicate.bca.235.afa', 199347.0, 0.06, 201566, 0.06, 16230, 0.005, 155894, 0.047, 1017655.0, 0.305, 58697, 0.018, 882873.2, 0.265
'MUSCLE_diversified_replicate.bca.239.afa', 199210.0, 0.064, 203046, 0.065, 15436, 0.005, 153208, 0.049, 1016968.0, 0.324, 55992, 0.018, 887958.4, 0.283
'MUSCLE_diversified_replicate.bca.243.afa', 199684.0, 0.057, 200421, 0.057, 15674, 0.004, 157510, 0.045, 1018771.0, 0.291, 60519, 0.017, 891048.0, 0.255
'MUSCLE_diversified_replicate.bca.247.afa', 198789.0, 0.061, 202625, 0.062, 15424, 0.005, 154892, 0.047, 1015059.0, 0.31, 56754, 0.017, 886594.6, 0.27
'MUSCLE_diversified_replicate.bca.251.afa', 198580.0, 0.059, 201589, 0.06, 15280, 0.005, 157382, 0.047, 1013364.0, 0.303, 58891, 0.018, 887978.6, 0.266
'MUSCLE_diversified_replicate.bca.255.afa', 198738.0, 0.057, 201822, 0.058, 15600, 0.005, 156600, 0.045, 1013621.0, 0.292, 59613, 0.017, 885914.0, 0.256
'MUSCLE_diversified_replicate.bca.259.afa', 199182.0, 0.061, 201250, 0.062, 15928, 0.005, 156856, 0.048, 1016263.0, 0.311, 62193, 0.019, 887804.8, 0.272
'MUSCLE_diversified_replicate.bca.263.afa', 199336.0, 0.06, 202468, 0.061, 15411, 0.005, 154112, 0.046, 1017523.0, 0.307, 57922, 0.017, 890512.6, 0.268
'MUSCLE_diversified_replicate.bca.267.afa', 199349.0, 0.058, 201616, 0.059, 16065, 0.005, 155790, 0.046, 1017063.0, 0.297, 59733, 0.017, 884988.0, 0.259
'MUSCLE_diversified_replicate.bca.27.afa', 199644.0, 0.06, 201772, 0.061, 15755, 0.005, 154888, 0.047, 1018526.0, 0.308, 59089, 0.018, 889087.4, 0.269
'MUSCLE_diversified_replicate.bca.271.afa', 199118.0, 0.06, 202615, 0.061, 15495, 0.005, 154254, 0.046, 1015899.0, 0.305, 58052, 0.017, 888150.2, 0.267
'MUSCLE_diversified_replicate.bca.275.afa', 199348.0, 0.064, 202441, 0.065, 15736, 0.005, 154142, 0.049, 1017443.0, 0.325, 60551, 0.019, 889805.6, 0.284
