code_BLOSUM62_GO_-6_GE_-1,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-6_GE_-1,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-6_GE_-1
'bali_phy_msa.190.fas', 0.22, 5.274, -3.355, -1.742
'bali_phy_msa.191.fas', -1.196, 3.395, -4.097, -4.859
'bali_phy_msa.192.fas', 2.165, 7.91, 0.461, -0.738
'bali_phy_msa.193.fas', 1.097, 6.388, -3.646, -2.446
'bali_phy_msa.194.fas', 1.173, 6.323, -0.533, -1.762
'bali_phy_msa.195.fas', 2.057, 7.539, 0.334, 0.364
'bali_phy_msa.196.fas', 1.4, 6.843, -1.175, -1.18
'bali_phy_msa.197.fas', 2.188, 7.781, 0.424, -1.071
'bali_phy_msa.198.fas', 2.761, 8.096, 1.287, -0.389
'bali_phy_msa.199.fas', -1.491, 2.963, -1.659, -4.696
'bali_phy_msa.2.fas', -1.022, 3.564, -1.053, -3.543
'bali_phy_msa.20.fas', 0.081, 4.894, -0.632, -2.618
'bali_phy_msa.200.fas', 0.677, 6.048, 0.221, -2.014
'bali_phy_msa.201.fas', 1.853, 7.295, 0.854, -0.906
'bali_phy_msa.202.fas', -0.167, 4.742, 1.249, -3.959
'bali_phy_msa.203.fas', 2.105, 7.528, 0.83, -0.686
'bali_phy_msa.204.fas', -0.283, 4.655, -4.169, -3.106
'bali_phy_msa.205.fas', 0.859, 6.124, -0.994, -1.135
'bali_phy_msa.206.fas', 0.319, 5.121, 0.545, -3.047
'bali_phy_msa.207.fas', -4.039, 0.272, -4.931, -6.633
'bali_phy_msa.208.fas', -5.741, -1.865, -7.6, -9.1
'bali_phy_msa.209.fas', 1.042, 6.074, 0.101, -1.965
'bali_phy_msa.21.fas', 2.266, 7.662, 1.52, -0.211
'bali_phy_msa.210.fas', 1.711, 6.657, 0.585, -1.701
'bali_phy_msa.211.fas', -0.523, 4.106, -1.265, -3.779
'bali_phy_msa.212.fas', 1.461, 6.772, -2.352, 0.202
'bali_phy_msa.213.fas', 1.516, 6.594, -0.261, -2.075
'bali_phy_msa.214.fas', 1.521, 6.904, 0.454, -1.37
'bali_phy_msa.215.fas', 0.159, 5.039, -1.698, -2.821
'bali_phy_msa.216.fas', -0.311, 4.539, -1.775, -4.25
'bali_phy_msa.217.fas', 3.859, 9.745, -0.041, 0.768
'bali_phy_msa.218.fas', 1.518, 6.827, -1.384, -0.836
'bali_phy_msa.219.fas', 0.425, 5.627, -1.465, -2.188
'bali_phy_msa.22.fas', 2.349, 7.8, 0.06, -0.606
'bali_phy_msa.220.fas', 0.735, 5.835, -2.084, -1.551
'bali_phy_msa.221.fas', 1.702, 7.012, 0.657, -0.748
'bali_phy_msa.222.fas', 2.122, 7.523, 1.074, -0.386
'bali_phy_msa.223.fas', -0.133, 4.986, -1.464, -2.895
'bali_phy_msa.224.fas', 0.882, 5.801, -0.33, -2.272
'bali_phy_msa.225.fas', -0.935, 3.711, -2.438, -4.45
'bali_phy_msa.226.fas', 1.877, 7.246, 0.145, -1.278
'bali_phy_msa.227.fas', -2.397, 2.05, -3.129, -5.656
'bali_phy_msa.228.fas', 0.557, 5.661, -0.916, -2.282
'bali_phy_msa.229.fas', 1.408, 6.609, 0.109, -0.979
'bali_phy_msa.23.fas', 1.141, 6.405, -0.469, -1.055
'bali_phy_msa.230.fas', 2.007, 7.432, 0.723, -0.912
'bali_phy_msa.231.fas', 0.608, 5.759, -1.571, -1.96
'bali_phy_msa.232.fas', 0.755, 5.866, -2.634, -2.242
'bali_phy_msa.233.fas', 1.168, 6.397, 2.094, -4.423
'bali_phy_msa.234.fas', 1.641, 6.966, -1.357, -1.482
'bali_phy_msa.235.fas', 1.997, 7.401, -1.121, -1.258
'bali_phy_msa.236.fas', 0.988, 6.085, -2.383, -1.857
'bali_phy_msa.237.fas', 1.146, 6.247, -3.241, -1.579
'bali_phy_msa.238.fas', 1.444, 6.82, -2.969, -1.314
'bali_phy_msa.239.fas', 0.905, 6.022, -0.642, -1.547
'bali_phy_msa.24.fas', 2.434, 8.121, 0.963, -0.216
'bali_phy_msa.240.fas', 2.209, 7.557, 0.885, -0.794
'bali_phy_msa.241.fas', 0.833, 5.84, 2.794, -3.082
'bali_phy_msa.242.fas', 0.527, 5.559, -1.812, -2.405
'bali_phy_msa.243.fas', 2.349, 8.016, 0.204, -1.12
'bali_phy_msa.244.fas', 1.949, 7.113, 1.026, -1.301
'bali_phy_msa.245.fas', 2.645, 8.389, -0.688, 0.014
'bali_phy_msa.246.fas', 3.157, 8.719, 1.308, 0.093
'bali_phy_msa.247.fas', -0.062, 4.849, -1.608, -1.984
'bali_phy_msa.248.fas', 3.083, 8.854, 0.647, 1.103
'bali_phy_msa.249.fas', 1.874, 7.29, -0.467, -0.855
'bali_phy_msa.25.fas', 2.693, 8.356, 1.214, -0.078
'bali_phy_msa.250.fas', -0.478, 4.346, -1.815, -4.021
'bali_phy_msa.251.fas', 2.002, 7.486, -2.816, -1.476
'bali_phy_msa.252.fas', 1.635, 6.888, 0.501, -1.081
'bali_phy_msa.253.fas', 0.622, 5.886, -1.067, -2.833
'bali_phy_msa.254.fas', -2.969, 1.232, -6.089, -5.831
'bali_phy_msa.255.fas', -2.54, 2.261, -3.713, -5.297
'bali_phy_msa.256.fas', 0.387, 5.335, -0.498, -2.831
'bali_phy_msa.257.fas', 0.673, 5.868, 0.988, -2.69
'bali_phy_msa.258.fas', 0.415, 5.476, -0.375, -2.757
'bali_phy_msa.259.fas', -0.332, 4.704, -1.523, -3.076
'bali_phy_msa.26.fas', 1.836, 7.049, 0.82, -1.06
'bali_phy_msa.260.fas', 1.751, 7.206, -2.203, -0.283
'bali_phy_msa.261.fas', 1.595, 6.597, -0.04, -1.99
'bali_phy_msa.262.fas', 1.794, 7.07, -1.126, -1.627
'bali_phy_msa.263.fas', 1.675, 7.222, -1.496, -1.919
'bali_phy_msa.264.fas', 1.153, 6.509, -0.767, -1.761
'bali_phy_msa.265.fas', 1.445, 6.963, -1.534, -1.417
'bali_phy_msa.266.fas', 2.478, 8.012, 1.466, -0.295
'bali_phy_msa.267.fas', 2.858, 8.757, 1.53, 0.447
'bali_phy_msa.268.fas', 0.151, 5.205, -3.684, -2.376
'bali_phy_msa.269.fas', 1.98, 7.444, -1.076, -1.288
'bali_phy_msa.27.fas', 2.11, 7.536, 0.152, -0.621
'bali_phy_msa.270.fas', -1.456, 3.176, -3.621, -5.474
'bali_phy_msa.271.fas', -7.637, -4.26, -7.729, -10.467
'bali_phy_msa.272.fas', 1.288, 6.622, -0.174, -0.588
'bali_phy_msa.273.fas', 1.166, 6.53, -0.563, -1.701
'bali_phy_msa.274.fas', 0.764, 5.697, -0.275, -2.504
'bali_phy_msa.275.fas', 2.623, 8.12, -0.131, -0.186
'bali_phy_msa.276.fas', 2.581, 7.971, 0.578, -0.576
'bali_phy_msa.277.fas', -1.332, 3.167, -2.626, -4.125
'bali_phy_msa.278.fas', 1.58, 7.139, -0.357, -0.246
'bali_phy_msa.279.fas', 0.634, 5.67, -0.67, -1.613
'bali_phy_msa.28.fas', 2.006, 7.291, 0.871, -0.995
'bali_phy_msa.280.fas', 0.573, 5.711, 2.073, -2.799
'bali_phy_msa.281.fas', 2.421, 7.88, 0.731, 0.059
'bali_phy_msa.282.fas', 0.051, 4.972, -1.428, -2.519
'bali_phy_msa.283.fas', -0.364, 4.439, -2.085, -2.888
'bali_phy_msa.284.fas', 1.243, 6.421, -0.056, -1.629
'bali_phy_msa.285.fas', 0.354, 5.443, -1.156, -2.722
'bali_phy_msa.286.fas', 1.202, 6.458, -1.704, -1.48
'bali_phy_msa.287.fas', 3.176, 8.654, 1.162, 0.105
'bali_phy_msa.288.fas', 0.386, 5.438, -1.423, -2.24
'bali_phy_msa.289.fas', -0.801, 3.932, -1.994, -3.55
'bali_phy_msa.29.fas', 1.56, 6.857, 0.261, -1.499
'bali_phy_msa.290.fas', 1.463, 6.667, 0.534, -1.234
'bali_phy_msa.291.fas', 1.199, 6.651, -3.232, -2.106
'bali_phy_msa.292.fas', 0.501, 5.384, -0.124, -2.138
'bali_phy_msa.293.fas', 0.194, 5.269, -1.744, -2.742
'bali_phy_msa.294.fas', 1.116, 6.43, 0.283, -1.517
'bali_phy_msa.295.fas', 2.332, 7.859, 1.238, -0.517
'bali_phy_msa.296.fas', 0.893, 6.11, -1.913, -2.491
'bali_phy_msa.297.fas', 1.116, 6.351, -0.027, -1.642
'bali_phy_msa.298.fas', 1.208, 6.46, 1.027, -0.722
'bali_phy_msa.299.fas', 1.298, 6.505, 0.351, -1.771
'bali_phy_msa.3.fas', -0.143, 4.79, -1.9, -3.352
'bali_phy_msa.30.fas', 2.151, 7.487, 0.222, -1.521
'bali_phy_msa.300.fas', 0.699, 5.74, -0.544, -2.263
'bali_phy_msa.301.fas', -0.681, 4.098, -3.018, -3.63
'bali_phy_msa.302.fas', 1.314, 6.548, 0.349, -1.471
'bali_phy_msa.303.fas', 0.86, 6.097, 2.269, -3.486
'bali_phy_msa.304.fas', -0.442, 4.547, -1.861, -3.345
'bali_phy_msa.305.fas', 1.745, 7.093, -0.08, -1.589
'bali_phy_msa.306.fas', 1.65, 7.346, -0.322, -1.192
'bali_phy_msa.307.fas', 2.687, 8.321, 1.345, 0.397
'bali_phy_msa.308.fas', 0.204, 5.404, -0.571, -2.531
'bali_phy_msa.309.fas', 1.839, 7.158, 0.352, -1.365
'bali_phy_msa.31.fas', 1.503, 6.995, -1.398, -0.007
'bali_phy_msa.310.fas', 0.333, 5.466, 0.461, -2.934
'bali_phy_msa.311.fas', 2.458, 7.978, 0.714, -0.647
'bali_phy_msa.312.fas', 2.887, 8.39, 0.403, 1.225
'bali_phy_msa.313.fas', -0.586, 4.23, -2.669, -3.873
'bali_phy_msa.314.fas', 2.183, 7.654, 0.051, -0.378
'bali_phy_msa.315.fas', 1.412, 6.63, 0.658, -0.981
'bali_phy_msa.316.fas', 0.322, 5.408, -0.346, -2.416
'bali_phy_msa.317.fas', 1.07, 6.308, -3.692, -1.936
'bali_phy_msa.318.fas', 2.501, 8.207, 3.251, -0.622
'bali_phy_msa.319.fas', 2.678, 8.294, 1.361, 0.242
'bali_phy_msa.32.fas', 1.512, 6.686, -0.541, -1.216
'bali_phy_msa.320.fas', 1.039, 6.238, -0.279, -2.148
'bali_phy_msa.321.fas', 2.139, 7.559, 0.146, -0.655
'bali_phy_msa.322.fas', 1.744, 7.15, 0.085, -0.994
'bali_phy_msa.323.fas', 2.152, 7.617, -1.051, -1.384
'bali_phy_msa.324.fas', 1.258, 6.398, -0.34, -1.102
'bali_phy_msa.325.fas', 3.025, 8.623, -0.548, 0.725
'bali_phy_msa.326.fas', 2.91, 8.351, 1.408, -0.287
'bali_phy_msa.327.fas', 1.642, 7.146, -0.069, -1.059
'bali_phy_msa.328.fas', 1.341, 6.497, 0.59, -1.423
'bali_phy_msa.329.fas', 0.134, 5.066, -1.61, -2.14
'bali_phy_msa.33.fas', 0.08, 5.096, -2.53, -1.848
'bali_phy_msa.330.fas', 0.172, 5.163, -2.494, -3.092
'bali_phy_msa.331.fas', 0.141, 5.362, -0.74, -2.752
'bali_phy_msa.332.fas', 0.825, 5.835, 4.529, -2.291
'bali_phy_msa.333.fas', 2.501, 8.243, -1.554, 0.71
'bali_phy_msa.334.fas', 2.559, 8.14, -1.112, 0.133
'bali_phy_msa.335.fas', -1.006, 3.576, -3.586, -4.209
'bali_phy_msa.336.fas', 1.376, 6.868, 0.131, -1.595
'bali_phy_msa.337.fas', 1.667, 7.09, 0.637, -1.343
'bali_phy_msa.338.fas', 1.35, 6.796, -1.653, -1.718
'bali_phy_msa.339.fas', 2.47, 7.955, -0.601, -0.645
'bali_phy_msa.34.fas', 3.41, 9.285, -1.392, -0.295
'bali_phy_msa.340.fas', 2.308, 7.687, -1.254, -0.222
'bali_phy_msa.341.fas', 3.049, 8.704, 1.369, -0.089
'bali_phy_msa.342.fas', 0.917, 5.895, 2.692, -3.398
'bali_phy_msa.343.fas', -0.031, 5.107, -1.61, -3.372
'bali_phy_msa.344.fas', 1.656, 6.975, -1.607, -0.075
'bali_phy_msa.345.fas', 2.48, 7.99, -0.667, -0.072
'bali_phy_msa.346.fas', 2.442, 7.939, 1.951, -1.565
'bali_phy_msa.347.fas', 2.428, 8.02, 0.76, -0.602
'bali_phy_msa.348.fas', 0.265, 5.228, 0.265, -1.755
'bali_phy_msa.349.fas', 1.807, 7.073, 0.704, -0.451
'bali_phy_msa.35.fas', 1.431, 7.139, -3.33, -1.252
'bali_phy_msa.350.fas', 1.538, 6.904, 2.958, -2.442
'bali_phy_msa.351.fas', 0.738, 5.906, 1.01, -1.617
'bali_phy_msa.352.fas', 1.487, 6.796, 0.013, -0.78
'bali_phy_msa.353.fas', 1.263, 6.673, -0.302, -0.981
'bali_phy_msa.354.fas', 0.862, 5.974, 0.208, -1.854
'bali_phy_msa.355.fas', 1.07, 6.39, -0.499, -1.673
'bali_phy_msa.356.fas', -0.372, 4.482, -1.377, -2.787
'bali_phy_msa.357.fas', 2.049, 7.562, -1.198, 0.693
'bali_phy_msa.358.fas', -0.082, 4.896, -1.719, -2.434
'bali_phy_msa.359.fas', 1.154, 6.25, -0.875, -2.142
'bali_phy_msa.36.fas', 1.389, 6.796, -0.603, -0.657
'bali_phy_msa.360.fas', 3.272, 9.081, -0.574, 0.268
'bali_phy_msa.361.fas', 2.296, 7.73, 0.267, 0.312
'bali_phy_msa.362.fas', 1.8, 7.178, 1.636, -1.057
'bali_phy_msa.363.fas', 3.724, 9.429, 0.98, 0.613
'bali_phy_msa.364.fas', 1.335, 6.4, -0.63, -0.879
'bali_phy_msa.365.fas', 1.621, 6.928, -1.39, -1.363
'bali_phy_msa.366.fas', 2.376, 7.968, 2.019, -1.406
'bali_phy_msa.367.fas', -0.282, 4.602, -0.725, -3.112
'bali_phy_msa.368.fas', 0.826, 6.152, -0.654, -1.789
'bali_phy_msa.369.fas', 2.653, 8.357, 1.221, -0.003
'bali_phy_msa.37.fas', 0.348, 5.201, -0.382, -2.941
'bali_phy_msa.370.fas', 1.862, 7.275, 0.445, -0.984
'bali_phy_msa.371.fas', 0.985, 6.294, -1.961, -0.626
'bali_phy_msa.372.fas', 2.537, 8.268, 1.006, -0.552
'bali_phy_msa.373.fas', 0.501, 5.388, -1.382, -2.721
'bali_phy_msa.374.fas', 3.349, 9.056, -1.409, 1.262
'bali_phy_msa.375.fas', 2.196, 7.614, 4.601, -1.594
'bali_phy_msa.376.fas', 3.012, 8.656, -0.429, 0.394
'bali_phy_msa.377.fas', -0.822, 4.008, -1.3, -3.8
'bali_phy_msa.378.fas', -1.425, 3.502, -3.174, -4.321
'bali_phy_msa.379.fas', 2.793, 8.699, 2.158, -0.212
'bali_phy_msa.38.fas', 1.171, 6.626, -1.784, -1.802
'bali_phy_msa.380.fas', 2.609, 8.241, -1.391, -0.26
'bali_phy_msa.381.fas', 2.501, 8.191, 2.08, -0.765
'bali_phy_msa.382.fas', 1.136, 6.486, -0.171, -2.155
'bali_phy_msa.383.fas', -0.033, 4.865, -0.86, -3.414
'bali_phy_msa.384.fas', 0.886, 6.117, -3.384, -2.101
'bali_phy_msa.385.fas', -0.024, 5.095, 1.756, -3.526
'bali_phy_msa.386.fas', 2.571, 8.173, -2.179, -0.236
'bali_phy_msa.387.fas', 0.152, 5.0, 0.734, -5.359
'bali_phy_msa.388.fas', 0.568, 5.941, -0.213, -2.418
'bali_phy_msa.389.fas', -0.439, 4.412, -3.682, -2.533
'bali_phy_msa.39.fas', -0.029, 5.126, -2.169, -3.369
'bali_phy_msa.390.fas', 1.726, 7.108, -1.51, -0.998
'bali_phy_msa.391.fas', 1.785, 7.109, -2.03, -0.955
'bali_phy_msa.392.fas', 2.125, 7.67, -0.344, 0.534
'bali_phy_msa.393.fas', 1.049, 6.159, -0.595, -2.644
'bali_phy_msa.394.fas', 1.896, 7.212, -0.126, -0.615
'bali_phy_msa.395.fas', 2.758, 8.232, 0.116, -0.87
'bali_phy_msa.396.fas', 1.98, 7.534, -2.069, 0.183
'bali_phy_msa.397.fas', -5.596, -1.584, -8.047, -8.538
'bali_phy_msa.398.fas', -0.182, 4.907, -1.97, -3.569
'bali_phy_msa.399.fas', 1.054, 6.258, -2.226, -1.713
'bali_phy_msa.4.fas', 1.71, 7.061, 0.502, -0.614
'bali_phy_msa.40.fas', 0.452, 5.319, -3.365, -2.316
'bali_phy_msa.400.fas', 2.646, 8.22, -2.257, -0.398
'bali_phy_msa.41.fas', 1.87, 7.28, 1.173, -0.454
'bali_phy_msa.42.fas', 0.183, 5.312, -3.808, -1.762
'bali_phy_msa.43.fas', 1.441, 6.974, 0.075, -1.566
'bali_phy_msa.44.fas', 0.521, 5.631, -1.503, -2.801
'bali_phy_msa.45.fas', 3.175, 8.914, -0.888, 0.425
'bali_phy_msa.46.fas', 1.651, 7.075, 0.68, -1.605
'bali_phy_msa.47.fas', 1.412, 6.703, 0.389, -1.025
'bali_phy_msa.48.fas', 1.377, 6.511, -0.168, -2.608
'bali_phy_msa.49.fas', 1.786, 7.183, -0.024, -1.447
'bali_phy_msa.5.fas', 1.25, 6.552, -0.958, -2.154
'bali_phy_msa.50.fas', 1.108, 6.214, -1.735, -2.217
'bali_phy_msa.51.fas', 1.068, 6.417, -0.255, -1.431
'bali_phy_msa.52.fas', 1.88, 7.137, -1.362, -0.065
'bali_phy_msa.53.fas', -0.065, 4.913, -3.4, -3.262
'bali_phy_msa.54.fas', 1.239, 6.569, -3.102, -1.9
'bali_phy_msa.55.fas', 1.509, 6.736, -0.795, -2.096
'bali_phy_msa.56.fas', 2.886, 8.438, -0.329, 1.169
'bali_phy_msa.57.fas', 1.444, 6.788, -0.461, -1.71
'bali_phy_msa.58.fas', 2.663, 8.233, 1.776, -1.109
'bali_phy_msa.59.fas', 1.661, 6.681, 1.193, -2.16
'bali_phy_msa.6.fas', 1.578, 6.912, 0.263, -1.161
'bali_phy_msa.60.fas', 3.345, 9.058, -0.576, 0.407
'bali_phy_msa.61.fas', 1.93, 7.337, 1.306, -0.382
'bali_phy_msa.62.fas', 0.984, 6.298, 2.286, -2.477
'bali_phy_msa.63.fas', 1.643, 7.217, 2.64, -3.215
'bali_phy_msa.64.fas', 1.077, 6.049, -2.308, -1.82
'bali_phy_msa.65.fas', 2.064, 7.427, -2.448, -1.365
'bali_phy_msa.66.fas', 0.987, 5.994, -0.149, -2.451
'bali_phy_msa.67.fas', 1.349, 6.695, 0.169, -1.137
'bali_phy_msa.68.fas', 2.635, 8.414, -0.908, 0.265
'bali_phy_msa.69.fas', 0.833, 5.988, -1.509, -1.492
'bali_phy_msa.7.fas', -0.315, 4.371, 0.527, -5.365
'bali_phy_msa.70.fas', 1.204, 6.344, 1.157, -3.044
'bali_phy_msa.71.fas', 1.499, 6.644, -1.457, -1.946
'bali_phy_msa.72.fas', 2.892, 8.595, 0.957, -0.302
'bali_phy_msa.73.fas', 1.758, 7.142, -0.275, -1.589
'bali_phy_msa.74.fas', 2.005, 7.387, -2.21, -0.579
'bali_phy_msa.75.fas', 1.378, 6.863, -0.8, -1.27
'bali_phy_msa.76.fas', 0.349, 5.385, -1.488, -2.292
'bali_phy_msa.77.fas', 0.78, 6.067, -2.029, -1.845
'bali_phy_msa.78.fas', 2.135, 7.48, 1.028, -0.357
'bali_phy_msa.79.fas', 1.595, 7.057, 0.448, -1.034
'bali_phy_msa.8.fas', -0.869, 3.847, -2.12, -3.923
'bali_phy_msa.80.fas', 1.922, 7.391, -1.486, 0.299
'bali_phy_msa.81.fas', 2.735, 8.483, 1.062, -0.387
'bali_phy_msa.82.fas', 0.581, 5.95, -0.419, -1.771
'bali_phy_msa.83.fas', -0.041, 4.774, -3.051, -2.836
'bali_phy_msa.84.fas', 1.257, 6.499, -3.25, -2.272
'bali_phy_msa.85.fas', 0.315, 5.526, -1.863, -1.626
'bali_phy_msa.86.fas', 1.274, 6.45, -0.727, -2.111
'bali_phy_msa.87.fas', 1.042, 6.176, -1.689, -1.396
'bali_phy_msa.88.fas', 1.147, 6.326, -1.289, -1.567
'bali_phy_msa.89.fas', -0.242, 4.875, -4.332, -2.787
