code_BLOSUM62_GO_-6_GE_-1,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-6_GE_-1,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-6_GE_-1
'bali_phy_msa.9.fas', -0.953, 3.752, -2.387, -4.716
'bali_phy_msa.90.fas', 0.449, 5.458, -0.657, -2.662
'bali_phy_msa.91.fas', 0.63, 5.461, 0.06, -2.33
'bali_phy_msa.92.fas', -0.679, 4.038, -3.113, -4.854
'bali_phy_msa.93.fas', 2.248, 7.819, -1.263, -0.274
'bali_phy_msa.94.fas', 2.912, 8.688, -0.616, 0.79
'bali_phy_msa.95.fas', 1.118, 6.28, 1.632, -4.137
'bali_phy_msa.96.fas', -0.019, 4.902, -3.392, -3.458
'bali_phy_msa.97.fas', 0.155, 4.877, 1.075, -2.794
'bali_phy_msa.98.fas', 1.597, 6.939, 1.762, -1.693
'bali_phy_msa.99.fas', 0.958, 6.12, 2.366, -3.15
'MAFFT_b0#0051_hhH_tree_47_OP_1.2558167082838578_Split_51.fasta', -4.909, 0.529, -9.077, -5.449
'MAFFT_b0#0051_htH_tree_0_OP_1.9201310643830272_Split_51.fasta', -3.663, -1.086, -5.2, -8.837
'MAFFT_b0#0051_htH_tree_57_OP_1.8145645468714477_Split_51.fasta', -2.832, 2.126, -3.02, -7.295
'MAFFT_b0#0051_htH_tree_93_OP_2.2336854992597184_Split_51.fasta', -0.267, 5.235, -7.044, -2.78
'MAFFT_b0#0051_htT_tree_0_OP_1.9201310643830272_Split_51.fasta', -3.663, -1.086, -5.2, -8.837
'MAFFT_b0#0051_htT_tree_57_OP_1.8145645468714477_Split_51.fasta', -2.832, 2.126, -3.02, -7.295
'MAFFT_b0#0051_thH_tree_57_OP_1.8145645468714477_Split_51.fasta', -1.634, 3.479, -1.297, -5.965
'MAFFT_b0#0051_thH_tree_93_OP_2.2336854992597184_Split_51.fasta', 0.348, 5.823, -6.341, -2.406
'MAFFT_b0#0051_thT_tree_0_OP_1.9201310643830272_Split_51.fasta', -1.934, 2.303, -0.506, -6.276
'MAFFT_b0#0051_thT_tree_47_OP_1.2558167082838578_Split_51.fasta', -4.909, 0.529, -9.077, -5.449
'MAFFT_b0#0051_ttH_tree_47_OP_1.2558167082838578_Split_51.fasta', -5.829, -0.731, -9.281, -7.529
'MAFFT_b0#0051_ttH_tree_93_OP_2.2336854992597184_Split_51.fasta', -0.267, 5.235, -7.044, -2.78
'MAFFT_b0#0051_ttT_tree_0_OP_1.9201310643830272_Split_51.fasta', -3.663, -1.086, -5.2, -8.837
'MAFFT_b0#0051_ttT_tree_47_OP_1.2558167082838578_Split_51.fasta', -5.829, -0.731, -9.281, -7.529
'MAFFT_b0#0051_ttT_tree_57_OP_1.8145645468714477_Split_51.fasta', -2.832, 2.126, -3.02, -7.295
'MAFFT_b0#0051_ttT_tree_93_OP_2.2336854992597184_Split_51.fasta', -0.267, 5.235, -7.044, -2.78
'MAFFT_b0#0053_hhH_tree_5_OP_1.3773636194735985_Split_53.fasta', -0.721, 5.195, -2.516, -3.539
'MAFFT_b0#0053_hhH_tree_60_OP_2.2485867324412547_Split_53.fasta', -2.095, 3.372, -3.337, -7.616
'MAFFT_b0#0053_hhT_tree_60_OP_2.2485867324412547_Split_53.fasta', -2.095, 3.372, -3.337, -7.616
'MAFFT_b0#0053_htH_tree_5_OP_1.3773636194735985_Split_53.fasta', -0.084, 5.772, -1.282, -3.299
'MAFFT_b0#0053_htT_tree_5_OP_1.3773636194735985_Split_53.fasta', -0.084, 5.772, -1.282, -3.299
'MAFFT_b0#0053_thH_tree_60_OP_2.2485867324412547_Split_53.fasta', -2.095, 3.372, -3.337, -7.616
'MAFFT_b0#0053_thT_tree_5_OP_1.3773636194735985_Split_53.fasta', -0.777, 5.141, -2.591, -3.618
'MAFFT_b0#0053_ttH_tree_60_OP_2.2485867324412547_Split_53.fasta', -1.675, 3.882, -2.997, -7.162
'MAFFT_b0#0054_hhH_tree_35_OP_2.3157753293540146_Split_54.fasta', -4.294, 0.622, -3.188, -6.234
'MAFFT_b0#0054_htH_tree_35_OP_2.3157753293540146_Split_54.fasta', -4.145, 0.821, -3.064, -6.124
'MAFFT_b0#0054_thH_tree_35_OP_2.3157753293540146_Split_54.fasta', -4.294, 0.622, -3.188, -6.234
'MAFFT_b0#0054_ttT_tree_35_OP_2.3157753293540146_Split_54.fasta', -4.145, 0.821, -3.064, -6.124
'MAFFT_b0#0057_htH_tree_1_OP_1.4037489078147287_Split_57.fasta', -6.87, -1.846, -9.918, -8.008
'MAFFT_b0#0057_htT_tree_1_OP_1.4037489078147287_Split_57.fasta', -6.87, -1.846, -9.918, -8.008
'MAFFT_b0#0057_thT_tree_1_OP_1.4037489078147287_Split_57.fasta', -6.794, -1.755, -9.096, -7.917
'MAFFT_b0#0057_ttT_tree_1_OP_1.4037489078147287_Split_57.fasta', -6.87, -1.846, -9.918, -8.008
'MAFFT_b0#0058_hhH_tree_13_OP_1.7913990869854772_Split_58.fasta', -9.153, -4.886, -9.943, -12.88
'MAFFT_b0#0058_htH_tree_11_OP_1.3146381684889776_Split_58.fasta', -1.219, 4.394, -3.467, -4.988
'MAFFT_b0#0058_htH_tree_13_OP_1.7913990869854772_Split_58.fasta', -8.607, -4.195, -7.957, -12.909
'MAFFT_b0#0058_htT_tree_11_OP_1.3146381684889776_Split_58.fasta', -1.219, 4.394, -3.467, -4.988
'MAFFT_b0#0058_thH_tree_13_OP_1.7913990869854772_Split_58.fasta', -9.153, -4.886, -9.943, -12.88
'MAFFT_b0#0058_ttH_tree_11_OP_1.3146381684889776_Split_58.fasta', -0.503, 5.139, -2.164, -5.55
'MAFFT_b0#0058_ttT_tree_11_OP_1.3146381684889776_Split_58.fasta', -0.503, 5.139, -2.164, -5.55
'MAFFT_b0#0058_ttT_tree_13_OP_1.7913990869854772_Split_58.fasta', -8.607, -4.195, -7.957, -12.909
'MAFFT_b0#0060_hhT_tree_32_OP_1.498379977124041_Split_60.fasta', -2.698, 1.234, -6.373, -8.531
'MAFFT_b0#0060_htH_tree_32_OP_1.498379977124041_Split_60.fasta', -2.844, 1.082, -6.533, -8.676
'MAFFT_b0#0060_htT_tree_32_OP_1.498379977124041_Split_60.fasta', -2.844, 1.082, -6.533, -8.676
'MAFFT_b0#0060_ttH_tree_32_OP_1.498379977124041_Split_60.fasta', -2.844, 1.082, -6.533, -8.676
'MAFFT_b0#0061_hhH_tree_87_OP_1.1834961203615137_Split_61.fasta', -3.517, 2.21, -5.756, -6.402
'MAFFT_b0#0061_hhH_tree_88_OP_2.9570433978664177_Split_61.fasta', -2.383, 2.476, -3.693, -7.369
'MAFFT_b0#0061_hhH_tree_97_OP_2.1094152983091004_Split_61.fasta', -1.478, 3.515, -5.334, -3.936
'MAFFT_b0#0061_hhT_tree_18_OP_1.3304542342131214_Split_61.fasta', -17.711, -14.884, -17.025, -22.653
'MAFFT_b0#0061_hhT_tree_30_OP_2.908145211858187_Split_61.fasta', 2.116, 7.741, 3.416, -1.125
'MAFFT_b0#0061_htH_tree_18_OP_1.3304542342131214_Split_61.fasta', -18.341, -15.663, -18.273, -23.456
'MAFFT_b0#0061_htH_tree_30_OP_2.908145211858187_Split_61.fasta', 1.279, 6.777, 3.139, -2.89
'MAFFT_b0#0061_htH_tree_72_OP_1.8278688995959085_Split_61.fasta', -4.456, -0.543, -7.11, -7.001
'MAFFT_b0#0061_htH_tree_88_OP_2.9570433978664177_Split_61.fasta', -1.801, 3.127, -3.055, -5.361
'MAFFT_b0#0061_htT_tree_87_OP_1.1834961203615137_Split_61.fasta', -3.718, 1.994, -3.346, -5.769
'MAFFT_b0#0061_htT_tree_97_OP_2.1094152983091004_Split_61.fasta', -1.731, 3.203, -5.298, -4.253
'MAFFT_b0#0061_thH_tree_18_OP_1.3304542342131214_Split_61.fasta', -17.711, -14.884, -17.025, -22.653
'MAFFT_b0#0061_thH_tree_72_OP_1.8278688995959085_Split_61.fasta', -4.461, -0.548, -7.115, -7.011
'MAFFT_b0#0061_thT_tree_30_OP_2.908145211858187_Split_61.fasta', 2.116, 7.741, 3.416, -1.125
'MAFFT_b0#0061_thT_tree_72_OP_1.8278688995959085_Split_61.fasta', -4.461, -0.548, -7.115, -7.011
'MAFFT_b0#0061_thT_tree_87_OP_1.1834961203615137_Split_61.fasta', -3.517, 2.21, -5.756, -6.402
'MAFFT_b0#0061_thT_tree_88_OP_2.9570433978664177_Split_61.fasta', -2.383, 2.476, -3.693, -7.369
'MAFFT_b0#0061_thT_tree_97_OP_2.1094152983091004_Split_61.fasta', -1.478, 3.515, -5.334, -3.936
'MAFFT_b0#0061_ttT_tree_18_OP_1.3304542342131214_Split_61.fasta', -18.341, -15.663, -18.273, -23.456
'MAFFT_b0#0061_ttT_tree_30_OP_2.908145211858187_Split_61.fasta', 1.279, 6.777, 3.139, -2.89
'MAFFT_b0#0061_ttT_tree_72_OP_1.8278688995959085_Split_61.fasta', -4.456, -0.543, -7.11, -7.001
'MAFFT_b0#0061_ttT_tree_87_OP_1.1834961203615137_Split_61.fasta', -3.718, 1.994, -3.346, -5.769
'MAFFT_b0#0061_ttT_tree_88_OP_2.9570433978664177_Split_61.fasta', -1.801, 3.127, -3.055, -5.361
'MAFFT_b0#0061_ttT_tree_97_OP_2.1094152983091004_Split_61.fasta', -1.731, 3.203, -5.298, -4.253
'MAFFT_b0#0063_hhH_tree_37_OP_2.065965428692473_Split_63.fasta', 0.199, 5.613, -0.361, -4.79
'MAFFT_b0#0063_hhT_tree_89_OP_2.6540913216611166_Split_63.fasta', -5.43, -1.012, -4.555, -6.797
'MAFFT_b0#0063_htH_tree_37_OP_2.065965428692473_Split_63.fasta', -0.572, 4.737, -0.947, -5.487
'MAFFT_b0#0063_htH_tree_89_OP_2.6540913216611166_Split_63.fasta', -5.874, -1.566, -5.063, -7.304
'MAFFT_b0#0063_thH_tree_37_OP_2.065965428692473_Split_63.fasta', 0.199, 5.613, -0.361, -4.79
'MAFFT_b0#0063_thT_tree_89_OP_2.6540913216611166_Split_63.fasta', -5.425, -1.008, -4.549, -6.792
'MAFFT_b0#0063_ttH_tree_37_OP_2.065965428692473_Split_63.fasta', -0.572, 4.737, -0.947, -5.487
'MAFFT_b0#0063_ttH_tree_89_OP_2.6540913216611166_Split_63.fasta', -5.872, -1.566, -5.054, -7.302
'MAFFT_b0#0065_htH_tree_26_OP_2.2970226808572787_Split_65.fasta', -2.04, 2.947, -2.541, -4.421
'MAFFT_b0#0065_htT_tree_55_OP_1.534121132575311_Split_65.fasta', -13.298, -10.274, -11.732, -14.524
'MAFFT_b0#0065_thH_tree_26_OP_2.2970226808572787_Split_65.fasta', -2.62, 2.252, -3.05, -4.958
'MAFFT_b0#0065_thH_tree_55_OP_1.534121132575311_Split_65.fasta', -13.855, -10.988, -12.158, -15.624
'MAFFT_b0#0065_thT_tree_55_OP_1.534121132575311_Split_65.fasta', -13.855, -10.988, -12.158, -15.624
'MAFFT_b0#0065_ttH_tree_26_OP_2.2970226808572787_Split_65.fasta', -2.075, 2.898, -2.557, -4.475
'MAFFT_b0#0065_ttT_tree_26_OP_2.2970226808572787_Split_65.fasta', -2.075, 2.898, -2.557, -4.475
'MAFFT_b0#0065_ttT_tree_55_OP_1.534121132575311_Split_65.fasta', -13.298, -10.274, -11.732, -14.524
'MAFFT_b0#0066_hhH_tree_77_OP_1.3827668594678542_Split_66.fasta', -7.218, -2.719, -10.144, -8.708
'MAFFT_b0#0066_hhT_tree_99_OP_1.9136688454364907_Split_66.fasta', -3.827, 0.847, -2.444, -7.654
'MAFFT_b0#0066_htT_tree_99_OP_1.9136688454364907_Split_66.fasta', -3.979, 0.703, -2.475, -7.691
'MAFFT_b0#0066_thH_tree_77_OP_1.3827668594678542_Split_66.fasta', -7.218, -2.719, -10.144, -8.708
'MAFFT_b0#0066_thH_tree_99_OP_1.9136688454364907_Split_66.fasta', -3.825, 0.848, -2.443, -7.652
'MAFFT_b0#0066_thT_tree_99_OP_1.9136688454364907_Split_66.fasta', -3.825, 0.848, -2.443, -7.652
'MAFFT_b0#0066_ttH_tree_77_OP_1.3827668594678542_Split_66.fasta', -6.606, -1.966, -10.307, -7.736
'MAFFT_b0#0066_ttT_tree_77_OP_1.3827668594678542_Split_66.fasta', -6.606, -1.966, -10.307, -7.736
'MAFFT_b0#0067_hhT_tree_4_OP_1.1542677766261527_Split_67.fasta', -8.94, -4.266, -10.744, -9.997
'MAFFT_b0#0067_htH_tree_4_OP_1.1542677766261527_Split_67.fasta', -5.455, -0.301, -4.913, -7.471
'MAFFT_b0#0067_htH_tree_76_OP_1.9781210467371317_Split_67.fasta', -0.686, 4.472, -6.12, -3.091
'MAFFT_b0#0067_thH_tree_76_OP_1.9781210467371317_Split_67.fasta', -1.627, 3.524, -7.225, -4.495
'MAFFT_b0#0067_thT_tree_4_OP_1.1542677766261527_Split_67.fasta', -8.94, -4.266, -10.744, -9.997
'MAFFT_b0#0067_ttH_tree_76_OP_1.9781210467371317_Split_67.fasta', -0.686, 4.472, -6.12, -3.091
'MAFFT_b0#0067_ttT_tree_4_OP_1.1542677766261527_Split_67.fasta', -5.455, -0.301, -4.913, -7.471
'MAFFT_b0#0067_ttT_tree_76_OP_1.9781210467371317_Split_67.fasta', -0.686, 4.472, -6.12, -3.091
'MAFFT_b0#0069_htH_tree_20_OP_2.4221981553992458_Split_69.fasta', -10.663, -7.943, -7.331, -12.12
'MAFFT_b0#0069_htH_tree_73_OP_2.973262473304242_Split_69.fasta', -3.314, 1.401, -8.209, -4.772
'MAFFT_b0#0069_htT_tree_20_OP_2.4221981553992458_Split_69.fasta', -10.663, -7.943, -7.331, -12.12
'MAFFT_b0#0069_htT_tree_73_OP_2.973262473304242_Split_69.fasta', -3.314, 1.401, -8.209, -4.772
'MAFFT_b0#0069_thH_tree_20_OP_2.4221981553992458_Split_69.fasta', -10.376, -7.641, -7.094, -11.875
'MAFFT_b0#0069_thH_tree_73_OP_2.973262473304242_Split_69.fasta', -3.853, 0.723, -8.244, -5.141
'MAFFT_b0#0069_thT_tree_20_OP_2.4221981553992458_Split_69.fasta', -10.376, -7.641, -7.094, -11.875
'MAFFT_b0#0069_ttH_tree_73_OP_2.973262473304242_Split_69.fasta', -3.314, 1.401, -8.209, -4.772
'MAFFT_b0#0070_hhH_tree_86_OP_1.7393056698625855_Split_70.fasta', -3.34, 1.378, -6.487, -5.506
'MAFFT_b0#0070_hhT_tree_17_OP_1.818409912056766_Split_70.fasta', -8.048, -3.594, -9.8, -10.157
'MAFFT_b0#0070_htH_tree_86_OP_1.7393056698625855_Split_70.fasta', -4.018, 0.631, -4.911, -7.242
'MAFFT_b0#0070_thH_tree_17_OP_1.818409912056766_Split_70.fasta', -7.467, -2.883, -9.63, -10.39
'MAFFT_b0#0070_thH_tree_86_OP_1.7393056698625855_Split_70.fasta', -3.34, 1.378, -6.487, -5.506
'MAFFT_b0#0070_ttH_tree_17_OP_1.818409912056766_Split_70.fasta', -7.466, -2.882, -9.627, -10.389
'MAFFT_b0#0070_ttT_tree_17_OP_1.818409912056766_Split_70.fasta', -7.466, -2.882, -9.627, -10.389
'MAFFT_b0#0070_ttT_tree_86_OP_1.7393056698625855_Split_70.fasta', -4.018, 0.631, -4.911, -7.242
'MAFFT_b0#0071_thH_tree_83_OP_1.1196527601502904_Split_71.fasta', 0.968, 7.164, -1.09, -0.368
'MAFFT_b0#0071_thT_tree_83_OP_1.1196527601502904_Split_71.fasta', 0.968, 7.164, -1.09, -0.368
'MAFFT_b0#0071_ttH_tree_83_OP_1.1196527601502904_Split_71.fasta', 0.064, 5.994, 0.07, -2.369
'MAFFT_b0#0071_ttT_tree_83_OP_1.1196527601502904_Split_71.fasta', 0.064, 5.994, 0.07, -2.369
'MAFFT_b0#0072_hhH_tree_16_OP_1.904493049197901_Split_72.fasta', -5.059, -0.443, -7.45, -6.854
'MAFFT_b0#0072_hhH_tree_2_OP_2.0780663887168265_Split_72.fasta', -6.043, -3.072, -4.697, -9.766
'MAFFT_b0#0072_htH_tree_2_OP_2.0780663887168265_Split_72.fasta', -7.901, -4.81, -5.033, -11.78
'MAFFT_b0#0072_htT_tree_16_OP_1.904493049197901_Split_72.fasta', -5.824, -1.241, -8.485, -7.391
'MAFFT_b0#0072_htT_tree_2_OP_2.0780663887168265_Split_72.fasta', -7.901, -4.81, -5.033, -11.78
'MAFFT_b0#0072_thH_tree_2_OP_2.0780663887168265_Split_72.fasta', -6.043, -3.072, -4.697, -9.766
'MAFFT_b0#0072_ttH_tree_16_OP_1.904493049197901_Split_72.fasta', -5.824, -1.241, -8.485, -7.391
'MAFFT_b0#0072_ttT_tree_16_OP_1.904493049197901_Split_72.fasta', -5.824, -1.241, -8.485, -7.391
'MAFFT_b0#0073_hhT_tree_96_OP_2.2598618576256135_Split_73.fasta', 3.165, 8.964, -0.565, 0.389
'MAFFT_b0#0073_htH_tree_96_OP_2.2598618576256135_Split_73.fasta', 3.056, 8.844, -0.294, 0.475
'MAFFT_b0#0073_htT_tree_38_OP_1.4036490691810368_Split_73.fasta', -12.469, -9.938, -13.541, -13.49
'MAFFT_b0#0073_htT_tree_96_OP_2.2598618576256135_Split_73.fasta', 3.056, 8.844, -0.294, 0.475
'MAFFT_b0#0073_thT_tree_38_OP_1.4036490691810368_Split_73.fasta', -11.83, -9.133, -12.984, -12.65
'MAFFT_b0#0073_thT_tree_96_OP_2.2598618576256135_Split_73.fasta', 3.165, 8.964, -0.565, 0.389
'MAFFT_b0#0073_ttH_tree_38_OP_1.4036490691810368_Split_73.fasta', -13.27, -10.856, -13.851, -14.76
'MAFFT_b0#0073_ttT_tree_38_OP_1.4036490691810368_Split_73.fasta', -13.27, -10.856, -13.851, -14.76
'MAFFT_b0#0074_hhH_tree_56_OP_1.8151633835449412_Split_74.fasta', -1.182, 4.863, -2.629, -3.228
'MAFFT_b0#0074_hhH_tree_79_OP_1.1319264156945865_Split_74.fasta', -9.148, -5.086, -7.785, -10.98
'MAFFT_b0#0074_htH_tree_56_OP_1.8151633835449412_Split_74.fasta', -1.168, 4.823, -3.198, -2.914
'MAFFT_b0#0074_htT_tree_79_OP_1.1319264156945865_Split_74.fasta', -8.92, -4.742, -7.977, -10.595
'MAFFT_b0#0074_thT_tree_56_OP_1.8151633835449412_Split_74.fasta', -1.182, 4.863, -2.629, -3.228
'MAFFT_b0#0074_ttH_tree_56_OP_1.8151633835449412_Split_74.fasta', -1.168, 4.823, -3.198, -2.914
'MAFFT_b0#0074_ttH_tree_79_OP_1.1319264156945865_Split_74.fasta', -8.92, -4.742, -7.977, -10.595
'MAFFT_b0#0074_ttT_tree_79_OP_1.1319264156945865_Split_74.fasta', -8.92, -4.742, -7.977, -10.595
'MAFFT_b0#0075_hhH_tree_81_OP_1.1314497018902243_Split_75.fasta', -10.286, -5.587, -13.845, -13.167
'MAFFT_b0#0075_hhT_tree_19_OP_1.5848887345678324_Split_75.fasta', -2.861, 2.63, -7.635, -6.271
'MAFFT_b0#0075_htH_tree_19_OP_1.5848887345678324_Split_75.fasta', -2.881, 2.615, -7.659, -6.293
'MAFFT_b0#0075_htH_tree_81_OP_1.1314497018902243_Split_75.fasta', -10.326, -5.622, -13.866, -13.185
'MAFFT_b0#0075_thH_tree_81_OP_1.1314497018902243_Split_75.fasta', -10.153, -5.424, -13.739, -13.054
'MAFFT_b0#0075_thT_tree_19_OP_1.5848887345678324_Split_75.fasta', -2.936, 2.547, -6.913, -6.908
'MAFFT_b0#0075_ttH_tree_19_OP_1.5848887345678324_Split_75.fasta', -2.956, 2.531, -6.939, -6.931
'MAFFT_b0#0075_ttH_tree_81_OP_1.1314497018902243_Split_75.fasta', -10.194, -5.459, -13.759, -13.072
'MAFFT_b0#0077_hhT_tree_15_OP_2.550159221795637_Split_77.fasta', -0.806, 4.658, -4.489, -3.121
'MAFFT_b0#0077_htT_tree_15_OP_2.550159221795637_Split_77.fasta', -3.026, 1.8, -5.722, -5.339
'MAFFT_b0#0077_thH_tree_15_OP_2.550159221795637_Split_77.fasta', -0.806, 4.658, -4.489, -3.121
'MAFFT_b0#0077_thT_tree_15_OP_2.550159221795637_Split_77.fasta', -0.806, 4.658, -4.489, -3.121
'MAFFT_b0#0079_hhH_tree_53_OP_2.8446810696084794_Split_79.fasta', -0.529, 4.403, 0.644, -4.232
'MAFFT_b0#0079_hhT_tree_53_OP_2.8446810696084794_Split_79.fasta', -0.529, 4.403, 0.644, -4.232
'MAFFT_b0#0079_htT_tree_53_OP_2.8446810696084794_Split_79.fasta', -0.569, 4.357, 0.626, -4.28
'MAFFT_b0#0079_ttH_tree_53_OP_2.8446810696084794_Split_79.fasta', -0.603, 4.311, 0.592, -4.344
'MAFFT_b0#0081_hhH_tree_28_OP_2.8015195195451144_Split_81.fasta', -6.775, -2.174, -5.794, -9.03
'MAFFT_b0#0081_hhT_tree_28_OP_2.8015195195451144_Split_81.fasta', -6.775, -2.174, -5.794, -9.03
'MAFFT_b0#0081_htH_tree_70_OP_2.86216121405654_Split_81.fasta', -1.409, 3.816, -2.059, -5.634
'MAFFT_b0#0081_htT_tree_70_OP_2.86216121405654_Split_81.fasta', -1.409, 3.816, -2.059, -5.634
'MAFFT_b0#0081_thH_tree_70_OP_2.86216121405654_Split_81.fasta', -0.917, 4.38, -1.782, -5.351
'MAFFT_b0#0081_thT_tree_28_OP_2.8015195195451144_Split_81.fasta', -6.775, -2.174, -5.794, -9.03
'MAFFT_b0#0081_ttH_tree_28_OP_2.8015195195451144_Split_81.fasta', -6.277, -1.571, -5.187, -8.573
'MAFFT_b0#0081_ttH_tree_70_OP_2.86216121405654_Split_81.fasta', -1.409, 3.816, -2.059, -5.634
'MAFFT_b0#0085_hhH_tree_6_OP_2.614406638642872_Split_85.fasta', -8.804, -5.394, -11.889, -10.065
'MAFFT_b0#0085_htH_tree_6_OP_2.614406638642872_Split_85.fasta', -8.831, -5.432, -11.883, -10.096
'MAFFT_b0#0085_htT_tree_43_OP_1.1593268235540946_Split_85.fasta', -1.652, 4.1, -2.694, -3.97
'MAFFT_b0#0085_htT_tree_6_OP_2.614406638642872_Split_85.fasta', -8.831, -5.432, -11.883, -10.096
'MAFFT_b0#0085_thT_tree_43_OP_1.1593268235540946_Split_85.fasta', -1.404, 4.341, -2.654, -6.241
'MAFFT_b0#0085_thT_tree_6_OP_2.614406638642872_Split_85.fasta', -8.804, -5.394, -11.889, -10.065
'MAFFT_b0#0085_ttH_tree_43_OP_1.1593268235540946_Split_85.fasta', -1.652, 4.1, -2.694, -3.97
'MAFFT_b0#0085_ttT_tree_43_OP_1.1593268235540946_Split_85.fasta', -1.652, 4.1, -2.694, -3.97
'MAFFT_b0#0086_hhH_tree_98_OP_1.0089131553899002_Split_86.fasta', -7.417, -2.435, -8.415, -10.537
'MAFFT_b0#0086_hhT_tree_98_OP_1.0089131553899002_Split_86.fasta', -7.417, -2.435, -8.415, -10.537
'MAFFT_b0#0086_htH_tree_98_OP_1.0089131553899002_Split_86.fasta', -7.195, -2.066, -7.357, -9.82
'MAFFT_b0#0086_thH_tree_98_OP_1.0089131553899002_Split_86.fasta', -7.417, -2.435, -8.415, -10.537
'MAFFT_b0#0088_hhH_tree_24_OP_2.5256879150632905_Split_88.fasta', -4.834, 0.148, -4.102, -9.869
'MAFFT_b0#0088_htH_tree_24_OP_2.5256879150632905_Split_88.fasta', -4.59, 0.499, -3.765, -9.494
'MAFFT_b0#0088_htT_tree_24_OP_2.5256879150632905_Split_88.fasta', -4.59, 0.499, -3.765, -9.494
'MAFFT_b0#0088_thH_tree_24_OP_2.5256879150632905_Split_88.fasta', -4.834, 0.148, -4.102, -9.869
'MAFFT_b0#0089_hhH_tree_3_OP_2.728084439580989_Split_89.fasta', -3.735, 0.492, -1.551, -6.161
'MAFFT_b0#0089_hhT_tree_3_OP_2.728084439580989_Split_89.fasta', -3.735, 0.492, -1.551, -6.161
'MAFFT_b0#0089_htH_tree_3_OP_2.728084439580989_Split_89.fasta', -4.097, 0.001, -0.918, -6.339
'MAFFT_b0#0089_htT_tree_3_OP_2.728084439580989_Split_89.fasta', -4.097, 0.001, -0.918, -6.339
'MAFFT_b0#0091_hhH_tree_58_OP_2.470758940826272_Split_91.fasta', -4.897, -1.216, -10.128, -6.241
'MAFFT_b0#0091_htH_tree_58_OP_2.470758940826272_Split_91.fasta', -4.897, -1.216, -10.128, -6.241
'MAFFT_b0#0091_thH_tree_58_OP_2.470758940826272_Split_91.fasta', -4.247, -0.37, -9.16, -5.443
'MAFFT_b0#0091_thT_tree_58_OP_2.470758940826272_Split_91.fasta', -4.247, -0.37, -9.16, -5.443
'MAFFT_b0#0092_hhH_tree_42_OP_1.3915835484150982_Split_92.fasta', -2.369, 2.037, -0.156, -5.114
'MAFFT_b0#0092_htH_tree_42_OP_1.3915835484150982_Split_92.fasta', -2.854, 1.538, -0.827, -5.144
'MAFFT_b0#0092_thH_tree_42_OP_1.3915835484150982_Split_92.fasta', -2.382, 2.011, -0.137, -5.091
'MAFFT_b0#0092_thT_tree_42_OP_1.3915835484150982_Split_92.fasta', -2.382, 2.011, -0.137, -5.091
'MAFFT_b0#0093_hhH_tree_50_OP_1.9153041649578615_Split_93.fasta', -10.203, -6.358, -10.059, -12.164
'MAFFT_b0#0093_htH_tree_49_OP_1.2895147288295243_Split_93.fasta', -2.906, 3.273, -4.16, -8.652
'MAFFT_b0#0093_htH_tree_50_OP_1.9153041649578615_Split_93.fasta', -7.149, -2.959, -8.586, -8.488
'MAFFT_b0#0093_htT_tree_50_OP_1.9153041649578615_Split_93.fasta', -7.149, -2.959, -8.586, -8.488
'MAFFT_b0#0093_thH_tree_49_OP_1.2895147288295243_Split_93.fasta', -3.695, 2.212, -3.427, -9.347
'MAFFT_b0#0093_thT_tree_49_OP_1.2895147288295243_Split_93.fasta', -3.695, 2.212, -3.427, -9.347
'MAFFT_b0#0093_ttT_tree_49_OP_1.2895147288295243_Split_93.fasta', -3.749, 2.169, -5.768, -8.62
'MAFFT_b0#0093_ttT_tree_50_OP_1.9153041649578615_Split_93.fasta', -7.49, -3.326, -8.969, -8.828
'MAFFT_b0#0094_hhH_tree_61_OP_2.233368308529553_Split_94.fasta', 0.143, 5.314, -3.938, -1.944
'MAFFT_b0#0094_hhT_tree_63_OP_2.7597843575557506_Split_94.fasta', -3.188, 1.421, -4.536, -7.668
'MAFFT_b0#0094_htT_tree_63_OP_2.7597843575557506_Split_94.fasta', -1.905, 2.699, -4.42, -4.785
'MAFFT_b0#0094_thH_tree_61_OP_2.233368308529553_Split_94.fasta', 0.057, 5.208, -4.014, -2.011
'MAFFT_b0#0094_thH_tree_63_OP_2.7597843575557506_Split_94.fasta', -2.713, 1.996, -4.214, -7.157
'MAFFT_b0#0094_thT_tree_61_OP_2.233368308529553_Split_94.fasta', 0.057, 5.208, -4.014, -2.011
'MAFFT_b0#0094_thT_tree_63_OP_2.7597843575557506_Split_94.fasta', -2.713, 1.996, -4.214, -7.157
'MAFFT_b0#0094_ttH_tree_61_OP_2.233368308529553_Split_94.fasta', -0.592, 4.449, -5.255, -2.731
'MAFFT_b0#0095_hhH_tree_36_OP_1.861931102167887_Split_95.fasta', -7.283, -4.003, -9.614, -10.249
'MAFFT_b0#0095_hhT_tree_25_OP_1.0509666088927379_Split_95.fasta', -8.799, -4.15, -9.233, -12.307
'MAFFT_b0#0095_hhT_tree_36_OP_1.861931102167887_Split_95.fasta', -7.283, -4.003, -9.614, -10.249
