code_PAM250_GO_-6_GE_-1,sp_HENIKOFF_with_gaps_PAM250_GO_-6_GE_-1,sp_HENIKOFF_without_gaps_PAM250_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-6_GE_-1
'bali_phy_msa.176.fas', 126.826, 117.016, 1190.412, 1052.419
'bali_phy_msa.177.fas', 125.697, 115.646, 1295.274, 1026.17
'bali_phy_msa.178.fas', 127.33, 117.897, 1230.319, 1087.347
'bali_phy_msa.179.fas', 124.461, 114.282, 1160.689, 993.773
'bali_phy_msa.18.fas', 126.845, 116.674, 1282.404, 1042.805
'bali_phy_msa.180.fas', 124.599, 114.337, 1333.296, 1032.465
'bali_phy_msa.181.fas', 125.928, 116.301, 1267.849, 1058.843
'bali_phy_msa.182.fas', 126.44, 116.774, 1284.235, 1044.957
'bali_phy_msa.183.fas', 127.739, 118.316, 1317.556, 1063.542
'bali_phy_msa.184.fas', 128.093, 118.761, 1388.307, 1083.699
'bali_phy_msa.185.fas', 125.922, 116.219, 1268.471, 1027.071
'bali_phy_msa.186.fas', 127.472, 117.931, 1216.694, 1078.659
'bali_phy_msa.187.fas', 125.524, 115.311, 1243.258, 1017.66
'bali_phy_msa.188.fas', 125.965, 116.133, 1244.609, 1022.098
'bali_phy_msa.189.fas', 125.209, 115.526, 1310.92, 1039.272
'bali_phy_msa.19.fas', 127.63, 118.062, 1396.939, 1070.784
'bali_phy_msa.190.fas', 127.125, 117.572, 1243.351, 1076.284
'bali_phy_msa.191.fas', 127.317, 118.123, 1346.103, 1087.372
'bali_phy_msa.192.fas', 125.965, 116.391, 1178.748, 1040.818
'bali_phy_msa.193.fas', 129.012, 120.006, 1351.531, 1099.775
'bali_phy_msa.194.fas', 123.531, 113.507, 1212.279, 996.666
'bali_phy_msa.195.fas', 126.647, 117.018, 1188.764, 1059.734
'bali_phy_msa.196.fas', 130.041, 121.532, 1283.787, 1129.51
'bali_phy_msa.197.fas', 126.717, 117.151, 1284.669, 1042.97
'bali_phy_msa.198.fas', 126.463, 116.612, 1360.854, 1046.006
'bali_phy_msa.199.fas', 127.541, 118.467, 1320.877, 1068.028
'bali_phy_msa.2.fas', 121.256, 110.152, 1164.836, 921.351
'bali_phy_msa.20.fas', 129.208, 120.14, 1298.554, 1103.711
'bali_phy_msa.200.fas', 126.722, 116.965, 1221.68, 1066.219
'bali_phy_msa.201.fas', 127.529, 118.275, 1313.589, 1063.953
'bali_phy_msa.202.fas', 127.5, 117.787, 1348.28, 1063.528
'bali_phy_msa.203.fas', 125.838, 115.911, 1122.275, 1035.232
'bali_phy_msa.204.fas', 125.763, 116.017, 1166.296, 1037.258
'bali_phy_msa.205.fas', 125.852, 115.946, 1257.547, 1036.442
'bali_phy_msa.206.fas', 127.653, 118.078, 1303.652, 1082.673
'bali_phy_msa.207.fas', 127.545, 118.1, 1207.632, 1068.679
'bali_phy_msa.208.fas', 128.481, 119.049, 1333.314, 1091.437
'bali_phy_msa.209.fas', 126.593, 117.025, 1219.944, 1060.636
'bali_phy_msa.21.fas', 125.902, 115.862, 1282.474, 1045.119
'bali_phy_msa.210.fas', 127.694, 118.207, 1324.551, 1075.751
'bali_phy_msa.211.fas', 129.743, 120.953, 1397.503, 1122.051
'bali_phy_msa.212.fas', 128.063, 118.628, 1315.029, 1088.17
'bali_phy_msa.213.fas', 126.256, 116.874, 1360.652, 1065.258
'bali_phy_msa.214.fas', 127.875, 118.251, 1371.802, 1085.355
'bali_phy_msa.215.fas', 124.143, 113.764, 1197.203, 995.279
'bali_phy_msa.216.fas', 128.218, 119.038, 1292.562, 1075.468
'bali_phy_msa.217.fas', 127.277, 117.393, 1249.008, 1049.514
'bali_phy_msa.218.fas', 125.982, 116.435, 1318.091, 1058.146
'bali_phy_msa.219.fas', 128.971, 119.753, 1332.202, 1092.066
'bali_phy_msa.22.fas', 125.605, 115.809, 1329.136, 1021.446
'bali_phy_msa.220.fas', 126.404, 116.577, 1266.022, 1048.614
'bali_phy_msa.221.fas', 125.224, 114.996, 1206.579, 1022.404
'bali_phy_msa.222.fas', 128.594, 119.639, 1339.7, 1094.342
'bali_phy_msa.223.fas', 126.335, 116.718, 1295.362, 1053.819
'bali_phy_msa.224.fas', 128.523, 119.32, 1271.538, 1078.168
'bali_phy_msa.225.fas', 128.833, 119.719, 1335.166, 1100.931
'bali_phy_msa.226.fas', 127.273, 117.698, 1254.817, 1060.465
'bali_phy_msa.227.fas', 128.228, 118.846, 1313.086, 1085.745
'bali_phy_msa.228.fas', 128.612, 119.285, 1395.85, 1094.968
'bali_phy_msa.229.fas', 126.512, 116.836, 1227.005, 1066.064
'bali_phy_msa.23.fas', 126.972, 117.002, 1221.174, 1047.468
'bali_phy_msa.230.fas', 127.751, 118.487, 1316.682, 1064.429
'bali_phy_msa.231.fas', 128.154, 118.845, 1293.68, 1069.174
'bali_phy_msa.232.fas', 126.469, 117.023, 1345.258, 1068.467
'bali_phy_msa.233.fas', 126.03, 116.19, 1204.164, 1034.953
'bali_phy_msa.234.fas', 127.84, 119.004, 1276.944, 1073.128
'bali_phy_msa.235.fas', 127.308, 117.748, 1201.965, 1077.941
'bali_phy_msa.236.fas', 127.618, 118.582, 1412.547, 1109.56
'bali_phy_msa.237.fas', 129.211, 120.354, 1371.335, 1106.493
'bali_phy_msa.238.fas', 123.588, 113.429, 1221.011, 1009.586
'bali_phy_msa.239.fas', 126.781, 117.093, 1141.027, 1065.3
'bali_phy_msa.24.fas', 126.282, 116.196, 1286.029, 1043.314
'bali_phy_msa.240.fas', 125.861, 116.153, 1305.225, 1052.29
'bali_phy_msa.241.fas', 126.479, 117.564, 1325.357, 1092.711
'bali_phy_msa.242.fas', 127.917, 118.348, 1315.851, 1064.87
'bali_phy_msa.243.fas', 127.533, 118.031, 1151.613, 1079.851
'bali_phy_msa.244.fas', 124.521, 114.21, 1275.851, 1020.471
'bali_phy_msa.245.fas', 125.517, 115.42, 1243.398, 1036.73
'bali_phy_msa.246.fas', 128.534, 119.255, 1312.023, 1076.127
'bali_phy_msa.247.fas', 126.106, 116.419, 1222.365, 1061.713
'bali_phy_msa.248.fas', 124.931, 114.905, 1302.754, 1019.92
'bali_phy_msa.249.fas', 126.185, 116.773, 1332.958, 1057.712
'bali_phy_msa.25.fas', 129.444, 120.368, 1323.478, 1104.405
'bali_phy_msa.250.fas', 128.385, 119.016, 1365.678, 1084.294
'bali_phy_msa.251.fas', 127.138, 117.583, 1264.559, 1044.201
'bali_phy_msa.252.fas', 128.561, 119.279, 1278.819, 1073.482
'bali_phy_msa.253.fas', 127.139, 117.218, 1156.808, 1053.376
'bali_phy_msa.254.fas', 125.362, 115.714, 1192.323, 1033.014
'bali_phy_msa.255.fas', 127.503, 118.15, 1252.724, 1058.573
'bali_phy_msa.256.fas', 127.24, 117.883, 1276.718, 1074.31
'bali_phy_msa.257.fas', 127.277, 117.862, 1347.746, 1062.331
'bali_phy_msa.258.fas', 127.863, 118.394, 1377.058, 1085.535
'bali_phy_msa.259.fas', 127.46, 117.907, 1318.104, 1055.227
'bali_phy_msa.26.fas', 128.245, 119.069, 1373.759, 1091.558
'bali_phy_msa.260.fas', 124.721, 114.357, 1242.115, 1022.975
'bali_phy_msa.261.fas', 127.468, 117.844, 1335.558, 1068.288
'bali_phy_msa.262.fas', 127.008, 117.727, 1239.627, 1059.908
'bali_phy_msa.263.fas', 128.472, 119.064, 1252.131, 1074.561
'bali_phy_msa.264.fas', 125.864, 115.893, 1034.958, 1011.315
'bali_phy_msa.265.fas', 128.953, 119.942, 1329.182, 1104.328
'bali_phy_msa.266.fas', 126.959, 117.572, 1266.256, 1073.96
'bali_phy_msa.267.fas', 128.427, 119.175, 1343.595, 1080.906
'bali_phy_msa.268.fas', 126.049, 116.278, 1251.741, 1018.33
'bali_phy_msa.269.fas', 127.603, 118.322, 1296.65, 1070.442
'bali_phy_msa.27.fas', 123.06, 112.708, 1247.418, 1005.521
'bali_phy_msa.270.fas', 126.168, 116.46, 1198.104, 1049.27
'bali_phy_msa.271.fas', 128.3, 118.731, 1226.866, 1080.816
'bali_phy_msa.272.fas', 127.035, 117.423, 1244.165, 1069.093
'bali_phy_msa.273.fas', 125.607, 116.253, 1327.672, 1045.201
'bali_phy_msa.274.fas', 127.507, 118.565, 1378.863, 1090.032
'bali_phy_msa.275.fas', 128.417, 119.135, 1217.473, 1082.035
'bali_phy_msa.276.fas', 127.864, 118.127, 1288.79, 1052.852
'bali_phy_msa.277.fas', 125.152, 114.518, 1179.777, 1008.258
'bali_phy_msa.278.fas', 127.47, 118.29, 1334.226, 1062.306
'bali_phy_msa.279.fas', 128.886, 119.914, 1427.552, 1106.143
'bali_phy_msa.28.fas', 126.338, 116.978, 1261.599, 1076.387
'bali_phy_msa.280.fas', 124.56, 114.419, 1284.723, 1015.517
'bali_phy_msa.281.fas', 127.763, 118.532, 1363.0, 1091.586
'bali_phy_msa.282.fas', 126.219, 116.334, 1166.441, 1046.428
'bali_phy_msa.283.fas', 125.951, 116.122, 1251.773, 1030.469
'bali_phy_msa.284.fas', 127.879, 118.571, 1321.155, 1068.59
'bali_phy_msa.285.fas', 127.655, 117.956, 1247.0, 1061.691
'bali_phy_msa.286.fas', 125.314, 115.195, 1078.613, 1024.227
'bali_phy_msa.287.fas', 128.987, 120.025, 1363.136, 1111.293
'bali_phy_msa.288.fas', 123.593, 113.105, 1146.507, 990.503
'bali_phy_msa.289.fas', 127.324, 117.566, 1293.087, 1053.174
'bali_phy_msa.29.fas', 127.97, 118.507, 1339.082, 1076.829
'bali_phy_msa.290.fas', 126.289, 116.286, 1192.023, 1024.03
'bali_phy_msa.291.fas', 126.422, 116.953, 1302.416, 1056.194
'bali_phy_msa.292.fas', 129.473, 120.367, 1295.247, 1095.85
'bali_phy_msa.293.fas', 125.416, 115.773, 1296.269, 1052.329
'bali_phy_msa.294.fas', 127.986, 118.453, 1311.273, 1080.813
'bali_phy_msa.295.fas', 124.672, 114.718, 1136.274, 1022.938
'bali_phy_msa.296.fas', 128.996, 119.711, 1302.955, 1084.416
'bali_phy_msa.297.fas', 126.96, 117.418, 1110.441, 1056.676
'bali_phy_msa.298.fas', 129.219, 120.086, 1373.21, 1108.463
'bali_phy_msa.299.fas', 123.684, 113.792, 1202.011, 1014.357
'bali_phy_msa.3.fas', 124.64, 113.936, 1047.536, 977.203
'bali_phy_msa.30.fas', 125.322, 115.074, 1218.668, 1016.984
'bali_phy_msa.300.fas', 124.636, 114.093, 1189.52, 1012.225
'bali_phy_msa.301.fas', 127.454, 118.285, 1326.4, 1082.869
'bali_phy_msa.302.fas', 127.031, 117.807, 1259.964, 1072.318
'bali_phy_msa.303.fas', 128.566, 119.213, 1256.954, 1081.858
'bali_phy_msa.304.fas', 127.401, 117.977, 1315.951, 1079.604
'bali_phy_msa.305.fas', 127.873, 118.433, 1388.717, 1063.887
'bali_phy_msa.306.fas', 125.738, 116.069, 1312.277, 1047.606
'bali_phy_msa.307.fas', 126.6, 116.687, 1244.898, 1053.817
'bali_phy_msa.308.fas', 126.255, 116.485, 1299.755, 1034.046
'bali_phy_msa.309.fas', 127.709, 118.204, 1309.922, 1088.314
'bali_phy_msa.31.fas', 125.706, 115.55, 1270.727, 1031.523
'bali_phy_msa.310.fas', 129.574, 120.712, 1373.094, 1119.122
'bali_phy_msa.311.fas', 127.414, 118.415, 1242.82, 1082.281
'bali_phy_msa.312.fas', 125.17, 114.777, 1269.188, 1007.491
'bali_phy_msa.313.fas', 128.263, 118.914, 1380.209, 1062.617
'bali_phy_msa.314.fas', 125.488, 115.8, 1214.424, 1018.114
'bali_phy_msa.315.fas', 128.019, 118.737, 1264.198, 1070.875
'bali_phy_msa.316.fas', 127.317, 117.863, 1361.864, 1064.174
'bali_phy_msa.317.fas', 126.924, 117.207, 1249.752, 1064.471
'bali_phy_msa.318.fas', 128.057, 118.885, 1347.822, 1079.918
'bali_phy_msa.319.fas', 128.289, 119.089, 1298.818, 1087.563
'bali_phy_msa.32.fas', 125.018, 114.849, 1132.042, 1029.12
'bali_phy_msa.320.fas', 129.771, 120.572, 1354.136, 1115.757
'bali_phy_msa.321.fas', 127.521, 117.678, 1170.175, 1079.304
'bali_phy_msa.322.fas', 127.886, 118.728, 1369.62, 1105.001
'bali_phy_msa.323.fas', 125.865, 115.877, 1282.567, 1046.664
'bali_phy_msa.324.fas', 128.462, 119.675, 1379.079, 1124.481
'bali_phy_msa.325.fas', 125.35, 115.413, 1167.693, 1033.005
'bali_phy_msa.326.fas', 127.471, 117.578, 1266.151, 1039.206
'bali_phy_msa.327.fas', 126.834, 116.926, 1348.069, 1027.146
'bali_phy_msa.328.fas', 127.959, 118.433, 1233.118, 1075.721
'bali_phy_msa.329.fas', 126.355, 117.186, 1330.802, 1039.041
'bali_phy_msa.33.fas', 124.207, 114.008, 1175.52, 1022.013
'bali_phy_msa.330.fas', 128.326, 119.207, 1372.243, 1100.142
'bali_phy_msa.331.fas', 128.041, 118.53, 1289.299, 1074.929
'bali_phy_msa.332.fas', 124.117, 114.213, 1274.94, 1028.082
'bali_phy_msa.333.fas', 128.135, 118.829, 1191.743, 1090.725
'bali_phy_msa.334.fas', 127.589, 118.636, 1310.475, 1090.084
'bali_phy_msa.335.fas', 129.492, 120.604, 1331.757, 1114.289
'bali_phy_msa.336.fas', 127.865, 118.533, 1295.452, 1067.165
'bali_phy_msa.337.fas', 127.045, 117.936, 1314.218, 1090.342
'bali_phy_msa.338.fas', 128.567, 119.585, 1343.412, 1102.847
'bali_phy_msa.339.fas', 128.699, 119.633, 1297.928, 1088.233
'bali_phy_msa.34.fas', 126.369, 116.335, 1245.321, 1043.156
'bali_phy_msa.340.fas', 126.06, 116.285, 1231.056, 1016.342
'bali_phy_msa.341.fas', 125.39, 115.051, 1183.358, 1017.037
'bali_phy_msa.342.fas', 126.684, 117.145, 1263.978, 1041.57
'bali_phy_msa.343.fas', 127.505, 117.928, 1313.174, 1070.739
'bali_phy_msa.344.fas', 127.059, 117.383, 1253.82, 1066.62
'bali_phy_msa.345.fas', 128.026, 119.01, 1140.531, 1101.46
'bali_phy_msa.346.fas', 126.442, 116.838, 1383.898, 1066.62
'bali_phy_msa.347.fas', 126.734, 117.085, 1181.083, 1057.127
'bali_phy_msa.348.fas', 127.738, 118.509, 1403.422, 1097.959
'bali_phy_msa.349.fas', 125.771, 115.804, 1205.979, 1041.766
'bali_phy_msa.35.fas', 129.498, 120.679, 1297.791, 1124.151
'bali_phy_msa.350.fas', 128.17, 118.993, 1276.04, 1088.361
'bali_phy_msa.351.fas', 127.339, 117.975, 1280.328, 1057.934
'bali_phy_msa.352.fas', 126.145, 116.64, 1318.883, 1047.87
'bali_phy_msa.353.fas', 129.112, 120.01, 1359.236, 1090.484
'bali_phy_msa.354.fas', 126.506, 117.082, 1195.911, 1039.342
'bali_phy_msa.355.fas', 127.302, 117.62, 1275.955, 1053.829
'bali_phy_msa.356.fas', 127.643, 118.427, 1304.206, 1056.842
'bali_phy_msa.357.fas', 126.812, 116.753, 1225.242, 1031.885
'bali_phy_msa.358.fas', 124.891, 114.376, 1137.37, 1005.728
'bali_phy_msa.359.fas', 127.586, 118.151, 1324.705, 1067.281
'bali_phy_msa.36.fas', 127.377, 118.323, 1222.628, 1064.838
'bali_phy_msa.360.fas', 127.817, 118.568, 1253.853, 1076.381
'bali_phy_msa.361.fas', 126.266, 116.698, 1188.914, 1056.2
'bali_phy_msa.362.fas', 127.6, 118.111, 1251.954, 1054.652
'bali_phy_msa.363.fas', 126.557, 116.773, 1255.693, 1020.884
'bali_phy_msa.364.fas', 126.58, 116.703, 1190.561, 1038.609
'bali_phy_msa.365.fas', 128.387, 119.281, 1300.194, 1071.746
'bali_phy_msa.366.fas', 124.293, 114.038, 1138.221, 982.571
'bali_phy_msa.367.fas', 127.601, 118.468, 1524.534, 1092.727
'bali_phy_msa.368.fas', 128.892, 119.884, 1321.196, 1092.319
'bali_phy_msa.369.fas', 125.945, 116.009, 1134.271, 1030.066
'bali_phy_msa.37.fas', 128.765, 119.477, 1190.732, 1092.371
'bali_phy_msa.370.fas', 129.177, 120.342, 1397.538, 1108.181
'bali_phy_msa.371.fas', 128.096, 118.962, 1423.61, 1083.154
'bali_phy_msa.372.fas', 123.161, 112.614, 1140.087, 1001.242
'bali_phy_msa.373.fas', 127.666, 118.248, 1294.923, 1057.167
'bali_phy_msa.374.fas', 125.76, 115.667, 1253.6, 1040.937
'bali_phy_msa.375.fas', 128.581, 119.206, 1298.3, 1093.348
'bali_phy_msa.376.fas', 127.37, 117.962, 1379.347, 1086.549
'bali_phy_msa.377.fas', 128.626, 119.396, 1362.881, 1098.68
'bali_phy_msa.378.fas', 126.809, 117.471, 1275.356, 1077.223
'bali_phy_msa.379.fas', 128.177, 118.812, 1316.541, 1073.445
'bali_phy_msa.38.fas', 128.691, 119.395, 1276.154, 1096.055
'bali_phy_msa.380.fas', 126.142, 116.328, 1203.626, 1053.487
'bali_phy_msa.381.fas', 128.583, 119.56, 1306.085, 1082.311
'bali_phy_msa.382.fas', 126.487, 116.792, 1236.84, 1052.236
'bali_phy_msa.383.fas', 127.859, 118.514, 1308.625, 1077.38
'bali_phy_msa.384.fas', 127.007, 117.037, 1218.343, 1053.519
'bali_phy_msa.385.fas', 127.801, 118.412, 1278.38, 1084.818
'bali_phy_msa.386.fas', 126.54, 116.595, 1151.893, 1023.0
'bali_phy_msa.387.fas', 126.699, 117.049, 1285.152, 1053.985
'bali_phy_msa.388.fas', 127.59, 117.837, 1344.827, 1076.096
'bali_phy_msa.389.fas', 127.067, 117.263, 1275.253, 1064.119
'bali_phy_msa.39.fas', 127.95, 118.915, 1383.073, 1082.163
'bali_phy_msa.390.fas', 126.406, 116.722, 1190.688, 1060.055
'bali_phy_msa.391.fas', 127.427, 118.561, 1329.037, 1072.303
'bali_phy_msa.392.fas', 126.058, 116.034, 1290.42, 1050.458
'bali_phy_msa.393.fas', 129.087, 120.377, 1356.884, 1096.6
'bali_phy_msa.394.fas', 125.659, 115.902, 1260.946, 1044.271
'bali_phy_msa.395.fas', 127.073, 117.75, 1270.451, 1085.524
'bali_phy_msa.396.fas', 127.885, 118.717, 1231.156, 1061.827
'bali_phy_msa.397.fas', 127.361, 117.625, 1278.732, 1066.26
'bali_phy_msa.398.fas', 127.834, 118.425, 1285.444, 1077.706
'bali_phy_msa.399.fas', 128.455, 118.968, 1281.731, 1093.019
'bali_phy_msa.4.fas', 128.894, 119.528, 1312.359, 1087.499
'bali_phy_msa.40.fas', 124.772, 114.393, 1185.888, 1013.471
'bali_phy_msa.400.fas', 128.591, 119.347, 1260.531, 1073.66
'bali_phy_msa.41.fas', 126.852, 117.239, 1359.062, 1056.7
'bali_phy_msa.42.fas', 126.733, 117.254, 1259.431, 1061.058
'bali_phy_msa.43.fas', 125.995, 116.419, 1266.375, 1053.648
'bali_phy_msa.44.fas', 127.736, 118.511, 1326.043, 1078.77
'bali_phy_msa.45.fas', 128.625, 119.194, 1268.93, 1091.425
'bali_phy_msa.46.fas', 123.772, 113.697, 1263.439, 1015.887
'bali_phy_msa.47.fas', 127.546, 117.816, 1288.394, 1078.005
'bali_phy_msa.48.fas', 125.932, 116.133, 1231.624, 1053.839
'bali_phy_msa.49.fas', 128.268, 119.371, 1456.886, 1089.296
'bali_phy_msa.5.fas', 126.995, 117.277, 1186.016, 1033.986
'bali_phy_msa.50.fas', 126.229, 116.631, 1316.684, 1059.16
'bali_phy_msa.51.fas', 127.373, 118.117, 1314.488, 1076.71
'bali_phy_msa.52.fas', 127.094, 117.87, 1185.996, 1063.829
'bali_phy_msa.53.fas', 124.841, 114.749, 1097.016, 1019.256
'bali_phy_msa.54.fas', 127.639, 117.808, 1190.445, 1035.759
'bali_phy_msa.55.fas', 126.283, 116.7, 1345.99, 1036.36
'bali_phy_msa.56.fas', 127.409, 117.884, 1188.381, 1069.484
'bali_phy_msa.57.fas', 127.409, 118.035, 1318.34, 1065.299
'bali_phy_msa.58.fas', 126.357, 116.46, 1239.524, 1045.724
'bali_phy_msa.59.fas', 127.182, 117.928, 1341.679, 1078.114
'bali_phy_msa.6.fas', 128.488, 119.337, 1279.309, 1079.232
'bali_phy_msa.60.fas', 126.667, 117.014, 1267.785, 1059.26
'bali_phy_msa.61.fas', 126.037, 116.603, 1270.558, 1049.107
'bali_phy_msa.62.fas', 128.487, 119.216, 1370.203, 1090.859
'bali_phy_msa.63.fas', 126.719, 116.792, 1145.621, 1040.957
'bali_phy_msa.64.fas', 124.99, 115.254, 1165.389, 1057.386
'bali_phy_msa.65.fas', 125.268, 115.027, 1243.948, 1030.742
'bali_phy_msa.66.fas', 126.499, 116.627, 1294.676, 1045.733
'bali_phy_msa.67.fas', 126.916, 117.109, 1134.58, 1048.553
'bali_phy_msa.68.fas', 128.814, 119.818, 1277.405, 1099.719
'bali_phy_msa.69.fas', 127.591, 117.988, 1265.414, 1067.602
'bali_phy_msa.7.fas', 126.895, 117.242, 1279.949, 1065.432
'bali_phy_msa.70.fas', 124.713, 114.717, 1266.073, 1040.567
