code_PAM250_GO_-10_GE_-1,sp_HENIKOFF_with_gaps_PAM250_GO_-10_GE_-1,sp_HENIKOFF_without_gaps_PAM250_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-10_GE_-1
'bali_phy_msa.69.fas', 110.1, 99.577, 1078.127, 898.479
'bali_phy_msa.7.fas', 109.637, 99.19, 1093.779, 898.289
'bali_phy_msa.70.fas', 106.0, 95.061, 1061.531, 859.202
'bali_phy_msa.71.fas', 111.452, 101.454, 1147.635, 920.684
'bali_phy_msa.72.fas', 111.554, 101.455, 967.138, 943.368
'bali_phy_msa.73.fas', 108.295, 97.425, 1067.332, 878.037
'bali_phy_msa.74.fas', 107.634, 97.437, 1106.36, 891.351
'bali_phy_msa.75.fas', 110.87, 100.612, 1123.57, 913.817
'bali_phy_msa.76.fas', 111.634, 101.505, 1078.209, 922.824
'bali_phy_msa.77.fas', 109.363, 98.674, 1022.904, 884.005
'bali_phy_msa.78.fas', 109.525, 99.126, 1101.076, 878.953
'bali_phy_msa.79.fas', 106.251, 95.168, 1102.013, 842.64
'bali_phy_msa.8.fas', 108.984, 98.591, 1118.96, 907.243
'bali_phy_msa.80.fas', 107.563, 96.598, 1028.289, 849.942
'bali_phy_msa.81.fas', 109.247, 98.611, 1078.918, 875.205
'bali_phy_msa.82.fas', 110.096, 99.506, 1092.419, 894.917
'bali_phy_msa.83.fas', 108.552, 98.226, 1071.356, 865.027
'bali_phy_msa.84.fas', 112.042, 101.773, 1084.205, 920.421
'bali_phy_msa.85.fas', 108.387, 97.21, 1040.042, 869.45
'bali_phy_msa.86.fas', 110.234, 99.829, 1133.3, 903.437
'bali_phy_msa.87.fas', 111.027, 100.981, 1079.075, 903.222
'bali_phy_msa.88.fas', 110.033, 99.455, 1001.543, 880.544
'bali_phy_msa.89.fas', 110.741, 100.072, 1140.497, 906.803
'bali_phy_msa.9.fas', 111.484, 101.419, 1151.244, 932.897
'bali_phy_msa.90.fas', 108.54, 97.607, 1061.51, 892.193
'bali_phy_msa.91.fas', 110.839, 100.51, 1166.393, 912.218
'bali_phy_msa.92.fas', 111.263, 100.981, 1078.327, 910.904
'bali_phy_msa.93.fas', 113.984, 104.518, 1254.762, 968.168
'bali_phy_msa.94.fas', 111.709, 102.008, 1183.923, 941.229
'bali_phy_msa.95.fas', 109.892, 99.597, 1115.507, 890.441
'bali_phy_msa.96.fas', 110.64, 100.421, 1036.848, 910.61
'bali_phy_msa.97.fas', 109.937, 99.652, 1128.473, 908.07
'bali_phy_msa.98.fas', 109.242, 98.513, 1159.367, 884.867
'bali_phy_msa.99.fas', 110.329, 100.196, 1135.392, 933.558
'MAFFT_b0#0072_hhH_tree_74_OP_1.9907948557296418_Split_72.fasta', 89.844, 82.813, 1274.875, 1183.624
'MAFFT_b0#0072_hhT_tree_39_OP_1.782001260864562_Split_72.fasta', 96.438, 90.224, 1626.955, 1621.193
'MAFFT_b0#0072_hhT_tree_74_OP_1.9907948557296418_Split_72.fasta', 89.844, 82.813, 1274.875, 1183.624
'MAFFT_b0#0072_htT_tree_74_OP_1.9907948557296418_Split_72.fasta', 89.087, 81.777, 1281.591, 1169.804
'MAFFT_b0#0072_thT_tree_39_OP_1.782001260864562_Split_72.fasta', 96.438, 90.224, 1626.955, 1621.193
'MAFFT_b0#0072_ttH_tree_39_OP_1.782001260864562_Split_72.fasta', 97.793, 91.22, 1519.373, 1504.831
'MAFFT_b0#0072_ttH_tree_74_OP_1.9907948557296418_Split_72.fasta', 89.087, 81.777, 1281.591, 1169.804
'MAFFT_b0#0072_ttT_tree_39_OP_1.782001260864562_Split_72.fasta', 97.793, 91.22, 1519.373, 1504.831
'MAFFT_b0#0073_hhH_tree_72_OP_1.2847368950501976_Split_73.fasta', 90.704, 84.337, 1199.493, 1207.743
'MAFFT_b0#0073_htT_tree_72_OP_1.2847368950501976_Split_73.fasta', 91.625, 85.72, 1276.744, 1278.607
'MAFFT_b0#0073_thT_tree_72_OP_1.2847368950501976_Split_73.fasta', 91.236, 84.671, 1208.064, 1216.358
'MAFFT_b0#0073_ttT_tree_72_OP_1.2847368950501976_Split_73.fasta', 92.153, 86.048, 1285.741, 1287.618
'MAFFT_b0#0074_hhH_tree_57_OP_2.54578155531949_Split_74.fasta', 92.622, 84.58, 1346.181, 1337.467
'MAFFT_b0#0074_hhT_tree_57_OP_2.54578155531949_Split_74.fasta', 92.622, 84.58, 1346.181, 1337.467
'MAFFT_b0#0074_htH_tree_46_OP_1.4327650627329234_Split_74.fasta', 90.905, 84.119, 1363.89, 1330.642
'MAFFT_b0#0074_htH_tree_57_OP_2.54578155531949_Split_74.fasta', 93.768, 86.214, 1519.03, 1420.234
'MAFFT_b0#0074_thH_tree_46_OP_1.4327650627329234_Split_74.fasta', 90.416, 84.1, 1375.904, 1308.98
'MAFFT_b0#0074_thT_tree_46_OP_1.4327650627329234_Split_74.fasta', 90.416, 84.1, 1375.904, 1308.98
'MAFFT_b0#0074_ttH_tree_46_OP_1.4327650627329234_Split_74.fasta', 90.905, 84.119, 1363.89, 1330.642
'MAFFT_b0#0074_ttH_tree_57_OP_2.54578155531949_Split_74.fasta', 93.768, 86.214, 1519.03, 1420.234
'MAFFT_b0#0075_hhT_tree_2_OP_1.5699182788181343_Split_75.fasta', 87.303, 80.831, 1386.361, 1375.728
'MAFFT_b0#0075_htT_tree_2_OP_1.5699182788181343_Split_75.fasta', 88.028, 81.367, 1449.455, 1428.523
'MAFFT_b0#0075_thH_tree_2_OP_1.5699182788181343_Split_75.fasta', 87.303, 80.831, 1386.361, 1375.728
'MAFFT_b0#0075_ttT_tree_2_OP_1.5699182788181343_Split_75.fasta', 88.028, 81.367, 1449.455, 1428.523
'MAFFT_b0#0078_hhH_tree_89_OP_1.346742443921104_Split_78.fasta', 84.621, 78.511, 1375.217, 1326.191
'MAFFT_b0#0078_hhT_tree_89_OP_1.346742443921104_Split_78.fasta', 84.621, 78.511, 1375.217, 1326.191
'MAFFT_b0#0078_thH_tree_89_OP_1.346742443921104_Split_78.fasta', 83.485, 77.693, 1356.454, 1307.007
'MAFFT_b0#0078_thT_tree_89_OP_1.346742443921104_Split_78.fasta', 83.485, 77.693, 1356.454, 1307.007
'MAFFT_b0#0080_hhH_tree_42_OP_1.2233803782003307_Split_80.fasta', 81.589, 75.933, 1200.616, 1120.452
'MAFFT_b0#0080_hhH_tree_82_OP_2.722114917861654_Split_80.fasta', 90.678, 84.163, 1517.59, 1524.771
'MAFFT_b0#0080_hhT_tree_42_OP_1.2233803782003307_Split_80.fasta', 81.589, 75.933, 1200.616, 1120.452
'MAFFT_b0#0080_htT_tree_42_OP_1.2233803782003307_Split_80.fasta', 81.799, 75.309, 1163.456, 1107.999
'MAFFT_b0#0080_thT_tree_42_OP_1.2233803782003307_Split_80.fasta', 83.136, 77.394, 1157.945, 1146.995
'MAFFT_b0#0080_thT_tree_82_OP_2.722114917861654_Split_80.fasta', 90.678, 84.163, 1517.59, 1524.771
'MAFFT_b0#0080_ttH_tree_82_OP_2.722114917861654_Split_80.fasta', 98.804, 91.823, 1503.563, 1522.035
'MAFFT_b0#0080_ttT_tree_82_OP_2.722114917861654_Split_80.fasta', 98.804, 91.823, 1503.563, 1522.035
'MAFFT_b0#0083_hhT_tree_11_OP_1.5768560018637672_Split_83.fasta', 88.429, 81.18, 1230.176, 1225.397
'MAFFT_b0#0083_hhT_tree_96_OP_2.7533048964132307_Split_83.fasta', 93.432, 87.359, 1420.898, 1358.79
'MAFFT_b0#0083_htH_tree_96_OP_2.7533048964132307_Split_83.fasta', 92.82, 86.462, 1399.5, 1345.03
'MAFFT_b0#0083_htT_tree_11_OP_1.5768560018637672_Split_83.fasta', 89.528, 82.329, 1249.502, 1244.47
'MAFFT_b0#0083_thT_tree_96_OP_2.7533048964132307_Split_83.fasta', 93.415, 87.369, 1429.063, 1366.527
'MAFFT_b0#0083_ttH_tree_11_OP_1.5768560018637672_Split_83.fasta', 87.248, 80.33, 1226.604, 1220.713
'MAFFT_b0#0083_ttT_tree_11_OP_1.5768560018637672_Split_83.fasta', 87.248, 80.33, 1226.604, 1220.713
'MAFFT_b0#0083_ttT_tree_96_OP_2.7533048964132307_Split_83.fasta', 92.804, 86.472, 1407.54, 1352.674
'MAFFT_b0#0084_hhH_tree_20_OP_2.7414516433287566_Split_84.fasta', 90.186, 84.72, 1419.266, 1385.78
'MAFFT_b0#0084_hhH_tree_79_OP_1.244222429737621_Split_84.fasta', 90.192, 82.53, 1032.658, 1024.128
'MAFFT_b0#0084_hhT_tree_20_OP_2.7414516433287566_Split_84.fasta', 90.186, 84.72, 1419.266, 1385.78
'MAFFT_b0#0084_hhT_tree_76_OP_1.0664681192566676_Split_84.fasta', 91.315, 84.18, 1254.698, 1219.049
'MAFFT_b0#0084_hhT_tree_79_OP_1.244222429737621_Split_84.fasta', 90.192, 82.53, 1032.658, 1024.128
'MAFFT_b0#0084_htH_tree_20_OP_2.7414516433287566_Split_84.fasta', 84.841, 79.388, 1311.515, 1308.963
'MAFFT_b0#0084_htT_tree_76_OP_1.0664681192566676_Split_84.fasta', 96.244, 89.255, 1378.995, 1371.428
'MAFFT_b0#0084_htT_tree_79_OP_1.244222429737621_Split_84.fasta', 93.002, 85.258, 1083.117, 1075.982
'MAFFT_b0#0084_thT_tree_20_OP_2.7414516433287566_Split_84.fasta', 89.969, 84.653, 1418.375, 1384.75
'MAFFT_b0#0084_thT_tree_76_OP_1.0664681192566676_Split_84.fasta', 91.619, 84.538, 1257.399, 1223.15
'MAFFT_b0#0084_ttH_tree_76_OP_1.0664681192566676_Split_84.fasta', 96.028, 88.995, 1377.425, 1369.626
'MAFFT_b0#0084_ttH_tree_79_OP_1.244222429737621_Split_84.fasta', 92.925, 85.455, 1144.016, 1136.311
'MAFFT_b0#0085_thH_tree_83_OP_2.155927182903591_Split_85.fasta', 92.817, 86.264, 1509.419, 1412.547
'MAFFT_b0#0085_thT_tree_83_OP_2.155927182903591_Split_85.fasta', 92.817, 86.264, 1509.419, 1412.547
'MAFFT_b0#0085_ttH_tree_83_OP_2.155927182903591_Split_85.fasta', 88.281, 82.211, 1502.187, 1407.46
'MAFFT_b0#0085_ttT_tree_83_OP_2.155927182903591_Split_85.fasta', 88.281, 82.211, 1502.187, 1407.46
'MAFFT_b0#0086_hhT_tree_44_OP_2.844149524750718_Split_86.fasta', 99.198, 93.261, 1635.188, 1642.428
'MAFFT_b0#0086_htT_tree_44_OP_2.844149524750718_Split_86.fasta', 101.364, 95.467, 1690.675, 1685.355
'MAFFT_b0#0086_thH_tree_44_OP_2.844149524750718_Split_86.fasta', 99.162, 93.307, 1661.975, 1669.342
'MAFFT_b0#0086_ttT_tree_44_OP_2.844149524750718_Split_86.fasta', 98.863, 93.134, 1675.66, 1669.051
'MAFFT_b0#0087_hhH_tree_78_OP_2.7765918136583063_Split_87.fasta', 88.112, 82.021, 1578.035, 1539.846
'MAFFT_b0#0087_hhT_tree_78_OP_2.7765918136583063_Split_87.fasta', 88.112, 82.021, 1578.035, 1539.846
'MAFFT_b0#0087_htT_tree_78_OP_2.7765918136583063_Split_87.fasta', 91.685, 85.867, 1624.822, 1604.498
'MAFFT_b0#0087_thH_tree_78_OP_2.7765918136583063_Split_87.fasta', 88.168, 82.114, 1586.122, 1547.734
'MAFFT_b0#0089_hhH_tree_9_OP_1.249571934699986_Split_89.fasta', 97.645, 90.585, 1376.015, 1337.251
'MAFFT_b0#0089_htH_tree_9_OP_1.249571934699986_Split_89.fasta', 98.529, 91.477, 1402.838, 1363.659
'MAFFT_b0#0089_thT_tree_9_OP_1.249571934699986_Split_89.fasta', 97.901, 90.98, 1403.1, 1363.668
'MAFFT_b0#0089_ttT_tree_9_OP_1.249571934699986_Split_89.fasta', 98.525, 91.481, 1405.458, 1366.2
'MAFFT_b0#0091_htH_tree_52_OP_2.8994908810804993_Split_91.fasta', 95.982, 90.053, 1691.872, 1687.148
'MAFFT_b0#0091_thH_tree_52_OP_2.8994908810804993_Split_91.fasta', 98.895, 93.162, 1780.821, 1782.465
'MAFFT_b0#0091_thT_tree_52_OP_2.8994908810804993_Split_91.fasta', 98.895, 93.162, 1780.821, 1782.465
'MAFFT_b0#0091_ttT_tree_52_OP_2.8994908810804993_Split_91.fasta', 96.016, 90.077, 1685.427, 1680.762
'MAFFT_b0#0092_htH_tree_27_OP_2.533187626783996_Split_92.fasta', 101.187, 94.021, 1548.669, 1527.433
'MAFFT_b0#0092_htT_tree_62_OP_2.3306906586347154_Split_92.fasta', 93.159, 86.999, 1254.027, 1269.975
'MAFFT_b0#0092_thH_tree_27_OP_2.533187626783996_Split_92.fasta', 97.887, 90.936, 1714.791, 1648.853
'MAFFT_b0#0092_thH_tree_62_OP_2.3306906586347154_Split_92.fasta', 96.824, 90.243, 1345.452, 1306.625
'MAFFT_b0#0092_thT_tree_27_OP_2.533187626783996_Split_92.fasta', 97.887, 90.936, 1714.791, 1648.853
'MAFFT_b0#0092_thT_tree_62_OP_2.3306906586347154_Split_92.fasta', 96.824, 90.243, 1345.452, 1306.625
'MAFFT_b0#0092_ttH_tree_62_OP_2.3306906586347154_Split_92.fasta', 93.159, 86.999, 1254.027, 1269.975
'MAFFT_b0#0092_ttT_tree_27_OP_2.533187626783996_Split_92.fasta', 100.686, 93.501, 1548.056, 1526.719
'MAFFT_b0#0093_hhT_tree_28_OP_2.797892476021037_Split_93.fasta', 87.875, 81.531, 1679.946, 1612.873
'MAFFT_b0#0093_htH_tree_28_OP_2.797892476021037_Split_93.fasta', 89.931, 83.835, 1719.649, 1714.694
'MAFFT_b0#0093_thH_tree_28_OP_2.797892476021037_Split_93.fasta', 87.844, 81.515, 1686.834, 1619.149
'MAFFT_b0#0093_ttH_tree_28_OP_2.797892476021037_Split_93.fasta', 89.932, 83.824, 1716.472, 1711.123
'MAFFT_b0#0094_hhH_tree_60_OP_1.380654269463463_Split_94.fasta', 92.868, 84.983, 1399.092, 1387.2
'MAFFT_b0#0094_hhT_tree_60_OP_1.380654269463463_Split_94.fasta', 92.868, 84.983, 1399.092, 1387.2
'MAFFT_b0#0094_thT_tree_60_OP_1.380654269463463_Split_94.fasta', 93.119, 85.271, 1402.578, 1391.06
'MAFFT_b0#0094_ttT_tree_60_OP_1.380654269463463_Split_94.fasta', 93.513, 85.83, 1416.357, 1444.82
'MAFFT_b0#0095_htH_tree_86_OP_2.838925193728116_Split_95.fasta', 103.216, 97.167, 1519.081, 1520.806
'MAFFT_b0#0095_htT_tree_86_OP_2.838925193728116_Split_95.fasta', 103.216, 97.167, 1519.081, 1520.806
'MAFFT_b0#0095_thH_tree_86_OP_2.838925193728116_Split_95.fasta', 103.586, 97.435, 1546.214, 1548.421
'MAFFT_b0#0095_thT_tree_86_OP_2.838925193728116_Split_95.fasta', 103.586, 97.435, 1546.214, 1548.421
'MAFFT_b0#0096_htH_tree_65_OP_2.4620754969260368_Split_96.fasta', 87.509, 80.005, 1126.477, 1117.034
'MAFFT_b0#0096_htT_tree_65_OP_2.4620754969260368_Split_96.fasta', 87.509, 80.005, 1126.477, 1117.034
'MAFFT_b0#0096_thT_tree_65_OP_2.4620754969260368_Split_96.fasta', 86.564, 79.232, 1138.845, 1128.246
'MAFFT_b0#0096_ttH_tree_65_OP_2.4620754969260368_Split_96.fasta', 84.464, 77.163, 1104.481, 1104.655
'MAFFT_b0#0098_htT_tree_85_OP_1.0876519560757543_Split_98.fasta', 83.047, 74.642, 1036.813, 1033.043
'MAFFT_b0#0098_thH_tree_85_OP_1.0876519560757543_Split_98.fasta', 81.597, 72.938, 1008.04, 1008.891
'MAFFT_b0#0098_thT_tree_85_OP_1.0876519560757543_Split_98.fasta', 81.597, 72.938, 1008.04, 1008.891
'MAFFT_b0#0098_ttH_tree_85_OP_1.0876519560757543_Split_98.fasta', 83.06, 74.656, 1036.926, 1033.136
'MAFFT_b0#0100_hhH_tree_84_OP_1.2747066014324073_Split_100.fasta', 91.313, 84.588, 1325.99, 1319.889
'MAFFT_b0#0100_hhT_tree_84_OP_1.2747066014324073_Split_100.fasta', 91.313, 84.588, 1325.99, 1319.889
'MAFFT_b0#0100_htH_tree_84_OP_1.2747066014324073_Split_100.fasta', 91.94, 85.194, 1316.436, 1319.451
'MAFFT_b0#0100_thH_tree_84_OP_1.2747066014324073_Split_100.fasta', 91.622, 84.956, 1329.918, 1323.994
'MAFFT_b0#0103_htH_tree_48_OP_2.7980377771908604_Split_103.fasta', 87.816, 80.674, 1262.008, 1254.448
'MAFFT_b0#0103_htT_tree_48_OP_2.7980377771908604_Split_103.fasta', 87.816, 80.674, 1262.008, 1254.448
'MAFFT_b0#0103_thH_tree_48_OP_2.7980377771908604_Split_103.fasta', 93.256, 86.367, 1323.858, 1318.407
'MAFFT_b0#0103_ttT_tree_48_OP_2.7980377771908604_Split_103.fasta', 86.57, 79.387, 1270.063, 1236.757
'MAFFT_b0#0105_hhT_tree_26_OP_1.957362545164327_Split_105.fasta', 92.157, 85.459, 1344.293, 1381.47
'MAFFT_b0#0105_hhT_tree_95_OP_2.670624614307364_Split_105.fasta', 90.715, 83.741, 1499.21, 1488.217
'MAFFT_b0#0105_htT_tree_26_OP_1.957362545164327_Split_105.fasta', 91.967, 85.262, 1336.415, 1371.859
'MAFFT_b0#0105_htT_tree_95_OP_2.670624614307364_Split_105.fasta', 93.481, 86.344, 1534.924, 1502.456
'MAFFT_b0#0105_thT_tree_26_OP_1.957362545164327_Split_105.fasta', 92.176, 85.464, 1344.193, 1381.368
'MAFFT_b0#0105_ttH_tree_26_OP_1.957362545164327_Split_105.fasta', 91.987, 85.267, 1336.316, 1371.758
'MAFFT_b0#0105_ttH_tree_95_OP_2.670624614307364_Split_105.fasta', 93.483, 86.337, 1468.319, 1504.253
'MAFFT_b0#0105_ttT_tree_95_OP_2.670624614307364_Split_105.fasta', 93.483, 86.337, 1468.319, 1504.253
'MAFFT_b0#0107_htT_tree_4_OP_2.0343728689026586_Split_107.fasta', 102.03, 96.222, 1349.812, 1341.765
'MAFFT_b0#0107_thT_tree_4_OP_2.0343728689026586_Split_107.fasta', 103.599, 97.683, 1411.214, 1353.687
'MAFFT_b0#0107_ttH_tree_4_OP_2.0343728689026586_Split_107.fasta', 102.036, 96.22, 1349.65, 1341.607
'MAFFT_b0#0107_ttT_tree_4_OP_2.0343728689026586_Split_107.fasta', 102.036, 96.22, 1349.65, 1341.607
'MAFFT_b0#0108_hhH_tree_31_OP_1.0372976153998443_Split_108.fasta', 89.794, 81.738, 1161.851, 1159.068
'MAFFT_b0#0108_hhH_tree_77_OP_2.9245454346939663_Split_108.fasta', 97.082, 90.779, 1527.621, 1553.398
'MAFFT_b0#0108_hhT_tree_77_OP_2.9245454346939663_Split_108.fasta', 97.082, 90.779, 1527.621, 1553.398
'MAFFT_b0#0108_htH_tree_24_OP_1.2563447919918282_Split_108.fasta', 94.044, 86.331, 1311.884, 1281.904
'MAFFT_b0#0108_htT_tree_31_OP_1.0372976153998443_Split_108.fasta', 85.095, 76.752, 1122.206, 1113.344
'MAFFT_b0#0108_htT_tree_77_OP_2.9245454346939663_Split_108.fasta', 98.929, 93.165, 1563.163, 1589.971
'MAFFT_b0#0108_thH_tree_24_OP_1.2563447919918282_Split_108.fasta', 95.384, 87.847, 1373.273, 1337.501
'MAFFT_b0#0108_thT_tree_31_OP_1.0372976153998443_Split_108.fasta', 89.794, 81.738, 1161.851, 1159.068
'MAFFT_b0#0108_ttH_tree_24_OP_1.2563447919918282_Split_108.fasta', 94.044, 86.331, 1311.884, 1281.904
'MAFFT_b0#0108_ttT_tree_24_OP_1.2563447919918282_Split_108.fasta', 94.044, 86.331, 1311.884, 1281.904
'MAFFT_b0#0108_ttT_tree_31_OP_1.0372976153998443_Split_108.fasta', 85.095, 76.752, 1122.206, 1113.344
'MAFFT_b0#0108_ttT_tree_77_OP_2.9245454346939663_Split_108.fasta', 98.929, 93.165, 1563.163, 1589.971
'MAFFT_b0#0109_htT_tree_88_OP_2.744574155858557_Split_109.fasta', 90.013, 82.5, 1973.015, 1629.12
'MAFFT_b0#0109_thH_tree_88_OP_2.744574155858557_Split_109.fasta', 89.82, 82.046, 1983.143, 1674.103
'MAFFT_b0#0109_thT_tree_88_OP_2.744574155858557_Split_109.fasta', 89.82, 82.046, 1983.143, 1674.103
'MAFFT_b0#0109_ttT_tree_88_OP_2.744574155858557_Split_109.fasta', 90.473, 83.01, 1985.169, 1639.997
'MAFFT_b0#0110_hhH_tree_80_OP_1.2430603525509658_Split_110.fasta', 91.837, 84.905, 1206.751, 1204.351
'MAFFT_b0#0110_hhT_tree_80_OP_1.2430603525509658_Split_110.fasta', 91.837, 84.905, 1206.751, 1204.351
'MAFFT_b0#0110_ttH_tree_80_OP_1.2430603525509658_Split_110.fasta', 92.481, 85.693, 1261.471, 1259.023
'MAFFT_b0#0110_ttT_tree_80_OP_1.2430603525509658_Split_110.fasta', 92.481, 85.693, 1261.471, 1259.023
'MAFFT_b0#0111_hhH_tree_81_OP_1.6732724263803218_Split_111.fasta', 92.77, 86.351, 1419.448, 1433.924
'MAFFT_b0#0111_hhT_tree_81_OP_1.6732724263803218_Split_111.fasta', 92.77, 86.351, 1419.448, 1433.924
'MAFFT_b0#0111_htH_tree_81_OP_1.6732724263803218_Split_111.fasta', 93.19, 86.919, 1468.878, 1485.301
'MAFFT_b0#0111_htT_tree_81_OP_1.6732724263803218_Split_111.fasta', 93.19, 86.919, 1468.878, 1485.301
'MAFFT_b0#0113_hhH_tree_51_OP_1.8220601360996602_Split_113.fasta', 101.935, 95.921, 1430.664, 1419.561
'MAFFT_b0#0113_htH_tree_51_OP_1.8220601360996602_Split_113.fasta', 102.704, 96.49, 1440.003, 1407.342
'MAFFT_b0#0113_htT_tree_51_OP_1.8220601360996602_Split_113.fasta', 102.704, 96.49, 1440.003, 1407.342
'MAFFT_b0#0113_thH_tree_51_OP_1.8220601360996602_Split_113.fasta', 101.935, 95.921, 1430.664, 1419.561
'MAFFT_b0#0114_hhT_tree_40_OP_1.9125230236480895_Split_114.fasta', 93.009, 87.06, 1411.069, 1405.475
'MAFFT_b0#0114_htH_tree_40_OP_1.9125230236480895_Split_114.fasta', 94.638, 88.072, 1374.679, 1369.114
'MAFFT_b0#0114_thH_tree_40_OP_1.9125230236480895_Split_114.fasta', 93.086, 87.15, 1412.921, 1406.307
'MAFFT_b0#0114_ttT_tree_40_OP_1.9125230236480895_Split_114.fasta', 94.714, 88.162, 1376.408, 1369.882
'MAFFT_b0#0116_hhH_tree_13_OP_1.1853513231387998_Split_116.fasta', 91.09, 83.386, 1171.887, 1144.864
'MAFFT_b0#0116_hhT_tree_13_OP_1.1853513231387998_Split_116.fasta', 91.09, 83.386, 1171.887, 1144.864
'MAFFT_b0#0116_thT_tree_13_OP_1.1853513231387998_Split_116.fasta', 91.09, 83.386, 1171.887, 1144.864
'MAFFT_b0#0116_ttH_tree_13_OP_1.1853513231387998_Split_116.fasta', 94.721, 86.779, 1200.36, 1203.783
'MAFFT_b0#0119_hhT_tree_64_OP_1.9061001954293297_Split_119.fasta', 97.405, 90.027, 1369.379, 1317.99
'MAFFT_b0#0119_htH_tree_64_OP_1.9061001954293297_Split_119.fasta', 96.656, 88.92, 1302.815, 1260.83
'MAFFT_b0#0119_htT_tree_64_OP_1.9061001954293297_Split_119.fasta', 96.656, 88.92, 1302.815, 1260.83
'MAFFT_b0#0119_thH_tree_64_OP_1.9061001954293297_Split_119.fasta', 97.411, 90.033, 1369.483, 1318.083
'MAFFT_b0#0121_hhH_tree_21_OP_2.1636053370686796_Split_121.fasta', 101.525, 94.191, 1537.321, 1529.764
'MAFFT_b0#0121_htH_tree_21_OP_2.1636053370686796_Split_121.fasta', 102.464, 95.226, 1582.172, 1573.862
'MAFFT_b0#0121_htT_tree_21_OP_2.1636053370686796_Split_121.fasta', 102.464, 95.226, 1582.172, 1573.862
'MAFFT_b0#0121_thT_tree_21_OP_2.1636053370686796_Split_121.fasta', 101.672, 94.332, 1548.884, 1507.167
'MAFFT_b0#0122_hhT_tree_94_OP_1.4245501758202603_Split_122.fasta', 89.917, 81.875, 1364.608, 1362.519
'MAFFT_b0#0122_htH_tree_94_OP_1.4245501758202603_Split_122.fasta', 89.368, 81.306, 1303.112, 1314.121
'MAFFT_b0#0122_htT_tree_94_OP_1.4245501758202603_Split_122.fasta', 89.368, 81.306, 1303.112, 1314.121
'MAFFT_b0#0122_ttH_tree_94_OP_1.4245501758202603_Split_122.fasta', 89.368, 81.306, 1303.112, 1314.121
'MAFFT_b0#0123_hhT_tree_90_OP_1.153374992031902_Split_123.fasta', 86.839, 79.179, 1212.548, 1170.566
'MAFFT_b0#0123_htT_tree_90_OP_1.153374992031902_Split_123.fasta', 88.912, 81.235, 1260.187, 1215.322
'MAFFT_b0#0123_thT_tree_90_OP_1.153374992031902_Split_123.fasta', 86.857, 79.212, 1203.318, 1195.235
'MAFFT_b0#0123_ttH_tree_90_OP_1.153374992031902_Split_123.fasta', 88.929, 81.268, 1254.263, 1213.751
'MAFFT_b0#0127_hhH_tree_30_OP_1.2515734850881262_Split_127.fasta', 89.752, 80.971, 1085.752, 1088.062
'MAFFT_b0#0127_hhT_tree_30_OP_1.2515734850881262_Split_127.fasta', 89.752, 80.971, 1085.752, 1088.062
'MAFFT_b0#0127_htH_tree_30_OP_1.2515734850881262_Split_127.fasta', 88.342, 79.848, 1071.389, 1072.456
'MAFFT_b0#0127_thT_tree_30_OP_1.2515734850881262_Split_127.fasta', 89.752, 80.971, 1085.752, 1088.062
'MAFFT_b0#0129_hhH_tree_10_OP_2.069340713645537_Split_129.fasta', 89.454, 82.772, 1263.379, 1245.866
'MAFFT_b0#0129_htH_tree_10_OP_2.069340713645537_Split_129.fasta', 87.699, 81.626, 1289.641, 1270.638
'MAFFT_b0#0129_htT_tree_10_OP_2.069340713645537_Split_129.fasta', 87.699, 81.626, 1289.641, 1270.638
'MAFFT_b0#0129_thT_tree_10_OP_2.069340713645537_Split_129.fasta', 89.454, 82.772, 1263.379, 1245.866
'MAFFT_b0#0133_hhT_tree_32_OP_1.394625831819448_Split_133.fasta', 99.196, 92.478, 1450.076, 1413.586
'MAFFT_b0#0133_htH_tree_32_OP_1.394625831819448_Split_133.fasta', 97.313, 91.032, 1418.162, 1391.784
'MAFFT_b0#0133_htT_tree_32_OP_1.394625831819448_Split_133.fasta', 97.313, 91.032, 1418.162, 1391.784
'MAFFT_b0#0133_thT_tree_32_OP_1.394625831819448_Split_133.fasta', 99.196, 92.478, 1450.076, 1413.586
'MAFFT_b0#0134_hhH_tree_73_OP_2.1226526490243662_Split_134.fasta', 94.909, 88.047, 1505.217, 1520.642
'MAFFT_b0#0134_thT_tree_73_OP_2.1226526490243662_Split_134.fasta', 95.007, 88.145, 1506.616, 1522.065
'MAFFT_b0#0134_ttH_tree_73_OP_2.1226526490243662_Split_134.fasta', 93.145, 86.745, 1515.191, 1507.727
'MAFFT_b0#0134_ttT_tree_73_OP_2.1226526490243662_Split_134.fasta', 93.145, 86.745, 1515.191, 1507.727
'MAFFT_b0#0136_hhH_tree_18_OP_1.6412028835688572_Split_136.fasta', 105.125, 97.782, 1639.195, 1588.005
'MAFFT_b0#0136_hhH_tree_63_OP_2.4574448685772787_Split_136.fasta', 104.408, 98.122, 1677.07, 1619.186
'MAFFT_b0#0136_htT_tree_18_OP_1.6412028835688572_Split_136.fasta', 105.125, 97.782, 1639.195, 1588.005
'MAFFT_b0#0136_htT_tree_63_OP_2.4574448685772787_Split_136.fasta', 104.408, 98.122, 1677.07, 1619.186
