code_BLOSUM62_GO_-10_GE_-0.5,sp_match_count,sp_match_count_norm,sp_mismatch_count,sp_mismatch_count_norm,sp_go,sp_go_norm,sp_ge,sp_ge_norm,sp_match_BLOSUM62,sp_match_norm_BLOSUM62,sp_mismatch_BLOSUM62,sp_mismatch_norm_BLOSUM62,sp_BLOSUM62_GO_-10_GE_-0.5,sp_norm_BLOSUM62_GO_-10_GE_-0.5
'MSA.MAFFT.aln.With_Names', 228653.0, 0.471, 38938, 0.08, 11690, 0.024, 31956, 0.066, 1218054.0, 2.511, 2868, 0.006, 1088044.0, 2.243
'AATF', 231300.0, 0.432, 35031, 0.065, 13264, 0.025, 34476, 0.064, 1231233.0, 2.301, 6033, 0.011, 1087388.0, 2.032
