code_PAM250_GO_-6_GE_-1,sp_HENIKOFF_with_gaps_PAM250_GO_-6_GE_-1,sp_HENIKOFF_without_gaps_PAM250_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-6_GE_-1
'bali_phy_msa.90.fas', 0.812, 5.849, -0.786, -2.702
'bali_phy_msa.91.fas', 1.398, 6.234, 0.278, -1.921
'bali_phy_msa.92.fas', -0.289, 4.484, -3.238, -4.704
'bali_phy_msa.93.fas', 3.265, 8.963, -0.838, 0.478
'bali_phy_msa.94.fas', 3.653, 9.517, -0.201, 1.053
'bali_phy_msa.95.fas', 1.602, 6.828, 1.659, -3.978
'bali_phy_msa.96.fas', 0.489, 5.395, -3.334, -3.39
'bali_phy_msa.97.fas', 0.559, 5.342, 1.162, -2.708
'bali_phy_msa.98.fas', 2.097, 7.423, 1.815, -1.525
'bali_phy_msa.99.fas', 1.77, 7.043, 2.698, -2.593
'MAFFT_b0#0051_hhH_tree_47_OP_1.2558167082838578_Split_51.fasta', -3.207, 2.462, -7.846, -4.022
'MAFFT_b0#0051_htH_tree_0_OP_1.9201310643830272_Split_51.fasta', -1.647, 1.397, -3.474, -6.593
'MAFFT_b0#0051_htH_tree_57_OP_1.8145645468714477_Split_51.fasta', -1.47, 3.519, -1.761, -5.991
'MAFFT_b0#0051_htH_tree_93_OP_2.2336854992597184_Split_51.fasta', 0.739, 6.322, -6.392, -1.991
'MAFFT_b0#0051_htT_tree_0_OP_1.9201310643830272_Split_51.fasta', -1.647, 1.397, -3.474, -6.593
'MAFFT_b0#0051_htT_tree_57_OP_1.8145645468714477_Split_51.fasta', -1.47, 3.519, -1.761, -5.991
'MAFFT_b0#0051_thH_tree_57_OP_1.8145645468714477_Split_51.fasta', -0.376, 4.75, -0.236, -4.814
'MAFFT_b0#0051_thH_tree_93_OP_2.2336854992597184_Split_51.fasta', 1.265, 6.851, -5.806, -1.688
'MAFFT_b0#0051_thT_tree_0_OP_1.9201310643830272_Split_51.fasta', 0.072, 4.732, 0.901, -4.03
'MAFFT_b0#0051_thT_tree_47_OP_1.2558167082838578_Split_51.fasta', -3.207, 2.462, -7.846, -4.022
'MAFFT_b0#0051_ttH_tree_47_OP_1.2558167082838578_Split_51.fasta', -4.149, 1.19, -8.041, -6.063
'MAFFT_b0#0051_ttH_tree_93_OP_2.2336854992597184_Split_51.fasta', 0.739, 6.322, -6.392, -1.991
'MAFFT_b0#0051_ttT_tree_0_OP_1.9201310643830272_Split_51.fasta', -1.647, 1.397, -3.474, -6.593
'MAFFT_b0#0051_ttT_tree_47_OP_1.2558167082838578_Split_51.fasta', -4.149, 1.19, -8.041, -6.063
'MAFFT_b0#0051_ttT_tree_57_OP_1.8145645468714477_Split_51.fasta', -1.47, 3.519, -1.761, -5.991
'MAFFT_b0#0051_ttT_tree_93_OP_2.2336854992597184_Split_51.fasta', 0.739, 6.322, -6.392, -1.991
'MAFFT_b0#0053_hhH_tree_5_OP_1.3773636194735985_Split_53.fasta', 0.508, 6.801, -1.96, -2.173
'MAFFT_b0#0053_hhH_tree_60_OP_2.2485867324412547_Split_53.fasta', -0.83, 4.839, -2.463, -6.731
'MAFFT_b0#0053_hhT_tree_60_OP_2.2485867324412547_Split_53.fasta', -0.83, 4.839, -2.463, -6.731
'MAFFT_b0#0053_htH_tree_5_OP_1.3773636194735985_Split_53.fasta', 1.122, 7.331, -0.67, -1.985
'MAFFT_b0#0053_htT_tree_5_OP_1.3773636194735985_Split_53.fasta', 1.122, 7.331, -0.67, -1.985
'MAFFT_b0#0053_thH_tree_60_OP_2.2485867324412547_Split_53.fasta', -0.83, 4.839, -2.463, -6.731
'MAFFT_b0#0053_thT_tree_5_OP_1.3773636194735985_Split_53.fasta', 0.472, 6.759, -2.006, -2.234
'MAFFT_b0#0053_ttH_tree_60_OP_2.2485867324412547_Split_53.fasta', -0.479, 5.262, -2.179, -6.345
'MAFFT_b0#0054_hhH_tree_35_OP_2.3157753293540146_Split_54.fasta', -3.227, 1.629, -2.321, -5.499
'MAFFT_b0#0054_htH_tree_35_OP_2.3157753293540146_Split_54.fasta', -3.084, 1.817, -2.24, -5.372
'MAFFT_b0#0054_thH_tree_35_OP_2.3157753293540146_Split_54.fasta', -3.227, 1.629, -2.321, -5.499
'MAFFT_b0#0054_ttT_tree_35_OP_2.3157753293540146_Split_54.fasta', -3.084, 1.817, -2.24, -5.372
'MAFFT_b0#0057_htH_tree_1_OP_1.4037489078147287_Split_57.fasta', -5.307, -0.039, -9.003, -6.693
'MAFFT_b0#0057_htT_tree_1_OP_1.4037489078147287_Split_57.fasta', -5.307, -0.039, -9.003, -6.693
'MAFFT_b0#0057_thT_tree_1_OP_1.4037489078147287_Split_57.fasta', -5.218, 0.067, -8.165, -6.582
'MAFFT_b0#0057_ttT_tree_1_OP_1.4037489078147287_Split_57.fasta', -5.307, -0.039, -9.003, -6.693
'MAFFT_b0#0058_hhH_tree_13_OP_1.7913990869854772_Split_58.fasta', -7.961, -3.539, -9.213, -11.677
'MAFFT_b0#0058_htH_tree_11_OP_1.3146381684889776_Split_58.fasta', 0.12, 5.809, -2.38, -3.895
'MAFFT_b0#0058_htH_tree_13_OP_1.7913990869854772_Split_58.fasta', -7.827, -3.324, -7.595, -12.254
'MAFFT_b0#0058_htT_tree_11_OP_1.3146381684889776_Split_58.fasta', 0.12, 5.809, -2.38, -3.895
'MAFFT_b0#0058_thH_tree_13_OP_1.7913990869854772_Split_58.fasta', -7.961, -3.539, -9.213, -11.677
'MAFFT_b0#0058_ttH_tree_11_OP_1.3146381684889776_Split_58.fasta', 0.995, 6.713, -0.923, -4.333
'MAFFT_b0#0058_ttT_tree_11_OP_1.3146381684889776_Split_58.fasta', 0.995, 6.713, -0.923, -4.333
'MAFFT_b0#0058_ttT_tree_13_OP_1.7913990869854772_Split_58.fasta', -7.827, -3.324, -7.595, -12.254
'MAFFT_b0#0060_hhT_tree_32_OP_1.498379977124041_Split_60.fasta', -0.532, 3.999, -4.209, -6.168
'MAFFT_b0#0060_htH_tree_32_OP_1.498379977124041_Split_60.fasta', -0.72, 3.803, -4.424, -6.368
'MAFFT_b0#0060_htT_tree_32_OP_1.498379977124041_Split_60.fasta', -0.72, 3.803, -4.424, -6.368
'MAFFT_b0#0060_ttH_tree_32_OP_1.498379977124041_Split_60.fasta', -0.72, 3.803, -4.424, -6.368
'MAFFT_b0#0061_hhH_tree_87_OP_1.1834961203615137_Split_61.fasta', -2.782, 3.013, -5.378, -5.868
'MAFFT_b0#0061_hhH_tree_88_OP_2.9570433978664177_Split_61.fasta', -0.797, 4.259, -2.659, -5.892
'MAFFT_b0#0061_hhH_tree_97_OP_2.1094152983091004_Split_61.fasta', -0.27, 4.84, -4.62, -2.801
'MAFFT_b0#0061_hhT_tree_18_OP_1.3304542342131214_Split_61.fasta', -16.266, -13.419, -15.85, -21.511
'MAFFT_b0#0061_hhT_tree_30_OP_2.908145211858187_Split_61.fasta', 3.498, 9.38, 3.936, 0.269
'MAFFT_b0#0061_htH_tree_18_OP_1.3304542342131214_Split_61.fasta', -16.311, -13.493, -16.612, -21.587
'MAFFT_b0#0061_htH_tree_30_OP_2.908145211858187_Split_61.fasta', 2.529, 8.246, 3.51, -1.746
'MAFFT_b0#0061_htH_tree_72_OP_1.8278688995959085_Split_61.fasta', -2.828, 1.292, -5.999, -5.483
'MAFFT_b0#0061_htH_tree_88_OP_2.9570433978664177_Split_61.fasta', -0.24, 4.864, -2.075, -3.915
'MAFFT_b0#0061_htT_tree_87_OP_1.1834961203615137_Split_61.fasta', -2.754, 3.035, -2.806, -5.014
'MAFFT_b0#0061_htT_tree_97_OP_2.1094152983091004_Split_61.fasta', -0.098, 5.066, -4.117, -2.665
'MAFFT_b0#0061_thH_tree_18_OP_1.3304542342131214_Split_61.fasta', -16.266, -13.419, -15.85, -21.511
'MAFFT_b0#0061_thH_tree_72_OP_1.8278688995959085_Split_61.fasta', -2.834, 1.287, -6.003, -5.492
'MAFFT_b0#0061_thT_tree_30_OP_2.908145211858187_Split_61.fasta', 3.498, 9.38, 3.936, 0.269
'MAFFT_b0#0061_thT_tree_72_OP_1.8278688995959085_Split_61.fasta', -2.834, 1.287, -6.003, -5.492
'MAFFT_b0#0061_thT_tree_87_OP_1.1834961203615137_Split_61.fasta', -2.782, 3.013, -5.378, -5.868
'MAFFT_b0#0061_thT_tree_88_OP_2.9570433978664177_Split_61.fasta', -0.797, 4.259, -2.659, -5.892
'MAFFT_b0#0061_thT_tree_97_OP_2.1094152983091004_Split_61.fasta', -0.27, 4.84, -4.62, -2.801
'MAFFT_b0#0061_ttT_tree_18_OP_1.3304542342131214_Split_61.fasta', -16.311, -13.493, -16.612, -21.587
'MAFFT_b0#0061_ttT_tree_30_OP_2.908145211858187_Split_61.fasta', 2.529, 8.246, 3.51, -1.746
'MAFFT_b0#0061_ttT_tree_72_OP_1.8278688995959085_Split_61.fasta', -2.828, 1.292, -5.999, -5.483
'MAFFT_b0#0061_ttT_tree_87_OP_1.1834961203615137_Split_61.fasta', -2.754, 3.035, -2.806, -5.014
'MAFFT_b0#0061_ttT_tree_88_OP_2.9570433978664177_Split_61.fasta', -0.24, 4.864, -2.075, -3.915
'MAFFT_b0#0061_ttT_tree_97_OP_2.1094152983091004_Split_61.fasta', -0.098, 5.066, -4.117, -2.665
'MAFFT_b0#0063_hhH_tree_37_OP_2.065965428692473_Split_63.fasta', 1.196, 6.739, 0.271, -4.103
'MAFFT_b0#0063_hhT_tree_89_OP_2.6540913216611166_Split_63.fasta', -4.622, -0.221, -4.137, -6.301
'MAFFT_b0#0063_htH_tree_37_OP_2.065965428692473_Split_63.fasta', 0.968, 6.53, 0.052, -4.24
'MAFFT_b0#0063_htH_tree_89_OP_2.6540913216611166_Split_63.fasta', -4.427, -0.028, -4.039, -6.095
'MAFFT_b0#0063_thH_tree_37_OP_2.065965428692473_Split_63.fasta', 1.196, 6.739, 0.271, -4.103
'MAFFT_b0#0063_thT_tree_89_OP_2.6540913216611166_Split_63.fasta', -4.619, -0.219, -4.133, -6.298
'MAFFT_b0#0063_ttH_tree_37_OP_2.065965428692473_Split_63.fasta', 0.968, 6.53, 0.052, -4.24
'MAFFT_b0#0063_ttH_tree_89_OP_2.6540913216611166_Split_63.fasta', -4.423, -0.025, -4.032, -6.09
'MAFFT_b0#0065_htH_tree_26_OP_2.2970226808572787_Split_65.fasta', -1.573, 3.486, -2.268, -4.322
'MAFFT_b0#0065_htT_tree_55_OP_1.534121132575311_Split_65.fasta', -11.503, -8.386, -10.242, -13.109
'MAFFT_b0#0065_thH_tree_26_OP_2.2970226808572787_Split_65.fasta', -2.112, 2.846, -2.755, -4.829
'MAFFT_b0#0065_thH_tree_55_OP_1.534121132575311_Split_65.fasta', -11.915, -8.879, -10.655, -13.897
'MAFFT_b0#0065_thT_tree_55_OP_1.534121132575311_Split_65.fasta', -11.915, -8.879, -10.655, -13.897
'MAFFT_b0#0065_ttH_tree_26_OP_2.2970226808572787_Split_65.fasta', -1.608, 3.437, -2.284, -4.375
'MAFFT_b0#0065_ttT_tree_26_OP_2.2970226808572787_Split_65.fasta', -1.608, 3.437, -2.284, -4.375
'MAFFT_b0#0065_ttT_tree_55_OP_1.534121132575311_Split_65.fasta', -11.503, -8.386, -10.242, -13.109
'MAFFT_b0#0066_hhH_tree_77_OP_1.3827668594678542_Split_66.fasta', -5.367, -0.665, -8.778, -6.823
'MAFFT_b0#0066_hhT_tree_99_OP_1.9136688454364907_Split_66.fasta', -2.525, 2.273, -1.704, -6.683
'MAFFT_b0#0066_htT_tree_99_OP_1.9136688454364907_Split_66.fasta', -2.712, 2.093, -1.774, -6.769
'MAFFT_b0#0066_thH_tree_77_OP_1.3827668594678542_Split_66.fasta', -5.367, -0.665, -8.778, -6.823
'MAFFT_b0#0066_thH_tree_99_OP_1.9136688454364907_Split_66.fasta', -2.524, 2.274, -1.702, -6.682
'MAFFT_b0#0066_thT_tree_99_OP_1.9136688454364907_Split_66.fasta', -2.524, 2.274, -1.702, -6.682
'MAFFT_b0#0066_ttH_tree_77_OP_1.3827668594678542_Split_66.fasta', -5.057, -0.286, -9.06, -6.323
'MAFFT_b0#0066_ttT_tree_77_OP_1.3827668594678542_Split_66.fasta', -5.057, -0.286, -9.06, -6.323
'MAFFT_b0#0067_hhT_tree_4_OP_1.1542677766261527_Split_67.fasta', -7.215, -2.265, -9.369, -8.524
'MAFFT_b0#0067_htH_tree_4_OP_1.1542677766261527_Split_67.fasta', -3.788, 1.671, -3.741, -6.055
'MAFFT_b0#0067_htH_tree_76_OP_1.9781210467371317_Split_67.fasta', -0.053, 5.261, -6.068, -2.481
'MAFFT_b0#0067_thH_tree_76_OP_1.9781210467371317_Split_67.fasta', -1.077, 4.239, -7.329, -3.977
'MAFFT_b0#0067_thT_tree_4_OP_1.1542677766261527_Split_67.fasta', -7.215, -2.265, -9.369, -8.524
'MAFFT_b0#0067_ttH_tree_76_OP_1.9781210467371317_Split_67.fasta', -0.053, 5.261, -6.068, -2.481
'MAFFT_b0#0067_ttT_tree_4_OP_1.1542677766261527_Split_67.fasta', -3.788, 1.671, -3.741, -6.055
'MAFFT_b0#0067_ttT_tree_76_OP_1.9781210467371317_Split_67.fasta', -0.053, 5.261, -6.068, -2.481
'MAFFT_b0#0069_htH_tree_20_OP_2.4221981553992458_Split_69.fasta', -9.126, -6.301, -6.151, -10.601
'MAFFT_b0#0069_htH_tree_73_OP_2.973262473304242_Split_69.fasta', -1.88, 2.999, -6.994, -3.48
'MAFFT_b0#0069_htT_tree_20_OP_2.4221981553992458_Split_69.fasta', -9.126, -6.301, -6.151, -10.601
'MAFFT_b0#0069_htT_tree_73_OP_2.973262473304242_Split_69.fasta', -1.88, 2.999, -6.994, -3.48
'MAFFT_b0#0069_thH_tree_20_OP_2.4221981553992458_Split_69.fasta', -8.864, -6.024, -5.933, -10.373
'MAFFT_b0#0069_thH_tree_73_OP_2.973262473304242_Split_69.fasta', -2.313, 2.438, -6.908, -3.748
'MAFFT_b0#0069_thT_tree_20_OP_2.4221981553992458_Split_69.fasta', -8.864, -6.024, -5.933, -10.373
'MAFFT_b0#0069_ttH_tree_73_OP_2.973262473304242_Split_69.fasta', -1.88, 2.999, -6.994, -3.48
'MAFFT_b0#0070_hhH_tree_86_OP_1.7393056698625855_Split_70.fasta', -2.446, 2.49, -6.184, -4.731
'MAFFT_b0#0070_hhT_tree_17_OP_1.818409912056766_Split_70.fasta', -6.045, -1.098, -8.834, -8.176
'MAFFT_b0#0070_htH_tree_86_OP_1.7393056698625855_Split_70.fasta', -2.593, 2.383, -3.939, -5.779
'MAFFT_b0#0070_thH_tree_17_OP_1.818409912056766_Split_70.fasta', -5.547, -0.487, -8.717, -8.571
'MAFFT_b0#0070_thH_tree_86_OP_1.7393056698625855_Split_70.fasta', -2.446, 2.49, -6.184, -4.731
'MAFFT_b0#0070_ttH_tree_17_OP_1.818409912056766_Split_70.fasta', -5.546, -0.486, -8.714, -8.57
'MAFFT_b0#0070_ttT_tree_17_OP_1.818409912056766_Split_70.fasta', -5.546, -0.486, -8.714, -8.57
'MAFFT_b0#0070_ttT_tree_86_OP_1.7393056698625855_Split_70.fasta', -2.593, 2.383, -3.939, -5.779
'MAFFT_b0#0071_thH_tree_83_OP_1.1196527601502904_Split_71.fasta', 1.467, 7.565, -0.633, -0.336
'MAFFT_b0#0071_thT_tree_83_OP_1.1196527601502904_Split_71.fasta', 1.467, 7.565, -0.633, -0.336
'MAFFT_b0#0071_ttH_tree_83_OP_1.1196527601502904_Split_71.fasta', 0.669, 6.524, 0.496, -2.148
'MAFFT_b0#0071_ttT_tree_83_OP_1.1196527601502904_Split_71.fasta', 0.669, 6.524, 0.496, -2.148
'MAFFT_b0#0072_hhH_tree_16_OP_1.904493049197901_Split_72.fasta', -4.015, 0.871, -6.996, -5.693
'MAFFT_b0#0072_hhH_tree_2_OP_2.0780663887168265_Split_72.fasta', -3.313, 0.428, -2.876, -6.816
'MAFFT_b0#0072_htH_tree_2_OP_2.0780663887168265_Split_72.fasta', -5.495, -1.799, -3.573, -9.343
'MAFFT_b0#0072_htT_tree_16_OP_1.904493049197901_Split_72.fasta', -4.731, 0.13, -7.89, -6.211
'MAFFT_b0#0072_htT_tree_2_OP_2.0780663887168265_Split_72.fasta', -5.495, -1.799, -3.573, -9.343
'MAFFT_b0#0072_thH_tree_2_OP_2.0780663887168265_Split_72.fasta', -3.313, 0.428, -2.876, -6.816
'MAFFT_b0#0072_ttH_tree_16_OP_1.904493049197901_Split_72.fasta', -4.731, 0.13, -7.89, -6.211
'MAFFT_b0#0072_ttT_tree_16_OP_1.904493049197901_Split_72.fasta', -4.731, 0.13, -7.89, -6.211
'MAFFT_b0#0073_hhT_tree_96_OP_2.2598618576256135_Split_73.fasta', 4.732, 10.759, 0.55, 1.812
'MAFFT_b0#0073_htH_tree_96_OP_2.2598618576256135_Split_73.fasta', 4.568, 10.595, 0.728, 1.844
'MAFFT_b0#0073_htT_tree_38_OP_1.4036490691810368_Split_73.fasta', -11.41, -8.728, -12.666, -12.547
'MAFFT_b0#0073_htT_tree_96_OP_2.2598618576256135_Split_73.fasta', 4.568, 10.595, 0.728, 1.844
'MAFFT_b0#0073_thT_tree_38_OP_1.4036490691810368_Split_73.fasta', -10.831, -7.984, -12.157, -11.764
'MAFFT_b0#0073_thT_tree_96_OP_2.2598618576256135_Split_73.fasta', 4.732, 10.759, 0.55, 1.812
'MAFFT_b0#0073_ttH_tree_38_OP_1.4036490691810368_Split_73.fasta', -12.309, -9.76, -13.265, -13.847
'MAFFT_b0#0073_ttT_tree_38_OP_1.4036490691810368_Split_73.fasta', -12.309, -9.76, -13.265, -13.847
'MAFFT_b0#0074_hhH_tree_56_OP_1.8151633835449412_Split_74.fasta', -0.206, 6.148, -2.201, -2.069
'MAFFT_b0#0074_hhH_tree_79_OP_1.1319264156945865_Split_74.fasta', -7.998, -3.809, -7.112, -10.034
'MAFFT_b0#0074_htH_tree_56_OP_1.8151633835449412_Split_74.fasta', -0.15, 6.146, -2.749, -1.747
'MAFFT_b0#0074_htT_tree_79_OP_1.1319264156945865_Split_74.fasta', -7.763, -3.461, -7.352, -9.494
'MAFFT_b0#0074_thT_tree_56_OP_1.8151633835449412_Split_74.fasta', -0.206, 6.148, -2.201, -2.069
'MAFFT_b0#0074_ttH_tree_56_OP_1.8151633835449412_Split_74.fasta', -0.15, 6.146, -2.749, -1.747
'MAFFT_b0#0074_ttH_tree_79_OP_1.1319264156945865_Split_74.fasta', -7.763, -3.461, -7.352, -9.494
'MAFFT_b0#0074_ttT_tree_79_OP_1.1319264156945865_Split_74.fasta', -7.763, -3.461, -7.352, -9.494
'MAFFT_b0#0075_hhH_tree_81_OP_1.1314497018902243_Split_75.fasta', -8.094, -3.112, -12.511, -11.027
'MAFFT_b0#0075_hhT_tree_19_OP_1.5848887345678324_Split_75.fasta', -1.021, 4.702, -6.325, -4.619
'MAFFT_b0#0075_htH_tree_19_OP_1.5848887345678324_Split_75.fasta', -1.045, 4.683, -6.356, -4.645
'MAFFT_b0#0075_htH_tree_81_OP_1.1314497018902243_Split_75.fasta', -8.143, -3.156, -12.542, -11.051
'MAFFT_b0#0075_thH_tree_81_OP_1.1314497018902243_Split_75.fasta', -7.973, -2.964, -12.419, -10.931
'MAFFT_b0#0075_thT_tree_19_OP_1.5848887345678324_Split_75.fasta', -1.431, 4.209, -5.938, -5.593
'MAFFT_b0#0075_ttH_tree_19_OP_1.5848887345678324_Split_75.fasta', -1.455, 4.191, -5.97, -5.619
'MAFFT_b0#0075_ttH_tree_81_OP_1.1314497018902243_Split_75.fasta', -8.023, -3.008, -12.45, -10.955
'MAFFT_b0#0077_hhT_tree_15_OP_2.550159221795637_Split_77.fasta', 0.505, 6.137, -3.627, -2.012
'MAFFT_b0#0077_htT_tree_15_OP_2.550159221795637_Split_77.fasta', -2.284, 2.654, -5.497, -4.806
'MAFFT_b0#0077_thH_tree_15_OP_2.550159221795637_Split_77.fasta', 0.505, 6.137, -3.627, -2.012
'MAFFT_b0#0077_thT_tree_15_OP_2.550159221795637_Split_77.fasta', 0.505, 6.137, -3.627, -2.012
'MAFFT_b0#0079_hhH_tree_53_OP_2.8446810696084794_Split_79.fasta', 0.309, 5.378, 0.93, -3.72
'MAFFT_b0#0079_hhT_tree_53_OP_2.8446810696084794_Split_79.fasta', 0.309, 5.378, 0.93, -3.72
'MAFFT_b0#0079_htT_tree_53_OP_2.8446810696084794_Split_79.fasta', 0.266, 5.329, 0.91, -3.77
'MAFFT_b0#0079_ttH_tree_53_OP_2.8446810696084794_Split_79.fasta', 0.229, 5.279, 0.875, -3.837
'MAFFT_b0#0081_hhH_tree_28_OP_2.8015195195451144_Split_81.fasta', -6.024, -1.313, -5.304, -8.517
'MAFFT_b0#0081_hhT_tree_28_OP_2.8015195195451144_Split_81.fasta', -6.024, -1.313, -5.304, -8.517
'MAFFT_b0#0081_htH_tree_70_OP_2.86216121405654_Split_81.fasta', -0.576, 4.784, -1.517, -5.098
'MAFFT_b0#0081_htT_tree_70_OP_2.86216121405654_Split_81.fasta', -0.576, 4.784, -1.517, -5.098
'MAFFT_b0#0081_thH_tree_70_OP_2.86216121405654_Split_81.fasta', -0.087, 5.342, -1.249, -4.815
'MAFFT_b0#0081_thT_tree_28_OP_2.8015195195451144_Split_81.fasta', -6.024, -1.313, -5.304, -8.517
'MAFFT_b0#0081_ttH_tree_28_OP_2.8015195195451144_Split_81.fasta', -5.582, -0.792, -4.751, -8.146
'MAFFT_b0#0081_ttH_tree_70_OP_2.86216121405654_Split_81.fasta', -0.576, 4.784, -1.517, -5.098
'MAFFT_b0#0085_hhH_tree_6_OP_2.614406638642872_Split_85.fasta', -6.842, -3.021, -10.733, -8.211
'MAFFT_b0#0085_htH_tree_6_OP_2.614406638642872_Split_85.fasta', -6.87, -3.059, -10.724, -8.242
'MAFFT_b0#0085_htT_tree_43_OP_1.1593268235540946_Split_85.fasta', -1.073, 4.677, -2.318, -3.808
'MAFFT_b0#0085_htT_tree_6_OP_2.614406638642872_Split_85.fasta', -6.87, -3.059, -10.724, -8.242
'MAFFT_b0#0085_thT_tree_43_OP_1.1593268235540946_Split_85.fasta', -0.78, 5.009, -2.278, -6.102
'MAFFT_b0#0085_thT_tree_6_OP_2.614406638642872_Split_85.fasta', -6.842, -3.021, -10.733, -8.211
'MAFFT_b0#0085_ttH_tree_43_OP_1.1593268235540946_Split_85.fasta', -1.073, 4.677, -2.318, -3.808
'MAFFT_b0#0085_ttT_tree_43_OP_1.1593268235540946_Split_85.fasta', -1.073, 4.677, -2.318, -3.808
'MAFFT_b0#0086_hhH_tree_98_OP_1.0089131553899002_Split_86.fasta', -5.895, -0.681, -7.387, -9.294
'MAFFT_b0#0086_hhT_tree_98_OP_1.0089131553899002_Split_86.fasta', -5.895, -0.681, -7.387, -9.294
'MAFFT_b0#0086_htH_tree_98_OP_1.0089131553899002_Split_86.fasta', -5.781, -0.428, -6.337, -8.723
'MAFFT_b0#0086_thH_tree_98_OP_1.0089131553899002_Split_86.fasta', -5.895, -0.681, -7.387, -9.294
'MAFFT_b0#0088_hhH_tree_24_OP_2.5256879150632905_Split_88.fasta', -3.572, 1.553, -3.391, -8.89
'MAFFT_b0#0088_htH_tree_24_OP_2.5256879150632905_Split_88.fasta', -3.426, 1.785, -3.128, -8.611
'MAFFT_b0#0088_htT_tree_24_OP_2.5256879150632905_Split_88.fasta', -3.426, 1.785, -3.128, -8.611
'MAFFT_b0#0088_thH_tree_24_OP_2.5256879150632905_Split_88.fasta', -3.572, 1.553, -3.391, -8.89
'MAFFT_b0#0089_hhH_tree_3_OP_2.728084439580989_Split_89.fasta', -2.032, 2.599, -0.683, -4.638
'MAFFT_b0#0089_hhT_tree_3_OP_2.728084439580989_Split_89.fasta', -2.032, 2.599, -0.683, -4.638
'MAFFT_b0#0089_htH_tree_3_OP_2.728084439580989_Split_89.fasta', -2.15, 2.399, 0.144, -4.51
'MAFFT_b0#0089_htT_tree_3_OP_2.728084439580989_Split_89.fasta', -2.15, 2.399, 0.144, -4.51
'MAFFT_b0#0091_hhH_tree_58_OP_2.470758940826272_Split_91.fasta', -3.519, 0.417, -9.383, -5.011
'MAFFT_b0#0091_htH_tree_58_OP_2.470758940826272_Split_91.fasta', -3.519, 0.417, -9.383, -5.011
'MAFFT_b0#0091_thH_tree_58_OP_2.470758940826272_Split_91.fasta', -2.438, 1.766, -8.08, -3.7
'MAFFT_b0#0091_thT_tree_58_OP_2.470758940826272_Split_91.fasta', -2.438, 1.766, -8.08, -3.7
'MAFFT_b0#0092_hhH_tree_42_OP_1.3915835484150982_Split_92.fasta', -0.686, 4.133, 0.851, -3.252
'MAFFT_b0#0092_htH_tree_42_OP_1.3915835484150982_Split_92.fasta', -1.135, 3.666, 0.264, -3.322
'MAFFT_b0#0092_thH_tree_42_OP_1.3915835484150982_Split_92.fasta', -0.706, 4.099, 0.865, -3.238
'MAFFT_b0#0092_thT_tree_42_OP_1.3915835484150982_Split_92.fasta', -0.706, 4.099, 0.865, -3.238
'MAFFT_b0#0093_hhH_tree_50_OP_1.9153041649578615_Split_93.fasta', -9.109, -5.027, -9.61, -11.151
'MAFFT_b0#0093_htH_tree_49_OP_1.2895147288295243_Split_93.fasta', -1.136, 5.367, -2.842, -7.136
'MAFFT_b0#0093_htH_tree_50_OP_1.9153041649578615_Split_93.fasta', -5.641, -1.226, -7.803, -7.309
'MAFFT_b0#0093_htT_tree_50_OP_1.9153041649578615_Split_93.fasta', -5.641, -1.226, -7.803, -7.309
'MAFFT_b0#0093_thH_tree_49_OP_1.2895147288295243_Split_93.fasta', -1.863, 4.352, -2.045, -7.83
'MAFFT_b0#0093_thT_tree_49_OP_1.2895147288295243_Split_93.fasta', -1.863, 4.352, -2.045, -7.83
'MAFFT_b0#0093_ttT_tree_49_OP_1.2895147288295243_Split_93.fasta', -1.925, 4.303, -4.607, -7.15
'MAFFT_b0#0093_ttT_tree_50_OP_1.9153041649578615_Split_93.fasta', -5.519, -1.029, -7.837, -7.1
'MAFFT_b0#0094_hhH_tree_61_OP_2.233368308529553_Split_94.fasta', 1.881, 7.292, -2.699, -0.379
'MAFFT_b0#0094_hhT_tree_63_OP_2.7597843575557506_Split_94.fasta', -1.678, 3.211, -3.728, -6.415
'MAFFT_b0#0094_htT_tree_63_OP_2.7597843575557506_Split_94.fasta', -0.197, 4.698, -3.363, -3.327
'MAFFT_b0#0094_thH_tree_61_OP_2.233368308529553_Split_94.fasta', 1.785, 7.176, -2.787, -0.453
'MAFFT_b0#0094_thH_tree_63_OP_2.7597843575557506_Split_94.fasta', -1.283, 3.684, -3.46, -5.989
'MAFFT_b0#0094_thT_tree_61_OP_2.233368308529553_Split_94.fasta', 1.785, 7.176, -2.787, -0.453
'MAFFT_b0#0094_thT_tree_63_OP_2.7597843575557506_Split_94.fasta', -1.283, 3.684, -3.46, -5.989
'MAFFT_b0#0094_ttH_tree_61_OP_2.233368308529553_Split_94.fasta', 1.589, 6.96, -3.773, -0.704
'MAFFT_b0#0095_hhH_tree_36_OP_1.861931102167887_Split_95.fasta', -6.177, -2.82, -8.637, -9.174
'MAFFT_b0#0095_hhT_tree_25_OP_1.0509666088927379_Split_95.fasta', -6.279, -1.306, -7.582, -10.073
'MAFFT_b0#0095_hhT_tree_36_OP_1.861931102167887_Split_95.fasta', -6.177, -2.82, -8.637, -9.174
'MAFFT_b0#0095_htT_tree_25_OP_1.0509666088927379_Split_95.fasta', -6.279, -1.306, -7.582, -10.073
