code_PAM250_GO_-6_GE_-1,sp_HENIKOFF_with_gaps_PAM250_GO_-6_GE_-1,sp_HENIKOFF_without_gaps_PAM250_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-6_GE_-1
'bali_phy_msa.281.fas', 2.793, 8.22, 0.641, 0.057
'bali_phy_msa.282.fas', 0.907, 5.92, -1.131, -2.016
'bali_phy_msa.283.fas', 0.077, 4.93, -1.943, -2.778
'bali_phy_msa.284.fas', 1.742, 6.948, -0.019, -1.493
'bali_phy_msa.285.fas', 0.825, 5.979, -1.031, -2.52
'bali_phy_msa.286.fas', 1.554, 6.768, -1.756, -1.436
'bali_phy_msa.287.fas', 3.881, 9.394, 1.257, 0.456
'bali_phy_msa.288.fas', 0.819, 5.942, -1.481, -2.123
'bali_phy_msa.289.fas', -0.463, 4.322, -2.188, -3.499
'bali_phy_msa.29.fas', 2.018, 7.336, 0.186, -1.375
'bali_phy_msa.290.fas', 1.825, 7.035, 0.458, -1.202
'bali_phy_msa.291.fas', 1.587, 7.017, -3.141, -2.234
'bali_phy_msa.292.fas', 1.108, 6.015, 0.129, -1.955
'bali_phy_msa.293.fas', 0.65, 5.702, -1.7, -2.542
'bali_phy_msa.294.fas', 1.575, 6.924, 0.254, -1.475
'bali_phy_msa.295.fas', 3.07, 8.674, 1.37, -0.086
'bali_phy_msa.296.fas', 1.179, 6.437, -2.0, -2.402
'bali_phy_msa.297.fas', 1.66, 7.011, -0.007, -1.422
'bali_phy_msa.298.fas', 1.716, 7.056, 1.035, -0.292
'bali_phy_msa.299.fas', 1.596, 6.813, 0.17, -1.788
'bali_phy_msa.3.fas', 0.586, 5.637, -1.646, -2.828
'bali_phy_msa.30.fas', 2.766, 8.112, 0.279, -1.208
'bali_phy_msa.300.fas', 1.013, 6.008, -0.743, -2.297
'bali_phy_msa.301.fas', 0.263, 5.09, -2.582, -2.9
'bali_phy_msa.302.fas', 1.718, 7.014, 0.185, -1.381
'bali_phy_msa.303.fas', 1.109, 6.394, 2.189, -3.588
'bali_phy_msa.304.fas', 0.003, 5.072, -1.916, -3.181
'bali_phy_msa.305.fas', 2.124, 7.537, -0.233, -1.462
'bali_phy_msa.306.fas', 2.263, 8.045, -0.379, -0.877
'bali_phy_msa.307.fas', 2.983, 8.568, 1.255, 0.296
'bali_phy_msa.308.fas', 0.526, 5.758, -0.59, -2.586
'bali_phy_msa.309.fas', 2.315, 7.657, 0.374, -1.224
'bali_phy_msa.31.fas', 1.87, 7.371, -1.345, -0.115
'bali_phy_msa.310.fas', 0.662, 5.755, 0.231, -2.984
'bali_phy_msa.311.fas', 3.185, 8.714, 0.848, -0.279
'bali_phy_msa.312.fas', 3.914, 9.528, 1.037, 2.014
'bali_phy_msa.313.fas', 0.224, 5.102, -2.389, -3.367
'bali_phy_msa.314.fas', 2.813, 8.337, 0.181, -0.077
'bali_phy_msa.315.fas', 1.98, 7.246, 0.649, -0.779
'bali_phy_msa.316.fas', 0.821, 5.961, -0.387, -2.248
'bali_phy_msa.317.fas', 1.482, 6.745, -3.624, -1.987
'bali_phy_msa.318.fas', 2.882, 8.64, 3.076, -0.521
'bali_phy_msa.319.fas', 3.183, 8.897, 1.314, 0.384
'bali_phy_msa.32.fas', 2.394, 7.665, -0.231, -0.687
'bali_phy_msa.320.fas', 1.153, 6.342, -0.601, -2.312
'bali_phy_msa.321.fas', 2.596, 8.034, 0.059, -0.544
'bali_phy_msa.322.fas', 2.161, 7.515, 0.06, -0.989
'bali_phy_msa.323.fas', 2.598, 8.126, -1.073, -1.176
'bali_phy_msa.324.fas', 1.66, 6.853, -0.368, -0.821
'bali_phy_msa.325.fas', 4.161, 9.881, -0.019, 1.565
'bali_phy_msa.326.fas', 3.576, 9.086, 1.552, 0.037
'bali_phy_msa.327.fas', 2.196, 7.803, 0.102, -0.788
'bali_phy_msa.328.fas', 1.719, 6.922, 0.42, -1.327
'bali_phy_msa.329.fas', 0.715, 5.729, -1.549, -1.899
'bali_phy_msa.33.fas', 0.406, 5.402, -2.48, -1.886
'bali_phy_msa.330.fas', 0.534, 5.515, -2.513, -3.005
'bali_phy_msa.331.fas', 0.323, 5.476, -0.85, -2.916
'bali_phy_msa.332.fas', 1.308, 6.411, 4.498, -2.084
'bali_phy_msa.333.fas', 2.73, 8.38, -1.486, 0.654
'bali_phy_msa.334.fas', 3.188, 8.765, -0.907, 0.5
'bali_phy_msa.335.fas', -0.505, 4.124, -3.546, -4.057
'bali_phy_msa.336.fas', 1.66, 7.13, 0.03, -1.705
'bali_phy_msa.337.fas', 2.286, 7.769, 0.748, -0.944
'bali_phy_msa.338.fas', 1.659, 7.139, -1.771, -1.681
'bali_phy_msa.339.fas', 2.995, 8.552, -0.586, -0.409
'bali_phy_msa.34.fas', 4.165, 10.079, -0.997, 0.107
'bali_phy_msa.340.fas', 3.031, 8.485, -0.949, -0.066
'bali_phy_msa.341.fas', 3.443, 9.159, 1.258, -0.027
'bali_phy_msa.342.fas', 1.081, 6.054, 2.523, -3.585
'bali_phy_msa.343.fas', 0.285, 5.464, -1.764, -3.278
'bali_phy_msa.344.fas', 1.872, 7.176, -1.881, -0.05
'bali_phy_msa.345.fas', 2.726, 8.185, -0.7, -0.194
'bali_phy_msa.346.fas', 2.897, 8.454, 1.867, -1.407
'bali_phy_msa.347.fas', 2.787, 8.344, 0.641, -0.571
'bali_phy_msa.348.fas', 0.878, 5.916, 0.328, -1.27
'bali_phy_msa.349.fas', 2.033, 7.311, 0.433, -0.369
'bali_phy_msa.35.fas', 2.013, 7.74, -3.078, -1.071
'bali_phy_msa.350.fas', 1.856, 7.269, 2.839, -2.462
'bali_phy_msa.351.fas', 1.1, 6.248, 0.938, -1.578
'bali_phy_msa.352.fas', 2.065, 7.372, 0.129, -0.583
'bali_phy_msa.353.fas', 1.928, 7.413, -0.14, -0.684
'bali_phy_msa.354.fas', 1.122, 6.209, 0.051, -1.999
'bali_phy_msa.355.fas', 1.65, 7.02, -0.43, -1.371
'bali_phy_msa.356.fas', 0.362, 5.266, -1.135, -2.384
'bali_phy_msa.357.fas', 3.068, 8.716, -0.524, 1.382
'bali_phy_msa.358.fas', 0.499, 5.59, -1.609, -2.0
'bali_phy_msa.359.fas', 1.815, 7.029, -0.837, -1.732
'bali_phy_msa.36.fas', 1.906, 7.412, -0.532, -0.314
'bali_phy_msa.360.fas', 3.996, 9.876, -0.248, 0.653
'bali_phy_msa.361.fas', 2.848, 8.333, 0.39, 0.674
'bali_phy_msa.362.fas', 2.359, 7.741, 1.61, -0.837
'bali_phy_msa.363.fas', 4.42, 10.217, 1.166, 0.965
'bali_phy_msa.364.fas', 1.864, 6.969, -0.547, -0.5
'bali_phy_msa.365.fas', 1.901, 7.183, -1.554, -1.405
'bali_phy_msa.366.fas', 2.982, 8.661, 1.881, -1.033
'bali_phy_msa.367.fas', 0.209, 5.185, -0.732, -2.888
'bali_phy_msa.368.fas', 1.026, 6.33, -0.846, -1.869
'bali_phy_msa.369.fas', 3.23, 9.048, 1.215, 0.242
'bali_phy_msa.37.fas', 0.796, 5.659, -0.519, -2.766
'bali_phy_msa.370.fas', 2.6, 8.094, 0.505, -0.502
'bali_phy_msa.371.fas', 1.74, 7.109, -1.465, -0.209
'bali_phy_msa.372.fas', 3.225, 9.023, 1.225, -0.198
'bali_phy_msa.373.fas', 0.957, 5.823, -1.194, -2.631
'bali_phy_msa.374.fas', 4.238, 10.019, -0.906, 1.873
'bali_phy_msa.375.fas', 2.649, 8.043, 4.774, -1.559
'bali_phy_msa.376.fas', 3.563, 9.263, -0.367, 0.764
'bali_phy_msa.377.fas', -0.606, 4.235, -1.699, -3.939
'bali_phy_msa.378.fas', -1.305, 3.595, -3.422, -4.528
'bali_phy_msa.379.fas', 3.295, 9.244, 2.126, -0.023
'bali_phy_msa.38.fas', 1.329, 6.814, -2.018, -1.907
'bali_phy_msa.380.fas', 2.996, 8.658, -1.534, -0.231
'bali_phy_msa.381.fas', 2.796, 8.576, 1.643, -0.726
'bali_phy_msa.382.fas', 1.605, 7.038, -0.306, -1.935
'bali_phy_msa.383.fas', 0.114, 5.048, -1.108, -3.565
'bali_phy_msa.384.fas', 1.573, 6.931, -3.154, -1.831
'bali_phy_msa.385.fas', -0.155, 4.831, 1.265, -4.044
'bali_phy_msa.386.fas', 3.039, 8.694, -2.037, -0.13
'bali_phy_msa.387.fas', 1.33, 6.301, 1.386, -4.563
'bali_phy_msa.388.fas', 1.033, 6.444, -0.237, -2.217
'bali_phy_msa.389.fas', -0.379, 4.397, -3.816, -2.801
'bali_phy_msa.39.fas', 0.475, 5.747, -2.166, -3.106
'bali_phy_msa.390.fas', 2.121, 7.497, -1.564, -0.884
'bali_phy_msa.391.fas', 2.297, 7.629, -1.817, -0.748
'bali_phy_msa.392.fas', 2.517, 8.115, -0.363, 0.692
'bali_phy_msa.393.fas', 1.28, 6.43, -0.81, -2.614
'bali_phy_msa.394.fas', 2.438, 7.728, -0.228, -0.38
'bali_phy_msa.395.fas', 3.331, 8.811, 0.073, -0.563
'bali_phy_msa.396.fas', 2.547, 8.233, -1.889, 0.444
'bali_phy_msa.397.fas', -6.653, -2.897, -9.105, -10.075
'bali_phy_msa.398.fas', 0.114, 5.225, -2.124, -3.592
'bali_phy_msa.399.fas', 1.722, 6.936, -2.029, -1.32
'bali_phy_msa.4.fas', 2.113, 7.48, 0.495, -0.556
'bali_phy_msa.40.fas', 1.602, 6.666, -2.746, -1.552
'bali_phy_msa.400.fas', 3.306, 8.935, -1.89, -0.093
'bali_phy_msa.41.fas', 2.133, 7.565, 1.012, -0.313
'bali_phy_msa.42.fas', 0.146, 5.26, -4.12, -2.171
'bali_phy_msa.43.fas', 2.114, 7.778, 0.157, -1.15
'bali_phy_msa.44.fas', 0.991, 6.13, -1.479, -2.631
'bali_phy_msa.45.fas', 3.423, 9.164, -1.072, 0.428
'bali_phy_msa.46.fas', 2.498, 7.975, 0.906, -1.137
'bali_phy_msa.47.fas', 1.863, 7.216, 0.364, -0.911
'bali_phy_msa.48.fas', 1.624, 6.707, -0.439, -2.733
'bali_phy_msa.49.fas', 2.193, 7.624, -0.189, -1.33
'bali_phy_msa.5.fas', 1.654, 7.026, -1.061, -1.999
'bali_phy_msa.50.fas', 1.509, 6.629, -1.758, -2.095
'bali_phy_msa.51.fas', 1.383, 6.842, -0.311, -1.375
'bali_phy_msa.52.fas', 2.237, 7.537, -1.232, 0.002
'bali_phy_msa.53.fas', 0.24, 5.243, -3.511, -3.284
'bali_phy_msa.54.fas', 1.559, 6.864, -3.109, -2.087
'bali_phy_msa.55.fas', 2.174, 7.474, -0.708, -1.698
'bali_phy_msa.56.fas', 3.626, 9.263, 0.042, 1.408
'bali_phy_msa.57.fas', 1.723, 7.13, -0.742, -1.644
'bali_phy_msa.58.fas', 3.406, 9.066, 2.034, -0.638
'bali_phy_msa.59.fas', 1.997, 7.001, 1.099, -2.116
'bali_phy_msa.6.fas', 2.257, 7.655, 0.362, -0.773
'bali_phy_msa.60.fas', 4.147, 9.916, -0.19, 0.859
'bali_phy_msa.61.fas', 2.275, 7.647, 1.173, -0.352
'bali_phy_msa.62.fas', 1.373, 6.746, 2.24, -2.369
'bali_phy_msa.63.fas', 1.706, 7.298, 2.507, -3.396
'bali_phy_msa.64.fas', 1.446, 6.408, -2.35, -1.742
'bali_phy_msa.65.fas', 2.518, 7.932, -2.345, -1.293
'bali_phy_msa.66.fas', 1.328, 6.277, -0.274, -2.465
'bali_phy_msa.67.fas', 1.811, 7.159, 0.124, -0.836
'bali_phy_msa.68.fas', 3.097, 8.97, -0.857, 0.329
'bali_phy_msa.69.fas', 1.268, 6.427, -1.517, -1.287
'bali_phy_msa.7.fas', -0.098, 4.617, 0.405, -5.445
'bali_phy_msa.70.fas', 1.644, 6.743, 1.294, -2.976
'bali_phy_msa.71.fas', 1.928, 7.101, -1.4, -1.916
'bali_phy_msa.72.fas', 3.313, 9.027, 0.895, -0.271
'bali_phy_msa.73.fas', 2.391, 7.816, -0.18, -1.269
'bali_phy_msa.74.fas', 2.488, 7.897, -2.208, -0.312
'bali_phy_msa.75.fas', 2.421, 7.992, -0.25, -0.42
'bali_phy_msa.76.fas', 1.19, 6.234, -1.159, -1.81
'bali_phy_msa.77.fas', 1.209, 6.483, -2.027, -1.694
'bali_phy_msa.78.fas', 2.33, 7.644, 0.855, -0.518
'bali_phy_msa.79.fas', 2.161, 7.632, 0.586, -0.822
'bali_phy_msa.8.fas', -0.773, 3.919, -2.525, -4.121
'bali_phy_msa.80.fas', 2.308, 7.826, -1.346, 0.397
'bali_phy_msa.81.fas', 2.946, 8.678, 0.884, -0.5
'bali_phy_msa.82.fas', 1.239, 6.656, -0.203, -1.458
'bali_phy_msa.83.fas', 0.095, 4.905, -3.126, -3.151
'bali_phy_msa.84.fas', 1.774, 7.06, -3.058, -2.16
'bali_phy_msa.85.fas', 0.737, 5.997, -1.767, -1.618
'bali_phy_msa.86.fas', 1.19, 6.241, -1.126, -2.54
'bali_phy_msa.87.fas', 1.85, 7.091, -1.343, -1.131
'bali_phy_msa.88.fas', 1.156, 6.266, -1.556, -1.975
'bali_phy_msa.89.fas', 0.246, 5.354, -4.233, -2.551
'bali_phy_msa.9.fas', -0.461, 4.278, -2.34, -4.537
