code_BLOSUM62_GO_-6_GE_-0.5,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-6_GE_-0.5,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-6_GE_-0.5
'bali_phy_msa.307.fas', 34.228, 42.999, 29.525, 35.799
'bali_phy_msa.308.fas', 32.008, 40.394, 27.646, 33.074
'bali_phy_msa.309.fas', 33.529, 42.006, 28.796, 34.102
'bali_phy_msa.31.fas', 33.388, 42.064, 27.171, 35.213
'bali_phy_msa.310.fas', 32.436, 40.843, 28.995, 32.908
'bali_phy_msa.311.fas', 34.104, 42.861, 29.246, 34.817
'bali_phy_msa.312.fas', 34.402, 43.013, 28.706, 36.117
'bali_phy_msa.313.fas', 31.612, 39.729, 26.327, 32.032
'bali_phy_msa.314.fas', 34.042, 42.672, 28.921, 35.11
'bali_phy_msa.315.fas', 33.039, 41.481, 29.188, 34.389
'bali_phy_msa.316.fas', 32.334, 40.729, 28.803, 33.23
'bali_phy_msa.317.fas', 32.744, 41.123, 25.331, 33.257
'bali_phy_msa.318.fas', 34.238, 43.079, 31.689, 34.852
'bali_phy_msa.319.fas', 34.416, 43.145, 29.641, 35.696
'bali_phy_msa.32.fas', 33.461, 41.883, 28.566, 34.238
'bali_phy_msa.320.fas', 32.983, 41.416, 28.86, 33.555
'bali_phy_msa.321.fas', 33.907, 42.55, 28.962, 34.794
'bali_phy_msa.322.fas', 33.414, 41.977, 28.498, 34.392
'bali_phy_msa.323.fas', 33.829, 42.436, 27.874, 33.754
'bali_phy_msa.324.fas', 33.209, 41.518, 28.923, 34.115
'bali_phy_msa.325.fas', 34.525, 43.216, 28.062, 35.695
'bali_phy_msa.326.fas', 34.429, 42.98, 29.536, 34.931
'bali_phy_msa.327.fas', 33.231, 41.93, 28.316, 33.854
'bali_phy_msa.328.fas', 32.9, 41.188, 29.07, 33.793
'bali_phy_msa.329.fas', 31.91, 40.04, 27.237, 33.231
'bali_phy_msa.33.fas', 32.424, 40.755, 26.6, 33.934
'bali_phy_msa.330.fas', 32.1, 40.282, 26.804, 32.265
'bali_phy_msa.331.fas', 32.296, 40.8, 28.034, 33.099
'bali_phy_msa.332.fas', 32.602, 40.828, 32.468, 33.227
'bali_phy_msa.333.fas', 33.993, 42.853, 26.962, 35.614
'bali_phy_msa.334.fas', 34.255, 42.949, 27.754, 35.25
'bali_phy_msa.335.fas', 31.326, 39.268, 25.873, 31.864
'bali_phy_msa.336.fas', 33.242, 41.965, 28.679, 33.989
'bali_phy_msa.337.fas', 33.213, 41.738, 29.067, 34.007
'bali_phy_msa.338.fas', 33.164, 41.728, 27.304, 33.554
'bali_phy_msa.339.fas', 34.112, 42.722, 28.216, 34.574
'bali_phy_msa.34.fas', 34.794, 44.026, 27.351, 34.507
'bali_phy_msa.340.fas', 34.141, 42.776, 27.698, 35.213
'bali_phy_msa.341.fas', 34.496, 43.359, 29.582, 35.022
'bali_phy_msa.342.fas', 33.029, 41.268, 30.94, 32.556
'bali_phy_msa.343.fas', 32.015, 40.411, 27.587, 32.122
'bali_phy_msa.344.fas', 33.47, 41.941, 27.616, 35.167
'bali_phy_msa.345.fas', 34.097, 42.727, 27.873, 34.937
'bali_phy_msa.346.fas', 34.065, 42.682, 30.085, 33.84
'bali_phy_msa.347.fas', 34.257, 43.025, 29.554, 35.001
'bali_phy_msa.348.fas', 32.105, 40.232, 28.695, 33.562
'bali_phy_msa.349.fas', 33.503, 41.879, 29.253, 34.73
'bali_phy_msa.35.fas', 33.037, 41.832, 25.4, 33.729
'bali_phy_msa.350.fas', 33.228, 41.733, 30.616, 32.905
'bali_phy_msa.351.fas', 32.583, 40.984, 29.5, 33.849
'bali_phy_msa.352.fas', 33.151, 41.636, 28.501, 34.485
'bali_phy_msa.353.fas', 32.92, 41.544, 28.192, 34.178
'bali_phy_msa.354.fas', 32.953, 41.361, 28.82, 34.061
'bali_phy_msa.355.fas', 32.848, 41.432, 28.258, 33.79
'bali_phy_msa.356.fas', 31.425, 39.531, 27.483, 32.78
'bali_phy_msa.357.fas', 33.502, 42.093, 27.159, 35.4
'bali_phy_msa.358.fas', 31.855, 39.998, 27.248, 32.893
'bali_phy_msa.359.fas', 32.982, 41.255, 27.82, 33.349
'bali_phy_msa.36.fas', 33.137, 41.666, 28.193, 34.373
'bali_phy_msa.360.fas', 34.822, 43.738, 27.92, 35.383
'bali_phy_msa.361.fas', 34.062, 42.612, 29.025, 35.354
'bali_phy_msa.362.fas', 33.577, 42.117, 30.374, 34.377
'bali_phy_msa.363.fas', 35.15, 43.946, 29.084, 35.74
'bali_phy_msa.364.fas', 33.392, 41.681, 28.724, 34.547
'bali_phy_msa.365.fas', 33.577, 42.082, 27.822, 34.134
'bali_phy_msa.366.fas', 33.783, 42.481, 30.162, 33.632
'bali_phy_msa.367.fas', 31.636, 39.76, 27.726, 32.524
'bali_phy_msa.368.fas', 32.698, 41.353, 28.257, 33.605
'bali_phy_msa.369.fas', 33.953, 42.812, 29.297, 35.025
'bali_phy_msa.37.fas', 32.447, 40.645, 28.461, 33.05
'bali_phy_msa.370.fas', 33.254, 41.73, 28.653, 34.028
'bali_phy_msa.371.fas', 32.901, 41.467, 26.875, 34.768
'bali_phy_msa.372.fas', 33.961, 42.793, 29.152, 34.559
'bali_phy_msa.373.fas', 32.46, 40.71, 27.488, 32.978
'bali_phy_msa.374.fas', 34.684, 43.438, 27.192, 35.797
'bali_phy_msa.375.fas', 33.996, 42.619, 32.22, 34.061
'bali_phy_msa.376.fas', 34.412, 43.126, 28.034, 35.293
'bali_phy_msa.377.fas', 31.369, 39.454, 27.714, 32.139
'bali_phy_msa.378.fas', 30.677, 38.853, 25.707, 31.316
'bali_phy_msa.379.fas', 34.334, 43.347, 30.256, 35.013
'bali_phy_msa.38.fas', 33.033, 41.641, 27.3, 33.506
'bali_phy_msa.380.fas', 34.271, 43.034, 27.596, 35.018
'bali_phy_msa.381.fas', 33.973, 42.733, 30.482, 34.093
'bali_phy_msa.382.fas', 33.151, 41.743, 28.756, 33.633
'bali_phy_msa.383.fas', 31.983, 40.135, 28.172, 32.31
'bali_phy_msa.384.fas', 32.673, 41.21, 25.7, 33.296
'bali_phy_msa.385.fas', 31.726, 40.025, 30.346, 32.087
'bali_phy_msa.386.fas', 34.111, 42.823, 26.451, 34.789
'bali_phy_msa.387.fas', 32.055, 40.169, 29.733, 30.395
'bali_phy_msa.388.fas', 32.346, 40.919, 28.423, 33.218
'bali_phy_msa.389.fas', 31.65, 39.776, 25.27, 32.897
'bali_phy_msa.39.fas', 31.842, 40.162, 26.627, 32.056
'bali_phy_msa.390.fas', 33.763, 42.449, 27.46, 34.564
'bali_phy_msa.391.fas', 33.505, 42.045, 26.81, 34.142
'bali_phy_msa.392.fas', 33.871, 42.556, 28.565, 35.502
'bali_phy_msa.393.fas', 32.983, 41.341, 28.279, 32.739
'bali_phy_msa.394.fas', 33.543, 42.092, 28.781, 34.459
'bali_phy_msa.395.fas', 34.32, 42.938, 28.824, 34.393
'bali_phy_msa.396.fas', 33.525, 42.17, 26.59, 34.972
'bali_phy_msa.397.fas', 27.321, 34.717, 22.005, 27.986
'bali_phy_msa.398.fas', 31.947, 40.331, 27.23, 32.243
'bali_phy_msa.399.fas', 32.747, 41.11, 26.524, 33.507
'bali_phy_msa.4.fas', 33.262, 41.76, 28.877, 34.583
'bali_phy_msa.40.fas', 32.365, 40.47, 25.582, 33.102
'bali_phy_msa.400.fas', 34.491, 43.285, 26.558, 34.981
'bali_phy_msa.41.fas', 33.261, 41.757, 29.408, 34.496
'bali_phy_msa.42.fas', 32.313, 40.68, 25.354, 33.793
'bali_phy_msa.43.fas', 33.207, 41.858, 28.766, 33.882
'bali_phy_msa.44.fas', 32.519, 40.856, 27.742, 32.867
'bali_phy_msa.45.fas', 34.788, 43.639, 27.869, 35.468
'bali_phy_msa.46.fas', 33.198, 41.751, 28.966, 33.642
'bali_phy_msa.47.fas', 33.218, 41.724, 28.979, 34.48
'bali_phy_msa.48.fas', 32.931, 41.228, 28.026, 32.74
'bali_phy_msa.49.fas', 33.755, 42.366, 28.912, 34.202
'bali_phy_msa.5.fas', 33.362, 41.935, 28.286, 33.68
'bali_phy_msa.50.fas', 32.857, 41.146, 27.372, 33.059
'bali_phy_msa.51.fas', 32.682, 41.224, 28.135, 33.608
'bali_phy_msa.52.fas', 33.537, 41.949, 27.211, 34.892
'bali_phy_msa.53.fas', 32.168, 40.448, 26.017, 32.523
'bali_phy_msa.54.fas', 32.948, 41.46, 25.799, 33.249
'bali_phy_msa.55.fas', 33.365, 41.854, 28.389, 33.35
'bali_phy_msa.56.fas', 34.427, 43.093, 28.328, 36.019
'bali_phy_msa.57.fas', 33.395, 41.914, 28.674, 33.867
'bali_phy_msa.58.fas', 34.217, 42.962, 30.107, 33.97
'bali_phy_msa.59.fas', 33.417, 41.647, 29.861, 33.17
'bali_phy_msa.6.fas', 33.389, 41.915, 28.92, 34.358
'bali_phy_msa.60.fas', 34.911, 43.714, 27.929, 35.581
'bali_phy_msa.61.fas', 33.649, 42.218, 30.037, 34.759
'bali_phy_msa.62.fas', 32.788, 41.263, 30.707, 33.148
'bali_phy_msa.63.fas', 33.568, 42.303, 31.172, 32.424
'bali_phy_msa.64.fas', 32.899, 41.049, 26.578, 33.505
'bali_phy_msa.65.fas', 33.436, 41.891, 26.017, 33.612
'bali_phy_msa.66.fas', 32.841, 41.097, 28.752, 33.207
'bali_phy_msa.67.fas', 33.236, 41.728, 28.985, 34.249
'bali_phy_msa.68.fas', 34.355, 43.244, 27.675, 35.38
'bali_phy_msa.69.fas', 33.041, 41.458, 27.598, 34.131
'bali_phy_msa.7.fas', 31.981, 40.005, 29.645, 30.852
'bali_phy_msa.70.fas', 32.98, 41.287, 29.561, 32.55
'bali_phy_msa.71.fas', 33.493, 41.919, 27.543, 33.8
'bali_phy_msa.72.fas', 34.656, 43.523, 29.387, 35.204
'bali_phy_msa.73.fas', 33.417, 41.923, 28.264, 33.846
'bali_phy_msa.74.fas', 33.889, 42.41, 27.144, 34.63
'bali_phy_msa.75.fas', 32.876, 41.462, 27.698, 33.763
'bali_phy_msa.76.fas', 32.214, 40.458, 27.401, 33.182
'bali_phy_msa.77.fas', 32.683, 41.125, 26.665, 33.544
'bali_phy_msa.78.fas', 33.788, 42.328, 29.436, 35.035
'bali_phy_msa.79.fas', 33.262, 41.86, 28.783, 34.371
'bali_phy_msa.8.fas', 31.107, 39.01, 27.071, 31.733
'bali_phy_msa.80.fas', 33.655, 42.266, 27.23, 35.209
'bali_phy_msa.81.fas', 34.303, 43.195, 29.292, 34.928
'bali_phy_msa.82.fas', 32.456, 41.06, 28.162, 33.861
'bali_phy_msa.83.fas', 32.213, 40.376, 26.67, 32.84
'bali_phy_msa.84.fas', 33.099, 41.627, 25.98, 33.19
'bali_phy_msa.85.fas', 32.394, 40.849, 26.965, 33.822
'bali_phy_msa.86.fas', 33.252, 41.672, 28.062, 33.646
'bali_phy_msa.87.fas', 32.966, 41.282, 26.992, 34.022
'bali_phy_msa.88.fas', 33.081, 41.463, 27.642, 33.883
