code_BLOSUM62_GO_-6_GE_-0.5,sp_match_count,sp_match_count_norm,sp_mismatch_count,sp_mismatch_count_norm,sp_go,sp_go_norm,sp_ge,sp_ge_norm,sp_match_BLOSUM62,sp_match_norm_BLOSUM62,sp_mismatch_BLOSUM62,sp_mismatch_norm_BLOSUM62,sp_BLOSUM62_GO_-6_GE_-0.5,sp_norm_BLOSUM62_GO_-6_GE_-0.5
'MSA.BALIPHY.aln.best.23410.fas', 33835.0, 0.06, 25259, 0.045, 5214, 0.009, 103733, 0.184, 183492.0, 0.326, -11781, -0.021, 88560.5, 0.157
'MSA.MAFFT.aln.With_Names', 33604.0, 0.069, 26436, 0.054, 5101, 0.01, 101841, 0.209, 182465.0, 0.374, -13295, -0.027, 87643.5, 0.18
'MSA.MUSCLE.aln.best.23410.fas', 33459.0, 0.056, 28707, 0.048, 4657, 0.008, 97589, 0.164, 181457.0, 0.305, -16083, -0.027, 88637.5, 0.149
'MSA.PRANK.aln.With_Names', 30288.0, 0.049, 24227, 0.039, 4808, 0.008, 112891, 0.181, 163679.0, 0.263, -11749, -0.019, 66636.5, 0.107
'MUSCLE_diversified_replicate.abc.1.afa', 32198.0, 0.063, 30422, 0.06, 5037, 0.01, 96681, 0.19, 175305.0, 0.344, -19091, -0.037, 77651.5, 0.152
'MUSCLE_diversified_replicate.abc.101.afa', 31581.0, 0.06, 33012, 0.063, 5366, 0.01, 92735, 0.176, 171979.0, 0.326, -22444, -0.043, 70971.5, 0.134
'MUSCLE_diversified_replicate.abc.105.afa', 31572.0, 0.06, 31595, 0.06, 5059, 0.01, 95587, 0.181, 171984.0, 0.326, -20595, -0.039, 73241.5, 0.139
'MUSCLE_diversified_replicate.abc.109.afa', 33280.0, 0.063, 28638, 0.054, 4919, 0.009, 98085, 0.185, 180731.0, 0.342, -15959, -0.03, 86215.5, 0.163
'MUSCLE_diversified_replicate.abc.113.afa', 33453.0, 0.068, 28564, 0.058, 5078, 0.01, 97887, 0.198, 181643.0, 0.367, -15585, -0.031, 86646.5, 0.175
'MUSCLE_diversified_replicate.abc.117.afa', 31696.0, 0.059, 32548, 0.061, 5112, 0.01, 93433, 0.174, 172528.0, 0.322, -21484, -0.04, 73655.5, 0.137
'MUSCLE_diversified_replicate.abc.121.afa', 31535.0, 0.062, 32875, 0.064, 5015, 0.01, 93101, 0.182, 171329.0, 0.335, -22018, -0.043, 72670.5, 0.142
'MUSCLE_diversified_replicate.abc.125.afa', 32309.0, 0.064, 30815, 0.061, 4934, 0.01, 95673, 0.188, 175791.0, 0.346, -19652, -0.039, 78698.5, 0.155
'MUSCLE_diversified_replicate.abc.129.afa', 31999.0, 0.064, 33279, 0.066, 4720, 0.009, 91365, 0.182, 174082.0, 0.347, -22521, -0.045, 77558.5, 0.154
'MUSCLE_diversified_replicate.abc.13.afa', 32704.0, 0.066, 30057, 0.06, 5015, 0.01, 96399, 0.193, 177856.0, 0.357, -18048, -0.036, 81518.5, 0.164
'MUSCLE_diversified_replicate.abc.133.afa', 33720.0, 0.064, 28226, 0.054, 4993, 0.01, 98029, 0.187, 183175.0, 0.35, -15448, -0.03, 88754.5, 0.17
'MUSCLE_diversified_replicate.abc.137.afa', 31646.0, 0.062, 33076, 0.065, 5254, 0.01, 92477, 0.181, 172203.0, 0.338, -22468, -0.044, 71972.5, 0.141
'MUSCLE_diversified_replicate.abc.141.afa', 31517.0, 0.061, 33034, 0.064, 5257, 0.01, 92819, 0.181, 171482.0, 0.334, -22736, -0.044, 70794.5, 0.138
'MUSCLE_diversified_replicate.abc.145.afa', 32516.0, 0.064, 29982, 0.059, 5327, 0.01, 96925, 0.19, 176865.0, 0.347, -17435, -0.034, 79005.5, 0.155
'MUSCLE_diversified_replicate.abc.149.afa', 33241.0, 0.062, 28383, 0.053, 5009, 0.009, 98673, 0.184, 180547.0, 0.337, -16149, -0.03, 85007.5, 0.159
'MUSCLE_diversified_replicate.abc.153.afa', 32247.0, 0.061, 31155, 0.059, 5003, 0.009, 95117, 0.18, 175295.0, 0.331, -19874, -0.038, 77844.5, 0.147
'MUSCLE_diversified_replicate.abc.157.afa', 31118.0, 0.059, 33123, 0.063, 5676, 0.011, 93439, 0.177, 169180.0, 0.32, -21749, -0.041, 66655.5, 0.126
'MUSCLE_diversified_replicate.abc.161.afa', 33277.0, 0.064, 28785, 0.056, 5186, 0.01, 97797, 0.189, 180654.0, 0.349, -16158, -0.031, 84481.5, 0.163
'MUSCLE_diversified_replicate.abc.165.afa', 31687.0, 0.063, 32829, 0.065, 5181, 0.01, 92889, 0.184, 172375.0, 0.342, -22196, -0.044, 72648.5, 0.144
'MUSCLE_diversified_replicate.abc.169.afa', 32813.0, 0.065, 29406, 0.058, 5386, 0.011, 97483, 0.193, 178356.0, 0.353, -17319, -0.034, 79979.5, 0.158
'MUSCLE_diversified_replicate.abc.17.afa', 32965.0, 0.063, 29402, 0.056, 5167, 0.01, 97187, 0.185, 179050.0, 0.342, -16761, -0.032, 82693.5, 0.158
'MUSCLE_diversified_replicate.abc.173.afa', 32658.0, 0.062, 30313, 0.057, 5103, 0.01, 95979, 0.181, 177629.0, 0.335, -18350, -0.035, 80671.5, 0.152
'MUSCLE_diversified_replicate.abc.177.afa', 31699.0, 0.059, 33012, 0.061, 4933, 0.009, 92499, 0.172, 172555.0, 0.321, -22623, -0.042, 74084.5, 0.138
'MUSCLE_diversified_replicate.abc.181.afa', 32250.0, 0.065, 31271, 0.063, 4786, 0.01, 94879, 0.19, 175354.0, 0.351, -19815, -0.04, 79383.5, 0.159
'MUSCLE_diversified_replicate.abc.185.afa', 31614.0, 0.062, 33120, 0.065, 4933, 0.01, 92453, 0.182, 171584.0, 0.338, -22808, -0.045, 72951.5, 0.144
'MUSCLE_diversified_replicate.abc.189.afa', 31351.0, 0.062, 32652, 0.065, 5062, 0.01, 93915, 0.186, 170511.0, 0.337, -22019, -0.044, 71162.5, 0.141
'MUSCLE_diversified_replicate.abc.193.afa', 31534.0, 0.059, 33051, 0.062, 4942, 0.009, 92751, 0.173, 171712.0, 0.321, -22490, -0.042, 73194.5, 0.137
'MUSCLE_diversified_replicate.abc.197.afa', 32400.0, 0.062, 30822, 0.059, 4894, 0.009, 95477, 0.183, 176159.0, 0.338, -19543, -0.037, 79513.5, 0.152
'MUSCLE_diversified_replicate.abc.201.afa', 32366.0, 0.061, 30924, 0.059, 5101, 0.01, 95341, 0.181, 176133.0, 0.334, -18964, -0.036, 78892.5, 0.149
'MUSCLE_diversified_replicate.abc.205.afa', 32479.0, 0.061, 30775, 0.058, 4914, 0.009, 95413, 0.179, 176735.0, 0.332, -19335, -0.036, 80209.5, 0.151
'MUSCLE_diversified_replicate.abc.209.afa', 32147.0, 0.06, 30461, 0.057, 5057, 0.01, 96705, 0.182, 174367.0, 0.328, -18745, -0.035, 76927.5, 0.145
'MUSCLE_diversified_replicate.abc.21.afa', 31815.0, 0.062, 33231, 0.065, 4775, 0.009, 91829, 0.18, 173020.0, 0.339, -22413, -0.044, 76042.5, 0.149
'MUSCLE_diversified_replicate.abc.213.afa', 32324.0, 0.061, 29837, 0.056, 5108, 0.01, 97599, 0.183, 175441.0, 0.329, -17822, -0.033, 78171.5, 0.147
'MUSCLE_diversified_replicate.abc.217.afa', 32331.0, 0.065, 30819, 0.062, 5072, 0.01, 95621, 0.193, 175741.0, 0.355, -18792, -0.038, 78706.5, 0.159
'MUSCLE_diversified_replicate.abc.221.afa', 32853.0, 0.064, 29376, 0.058, 5035, 0.01, 97463, 0.191, 178451.0, 0.35, -17049, -0.033, 82460.5, 0.162
'MUSCLE_diversified_replicate.abc.225.afa', 31521.0, 0.058, 32973, 0.061, 5120, 0.009, 92933, 0.172, 171668.0, 0.317, -22788, -0.042, 71693.5, 0.132
'MUSCLE_diversified_replicate.abc.229.afa', 31791.0, 0.06, 33530, 0.063, 5090, 0.01, 91279, 0.172, 172364.0, 0.325, -22015, -0.042, 74169.5, 0.14
'MUSCLE_diversified_replicate.abc.233.afa', 31929.0, 0.063, 31394, 0.062, 4744, 0.009, 95275, 0.189, 173690.0, 0.344, -20739, -0.041, 76849.5, 0.152
'MUSCLE_diversified_replicate.abc.237.afa', 31209.0, 0.062, 33359, 0.066, 4864, 0.01, 92785, 0.183, 169498.0, 0.335, -23562, -0.047, 70359.5, 0.139
'MUSCLE_diversified_replicate.abc.241.afa', 32421.0, 0.063, 30862, 0.06, 5182, 0.01, 95355, 0.186, 176366.0, 0.344, -19092, -0.037, 78504.5, 0.153
'MUSCLE_diversified_replicate.abc.245.afa', 31735.0, 0.061, 33196, 0.064, 5061, 0.01, 92059, 0.177, 172597.0, 0.332, -22633, -0.044, 73568.5, 0.142
'MUSCLE_diversified_replicate.abc.249.afa', 31879.0, 0.061, 31815, 0.061, 4946, 0.009, 94533, 0.18, 173454.0, 0.331, -21048, -0.04, 75463.5, 0.144
'MUSCLE_diversified_replicate.abc.25.afa', 31820.0, 0.05, 31323, 0.049, 5024, 0.008, 95635, 0.15, 172990.0, 0.271, -20645, -0.032, 74383.5, 0.117
'MUSCLE_diversified_replicate.abc.253.afa', 32928.0, 0.061, 29077, 0.054, 5010, 0.009, 97911, 0.182, 179056.0, 0.332, -16546, -0.031, 83494.5, 0.155
'MUSCLE_diversified_replicate.abc.257.afa', 32559.0, 0.062, 30502, 0.058, 5070, 0.01, 95799, 0.183, 176983.0, 0.338, -18767, -0.036, 79896.5, 0.152
'MUSCLE_diversified_replicate.abc.261.afa', 31162.0, 0.061, 33329, 0.065, 4928, 0.01, 92939, 0.181, 169475.0, 0.329, -23573, -0.046, 69864.5, 0.136
'MUSCLE_diversified_replicate.abc.265.afa', 31435.0, 0.061, 32346, 0.063, 4838, 0.009, 94359, 0.183, 170831.0, 0.33, -21410, -0.041, 73213.5, 0.142
'MUSCLE_diversified_replicate.abc.269.afa', 32414.0, 0.064, 30919, 0.061, 4945, 0.01, 95255, 0.187, 176388.0, 0.346, -19209, -0.038, 79881.5, 0.157
'MUSCLE_diversified_replicate.abc.273.afa', 31627.0, 0.063, 33098, 0.066, 5001, 0.01, 92471, 0.184, 171866.0, 0.342, -23308, -0.046, 72316.5, 0.144
'MUSCLE_diversified_replicate.abc.277.afa', 31664.0, 0.062, 32561, 0.064, 5359, 0.011, 93471, 0.184, 172126.0, 0.339, -21689, -0.043, 71547.5, 0.141
'MUSCLE_diversified_replicate.abc.281.afa', 31819.0, 0.062, 33033, 0.064, 4951, 0.01, 92217, 0.178, 172737.0, 0.334, -22833, -0.044, 74089.5, 0.143
'MUSCLE_diversified_replicate.abc.285.afa', 32310.0, 0.064, 31236, 0.062, 5166, 0.01, 94829, 0.188, 175286.0, 0.348, -19554, -0.039, 77321.5, 0.154
'MUSCLE_diversified_replicate.abc.289.afa', 32170.0, 0.062, 30715, 0.059, 5021, 0.01, 96151, 0.185, 174957.0, 0.336, -19828, -0.038, 76927.5, 0.148
'MUSCLE_diversified_replicate.abc.29.afa', 31263.0, 0.061, 32676, 0.064, 4817, 0.009, 94043, 0.184, 169827.0, 0.332, -21644, -0.042, 72259.5, 0.141
'MUSCLE_diversified_replicate.abc.293.afa', 32416.0, 0.065, 30854, 0.062, 4870, 0.01, 95381, 0.191, 176162.0, 0.352, -20173, -0.04, 79078.5, 0.158
'MUSCLE_diversified_replicate.abc.297.afa', 32067.0, 0.063, 30925, 0.061, 5013, 0.01, 95937, 0.188, 174531.0, 0.342, -19891, -0.039, 76593.5, 0.15
'MUSCLE_diversified_replicate.abc.301.afa', 31548.0, 0.053, 33613, 0.057, 4952, 0.008, 91599, 0.155, 171167.0, 0.289, -23077, -0.039, 72578.5, 0.123
'MUSCLE_diversified_replicate.abc.305.afa', 32284.0, 0.063, 30785, 0.06, 5163, 0.01, 95783, 0.187, 175664.0, 0.342, -19024, -0.037, 77770.5, 0.152
'MUSCLE_diversified_replicate.abc.309.afa', 31841.0, 0.063, 32628, 0.064, 4974, 0.01, 92983, 0.184, 173193.0, 0.342, -21668, -0.043, 75189.5, 0.149
'MUSCLE_diversified_replicate.abc.313.afa', 31212.0, 0.058, 33097, 0.061, 5018, 0.009, 93303, 0.173, 169949.0, 0.315, -23248, -0.043, 69941.5, 0.129
'MUSCLE_diversified_replicate.abc.317.afa', 31080.0, 0.058, 32920, 0.061, 5061, 0.009, 93921, 0.174, 169115.0, 0.314, -22960, -0.043, 68828.5, 0.128
'MUSCLE_diversified_replicate.abc.321.afa', 32545.0, 0.065, 30511, 0.061, 5009, 0.01, 95809, 0.191, 176852.0, 0.352, -18695, -0.037, 80198.5, 0.16
'MUSCLE_diversified_replicate.abc.325.afa', 31912.0, 0.064, 32131, 0.064, 4946, 0.01, 93835, 0.187, 173446.0, 0.345, -21393, -0.043, 75459.5, 0.15
'MUSCLE_diversified_replicate.abc.329.afa', 31591.0, 0.059, 32853, 0.062, 5037, 0.009, 93033, 0.175, 171647.0, 0.322, -22542, -0.042, 72366.5, 0.136
'MUSCLE_diversified_replicate.abc.33.afa', 31577.0, 0.06, 32637, 0.062, 4970, 0.009, 93493, 0.177, 171713.0, 0.325, -22260, -0.042, 72886.5, 0.138
'MUSCLE_diversified_replicate.abc.333.afa', 33504.0, 0.066, 28516, 0.056, 4871, 0.01, 97881, 0.192, 182055.0, 0.357, -16004, -0.031, 87884.5, 0.172
'MUSCLE_diversified_replicate.abc.337.afa', 33302.0, 0.063, 28647, 0.054, 5061, 0.01, 98023, 0.186, 180867.0, 0.343, -15854, -0.03, 85635.5, 0.162
'MUSCLE_diversified_replicate.abc.341.afa', 31237.0, 0.062, 33665, 0.067, 4831, 0.01, 92117, 0.183, 169914.0, 0.337, -23739, -0.047, 71130.5, 0.141
'MUSCLE_diversified_replicate.abc.345.afa', 33256.0, 0.063, 28420, 0.054, 4917, 0.009, 98569, 0.187, 180492.0, 0.342, -16295, -0.031, 85410.5, 0.162
'MUSCLE_diversified_replicate.abc.349.afa', 32580.0, 0.062, 30451, 0.058, 5076, 0.01, 95859, 0.181, 177208.0, 0.335, -18515, -0.035, 80307.5, 0.152
'MUSCLE_diversified_replicate.abc.353.afa', 32032.0, 0.064, 32709, 0.065, 5086, 0.01, 92439, 0.184, 174139.0, 0.347, -22078, -0.044, 75325.5, 0.15
'MUSCLE_diversified_replicate.abc.357.afa', 32458.0, 0.063, 29666, 0.058, 5166, 0.01, 97673, 0.19, 176704.0, 0.343, -17769, -0.035, 79102.5, 0.154
'MUSCLE_diversified_replicate.abc.361.afa', 31468.0, 0.062, 32450, 0.064, 4898, 0.01, 94085, 0.186, 171108.0, 0.337, -21630, -0.043, 73047.5, 0.144
'MUSCLE_diversified_replicate.abc.365.afa', 32289.0, 0.064, 31132, 0.061, 5311, 0.01, 95079, 0.187, 175101.0, 0.344, -19794, -0.039, 75901.5, 0.149
'MUSCLE_diversified_replicate.abc.369.afa', 32152.0, 0.064, 30960, 0.061, 5140, 0.01, 95697, 0.189, 174787.0, 0.345, -19644, -0.039, 76454.5, 0.151
'MUSCLE_diversified_replicate.abc.37.afa', 32304.0, 0.062, 30972, 0.059, 4997, 0.01, 95369, 0.183, 175649.0, 0.337, -20082, -0.039, 77900.5, 0.15
'MUSCLE_diversified_replicate.abc.373.afa', 32394.0, 0.062, 30961, 0.059, 4982, 0.01, 95211, 0.182, 176290.0, 0.338, -19119, -0.037, 79673.5, 0.153
'MUSCLE_diversified_replicate.abc.377.afa', 31940.0, 0.061, 31217, 0.06, 4931, 0.009, 95607, 0.182, 173563.0, 0.331, -20690, -0.039, 75483.5, 0.144
'MUSCLE_diversified_replicate.abc.381.afa', 31596.0, 0.062, 33506, 0.066, 4912, 0.01, 91717, 0.181, 171988.0, 0.34, -22502, -0.044, 74155.5, 0.147
'MUSCLE_diversified_replicate.abc.385.afa', 32641.0, 0.065, 30342, 0.061, 5069, 0.01, 95955, 0.192, 177749.0, 0.356, -18282, -0.037, 81075.5, 0.162
'MUSCLE_diversified_replicate.abc.389.afa', 31511.0, 0.06, 33111, 0.063, 4891, 0.009, 92677, 0.178, 171265.0, 0.328, -23034, -0.044, 72546.5, 0.139
'MUSCLE_diversified_replicate.abc.393.afa', 32328.0, 0.065, 29982, 0.06, 5016, 0.01, 97301, 0.194, 175766.0, 0.351, -18663, -0.037, 78356.5, 0.156
'MUSCLE_diversified_replicate.abc.397.afa', 32396.0, 0.064, 30031, 0.059, 4949, 0.01, 97067, 0.192, 176250.0, 0.348, -18597, -0.037, 79425.5, 0.157
'MUSCLE_diversified_replicate.abc.41.afa', 31663.0, 0.061, 32937, 0.064, 4977, 0.01, 92721, 0.18, 172025.0, 0.334, -22666, -0.044, 73136.5, 0.142
'MUSCLE_diversified_replicate.abc.45.afa', 33033.0, 0.065, 29010, 0.057, 4937, 0.01, 97835, 0.192, 179269.0, 0.352, -16965, -0.033, 83764.5, 0.164
'MUSCLE_diversified_replicate.abc.49.afa', 32461.0, 0.063, 30186, 0.059, 4945, 0.01, 96627, 0.189, 176397.0, 0.344, -18229, -0.036, 80184.5, 0.157
'MUSCLE_diversified_replicate.abc.5.afa', 32360.0, 0.064, 30618, 0.06, 5080, 0.01, 95965, 0.189, 176110.0, 0.347, -19148, -0.038, 78499.5, 0.155
'MUSCLE_diversified_replicate.abc.53.afa', 31319.0, 0.06, 32501, 0.062, 4896, 0.009, 94281, 0.179, 169925.0, 0.323, -22199, -0.042, 71209.5, 0.136
'MUSCLE_diversified_replicate.abc.57.afa', 32128.0, 0.062, 32275, 0.062, 4826, 0.009, 93115, 0.179, 174641.0, 0.335, -21314, -0.041, 77813.5, 0.149
'MUSCLE_diversified_replicate.abc.61.afa', 33260.0, 0.065, 28394, 0.055, 4837, 0.009, 98613, 0.192, 180688.0, 0.352, -16353, -0.032, 86006.5, 0.168
'MUSCLE_diversified_replicate.abc.65.afa', 32428.0, 0.062, 30602, 0.059, 5144, 0.01, 95861, 0.183, 176242.0, 0.337, -19027, -0.036, 78420.5, 0.15
'MUSCLE_diversified_replicate.abc.69.afa', 30769.0, 0.058, 32811, 0.062, 5131, 0.01, 94761, 0.178, 167104.0, 0.314, -22366, -0.042, 66571.5, 0.125
'MUSCLE_diversified_replicate.abc.73.afa', 31717.0, 0.06, 33189, 0.063, 4898, 0.009, 92109, 0.175, 172412.0, 0.328, -22991, -0.044, 73978.5, 0.141
'MUSCLE_diversified_replicate.abc.77.afa', 31982.0, 0.061, 31204, 0.06, 4788, 0.009, 95549, 0.182, 173938.0, 0.332, -20088, -0.038, 77347.5, 0.148
'MUSCLE_diversified_replicate.abc.81.afa', 32605.0, 0.064, 30363, 0.059, 5172, 0.01, 95985, 0.188, 177401.0, 0.347, -18397, -0.036, 79979.5, 0.157
'MUSCLE_diversified_replicate.abc.85.afa', 32381.0, 0.061, 30869, 0.058, 4953, 0.009, 95421, 0.18, 176098.0, 0.333, -19324, -0.037, 79345.5, 0.15
'MUSCLE_diversified_replicate.abc.89.afa', 32428.0, 0.062, 31051, 0.059, 5023, 0.01, 94963, 0.181, 175891.0, 0.335, -19652, -0.037, 78619.5, 0.15
'MUSCLE_diversified_replicate.abc.9.afa', 31929.0, 0.06, 32998, 0.062, 4846, 0.009, 92067, 0.173, 173601.0, 0.326, -22286, -0.042, 76205.5, 0.143
'MUSCLE_diversified_replicate.abc.93.afa', 31806.0, 0.063, 32747, 0.065, 5151, 0.01, 92815, 0.185, 173014.0, 0.344, -21885, -0.044, 73815.5, 0.147
'MUSCLE_diversified_replicate.abc.97.afa', 33262.0, 0.064, 29179, 0.056, 4953, 0.009, 97039, 0.186, 180807.0, 0.346, -16302, -0.031, 86267.5, 0.165
'MUSCLE_diversified_replicate.acb.10.afa', 32094.0, 0.062, 33048, 0.063, 5003, 0.01, 91637, 0.176, 174550.0, 0.334, -22186, -0.043, 76527.5, 0.147
'MUSCLE_diversified_replicate.acb.102.afa', 31899.0, 0.062, 32622, 0.063, 5151, 0.01, 92879, 0.18, 172363.0, 0.333, -22630, -0.044, 72387.5, 0.14
'MUSCLE_diversified_replicate.acb.106.afa', 32614.0, 0.064, 30591, 0.06, 4932, 0.01, 95511, 0.187, 177270.0, 0.347, -18770, -0.037, 81152.5, 0.159
'MUSCLE_diversified_replicate.acb.110.afa', 32368.0, 0.061, 30648, 0.058, 4819, 0.009, 95889, 0.181, 175955.0, 0.332, -19342, -0.037, 79754.5, 0.151
'MUSCLE_diversified_replicate.acb.114.afa', 32061.0, 0.06, 30736, 0.057, 5046, 0.009, 96327, 0.18, 174591.0, 0.325, -19192, -0.036, 76959.5, 0.143
'MUSCLE_diversified_replicate.acb.118.afa', 31172.0, 0.058, 33474, 0.062, 5218, 0.01, 92629, 0.172, 168372.0, 0.312, -22843, -0.042, 67906.5, 0.126
'MUSCLE_diversified_replicate.acb.122.afa', 31404.0, 0.062, 32744, 0.064, 5259, 0.01, 93625, 0.184, 170390.0, 0.335, -21762, -0.043, 70261.5, 0.138
'MUSCLE_diversified_replicate.acb.126.afa', 31756.0, 0.062, 33038, 0.065, 5074, 0.01, 92333, 0.182, 172676.0, 0.34, -22466, -0.044, 73599.5, 0.145
'MUSCLE_diversified_replicate.acb.130.afa', 32306.0, 0.062, 31123, 0.06, 5068, 0.01, 95063, 0.183, 175768.0, 0.338, -19308, -0.037, 78520.5, 0.151
'MUSCLE_diversified_replicate.acb.134.afa', 31751.0, 0.059, 33346, 0.062, 5195, 0.01, 91727, 0.171, 171809.0, 0.319, -22863, -0.043, 71912.5, 0.134
'MUSCLE_diversified_replicate.acb.138.afa', 32640.0, 0.063, 30575, 0.059, 4966, 0.01, 95491, 0.183, 177570.0, 0.341, -19105, -0.037, 80923.5, 0.155
'MUSCLE_diversified_replicate.acb.14.afa', 32570.0, 0.063, 29563, 0.057, 5106, 0.01, 97655, 0.188, 176807.0, 0.34, -17633, -0.034, 79710.5, 0.153
'MUSCLE_diversified_replicate.acb.142.afa', 32868.0, 0.064, 28881, 0.056, 4878, 0.01, 98423, 0.192, 178625.0, 0.349, -16629, -0.032, 83516.5, 0.163
'MUSCLE_diversified_replicate.acb.146.afa', 32388.0, 0.063, 30594, 0.06, 4892, 0.01, 95957, 0.188, 175953.0, 0.344, -19401, -0.038, 79221.5, 0.155
'MUSCLE_diversified_replicate.acb.150.afa', 33220.0, 0.066, 28394, 0.056, 4917, 0.01, 98693, 0.195, 180526.0, 0.357, -15811, -0.031, 85866.5, 0.17
'MUSCLE_diversified_replicate.acb.154.afa', 31505.0, 0.059, 30937, 0.058, 5249, 0.01, 97037, 0.182, 171291.0, 0.321, -19723, -0.037, 71555.5, 0.134
'MUSCLE_diversified_replicate.acb.158.afa', 32110.0, 0.06, 30307, 0.057, 5131, 0.01, 97087, 0.182, 174406.0, 0.327, -18804, -0.035, 76272.5, 0.143
'MUSCLE_diversified_replicate.acb.162.afa', 33495.0, 0.064, 28904, 0.055, 4960, 0.009, 97123, 0.186, 181335.0, 0.347, -16587, -0.032, 86426.5, 0.165
'MUSCLE_diversified_replicate.acb.166.afa', 32573.0, 0.064, 30353, 0.059, 5247, 0.01, 96069, 0.188, 177237.0, 0.347, -18572, -0.036, 79148.5, 0.155
'MUSCLE_diversified_replicate.acb.170.afa', 32166.0, 0.063, 30715, 0.06, 4982, 0.01, 96159, 0.187, 175023.0, 0.34, -19535, -0.038, 77516.5, 0.151
'MUSCLE_diversified_replicate.acb.174.afa', 33257.0, 0.065, 28909, 0.057, 4928, 0.01, 97589, 0.192, 180641.0, 0.355, -16597, -0.033, 85681.5, 0.169
'MUSCLE_diversified_replicate.acb.178.afa', 32773.0, 0.064, 29978, 0.059, 5207, 0.01, 96419, 0.189, 177948.0, 0.349, -17483, -0.034, 81013.5, 0.159
'MUSCLE_diversified_replicate.acb.18.afa', 32438.0, 0.065, 30191, 0.06, 4852, 0.01, 96663, 0.192, 176110.0, 0.351, -18746, -0.037, 79920.5, 0.159
'MUSCLE_diversified_replicate.acb.182.afa', 31797.0, 0.06, 33202, 0.063, 5049, 0.01, 91923, 0.173, 172085.0, 0.324, -23312, -0.044, 72517.5, 0.137
'MUSCLE_diversified_replicate.acb.186.afa', 32014.0, 0.061, 31413, 0.06, 4953, 0.009, 95067, 0.181, 174062.0, 0.332, -21048, -0.04, 75762.5, 0.145
'MUSCLE_diversified_replicate.acb.190.afa', 32641.0, 0.066, 30021, 0.061, 5061, 0.01, 96597, 0.195, 177403.0, 0.358, -17588, -0.036, 81150.5, 0.164
'MUSCLE_diversified_replicate.acb.194.afa', 33464.0, 0.068, 28811, 0.059, 5011, 0.01, 97371, 0.198, 181665.0, 0.37, -16559, -0.034, 86354.5, 0.176
'MUSCLE_diversified_replicate.acb.198.afa', 33328.0, 0.066, 28831, 0.057, 4864, 0.01, 97603, 0.193, 180941.0, 0.358, -16688, -0.033, 86267.5, 0.171
'MUSCLE_diversified_replicate.acb.2.afa', 33168.0, 0.062, 29155, 0.055, 5056, 0.01, 97275, 0.183, 180421.0, 0.339, -17118, -0.032, 84329.5, 0.159
'MUSCLE_diversified_replicate.acb.202.afa', 32041.0, 0.065, 30785, 0.063, 5029, 0.01, 96269, 0.195, 174158.0, 0.354, -19738, -0.04, 76111.5, 0.155
'MUSCLE_diversified_replicate.acb.206.afa', 32112.0, 0.061, 33401, 0.064, 4996, 0.01, 90895, 0.174, 173590.0, 0.332, -22624, -0.043, 75542.5, 0.144
'MUSCLE_diversified_replicate.acb.210.afa', 32109.0, 0.061, 33206, 0.063, 4972, 0.009, 91291, 0.173, 173618.0, 0.329, -22955, -0.043, 75185.5, 0.142
'MUSCLE_diversified_replicate.acb.214.afa', 33204.0, 0.063, 29009, 0.055, 4904, 0.009, 97495, 0.184, 180352.0, 0.34, -16443, -0.031, 85737.5, 0.162
'MUSCLE_diversified_replicate.acb.218.afa', 33383.0, 0.066, 28824, 0.057, 4970, 0.01, 97507, 0.191, 181261.0, 0.356, -16349, -0.032, 86338.5, 0.169
'MUSCLE_diversified_replicate.acb.22.afa', 32083.0, 0.06, 30725, 0.058, 5178, 0.01, 96305, 0.181, 174775.0, 0.328, -18338, -0.034, 77216.5, 0.145
'MUSCLE_diversified_replicate.acb.222.afa', 31906.0, 0.061, 31297, 0.06, 5094, 0.01, 95515, 0.183, 173524.0, 0.333, -19858, -0.038, 75344.5, 0.145
'MUSCLE_diversified_replicate.acb.226.afa', 33198.0, 0.064, 29132, 0.056, 5112, 0.01, 97261, 0.187, 180284.0, 0.347, -16572, -0.032, 84409.5, 0.163
'MUSCLE_diversified_replicate.acb.230.afa', 31965.0, 0.061, 33424, 0.063, 4893, 0.009, 91143, 0.173, 172705.0, 0.328, -22514, -0.043, 75261.5, 0.143
'MUSCLE_diversified_replicate.acb.234.afa', 32069.0, 0.062, 30696, 0.06, 5030, 0.01, 96391, 0.188, 174622.0, 0.34, -19332, -0.038, 76914.5, 0.15
'MUSCLE_diversified_replicate.acb.238.afa', 31515.0, 0.061, 31070, 0.06, 5318, 0.01, 96751, 0.186, 171142.0, 0.329, -20813, -0.04, 70045.5, 0.135
'MUSCLE_diversified_replicate.acb.242.afa', 31985.0, 0.064, 33274, 0.066, 5053, 0.01, 91403, 0.182, 173414.0, 0.344, -23189, -0.046, 74205.5, 0.147
'MUSCLE_diversified_replicate.acb.246.afa', 31840.0, 0.06, 33220, 0.063, 4904, 0.009, 91801, 0.173, 172776.0, 0.326, -22556, -0.043, 74895.5, 0.141
'MUSCLE_diversified_replicate.acb.250.afa', 31747.0, 0.063, 33415, 0.067, 4936, 0.01, 91597, 0.182, 172793.0, 0.344, -23003, -0.046, 74375.5, 0.148
'MUSCLE_diversified_replicate.acb.254.afa', 32046.0, 0.06, 30450, 0.057, 5006, 0.009, 96929, 0.18, 174336.0, 0.324, -18905, -0.035, 76930.5, 0.143
