code_PAM250_GO_-10_GE_-0.5,sp_HENIKOFF_with_gaps_PAM250_GO_-10_GE_-0.5,sp_HENIKOFF_without_gaps_PAM250_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-10_GE_-0.5
'bali_phy_msa.17.fas', 20.874, 27.861, 15.742, 20.436
'bali_phy_msa.170.fas', 20.922, 27.931, 15.858, 19.445
'bali_phy_msa.171.fas', 23.008, 30.483, 19.147, 22.574
'bali_phy_msa.172.fas', 21.886, 29.225, 17.752, 20.855
'bali_phy_msa.173.fas', 21.962, 29.208, 18.529, 22.016
'bali_phy_msa.174.fas', 22.654, 30.144, 17.82, 21.318
'bali_phy_msa.175.fas', 20.717, 27.986, 14.057, 20.662
'bali_phy_msa.176.fas', 22.339, 29.473, 18.25, 21.659
'bali_phy_msa.177.fas', 19.595, 26.203, 14.761, 18.81
'bali_phy_msa.178.fas', 22.515, 29.783, 17.189, 22.473
'bali_phy_msa.179.fas', 23.406, 30.946, 19.626, 23.443
'bali_phy_msa.18.fas', 22.856, 30.058, 17.383, 22.937
'bali_phy_msa.180.fas', 19.063, 25.619, 14.178, 18.643
'bali_phy_msa.181.fas', 21.007, 27.991, 16.684, 20.215
'bali_phy_msa.182.fas', 21.726, 28.623, 17.745, 21.136
'bali_phy_msa.183.fas', 22.006, 29.521, 15.72, 21.601
'bali_phy_msa.184.fas', 23.321, 30.705, 18.431, 22.019
'bali_phy_msa.185.fas', 20.387, 27.408, 14.79, 20.013
'bali_phy_msa.186.fas', 21.969, 29.046, 17.135, 21.38
'bali_phy_msa.187.fas', 22.956, 30.041, 17.55, 22.343
'bali_phy_msa.188.fas', 21.454, 28.486, 17.573, 21.044
'bali_phy_msa.189.fas', 21.926, 29.036, 15.687, 21.708
'bali_phy_msa.19.fas', 19.415, 26.212, 16.173, 18.67
'bali_phy_msa.190.fas', 19.656, 26.229, 14.189, 19.7
'bali_phy_msa.191.fas', 18.883, 25.3, 13.823, 17.544
'bali_phy_msa.192.fas', 22.191, 29.813, 17.851, 21.654
'bali_phy_msa.193.fas', 22.189, 29.378, 15.302, 21.096
'bali_phy_msa.194.fas', 21.284, 28.206, 17.13, 20.675
'bali_phy_msa.195.fas', 22.423, 29.674, 18.053, 23.111
'bali_phy_msa.196.fas', 21.697, 29.047, 16.951, 21.466
'bali_phy_msa.197.fas', 22.279, 29.933, 18.244, 21.378
'bali_phy_msa.198.fas', 23.599, 30.839, 19.539, 22.898
'bali_phy_msa.199.fas', 18.388, 24.644, 16.086, 17.567
'bali_phy_msa.2.fas', 19.351, 25.778, 16.921, 19.119
'bali_phy_msa.20.fas', 20.924, 27.646, 17.45, 20.703
'bali_phy_msa.200.fas', 20.534, 27.712, 17.631, 20.335
'bali_phy_msa.201.fas', 21.703, 28.908, 18.296, 21.279
'bali_phy_msa.202.fas', 19.624, 26.236, 18.693, 18.199
'bali_phy_msa.203.fas', 22.736, 30.051, 18.82, 22.393
'bali_phy_msa.204.fas', 19.806, 26.529, 14.053, 19.227
'bali_phy_msa.205.fas', 20.929, 27.873, 16.923, 21.068
'bali_phy_msa.206.fas', 19.898, 26.293, 17.557, 18.838
'bali_phy_msa.207.fas', 16.313, 22.568, 12.959, 16.002
'bali_phy_msa.208.fas', 14.879, 20.655, 11.192, 13.769
'bali_phy_msa.209.fas', 20.997, 27.825, 17.87, 20.461
'bali_phy_msa.21.fas', 22.819, 30.001, 19.417, 22.652
'bali_phy_msa.210.fas', 22.813, 29.737, 18.897, 21.969
'bali_phy_msa.211.fas', 19.316, 25.685, 16.383, 18.267
'bali_phy_msa.212.fas', 22.158, 29.352, 16.111, 22.893
'bali_phy_msa.213.fas', 21.775, 28.668, 17.652, 20.598
'bali_phy_msa.214.fas', 22.137, 29.356, 18.532, 21.561
'bali_phy_msa.215.fas', 20.456, 27.151, 16.537, 19.692
'bali_phy_msa.216.fas', 19.805, 26.454, 15.967, 18.21
'bali_phy_msa.217.fas', 24.411, 32.116, 18.094, 23.68
'bali_phy_msa.218.fas', 21.974, 29.065, 16.766, 21.914
'bali_phy_msa.219.fas', 20.961, 28.13, 16.556, 20.735
'bali_phy_msa.22.fas', 23.306, 30.701, 18.365, 22.801
'bali_phy_msa.220.fas', 21.531, 28.455, 16.189, 21.358
'bali_phy_msa.221.fas', 22.856, 30.18, 19.275, 22.86
'bali_phy_msa.222.fas', 22.233, 29.322, 18.658, 22.057
'bali_phy_msa.223.fas', 19.602, 26.488, 15.903, 19.149
'bali_phy_msa.224.fas', 21.345, 28.057, 17.812, 20.665
'bali_phy_msa.225.fas', 19.104, 25.606, 15.134, 18.042
'bali_phy_msa.226.fas', 22.504, 29.796, 18.159, 21.898
'bali_phy_msa.227.fas', 17.544, 23.867, 14.661, 16.562
'bali_phy_msa.228.fas', 20.938, 27.897, 17.24, 20.507
'bali_phy_msa.229.fas', 21.782, 28.811, 18.007, 21.601
'bali_phy_msa.23.fas', 21.605, 28.839, 17.591, 21.829
'bali_phy_msa.230.fas', 22.729, 30.066, 18.977, 22.161
'bali_phy_msa.231.fas', 21.46, 28.641, 17.182, 21.227
'bali_phy_msa.232.fas', 21.157, 28.03, 15.555, 20.297
'bali_phy_msa.233.fas', 22.491, 29.708, 21.233, 19.434
'bali_phy_msa.234.fas', 22.258, 29.537, 16.989, 21.432
'bali_phy_msa.235.fas', 22.148, 29.365, 16.69, 21.125
'bali_phy_msa.236.fas', 20.987, 27.827, 15.848, 20.372
'bali_phy_msa.237.fas', 21.679, 28.668, 15.306, 21.175
'bali_phy_msa.238.fas', 22.443, 29.648, 16.059, 21.92
'bali_phy_msa.239.fas', 21.664, 28.713, 17.714, 21.685
'bali_phy_msa.24.fas', 23.131, 30.701, 19.117, 22.778
'bali_phy_msa.240.fas', 22.443, 29.567, 18.59, 21.941
'bali_phy_msa.241.fas', 20.852, 27.715, 20.383, 19.365
'bali_phy_msa.242.fas', 20.797, 27.629, 16.257, 20.113
'bali_phy_msa.243.fas', 22.653, 30.222, 18.024, 21.555
'bali_phy_msa.244.fas', 22.197, 29.082, 18.9, 21.139
'bali_phy_msa.245.fas', 22.554, 30.094, 16.83, 22.215
'bali_phy_msa.246.fas', 23.682, 31.096, 19.297, 23.053
'bali_phy_msa.247.fas', 20.581, 27.27, 16.628, 20.912
'bali_phy_msa.248.fas', 23.606, 31.238, 18.683, 23.853
'bali_phy_msa.249.fas', 21.933, 28.981, 17.422, 21.559
'bali_phy_msa.25.fas', 23.302, 30.899, 19.247, 22.908
'bali_phy_msa.250.fas', 19.402, 25.742, 15.926, 18.052
'bali_phy_msa.251.fas', 22.767, 30.076, 15.835, 21.649
'bali_phy_msa.252.fas', 22.588, 29.757, 19.023, 22.244
'bali_phy_msa.253.fas', 20.824, 27.99, 16.661, 19.819
'bali_phy_msa.254.fas', 15.235, 20.727, 10.616, 14.353
'bali_phy_msa.255.fas', 17.529, 24.154, 14.223, 17.249
'bali_phy_msa.256.fas', 20.051, 26.612, 16.803, 18.842
'bali_phy_msa.257.fas', 21.159, 28.29, 18.819, 20.24
'bali_phy_msa.258.fas', 20.257, 26.986, 17.179, 19.341
'bali_phy_msa.259.fas', 19.797, 26.702, 16.399, 19.305
'bali_phy_msa.26.fas', 22.478, 29.493, 18.958, 21.831
'bali_phy_msa.260.fas', 21.809, 29.037, 15.768, 21.87
'bali_phy_msa.261.fas', 21.987, 28.796, 18.25, 20.811
'bali_phy_msa.262.fas', 21.768, 28.681, 16.797, 20.445
'bali_phy_msa.263.fas', 22.348, 29.856, 16.975, 21.264
'bali_phy_msa.264.fas', 21.566, 28.741, 16.95, 21.043
'bali_phy_msa.265.fas', 22.595, 30.219, 17.223, 22.225
'bali_phy_msa.266.fas', 22.59, 29.8, 19.138, 22.208
'bali_phy_msa.267.fas', 23.514, 31.362, 19.484, 23.427
'bali_phy_msa.268.fas', 20.402, 27.183, 14.496, 19.965
'bali_phy_msa.269.fas', 21.582, 28.808, 16.269, 20.482
'bali_phy_msa.27.fas', 22.591, 29.859, 18.195, 22.301
'bali_phy_msa.270.fas', 17.634, 23.824, 13.381, 15.776
'bali_phy_msa.271.fas', 12.062, 17.102, 10.008, 11.317
'bali_phy_msa.272.fas', 21.643, 28.78, 17.832, 21.983
'bali_phy_msa.273.fas', 21.503, 28.697, 17.395, 20.995
'bali_phy_msa.274.fas', 21.602, 28.496, 18.253, 20.652
'bali_phy_msa.275.fas', 23.19, 30.493, 18.223, 22.713
'bali_phy_msa.276.fas', 23.25, 30.485, 18.809, 22.424
'bali_phy_msa.277.fas', 18.473, 24.678, 14.88, 17.668
'bali_phy_msa.278.fas', 21.992, 29.42, 17.856, 22.585
'bali_phy_msa.279.fas', 21.027, 27.902, 17.427, 21.036
'bali_phy_msa.28.fas', 22.772, 29.97, 18.829, 22.259
'bali_phy_msa.280.fas', 20.068, 26.761, 19.371, 18.896
'bali_phy_msa.281.fas', 22.883, 30.13, 18.774, 23.032
'bali_phy_msa.282.fas', 21.194, 28.182, 17.235, 20.835
'bali_phy_msa.283.fas', 20.328, 27.122, 16.084, 20.066
'bali_phy_msa.284.fas', 21.867, 28.845, 18.23, 21.261
'bali_phy_msa.285.fas', 20.919, 28.045, 16.898, 20.202
'bali_phy_msa.286.fas', 20.97, 27.89, 16.079, 20.514
'bali_phy_msa.287.fas', 23.964, 31.351, 19.339, 23.412
'bali_phy_msa.288.fas', 20.668, 27.469, 16.634, 20.266
'bali_phy_msa.289.fas', 19.578, 26.208, 16.14, 19.097
'bali_phy_msa.29.fas', 22.206, 29.49, 18.446, 21.567
'bali_phy_msa.290.fas', 22.08, 29.157, 18.757, 21.733
'bali_phy_msa.291.fas', 20.698, 27.754, 14.4, 19.456
'bali_phy_msa.292.fas', 20.914, 27.593, 17.612, 20.496
'bali_phy_msa.293.fas', 21.211, 28.189, 16.956, 20.781
'bali_phy_msa.294.fas', 21.055, 28.063, 17.726, 20.704
'bali_phy_msa.295.fas', 23.011, 30.41, 19.137, 22.701
'bali_phy_msa.296.fas', 21.213, 28.291, 16.403, 20.151
'bali_phy_msa.297.fas', 21.865, 29.125, 18.209, 21.518
'bali_phy_msa.298.fas', 20.511, 27.342, 17.911, 20.766
'bali_phy_msa.299.fas', 21.224, 28.159, 17.893, 20.618
'bali_phy_msa.3.fas', 21.025, 28.155, 17.079, 20.19
'bali_phy_msa.30.fas', 22.651, 29.802, 18.311, 21.459
'bali_phy_msa.300.fas', 20.798, 27.673, 17.168, 20.139
'bali_phy_msa.301.fas', 20.441, 27.038, 15.817, 19.656
'bali_phy_msa.302.fas', 21.348, 28.361, 17.827, 20.866
'bali_phy_msa.303.fas', 21.113, 28.302, 19.554, 19.362
'bali_phy_msa.304.fas', 19.675, 26.578, 16.006, 19.256
'bali_phy_msa.305.fas', 21.936, 29.105, 17.799, 20.99
'bali_phy_msa.306.fas', 22.223, 29.919, 17.557, 21.917
'bali_phy_msa.307.fas', 23.031, 30.465, 19.14, 23.23
'bali_phy_msa.308.fas', 19.957, 26.888, 16.541, 19.37
'bali_phy_msa.309.fas', 22.548, 29.684, 18.591, 21.74
'bali_phy_msa.31.fas', 21.424, 28.679, 16.177, 21.853
'bali_phy_msa.310.fas', 20.923, 27.874, 18.187, 20.021
'bali_phy_msa.311.fas', 22.463, 29.714, 18.328, 21.799
'bali_phy_msa.312.fas', 23.957, 31.412, 18.861, 24.437
'bali_phy_msa.313.fas', 20.444, 27.184, 15.885, 19.546
'bali_phy_msa.314.fas', 22.889, 30.243, 18.377, 22.775
'bali_phy_msa.315.fas', 21.658, 28.702, 18.501, 21.664
'bali_phy_msa.316.fas', 20.97, 28.032, 17.976, 20.47
'bali_phy_msa.317.fas', 21.268, 28.274, 14.534, 20.399
'bali_phy_msa.318.fas', 23.212, 30.859, 21.073, 22.594
'bali_phy_msa.319.fas', 23.278, 30.724, 19.312, 23.201
'bali_phy_msa.32.fas', 22.714, 29.937, 18.15, 22.165
'bali_phy_msa.320.fas', 21.351, 28.423, 17.726, 20.627
'bali_phy_msa.321.fas', 22.673, 29.989, 18.26, 22.239
'bali_phy_msa.322.fas', 21.764, 28.902, 17.578, 21.142
'bali_phy_msa.323.fas', 22.799, 30.18, 17.408, 21.61
'bali_phy_msa.324.fas', 22.097, 29.144, 18.29, 21.967
'bali_phy_msa.325.fas', 24.316, 31.873, 18.263, 24.263
'bali_phy_msa.326.fas', 23.979, 31.259, 19.862, 23.15
'bali_phy_msa.327.fas', 22.361, 29.894, 18.13, 21.759
'bali_phy_msa.328.fas', 21.915, 28.905, 18.666, 21.553
'bali_phy_msa.329.fas', 20.362, 27.135, 16.293, 20.286
'bali_phy_msa.33.fas', 20.972, 27.928, 15.946, 21.164
'bali_phy_msa.330.fas', 20.682, 27.562, 16.037, 19.649
'bali_phy_msa.331.fas', 20.363, 27.483, 17.063, 19.763
'bali_phy_msa.332.fas', 20.603, 27.314, 21.429, 19.827
'bali_phy_msa.333.fas', 22.593, 30.179, 16.404, 23.089
'bali_phy_msa.334.fas', 23.117, 30.492, 17.284, 22.946
'bali_phy_msa.335.fas', 19.473, 25.888, 14.893, 18.592
'bali_phy_msa.336.fas', 21.492, 28.784, 17.828, 20.795
'bali_phy_msa.337.fas', 22.199, 29.384, 18.695, 21.713
'bali_phy_msa.338.fas', 21.911, 29.262, 16.713, 21.165
'bali_phy_msa.339.fas', 23.411, 30.869, 17.984, 22.663
'bali_phy_msa.34.fas', 24.615, 32.644, 17.701, 23.24
'bali_phy_msa.340.fas', 23.1, 30.374, 17.44, 22.629
'bali_phy_msa.341.fas', 23.462, 31.087, 19.255, 22.714
'bali_phy_msa.342.fas', 21.201, 28.013, 19.998, 19.407
'bali_phy_msa.343.fas', 19.838, 26.844, 16.006, 18.757
'bali_phy_msa.344.fas', 21.412, 28.414, 16.176, 21.859
'bali_phy_msa.345.fas', 22.392, 29.624, 17.03, 22.006
'bali_phy_msa.346.fas', 22.738, 30.071, 19.368, 21.154
'bali_phy_msa.347.fas', 22.804, 30.197, 18.711, 22.248
'bali_phy_msa.348.fas', 20.641, 27.396, 17.912, 20.9
'bali_phy_msa.349.fas', 22.074, 29.147, 18.509, 22.334
'bali_phy_msa.35.fas', 21.289, 28.818, 14.346, 20.831
'bali_phy_msa.350.fas', 21.993, 29.176, 20.205, 20.416
'bali_phy_msa.351.fas', 20.669, 27.537, 18.521, 20.587
'bali_phy_msa.352.fas', 21.375, 28.409, 17.588, 21.297
'bali_phy_msa.353.fas', 22.143, 29.554, 18.014, 22.066
'bali_phy_msa.354.fas', 21.064, 27.922, 17.914, 20.625
'bali_phy_msa.355.fas', 21.472, 28.751, 17.489, 21.184
'bali_phy_msa.356.fas', 20.059, 26.767, 16.792, 19.868
'bali_phy_msa.357.fas', 23.107, 30.587, 17.391, 23.836
'bali_phy_msa.358.fas', 19.979, 26.71, 16.27, 19.843
'bali_phy_msa.359.fas', 21.494, 28.386, 17.054, 20.702
'bali_phy_msa.36.fas', 21.984, 29.362, 17.634, 22.197
'bali_phy_msa.360.fas', 23.895, 31.64, 17.58, 23.257
'bali_phy_msa.361.fas', 23.041, 30.3, 18.722, 23.188
'bali_phy_msa.362.fas', 22.119, 29.344, 19.289, 21.711
'bali_phy_msa.363.fas', 24.449, 32.045, 19.178, 23.804
'bali_phy_msa.364.fas', 22.011, 28.838, 18.053, 22.083
'bali_phy_msa.365.fas', 22.062, 29.146, 17.028, 21.403
'bali_phy_msa.366.fas', 22.466, 29.912, 19.136, 21.162
'bali_phy_msa.367.fas', 19.894, 26.625, 16.662, 19.397
'bali_phy_msa.368.fas', 20.634, 27.946, 16.896, 20.338
'bali_phy_msa.369.fas', 23.019, 30.685, 18.974, 22.736
'bali_phy_msa.37.fas', 20.985, 27.736, 17.667, 20.296
'bali_phy_msa.370.fas', 21.928, 28.955, 18.023, 21.463
'bali_phy_msa.371.fas', 22.057, 29.298, 16.989, 22.665
'bali_phy_msa.372.fas', 23.232, 30.954, 19.119, 22.583
'bali_phy_msa.373.fas', 20.728, 27.455, 16.649, 19.91
'bali_phy_msa.374.fas', 23.549, 30.99, 16.722, 23.524
'bali_phy_msa.375.fas', 22.697, 29.845, 22.032, 21.39
'bali_phy_msa.376.fas', 23.729, 31.205, 17.955, 23.534
'bali_phy_msa.377.fas', 18.802, 25.448, 15.711, 18.205
'bali_phy_msa.378.fas', 18.405, 25.086, 14.352, 17.604
'bali_phy_msa.379.fas', 23.365, 31.223, 19.827, 22.838
'bali_phy_msa.38.fas', 21.693, 29.126, 16.551, 21.022
'bali_phy_msa.380.fas', 23.014, 30.498, 16.812, 22.414
'bali_phy_msa.381.fas', 22.232, 29.772, 18.894, 21.232
'bali_phy_msa.382.fas', 21.752, 29.138, 17.725, 21.003
'bali_phy_msa.383.fas', 20.015, 26.754, 16.98, 18.85
'bali_phy_msa.384.fas', 20.842, 27.983, 14.641, 20.192
'bali_phy_msa.385.fas', 18.433, 24.993, 17.907, 17.118
'bali_phy_msa.386.fas', 22.947, 30.404, 16.147, 22.406
'bali_phy_msa.387.fas', 20.244, 26.775, 18.556, 17.154
'bali_phy_msa.388.fas', 20.237, 27.357, 17.031, 19.613
'bali_phy_msa.389.fas', 19.044, 25.495, 13.778, 18.898
'bali_phy_msa.39.fas', 20.179, 27.293, 15.577, 19.229
'bali_phy_msa.390.fas', 22.415, 29.668, 16.915, 21.958
'bali_phy_msa.391.fas', 21.505, 28.502, 15.715, 20.919
'bali_phy_msa.392.fas', 22.419, 29.837, 17.767, 22.944
'bali_phy_msa.393.fas', 21.322, 28.366, 17.159, 19.812
'bali_phy_msa.394.fas', 22.484, 29.725, 17.853, 22.225
'bali_phy_msa.395.fas', 23.213, 30.487, 18.007, 21.945
'bali_phy_msa.396.fas', 22.669, 30.096, 16.403, 22.897
'bali_phy_msa.397.fas', 13.896, 19.618, 9.726, 13.178
'bali_phy_msa.398.fas', 19.796, 26.771, 15.864, 18.793
'bali_phy_msa.399.fas', 21.32, 28.332, 15.829, 20.867
'bali_phy_msa.4.fas', 22.486, 29.716, 18.796, 22.495
'bali_phy_msa.40.fas', 21.184, 27.942, 15.255, 20.494
'bali_phy_msa.400.fas', 23.354, 30.831, 16.378, 22.578
'bali_phy_msa.41.fas', 21.987, 29.134, 18.813, 21.997
'bali_phy_msa.42.fas', 20.263, 27.253, 14.113, 20.463
'bali_phy_msa.43.fas', 22.346, 29.849, 18.346, 21.815
'bali_phy_msa.44.fas', 21.057, 28.033, 16.979, 20.147
'bali_phy_msa.45.fas', 23.374, 30.9, 17.128, 22.864
'bali_phy_msa.46.fas', 21.967, 29.331, 18.182, 21.149
'bali_phy_msa.47.fas', 22.032, 29.265, 18.48, 21.966
'bali_phy_msa.48.fas', 20.788, 27.447, 16.671, 19.059
'bali_phy_msa.49.fas', 22.299, 29.577, 18.052, 21.532
'bali_phy_msa.5.fas', 21.866, 29.093, 17.345, 20.925
'bali_phy_msa.50.fas', 21.487, 28.406, 16.67, 20.362
'bali_phy_msa.51.fas', 21.535, 28.914, 17.643, 21.313
'bali_phy_msa.52.fas', 21.835, 28.787, 16.504, 22.004
'bali_phy_msa.53.fas', 20.478, 27.395, 14.969, 19.425
'bali_phy_msa.54.fas', 21.265, 28.365, 14.885, 20.336
'bali_phy_msa.55.fas', 22.398, 29.695, 17.657, 21.138
'bali_phy_msa.56.fas', 23.721, 31.167, 18.352, 24.007
'bali_phy_msa.57.fas', 21.87, 29.143, 17.621, 21.164
'bali_phy_msa.58.fas', 23.437, 30.939, 19.991, 22.007
'bali_phy_msa.59.fas', 21.4, 27.986, 18.78, 19.717
'bali_phy_msa.6.fas', 21.986, 29.193, 18.145, 21.731
'bali_phy_msa.60.fas', 24.083, 31.653, 17.647, 23.403
'bali_phy_msa.61.fas', 22.598, 29.821, 19.417, 22.46
'bali_phy_msa.62.fas', 21.115, 28.271, 19.882, 20.308
'bali_phy_msa.63.fas', 21.794, 29.28, 20.331, 19.546
'bali_phy_msa.64.fas', 20.866, 27.489, 15.365, 20.033
'bali_phy_msa.65.fas', 21.556, 28.544, 15.143, 20.287
'bali_phy_msa.66.fas', 21.235, 27.959, 17.821, 20.144
'bali_phy_msa.67.fas', 21.986, 29.138, 18.314, 21.885
'bali_phy_msa.68.fas', 23.128, 30.874, 17.116, 22.954
'bali_phy_msa.69.fas', 21.724, 28.812, 16.96, 21.628
'bali_phy_msa.7.fas', 19.685, 26.208, 18.203, 17.3
'bali_phy_msa.70.fas', 21.479, 28.345, 18.909, 19.691
'bali_phy_msa.71.fas', 22.078, 29.131, 16.917, 21.154
'bali_phy_msa.72.fas', 23.459, 31.028, 18.983, 22.651
'bali_phy_msa.73.fas', 22.571, 29.792, 18.007, 21.607
'bali_phy_msa.74.fas', 22.739, 29.976, 16.507, 22.381
'bali_phy_msa.75.fas', 21.861, 29.247, 17.248, 21.535
'bali_phy_msa.76.fas', 21.109, 27.987, 16.988, 20.718
'bali_phy_msa.77.fas', 20.784, 27.716, 15.759, 20.288
'bali_phy_msa.78.fas', 22.697, 29.935, 19.113, 22.589
'bali_phy_msa.79.fas', 22.029, 29.312, 18.409, 21.79
'bali_phy_msa.8.fas', 18.104, 24.303, 14.866, 17.272
'bali_phy_msa.80.fas', 22.499, 29.78, 16.933, 22.956
'bali_phy_msa.81.fas', 22.591, 30.021, 18.57, 21.842
'bali_phy_msa.82.fas', 21.054, 28.407, 17.582, 21.183
'bali_phy_msa.83.fas', 20.525, 27.372, 15.72, 19.85
'bali_phy_msa.84.fas', 21.698, 28.851, 15.235, 20.422
'bali_phy_msa.85.fas', 20.306, 27.247, 15.928, 20.361
'bali_phy_msa.86.fas', 21.518, 28.463, 17.123, 20.663
'bali_phy_msa.87.fas', 21.959, 28.952, 16.724, 21.429
'bali_phy_msa.88.fas', 21.067, 28.013, 16.394, 20.618
'bali_phy_msa.89.fas', 20.081, 26.993, 13.789, 19.455
