code_PAM250_GO_-10_GE_-1,sp_HENIKOFF_with_gaps_PAM250_GO_-10_GE_-1,sp_HENIKOFF_without_gaps_PAM250_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-10_GE_-1
'bali_phy_msa.68.fas', -8.592, -3.956, -11.467, -12.161
'bali_phy_msa.69.fas', -10.484, -6.658, -12.146, -13.996
'bali_phy_msa.7.fas', -12.611, -9.426, -10.915, -18.918
'bali_phy_msa.70.fas', -10.297, -6.599, -9.496, -15.903
'bali_phy_msa.71.fas', -9.916, -6.144, -12.083, -14.591
'bali_phy_msa.72.fas', -8.304, -3.901, -9.447, -12.855
'bali_phy_msa.73.fas', -9.088, -4.989, -10.532, -13.828
'bali_phy_msa.74.fas', -9.144, -5.047, -12.847, -12.827
'bali_phy_msa.75.fas', -9.637, -5.352, -11.25, -13.498
'bali_phy_msa.76.fas', -10.756, -7.086, -11.901, -14.756
'bali_phy_msa.77.fas', -11.118, -7.342, -12.934, -15.1
'bali_phy_msa.78.fas', -8.956, -4.913, -9.295, -12.802
'bali_phy_msa.79.fas', -9.638, -5.49, -9.926, -13.615
'bali_phy_msa.8.fas', -13.872, -10.861, -14.325, -18.384
'bali_phy_msa.80.fas', -9.234, -5.095, -11.783, -11.955
'bali_phy_msa.81.fas', -8.977, -4.691, -9.66, -13.473
'bali_phy_msa.82.fas', -10.821, -6.703, -10.999, -14.448
'bali_phy_msa.83.fas', -11.73, -8.23, -14.0, -15.826
'bali_phy_msa.84.fas', -10.144, -6.277, -13.995, -15.041
'bali_phy_msa.85.fas', -11.774, -8.076, -12.9, -15.087
'bali_phy_msa.86.fas', -10.46, -6.759, -11.667, -15.094
'bali_phy_msa.87.fas', -9.965, -6.153, -11.958, -13.989
'bali_phy_msa.88.fas', -10.866, -7.124, -12.537, -14.832
'bali_phy_msa.89.fas', -12.213, -8.593, -15.474, -16.078
'bali_phy_msa.9.fas', -13.55, -10.486, -13.998, -18.826
'bali_phy_msa.90.fas', -11.464, -7.916, -11.746, -16.144
'bali_phy_msa.91.fas', -10.956, -7.681, -10.82, -15.303
'bali_phy_msa.92.fas', -13.684, -10.694, -15.19, -19.265
'bali_phy_msa.93.fas', -8.678, -4.366, -11.597, -12.586
'bali_phy_msa.94.fas', -8.185, -3.718, -10.833, -11.764
'bali_phy_msa.95.fas', -10.447, -6.599, -9.378, -17.069
'bali_phy_msa.96.fas', -12.038, -8.656, -14.609, -16.981
'bali_phy_msa.97.fas', -11.101, -7.724, -9.377, -15.307
'bali_phy_msa.98.fas', -9.599, -5.514, -8.763, -14.152
'bali_phy_msa.99.fas', -9.591, -5.669, -7.464, -14.737
'MAFFT_b0#0051_hhH_tree_47_OP_1.2558167082838578_Split_51.fasta', -16.371, -11.666, -20.144, -17.838
'MAFFT_b0#0051_htH_tree_0_OP_1.9201310643830272_Split_51.fasta', -13.879, -12.351, -15.13, -19.98
'MAFFT_b0#0051_htH_tree_57_OP_1.8145645468714477_Split_51.fasta', -13.523, -9.631, -12.69, -19.225
'MAFFT_b0#0051_htH_tree_93_OP_2.2336854992597184_Split_51.fasta', -10.309, -5.543, -16.528, -13.756
'MAFFT_b0#0051_htT_tree_0_OP_1.9201310643830272_Split_51.fasta', -13.879, -12.351, -15.13, -19.98
'MAFFT_b0#0051_htT_tree_57_OP_1.8145645468714477_Split_51.fasta', -13.523, -9.631, -12.69, -19.225
'MAFFT_b0#0051_thH_tree_57_OP_1.8145645468714477_Split_51.fasta', -11.707, -7.562, -10.65, -17.199
'MAFFT_b0#0051_thH_tree_93_OP_2.2336854992597184_Split_51.fasta', -9.675, -4.924, -15.827, -13.375
'MAFFT_b0#0051_thT_tree_0_OP_1.9201310643830272_Split_51.fasta', -12.29, -8.869, -10.415, -17.356
'MAFFT_b0#0051_thT_tree_47_OP_1.2558167082838578_Split_51.fasta', -16.371, -11.666, -20.144, -17.838
'MAFFT_b0#0051_ttH_tree_47_OP_1.2558167082838578_Split_51.fasta', -17.31, -12.998, -20.16, -20.001
'MAFFT_b0#0051_ttH_tree_93_OP_2.2336854992597184_Split_51.fasta', -10.309, -5.543, -16.528, -13.756
'MAFFT_b0#0051_ttT_tree_0_OP_1.9201310643830272_Split_51.fasta', -13.879, -12.351, -15.13, -19.98
'MAFFT_b0#0051_ttT_tree_47_OP_1.2558167082838578_Split_51.fasta', -17.31, -12.998, -20.16, -20.001
'MAFFT_b0#0051_ttT_tree_57_OP_1.8145645468714477_Split_51.fasta', -13.523, -9.631, -12.69, -19.225
'MAFFT_b0#0051_ttT_tree_93_OP_2.2336854992597184_Split_51.fasta', -10.309, -5.543, -16.528, -13.756
'MAFFT_b0#0053_hhH_tree_5_OP_1.3773636194735985_Split_53.fasta', -12.729, -7.551, -14.097, -16.281
'MAFFT_b0#0053_hhH_tree_60_OP_2.2485867324412547_Split_53.fasta', -11.381, -6.471, -12.12, -17.924
'MAFFT_b0#0053_hhT_tree_60_OP_2.2485867324412547_Split_53.fasta', -11.381, -6.471, -12.12, -17.924
'MAFFT_b0#0053_htH_tree_5_OP_1.3773636194735985_Split_53.fasta', -11.421, -6.351, -12.105, -15.427
'MAFFT_b0#0053_htT_tree_5_OP_1.3773636194735985_Split_53.fasta', -11.421, -6.351, -12.105, -15.427
'MAFFT_b0#0053_thH_tree_60_OP_2.2485867324412547_Split_53.fasta', -11.381, -6.471, -12.12, -17.924
'MAFFT_b0#0053_thT_tree_5_OP_1.3773636194735985_Split_53.fasta', -12.759, -7.589, -14.129, -16.336
'MAFFT_b0#0053_ttH_tree_60_OP_2.2485867324412547_Split_53.fasta', -11.05, -6.071, -11.856, -17.558
'MAFFT_b0#0054_hhH_tree_35_OP_2.3157753293540146_Split_54.fasta', -13.672, -9.839, -11.809, -16.821
'MAFFT_b0#0054_htH_tree_35_OP_2.3157753293540146_Split_54.fasta', -13.548, -9.664, -11.686, -16.679
'MAFFT_b0#0054_thH_tree_35_OP_2.3157753293540146_Split_54.fasta', -13.672, -9.839, -11.809, -16.821
'MAFFT_b0#0054_ttT_tree_35_OP_2.3157753293540146_Split_54.fasta', -13.548, -9.664, -11.686, -16.679
'MAFFT_b0#0057_htH_tree_1_OP_1.4037489078147287_Split_57.fasta', -19.004, -14.853, -21.948, -21.098
'MAFFT_b0#0057_htT_tree_1_OP_1.4037489078147287_Split_57.fasta', -19.004, -14.853, -21.948, -21.098
'MAFFT_b0#0057_thT_tree_1_OP_1.4037489078147287_Split_57.fasta', -18.922, -14.756, -21.014, -20.976
'MAFFT_b0#0057_ttT_tree_1_OP_1.4037489078147287_Split_57.fasta', -19.004, -14.853, -21.948, -21.098
'MAFFT_b0#0058_hhH_tree_13_OP_1.7913990869854772_Split_58.fasta', -19.88, -16.45, -20.328, -24.504
'MAFFT_b0#0058_htH_tree_11_OP_1.3146381684889776_Split_58.fasta', -12.013, -7.247, -13.552, -16.934
'MAFFT_b0#0058_htH_tree_13_OP_1.7913990869854772_Split_58.fasta', -19.839, -16.342, -18.682, -25.324
'MAFFT_b0#0058_htT_tree_11_OP_1.3146381684889776_Split_58.fasta', -12.013, -7.247, -13.552, -16.934
'MAFFT_b0#0058_thH_tree_13_OP_1.7913990869854772_Split_58.fasta', -19.88, -16.45, -20.328, -24.504
'MAFFT_b0#0058_ttH_tree_11_OP_1.3146381684889776_Split_58.fasta', -10.632, -5.837, -11.606, -16.957
'MAFFT_b0#0058_ttT_tree_11_OP_1.3146381684889776_Split_58.fasta', -10.632, -5.837, -11.606, -16.957
'MAFFT_b0#0058_ttT_tree_13_OP_1.7913990869854772_Split_58.fasta', -19.839, -16.342, -18.682, -25.324
'MAFFT_b0#0060_hhT_tree_32_OP_1.498379977124041_Split_60.fasta', -11.663, -8.149, -14.826, -18.02
'MAFFT_b0#0060_htH_tree_32_OP_1.498379977124041_Split_60.fasta', -11.939, -8.418, -15.151, -18.308
'MAFFT_b0#0060_htT_tree_32_OP_1.498379977124041_Split_60.fasta', -11.939, -8.418, -15.151, -18.308
'MAFFT_b0#0060_ttH_tree_32_OP_1.498379977124041_Split_60.fasta', -11.939, -8.418, -15.151, -18.308
'MAFFT_b0#0061_hhH_tree_87_OP_1.1834961203615137_Split_61.fasta', -17.097, -12.554, -18.275, -21.391
'MAFFT_b0#0061_hhH_tree_88_OP_2.9570433978664177_Split_61.fasta', -10.918, -6.723, -11.857, -16.635
'MAFFT_b0#0061_hhH_tree_97_OP_2.1094152983091004_Split_61.fasta', -11.811, -7.631, -15.416, -15.292
'MAFFT_b0#0061_hhT_tree_18_OP_1.3304542342131214_Split_61.fasta', -29.836, -28.034, -28.387, -35.927
'MAFFT_b0#0061_hhT_tree_30_OP_2.908145211858187_Split_61.fasta', -6.931, -2.13, -5.318, -11.058
'MAFFT_b0#0061_htH_tree_18_OP_1.3304542342131214_Split_61.fasta', -29.366, -27.511, -28.826, -35.359
'MAFFT_b0#0061_htH_tree_30_OP_2.908145211858187_Split_61.fasta', -8.255, -3.672, -6.014, -13.429
'MAFFT_b0#0061_htH_tree_72_OP_1.8278688995959085_Split_61.fasta', -13.605, -10.589, -15.71, -17.037
'MAFFT_b0#0061_htH_tree_88_OP_2.9570433978664177_Split_61.fasta', -10.333, -6.124, -11.211, -14.672
'MAFFT_b0#0061_htT_tree_87_OP_1.1834961203615137_Split_61.fasta', -17.406, -12.902, -16.201, -20.754
'MAFFT_b0#0061_htT_tree_97_OP_2.1094152983091004_Split_61.fasta', -11.239, -6.962, -14.356, -14.73
'MAFFT_b0#0061_thH_tree_18_OP_1.3304542342131214_Split_61.fasta', -29.836, -28.034, -28.387, -35.927
'MAFFT_b0#0061_thH_tree_72_OP_1.8278688995959085_Split_61.fasta', -13.614, -10.598, -15.717, -17.053
'MAFFT_b0#0061_thT_tree_30_OP_2.908145211858187_Split_61.fasta', -6.931, -2.13, -5.318, -11.058
'MAFFT_b0#0061_thT_tree_72_OP_1.8278688995959085_Split_61.fasta', -13.614, -10.598, -15.717, -17.053
'MAFFT_b0#0061_thT_tree_87_OP_1.1834961203615137_Split_61.fasta', -17.097, -12.554, -18.275, -21.391
'MAFFT_b0#0061_thT_tree_88_OP_2.9570433978664177_Split_61.fasta', -10.918, -6.723, -11.857, -16.635
'MAFFT_b0#0061_thT_tree_97_OP_2.1094152983091004_Split_61.fasta', -11.811, -7.631, -15.416, -15.292
'MAFFT_b0#0061_ttT_tree_18_OP_1.3304542342131214_Split_61.fasta', -29.366, -27.511, -28.826, -35.359
'MAFFT_b0#0061_ttT_tree_30_OP_2.908145211858187_Split_61.fasta', -8.255, -3.672, -6.014, -13.429
'MAFFT_b0#0061_ttT_tree_72_OP_1.8278688995959085_Split_61.fasta', -13.605, -10.589, -15.71, -17.037
'MAFFT_b0#0061_ttT_tree_87_OP_1.1834961203615137_Split_61.fasta', -17.406, -12.902, -16.201, -20.754
'MAFFT_b0#0061_ttT_tree_88_OP_2.9570433978664177_Split_61.fasta', -10.333, -6.124, -11.211, -14.672
'MAFFT_b0#0061_ttT_tree_97_OP_2.1094152983091004_Split_61.fasta', -11.239, -6.962, -14.356, -14.73
'MAFFT_b0#0063_hhH_tree_37_OP_2.065965428692473_Split_63.fasta', -10.029, -5.505, -9.909, -16.284
'MAFFT_b0#0063_hhT_tree_89_OP_2.6540913216611166_Split_63.fasta', -15.632, -12.181, -14.188, -18.154
'MAFFT_b0#0063_htH_tree_37_OP_2.065965428692473_Split_63.fasta', -10.058, -5.456, -9.89, -16.126
'MAFFT_b0#0063_htH_tree_89_OP_2.6540913216611166_Split_63.fasta', -15.254, -11.75, -13.862, -17.729
'MAFFT_b0#0063_thH_tree_37_OP_2.065965428692473_Split_63.fasta', -10.029, -5.505, -9.909, -16.284
'MAFFT_b0#0063_thT_tree_89_OP_2.6540913216611166_Split_63.fasta', -15.629, -12.179, -14.185, -18.151
'MAFFT_b0#0063_ttH_tree_37_OP_2.065965428692473_Split_63.fasta', -10.058, -5.456, -9.89, -16.126
'MAFFT_b0#0063_ttH_tree_89_OP_2.6540913216611166_Split_63.fasta', -15.25, -11.747, -13.855, -17.724
'MAFFT_b0#0065_htH_tree_26_OP_2.2970226808572787_Split_65.fasta', -12.332, -8.153, -11.928, -15.841
'MAFFT_b0#0065_htT_tree_55_OP_1.534121132575311_Split_65.fasta', -24.876, -22.956, -22.527, -27.389
'MAFFT_b0#0065_thH_tree_26_OP_2.2970226808572787_Split_65.fasta', -13.088, -9.023, -12.599, -16.534
'MAFFT_b0#0065_thH_tree_55_OP_1.534121132575311_Split_65.fasta', -25.019, -23.158, -22.798, -27.874
'MAFFT_b0#0065_thT_tree_55_OP_1.534121132575311_Split_65.fasta', -25.019, -23.158, -22.798, -27.874
'MAFFT_b0#0065_ttH_tree_26_OP_2.2970226808572787_Split_65.fasta', -12.385, -8.227, -11.958, -15.914
'MAFFT_b0#0065_ttT_tree_26_OP_2.2970226808572787_Split_65.fasta', -12.385, -8.227, -11.958, -15.914
'MAFFT_b0#0065_ttT_tree_55_OP_1.534121132575311_Split_65.fasta', -24.876, -22.956, -22.527, -27.389
'MAFFT_b0#0066_hhH_tree_77_OP_1.3827668594678542_Split_66.fasta', -18.696, -15.031, -20.988, -21.127
'MAFFT_b0#0066_hhT_tree_99_OP_1.9136688454364907_Split_66.fasta', -14.201, -10.515, -12.45, -19.321
'MAFFT_b0#0066_htT_tree_99_OP_1.9136688454364907_Split_66.fasta', -14.447, -10.755, -12.596, -19.467
'MAFFT_b0#0066_thH_tree_77_OP_1.3827668594678542_Split_66.fasta', -18.696, -15.031, -20.988, -21.127
'MAFFT_b0#0066_thH_tree_99_OP_1.9136688454364907_Split_66.fasta', -14.199, -10.514, -12.447, -19.319
'MAFFT_b0#0066_thT_tree_99_OP_1.9136688454364907_Split_66.fasta', -14.199, -10.514, -12.447, -19.319
'MAFFT_b0#0066_ttH_tree_77_OP_1.3827668594678542_Split_66.fasta', -18.542, -14.836, -21.392, -20.788
'MAFFT_b0#0066_ttT_tree_77_OP_1.3827668594678542_Split_66.fasta', -18.542, -14.836, -21.392, -20.788
'MAFFT_b0#0067_hhT_tree_4_OP_1.1542677766261527_Split_67.fasta', -22.751, -18.924, -23.968, -24.508
'MAFFT_b0#0067_htH_tree_4_OP_1.1542677766261527_Split_67.fasta', -18.228, -13.853, -17.007, -21.131
'MAFFT_b0#0067_htH_tree_76_OP_1.9781210467371317_Split_67.fasta', -10.866, -6.465, -15.753, -13.86
'MAFFT_b0#0067_thH_tree_76_OP_1.9781210467371317_Split_67.fasta', -12.366, -7.945, -17.527, -15.866
'MAFFT_b0#0067_thT_tree_4_OP_1.1542677766261527_Split_67.fasta', -22.751, -18.924, -23.968, -24.508
'MAFFT_b0#0067_ttH_tree_76_OP_1.9781210467371317_Split_67.fasta', -10.866, -6.465, -15.753, -13.86
'MAFFT_b0#0067_ttT_tree_4_OP_1.1542677766261527_Split_67.fasta', -18.228, -13.853, -17.007, -21.131
'MAFFT_b0#0067_ttT_tree_76_OP_1.9781210467371317_Split_67.fasta', -10.866, -6.465, -15.753, -13.86
'MAFFT_b0#0069_htH_tree_20_OP_2.4221981553992458_Split_69.fasta', -20.467, -18.761, -16.322, -22.916
'MAFFT_b0#0069_htH_tree_73_OP_2.973262473304242_Split_69.fasta', -12.018, -7.982, -16.199, -14.236
'MAFFT_b0#0069_htT_tree_20_OP_2.4221981553992458_Split_69.fasta', -20.467, -18.761, -16.322, -22.916
'MAFFT_b0#0069_htT_tree_73_OP_2.973262473304242_Split_69.fasta', -12.018, -7.982, -16.199, -14.236
'MAFFT_b0#0069_thH_tree_20_OP_2.4221981553992458_Split_69.fasta', -20.075, -18.352, -16.003, -22.587
'MAFFT_b0#0069_thH_tree_73_OP_2.973262473304242_Split_69.fasta', -12.368, -8.437, -15.941, -14.514
'MAFFT_b0#0069_thT_tree_20_OP_2.4221981553992458_Split_69.fasta', -20.075, -18.352, -16.003, -22.587
'MAFFT_b0#0069_ttH_tree_73_OP_2.973262473304242_Split_69.fasta', -12.018, -7.982, -16.199, -14.236
'MAFFT_b0#0070_hhH_tree_86_OP_1.7393056698625855_Split_70.fasta', -13.895, -10.018, -16.703, -17.192
'MAFFT_b0#0070_hhT_tree_17_OP_1.818409912056766_Split_70.fasta', -17.72, -13.901, -19.566, -20.578
'MAFFT_b0#0070_htH_tree_86_OP_1.7393056698625855_Split_70.fasta', -13.978, -10.01, -14.462, -18.14
'MAFFT_b0#0070_thH_tree_17_OP_1.818409912056766_Split_70.fasta', -17.221, -13.292, -19.475, -21.014
'MAFFT_b0#0070_thH_tree_86_OP_1.7393056698625855_Split_70.fasta', -13.895, -10.018, -16.703, -17.192
'MAFFT_b0#0070_ttH_tree_17_OP_1.818409912056766_Split_70.fasta', -17.219, -13.291, -19.47, -21.013
'MAFFT_b0#0070_ttT_tree_17_OP_1.818409912056766_Split_70.fasta', -17.219, -13.291, -19.47, -21.013
'MAFFT_b0#0070_ttT_tree_86_OP_1.7393056698625855_Split_70.fasta', -13.978, -10.01, -14.462, -18.14
'MAFFT_b0#0071_thH_tree_83_OP_1.1196527601502904_Split_71.fasta', -11.795, -6.88, -12.505, -14.856
'MAFFT_b0#0071_thT_tree_83_OP_1.1196527601502904_Split_71.fasta', -11.795, -6.88, -12.505, -14.856
'MAFFT_b0#0071_ttH_tree_83_OP_1.1196527601502904_Split_71.fasta', -13.126, -8.589, -11.687, -17.326
'MAFFT_b0#0071_ttT_tree_83_OP_1.1196527601502904_Split_71.fasta', -13.126, -8.589, -11.687, -17.326
'MAFFT_b0#0072_hhH_tree_16_OP_1.904493049197901_Split_72.fasta', -15.466, -11.526, -17.516, -17.997
'MAFFT_b0#0072_hhH_tree_2_OP_2.0780663887168265_Split_72.fasta', -14.98, -12.441, -13.947, -19.215
'MAFFT_b0#0072_htH_tree_2_OP_2.0780663887168265_Split_72.fasta', -17.805, -15.265, -15.206, -22.242
'MAFFT_b0#0072_htT_tree_16_OP_1.904493049197901_Split_72.fasta', -16.552, -12.633, -18.799, -18.81
'MAFFT_b0#0072_htT_tree_2_OP_2.0780663887168265_Split_72.fasta', -17.805, -15.265, -15.206, -22.242
'MAFFT_b0#0072_thH_tree_2_OP_2.0780663887168265_Split_72.fasta', -14.98, -12.441, -13.947, -19.215
'MAFFT_b0#0072_ttH_tree_16_OP_1.904493049197901_Split_72.fasta', -16.552, -12.633, -18.799, -18.81
'MAFFT_b0#0072_ttT_tree_16_OP_1.904493049197901_Split_72.fasta', -16.552, -12.633, -18.799, -18.81
'MAFFT_b0#0073_hhT_tree_96_OP_2.2598618576256135_Split_73.fasta', -5.993, -1.003, -9.127, -9.69
'MAFFT_b0#0073_htH_tree_96_OP_2.2598618576256135_Split_73.fasta', -6.166, -1.17, -9.013, -9.67
'MAFFT_b0#0073_htT_tree_38_OP_1.4036490691810368_Split_73.fasta', -24.246, -22.677, -24.632, -26.526
'MAFFT_b0#0073_htT_tree_96_OP_2.2598618576256135_Split_73.fasta', -6.166, -1.17, -9.013, -9.67
'MAFFT_b0#0073_thT_tree_38_OP_1.4036490691810368_Split_73.fasta', -23.847, -22.185, -24.25, -25.923
'MAFFT_b0#0073_thT_tree_96_OP_2.2598618576256135_Split_73.fasta', -5.993, -1.003, -9.127, -9.69
'MAFFT_b0#0073_ttH_tree_38_OP_1.4036490691810368_Split_73.fasta', -25.726, -24.413, -25.821, -28.408
'MAFFT_b0#0073_ttT_tree_38_OP_1.4036490691810368_Split_73.fasta', -25.726, -24.413, -25.821, -28.408
'MAFFT_b0#0074_hhH_tree_56_OP_1.8151633835449412_Split_74.fasta', -11.516, -6.058, -12.624, -14.01
'MAFFT_b0#0074_hhH_tree_79_OP_1.1319264156945865_Split_74.fasta', -22.098, -19.255, -20.088, -24.997
'MAFFT_b0#0074_htH_tree_56_OP_1.8151633835449412_Split_74.fasta', -11.377, -5.986, -13.162, -13.537
'MAFFT_b0#0074_htT_tree_79_OP_1.1319264156945865_Split_74.fasta', -21.908, -18.96, -20.517, -24.438
'MAFFT_b0#0074_thT_tree_56_OP_1.8151633835449412_Split_74.fasta', -11.516, -6.058, -12.624, -14.01
'MAFFT_b0#0074_ttH_tree_56_OP_1.8151633835449412_Split_74.fasta', -11.377, -5.986, -13.162, -13.537
'MAFFT_b0#0074_ttH_tree_79_OP_1.1319264156945865_Split_74.fasta', -21.908, -18.96, -20.517, -24.438
'MAFFT_b0#0074_ttT_tree_79_OP_1.1319264156945865_Split_74.fasta', -21.908, -18.96, -20.517, -24.438
'MAFFT_b0#0075_hhH_tree_81_OP_1.1314497018902243_Split_75.fasta', -21.565, -17.819, -24.872, -25.172
'MAFFT_b0#0075_hhT_tree_19_OP_1.5848887345678324_Split_75.fasta', -13.44, -8.684, -17.922, -17.924
'MAFFT_b0#0075_htH_tree_19_OP_1.5848887345678324_Split_75.fasta', -13.463, -8.702, -17.95, -17.949
'MAFFT_b0#0075_htH_tree_81_OP_1.1314497018902243_Split_75.fasta', -21.608, -17.856, -24.891, -25.187
'MAFFT_b0#0075_thH_tree_81_OP_1.1314497018902243_Split_75.fasta', -21.39, -17.598, -24.732, -25.017
'MAFFT_b0#0075_thT_tree_19_OP_1.5848887345678324_Split_75.fasta', -14.198, -9.558, -17.749, -19.335
'MAFFT_b0#0075_ttH_tree_19_OP_1.5848887345678324_Split_75.fasta', -14.22, -9.576, -17.779, -19.359
'MAFFT_b0#0075_ttH_tree_81_OP_1.1314497018902243_Split_75.fasta', -21.433, -17.636, -24.751, -25.031
'MAFFT_b0#0077_hhT_tree_15_OP_2.550159221795637_Split_77.fasta', -10.029, -5.259, -13.034, -13.141
'MAFFT_b0#0077_htT_tree_15_OP_2.550159221795637_Split_77.fasta', -13.262, -9.28, -15.125, -16.397
'MAFFT_b0#0077_thH_tree_15_OP_2.550159221795637_Split_77.fasta', -10.029, -5.259, -13.034, -13.141
'MAFFT_b0#0077_thT_tree_15_OP_2.550159221795637_Split_77.fasta', -10.029, -5.259, -13.034, -13.141
'MAFFT_b0#0079_hhH_tree_53_OP_2.8446810696084794_Split_79.fasta', -10.388, -6.536, -8.263, -15.672
'MAFFT_b0#0079_hhT_tree_53_OP_2.8446810696084794_Split_79.fasta', -10.388, -6.536, -8.263, -15.672
'MAFFT_b0#0079_htT_tree_53_OP_2.8446810696084794_Split_79.fasta', -10.452, -6.61, -8.297, -15.75
'MAFFT_b0#0079_ttH_tree_53_OP_2.8446810696084794_Split_79.fasta', -10.51, -6.691, -8.346, -15.838
'MAFFT_b0#0081_hhH_tree_28_OP_2.8015195195451144_Split_81.fasta', -16.761, -12.976, -14.872, -19.944
'MAFFT_b0#0081_hhT_tree_28_OP_2.8015195195451144_Split_81.fasta', -16.761, -12.976, -14.872, -19.944
'MAFFT_b0#0081_htH_tree_70_OP_2.86216121405654_Split_81.fasta', -11.029, -6.584, -10.917, -16.209
'MAFFT_b0#0081_htT_tree_70_OP_2.86216121405654_Split_81.fasta', -11.029, -6.584, -10.917, -16.209
'MAFFT_b0#0081_thH_tree_70_OP_2.86216121405654_Split_81.fasta', -10.308, -5.779, -10.451, -15.746
'MAFFT_b0#0081_thT_tree_28_OP_2.8015195195451144_Split_81.fasta', -16.761, -12.976, -14.872, -19.944
'MAFFT_b0#0081_ttH_tree_28_OP_2.8015195195451144_Split_81.fasta', -16.332, -12.467, -14.329, -19.588
'MAFFT_b0#0081_ttH_tree_70_OP_2.86216121405654_Split_81.fasta', -11.029, -6.584, -10.917, -16.209
'MAFFT_b0#0085_hhH_tree_6_OP_2.614406638642872_Split_85.fasta', -17.09, -14.133, -20.091, -19.187
'MAFFT_b0#0085_htH_tree_6_OP_2.614406638642872_Split_85.fasta', -17.13, -14.189, -20.092, -19.231
'MAFFT_b0#0085_htT_tree_43_OP_1.1593268235540946_Split_85.fasta', -15.598, -11.243, -15.146, -19.301
'MAFFT_b0#0085_htT_tree_6_OP_2.614406638642872_Split_85.fasta', -17.13, -14.189, -20.092, -19.231
'MAFFT_b0#0085_thT_tree_43_OP_1.1593268235540946_Split_85.fasta', -15.105, -10.663, -15.025, -21.505
'MAFFT_b0#0085_thT_tree_6_OP_2.614406638642872_Split_85.fasta', -17.09, -14.133, -20.091, -19.187
'MAFFT_b0#0085_ttH_tree_43_OP_1.1593268235540946_Split_85.fasta', -15.598, -11.243, -15.146, -19.301
'MAFFT_b0#0085_ttT_tree_43_OP_1.1593268235540946_Split_85.fasta', -15.598, -11.243, -15.146, -19.301
'MAFFT_b0#0086_hhH_tree_98_OP_1.0089131553899002_Split_86.fasta', -22.15, -18.178, -22.243, -26.076
'MAFFT_b0#0086_hhT_tree_98_OP_1.0089131553899002_Split_86.fasta', -22.15, -18.178, -22.243, -26.076
'MAFFT_b0#0086_htH_tree_98_OP_1.0089131553899002_Split_86.fasta', -22.173, -18.1, -21.324, -25.693
'MAFFT_b0#0086_thH_tree_98_OP_1.0089131553899002_Split_86.fasta', -22.15, -18.178, -22.243, -26.076
'MAFFT_b0#0088_hhH_tree_24_OP_2.5256879150632905_Split_88.fasta', -14.269, -10.003, -13.018, -20.293
'MAFFT_b0#0088_htH_tree_24_OP_2.5256879150632905_Split_88.fasta', -14.21, -9.871, -12.85, -20.092
'MAFFT_b0#0088_htT_tree_24_OP_2.5256879150632905_Split_88.fasta', -14.21, -9.871, -12.85, -20.092
'MAFFT_b0#0088_thH_tree_24_OP_2.5256879150632905_Split_88.fasta', -14.269, -10.003, -13.018, -20.293
'MAFFT_b0#0089_hhH_tree_3_OP_2.728084439580989_Split_89.fasta', -11.906, -8.169, -9.54, -15.393
'MAFFT_b0#0089_hhT_tree_3_OP_2.728084439580989_Split_89.fasta', -11.906, -8.169, -9.54, -15.393
'MAFFT_b0#0089_htH_tree_3_OP_2.728084439580989_Split_89.fasta', -11.967, -8.315, -8.709, -15.239
'MAFFT_b0#0089_htT_tree_3_OP_2.728084439580989_Split_89.fasta', -11.967, -8.315, -8.709, -15.239
'MAFFT_b0#0091_hhH_tree_58_OP_2.470758940826272_Split_91.fasta', -15.48, -12.693, -20.227, -18.018
'MAFFT_b0#0091_htH_tree_58_OP_2.470758940826272_Split_91.fasta', -15.48, -12.693, -20.227, -18.018
'MAFFT_b0#0091_thH_tree_58_OP_2.470758940826272_Split_91.fasta', -13.761, -10.545, -18.386, -15.928
'MAFFT_b0#0091_thT_tree_58_OP_2.470758940826272_Split_91.fasta', -13.761, -10.545, -18.386, -15.928
'MAFFT_b0#0092_hhH_tree_42_OP_1.3915835484150982_Split_92.fasta', -13.377, -9.905, -10.026, -17.292
'MAFFT_b0#0092_htH_tree_42_OP_1.3915835484150982_Split_92.fasta', -14.034, -10.534, -10.889, -17.513
'MAFFT_b0#0092_thH_tree_42_OP_1.3915835484150982_Split_92.fasta', -13.393, -9.933, -10.009, -17.275
'MAFFT_b0#0092_thT_tree_42_OP_1.3915835484150982_Split_92.fasta', -13.393, -9.933, -10.009, -17.275
'MAFFT_b0#0093_hhH_tree_50_OP_1.9153041649578615_Split_93.fasta', -20.301, -17.192, -20.069, -23.306
'MAFFT_b0#0093_htH_tree_49_OP_1.2895147288295243_Split_93.fasta', -14.598, -8.949, -15.35, -21.225
'MAFFT_b0#0093_htH_tree_50_OP_1.9153041649578615_Split_93.fasta', -16.867, -13.492, -18.172, -19.504
'MAFFT_b0#0093_htT_tree_50_OP_1.9153041649578615_Split_93.fasta', -16.867, -13.492, -18.172, -19.504
'MAFFT_b0#0093_thH_tree_49_OP_1.2895147288295243_Split_93.fasta', -15.64, -10.417, -14.444, -22.309
'MAFFT_b0#0093_thT_tree_49_OP_1.2895147288295243_Split_93.fasta', -15.64, -10.417, -14.444, -22.309
