code_BLOSUM62_GO_-10_GE_-1,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-10_GE_-1,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-10_GE_-1
'bali_phy_msa.65.fas', 91.007, 79.642, 881.415, 710.217
'bali_phy_msa.66.fas', 92.063, 81.031, 920.455, 722.585
'bali_phy_msa.67.fas', 91.48, 80.294, 789.102, 718.266
'bali_phy_msa.68.fas', 94.194, 84.009, 911.194, 767.337
'bali_phy_msa.69.fas', 93.439, 82.674, 905.809, 746.007
'bali_phy_msa.7.fas', 92.578, 81.85, 914.946, 741.466
'bali_phy_msa.70.fas', 88.827, 77.597, 879.425, 701.376
'bali_phy_msa.71.fas', 94.337, 83.996, 962.959, 762.007
'bali_phy_msa.72.fas', 94.362, 83.906, 803.715, 781.599
'bali_phy_msa.73.fas', 90.975, 79.699, 885.707, 718.532
'bali_phy_msa.74.fas', 91.299, 80.879, 929.589, 738.843
'bali_phy_msa.75.fas', 93.83, 83.222, 942.218, 756.845
'bali_phy_msa.76.fas', 94.678, 84.242, 904.089, 765.553
'bali_phy_msa.77.fas', 92.403, 81.431, 852.817, 729.092
'bali_phy_msa.78.fas', 92.613, 81.932, 922.15, 725.071
'bali_phy_msa.79.fas', 89.335, 77.947, 919.1, 690.656
'bali_phy_msa.8.fas', 91.894, 81.138, 934.456, 747.416
'bali_phy_msa.80.fas', 90.609, 79.317, 855.061, 697.305
'bali_phy_msa.81.fas', 92.551, 81.695, 904.279, 724.13
'bali_phy_msa.82.fas', 93.204, 82.306, 915.379, 740.668
'bali_phy_msa.83.fas', 91.677, 81.086, 894.26, 712.063
'bali_phy_msa.84.fas', 94.758, 84.111, 906.653, 761.533
'bali_phy_msa.85.fas', 91.838, 80.459, 871.337, 720.15
'bali_phy_msa.86.fas', 93.299, 82.605, 950.624, 747.694
'bali_phy_msa.87.fas', 94.108, 83.742, 905.034, 749.011
'bali_phy_msa.88.fas', 93.131, 82.247, 835.431, 727.344
'bali_phy_msa.89.fas', 94.053, 83.15, 960.44, 753.46
'bali_phy_msa.9.fas', 94.426, 84.07, 966.151, 773.112
'bali_phy_msa.90.fas', 91.658, 80.438, 886.931, 736.871
'bali_phy_msa.91.fas', 93.436, 82.797, 974.563, 750.594
'bali_phy_msa.92.fas', 93.749, 83.095, 898.47, 750.163
'bali_phy_msa.93.fas', 96.558, 86.672, 1056.648, 803.365
'bali_phy_msa.94.fas', 94.462, 84.405, 993.514, 778.955
'bali_phy_msa.95.fas', 93.159, 82.59, 937.196, 737.497
'bali_phy_msa.96.fas', 93.864, 83.348, 868.634, 755.845
'bali_phy_msa.97.fas', 92.851, 82.256, 943.909, 749.021
'bali_phy_msa.98.fas', 92.25, 81.244, 971.896, 729.113
'bali_phy_msa.99.fas', 93.466, 83.119, 953.234, 774.133
'MAFFT_b0#0072_hhH_tree_74_OP_1.9907948557296418_Split_72.fasta', 71.325, 63.804, 990.356, 914.479
'MAFFT_b0#0072_hhT_tree_39_OP_1.782001260864562_Split_72.fasta', 78.355, 71.771, 1301.284, 1296.43
'MAFFT_b0#0072_hhT_tree_74_OP_1.9907948557296418_Split_72.fasta', 71.325, 63.804, 990.356, 914.479
'MAFFT_b0#0072_htT_tree_74_OP_1.9907948557296418_Split_72.fasta', 70.385, 62.639, 990.964, 898.205
'MAFFT_b0#0072_thT_tree_39_OP_1.782001260864562_Split_72.fasta', 78.355, 71.771, 1301.284, 1296.43
'MAFFT_b0#0072_ttH_tree_39_OP_1.782001260864562_Split_72.fasta', 79.884, 72.956, 1222.956, 1210.635
'MAFFT_b0#0072_ttH_tree_74_OP_1.9907948557296418_Split_72.fasta', 70.385, 62.639, 990.964, 898.205
'MAFFT_b0#0072_ttT_tree_39_OP_1.782001260864562_Split_72.fasta', 79.884, 72.956, 1222.956, 1210.635
'MAFFT_b0#0073_hhH_tree_72_OP_1.2847368950501976_Split_73.fasta', 72.759, 65.997, 935.514, 942.217
'MAFFT_b0#0073_htT_tree_72_OP_1.2847368950501976_Split_73.fasta', 73.113, 66.779, 989.825, 991.18
'MAFFT_b0#0073_thT_tree_72_OP_1.2847368950501976_Split_73.fasta', 73.293, 66.333, 944.302, 951.048
'MAFFT_b0#0073_ttT_tree_72_OP_1.2847368950501976_Split_73.fasta', 73.642, 67.108, 999.042, 1000.413
'MAFFT_b0#0074_hhH_tree_57_OP_2.54578155531949_Split_74.fasta', 75.79, 67.407, 1078.233, 1070.313
'MAFFT_b0#0074_hhT_tree_57_OP_2.54578155531949_Split_74.fasta', 75.79, 67.407, 1078.233, 1070.313
'MAFFT_b0#0074_htH_tree_46_OP_1.4327650627329234_Split_74.fasta', 72.516, 65.291, 1063.881, 1036.101
'MAFFT_b0#0074_htH_tree_57_OP_2.54578155531949_Split_74.fasta', 76.365, 68.423, 1222.499, 1134.998
'MAFFT_b0#0074_thH_tree_46_OP_1.4327650627329234_Split_74.fasta', 72.067, 65.298, 1070.019, 1014.267
'MAFFT_b0#0074_thT_tree_46_OP_1.4327650627329234_Split_74.fasta', 72.067, 65.298, 1070.019, 1014.267
'MAFFT_b0#0074_ttH_tree_46_OP_1.4327650627329234_Split_74.fasta', 72.516, 65.291, 1063.881, 1036.101
'MAFFT_b0#0074_ttH_tree_57_OP_2.54578155531949_Split_74.fasta', 76.365, 68.423, 1222.499, 1134.998
'MAFFT_b0#0075_hhT_tree_2_OP_1.5699182788181343_Split_75.fasta', 69.393, 62.484, 1068.314, 1059.768
'MAFFT_b0#0075_htT_tree_2_OP_1.5699182788181343_Split_75.fasta', 70.226, 63.151, 1123.315, 1106.433
'MAFFT_b0#0075_thH_tree_2_OP_1.5699182788181343_Split_75.fasta', 69.393, 62.484, 1068.314, 1059.768
'MAFFT_b0#0075_ttT_tree_2_OP_1.5699182788181343_Split_75.fasta', 70.226, 63.151, 1123.315, 1106.433
'MAFFT_b0#0078_hhH_tree_89_OP_1.346742443921104_Split_78.fasta', 66.399, 59.887, 1050.681, 1010.171
'MAFFT_b0#0078_hhT_tree_89_OP_1.346742443921104_Split_78.fasta', 66.399, 59.887, 1050.681, 1010.171
'MAFFT_b0#0078_thH_tree_89_OP_1.346742443921104_Split_78.fasta', 65.256, 59.064, 1031.381, 990.536
'MAFFT_b0#0078_thT_tree_89_OP_1.346742443921104_Split_78.fasta', 65.256, 59.064, 1031.381, 990.536
'MAFFT_b0#0080_hhH_tree_42_OP_1.2233803782003307_Split_80.fasta', 63.931, 57.921, 916.798, 850.106
'MAFFT_b0#0080_hhH_tree_82_OP_2.722114917861654_Split_80.fasta', 73.35, 66.332, 1203.221, 1210.528
'MAFFT_b0#0080_hhT_tree_42_OP_1.2233803782003307_Split_80.fasta', 63.931, 57.921, 916.798, 850.106
'MAFFT_b0#0080_htT_tree_42_OP_1.2233803782003307_Split_80.fasta', 64.02, 57.2, 884.857, 839.238
'MAFFT_b0#0080_thT_tree_42_OP_1.2233803782003307_Split_80.fasta', 65.517, 59.397, 886.379, 877.066
'MAFFT_b0#0080_thT_tree_82_OP_2.722114917861654_Split_80.fasta', 73.35, 66.332, 1203.221, 1210.528
'MAFFT_b0#0080_ttH_tree_82_OP_2.722114917861654_Split_80.fasta', 81.201, 73.734, 1214.242, 1230.937
'MAFFT_b0#0080_ttT_tree_82_OP_2.722114917861654_Split_80.fasta', 81.201, 73.734, 1214.242, 1230.937
'MAFFT_b0#0083_hhT_tree_11_OP_1.5768560018637672_Split_83.fasta', 70.508, 62.835, 952.046, 948.653
'MAFFT_b0#0083_hhT_tree_96_OP_2.7533048964132307_Split_83.fasta', 75.747, 69.121, 1128.84, 1073.902
'MAFFT_b0#0083_htH_tree_96_OP_2.7533048964132307_Split_83.fasta', 74.921, 68.002, 1105.51, 1057.514
'MAFFT_b0#0083_htT_tree_11_OP_1.5768560018637672_Split_83.fasta', 71.544, 63.927, 969.923, 966.468
'MAFFT_b0#0083_thT_tree_96_OP_2.7533048964132307_Split_83.fasta', 75.729, 69.13, 1135.331, 1080.015
'MAFFT_b0#0083_ttH_tree_11_OP_1.5768560018637672_Split_83.fasta', 69.36, 62.027, 945.695, 941.642
'MAFFT_b0#0083_ttT_tree_11_OP_1.5768560018637672_Split_83.fasta', 69.36, 62.027, 945.695, 941.642
'MAFFT_b0#0083_ttT_tree_96_OP_2.7533048964132307_Split_83.fasta', 74.903, 68.01, 1111.867, 1063.523
'MAFFT_b0#0084_hhH_tree_20_OP_2.7414516433287566_Split_84.fasta', 72.634, 66.827, 1123.654, 1097.021
'MAFFT_b0#0084_hhH_tree_79_OP_1.244222429737621_Split_84.fasta', 72.293, 64.267, 805.71, 798.647
'MAFFT_b0#0084_hhT_tree_20_OP_2.7414516433287566_Split_84.fasta', 72.634, 66.827, 1123.654, 1097.021
'MAFFT_b0#0084_hhT_tree_76_OP_1.0664681192566676_Split_84.fasta', 72.556, 64.901, 967.57, 938.015
'MAFFT_b0#0084_hhT_tree_79_OP_1.244222429737621_Split_84.fasta', 72.293, 64.267, 805.71, 798.647
'MAFFT_b0#0084_htH_tree_20_OP_2.7414516433287566_Split_84.fasta', 68.117, 62.385, 1032.418, 1030.787
'MAFFT_b0#0084_htT_tree_76_OP_1.0664681192566676_Split_84.fasta', 77.146, 69.611, 1075.089, 1069.426
'MAFFT_b0#0084_htT_tree_79_OP_1.244222429737621_Split_84.fasta', 75.348, 67.203, 856.138, 850.286
'MAFFT_b0#0084_thT_tree_20_OP_2.7414516433287566_Split_84.fasta', 72.457, 66.784, 1122.731, 1095.964
'MAFFT_b0#0084_thT_tree_76_OP_1.0664681192566676_Split_84.fasta', 72.833, 65.226, 970.221, 941.845
'MAFFT_b0#0084_ttH_tree_76_OP_1.0664681192566676_Split_84.fasta', 76.985, 69.417, 1074.193, 1068.343
'MAFFT_b0#0084_ttH_tree_79_OP_1.244222429737621_Split_84.fasta', 75.315, 67.45, 905.017, 898.697
'MAFFT_b0#0085_thH_tree_83_OP_2.155927182903591_Split_85.fasta', 75.457, 68.566, 1209.38, 1129.253
'MAFFT_b0#0085_thT_tree_83_OP_2.155927182903591_Split_85.fasta', 75.457, 68.566, 1209.38, 1129.253
'MAFFT_b0#0085_ttH_tree_83_OP_2.155927182903591_Split_85.fasta', 71.119, 64.71, 1191.869, 1113.584
'MAFFT_b0#0085_ttT_tree_83_OP_2.155927182903591_Split_85.fasta', 71.119, 64.71, 1191.869, 1113.584
'MAFFT_b0#0086_hhT_tree_44_OP_2.844149524750718_Split_86.fasta', 82.081, 75.782, 1330.645, 1338.472
'MAFFT_b0#0086_htT_tree_44_OP_2.844149524750718_Split_86.fasta', 84.109, 77.875, 1382.671, 1379.218
'MAFFT_b0#0086_thH_tree_44_OP_2.844149524750718_Split_86.fasta', 82.042, 75.825, 1352.45, 1360.415
'MAFFT_b0#0086_ttT_tree_44_OP_2.844149524750718_Split_86.fasta', 81.713, 75.654, 1363.811, 1359.38
'MAFFT_b0#0087_hhH_tree_78_OP_2.7765918136583063_Split_87.fasta', 70.656, 64.072, 1238.231, 1207.242
'MAFFT_b0#0087_hhT_tree_78_OP_2.7765918136583063_Split_87.fasta', 70.656, 64.072, 1238.231, 1207.242
'MAFFT_b0#0087_htT_tree_78_OP_2.7765918136583063_Split_87.fasta', 73.839, 67.551, 1282.158, 1266.592
'MAFFT_b0#0087_thH_tree_78_OP_2.7765918136583063_Split_87.fasta', 70.749, 64.206, 1245.507, 1214.361
'MAFFT_b0#0089_hhH_tree_9_OP_1.249571934699986_Split_89.fasta', 79.73, 72.282, 1101.813, 1070.129
'MAFFT_b0#0089_htH_tree_9_OP_1.249571934699986_Split_89.fasta', 80.738, 73.266, 1127.46, 1095.217
'MAFFT_b0#0089_thT_tree_9_OP_1.249571934699986_Split_89.fasta', 79.978, 72.669, 1124.263, 1092.023
'MAFFT_b0#0089_ttT_tree_9_OP_1.249571934699986_Split_89.fasta', 80.734, 73.27, 1129.563, 1097.256
'MAFFT_b0#0091_htH_tree_52_OP_2.8994908810804993_Split_91.fasta', 78.672, 72.299, 1368.577, 1365.55
'MAFFT_b0#0091_thH_tree_52_OP_2.8994908810804993_Split_91.fasta', 81.666, 75.496, 1452.172, 1455.369
'MAFFT_b0#0091_thT_tree_52_OP_2.8994908810804993_Split_91.fasta', 81.666, 75.496, 1452.172, 1455.369
'MAFFT_b0#0091_ttT_tree_52_OP_2.8994908810804993_Split_91.fasta', 78.707, 72.323, 1363.458, 1360.48
'MAFFT_b0#0092_htH_tree_27_OP_2.533187626783996_Split_92.fasta', 83.919, 76.279, 1264.095, 1247.445
'MAFFT_b0#0092_htT_tree_62_OP_2.3306906586347154_Split_92.fasta', 76.087, 69.403, 1001.743, 1015.272
'MAFFT_b0#0092_thH_tree_27_OP_2.533187626783996_Split_92.fasta', 80.508, 73.084, 1389.538, 1334.312
'MAFFT_b0#0092_thH_tree_62_OP_2.3306906586347154_Split_92.fasta', 79.636, 72.542, 1087.55, 1055.173
'MAFFT_b0#0092_thT_tree_27_OP_2.533187626783996_Split_92.fasta', 80.508, 73.084, 1389.538, 1334.312
'MAFFT_b0#0092_thT_tree_62_OP_2.3306906586347154_Split_92.fasta', 79.636, 72.542, 1087.55, 1055.173
'MAFFT_b0#0092_ttH_tree_62_OP_2.3306906586347154_Split_92.fasta', 76.087, 69.403, 1001.743, 1015.272
'MAFFT_b0#0092_ttT_tree_27_OP_2.533187626783996_Split_92.fasta', 83.405, 75.746, 1261.735, 1245.041
'MAFFT_b0#0093_hhT_tree_28_OP_2.797892476021037_Split_93.fasta', 70.915, 64.188, 1331.631, 1276.227
'MAFFT_b0#0093_htH_tree_28_OP_2.797892476021037_Split_93.fasta', 72.925, 66.447, 1368.919, 1366.531
'MAFFT_b0#0093_thH_tree_28_OP_2.797892476021037_Split_93.fasta', 70.887, 64.176, 1337.068, 1281.148
'MAFFT_b0#0093_ttH_tree_28_OP_2.797892476021037_Split_93.fasta', 72.929, 66.441, 1366.452, 1363.731
'MAFFT_b0#0094_hhH_tree_60_OP_1.380654269463463_Split_94.fasta', 75.419, 67.227, 1109.322, 1099.369
'MAFFT_b0#0094_hhT_tree_60_OP_1.380654269463463_Split_94.fasta', 75.419, 67.227, 1109.322, 1099.369
'MAFFT_b0#0094_thT_tree_60_OP_1.380654269463463_Split_94.fasta', 75.648, 67.489, 1112.63, 1103.002
'MAFFT_b0#0094_ttT_tree_60_OP_1.380654269463463_Split_94.fasta', 76.092, 68.05, 1123.786, 1148.179
'MAFFT_b0#0095_htH_tree_86_OP_2.838925193728116_Split_95.fasta', 85.596, 79.104, 1239.164, 1241.671
'MAFFT_b0#0095_htT_tree_86_OP_2.838925193728116_Split_95.fasta', 85.596, 79.104, 1239.164, 1241.671
'MAFFT_b0#0095_thH_tree_86_OP_2.838925193728116_Split_95.fasta', 86.043, 79.474, 1263.117, 1266.029
'MAFFT_b0#0095_thT_tree_86_OP_2.838925193728116_Split_95.fasta', 86.043, 79.474, 1263.117, 1266.029
'MAFFT_b0#0096_htH_tree_65_OP_2.4620754969260368_Split_96.fasta', 70.986, 63.016, 892.908, 884.698
'MAFFT_b0#0096_htT_tree_65_OP_2.4620754969260368_Split_96.fasta', 70.986, 63.016, 892.908, 884.698
'MAFFT_b0#0096_thT_tree_65_OP_2.4620754969260368_Split_96.fasta', 70.026, 62.229, 899.911, 890.706
'MAFFT_b0#0096_ttH_tree_65_OP_2.4620754969260368_Split_96.fasta', 68.015, 60.262, 867.066, 867.234
'MAFFT_b0#0098_htT_tree_85_OP_1.0876519560757543_Split_98.fasta', 65.947, 57.147, 794.439, 790.879
'MAFFT_b0#0098_thH_tree_85_OP_1.0876519560757543_Split_98.fasta', 64.702, 55.661, 770.176, 770.698
'MAFFT_b0#0098_thT_tree_85_OP_1.0876519560757543_Split_98.fasta', 64.702, 55.661, 770.176, 770.698
'MAFFT_b0#0098_ttH_tree_85_OP_1.0876519560757543_Split_98.fasta', 65.976, 57.177, 794.785, 791.207
'MAFFT_b0#0100_hhH_tree_84_OP_1.2747066014324073_Split_100.fasta', 73.682, 66.579, 1049.036, 1043.436
'MAFFT_b0#0100_hhT_tree_84_OP_1.2747066014324073_Split_100.fasta', 73.682, 66.579, 1049.036, 1043.436
'MAFFT_b0#0100_htH_tree_84_OP_1.2747066014324073_Split_100.fasta', 74.439, 67.296, 1045.063, 1047.372
'MAFFT_b0#0100_thH_tree_84_OP_1.2747066014324073_Split_100.fasta', 73.963, 66.914, 1052.694, 1047.254
'MAFFT_b0#0103_htH_tree_48_OP_2.7980377771908604_Split_103.fasta', 71.602, 64.265, 1012.154, 1006.644
'MAFFT_b0#0103_htT_tree_48_OP_2.7980377771908604_Split_103.fasta', 71.602, 64.265, 1012.154, 1006.644
'MAFFT_b0#0103_thH_tree_48_OP_2.7980377771908604_Split_103.fasta', 76.505, 69.331, 1069.71, 1066.257
'MAFFT_b0#0103_ttT_tree_48_OP_2.7980377771908604_Split_103.fasta', 70.409, 63.03, 1016.764, 989.531
'MAFFT_b0#0105_hhT_tree_26_OP_1.957362545164327_Split_105.fasta', 75.24, 68.239, 1078.067, 1110.477
'MAFFT_b0#0105_hhT_tree_95_OP_2.670624614307364_Split_105.fasta', 74.81, 67.587, 1213.613, 1205.876
'MAFFT_b0#0105_htT_tree_26_OP_1.957362545164327_Split_105.fasta', 75.003, 67.982, 1070.211, 1101.15
'MAFFT_b0#0105_htT_tree_95_OP_2.670624614307364_Split_105.fasta', 77.399, 70.019, 1249.335, 1223.861
'MAFFT_b0#0105_thT_tree_26_OP_1.957362545164327_Split_105.fasta', 75.274, 68.26, 1078.214, 1110.623
'MAFFT_b0#0105_ttH_tree_26_OP_1.957362545164327_Split_105.fasta', 75.037, 68.003, 1070.357, 1101.296
'MAFFT_b0#0105_ttH_tree_95_OP_2.670624614307364_Split_105.fasta', 77.415, 70.026, 1193.718, 1225.545
'MAFFT_b0#0105_ttT_tree_95_OP_2.670624614307364_Split_105.fasta', 77.415, 70.026, 1193.718, 1225.545
'MAFFT_b0#0107_htT_tree_4_OP_2.0343728689026586_Split_107.fasta', 84.443, 78.296, 1095.592, 1089.787
'MAFFT_b0#0107_thT_tree_4_OP_2.0343728689026586_Split_107.fasta', 85.919, 79.671, 1151.299, 1102.876
'MAFFT_b0#0107_ttH_tree_4_OP_2.0343728689026586_Split_107.fasta', 84.462, 78.308, 1095.639, 1089.837
'MAFFT_b0#0107_ttT_tree_4_OP_2.0343728689026586_Split_107.fasta', 84.462, 78.308, 1095.639, 1089.837
'MAFFT_b0#0108_hhH_tree_31_OP_1.0372976153998443_Split_108.fasta', 71.707, 63.299, 904.663, 903.41
'MAFFT_b0#0108_hhH_tree_77_OP_2.9245454346939663_Split_108.fasta', 79.725, 73.073, 1230.68, 1253.497
'MAFFT_b0#0108_hhT_tree_77_OP_2.9245454346939663_Split_108.fasta', 79.725, 73.073, 1230.68, 1253.497
'MAFFT_b0#0108_htH_tree_24_OP_1.2563447919918282_Split_108.fasta', 76.919, 68.876, 1049.094, 1024.953
'MAFFT_b0#0108_htT_tree_31_OP_1.0372976153998443_Split_108.fasta', 67.305, 58.621, 860.514, 854.699
'MAFFT_b0#0108_htT_tree_77_OP_2.9245454346939663_Split_108.fasta', 81.622, 75.484, 1267.158, 1291.009
'MAFFT_b0#0108_thH_tree_24_OP_1.2563447919918282_Split_108.fasta', 78.17, 70.294, 1100.952, 1071.76
'MAFFT_b0#0108_thT_tree_31_OP_1.0372976153998443_Split_108.fasta', 71.707, 63.299, 904.663, 903.41
'MAFFT_b0#0108_ttH_tree_24_OP_1.2563447919918282_Split_108.fasta', 76.919, 68.876, 1049.094, 1024.953
'MAFFT_b0#0108_ttT_tree_24_OP_1.2563447919918282_Split_108.fasta', 76.919, 68.876, 1049.094, 1024.953
'MAFFT_b0#0108_ttT_tree_31_OP_1.0372976153998443_Split_108.fasta', 67.305, 58.621, 860.514, 854.699
'MAFFT_b0#0108_ttT_tree_77_OP_2.9245454346939663_Split_108.fasta', 81.622, 75.484, 1267.158, 1291.009
'MAFFT_b0#0109_htT_tree_88_OP_2.744574155858557_Split_109.fasta', 72.063, 64.113, 1571.484, 1277.157
'MAFFT_b0#0109_thH_tree_88_OP_2.744574155858557_Split_109.fasta', 71.734, 63.537, 1574.831, 1309.945
'MAFFT_b0#0109_thT_tree_88_OP_2.744574155858557_Split_109.fasta', 71.734, 63.537, 1574.831, 1309.945
'MAFFT_b0#0109_ttT_tree_88_OP_2.744574155858557_Split_109.fasta', 72.529, 64.627, 1583.801, 1288.185
'MAFFT_b0#0110_hhH_tree_80_OP_1.2430603525509658_Split_110.fasta', 75.401, 68.047, 965.729, 964.738
'MAFFT_b0#0110_hhT_tree_80_OP_1.2430603525509658_Split_110.fasta', 75.401, 68.047, 965.729, 964.738
'MAFFT_b0#0110_ttH_tree_80_OP_1.2430603525509658_Split_110.fasta', 75.632, 68.422, 1004.436, 1003.498
'MAFFT_b0#0110_ttT_tree_80_OP_1.2430603525509658_Split_110.fasta', 75.632, 68.422, 1004.436, 1003.498
'MAFFT_b0#0111_hhH_tree_81_OP_1.6732724263803218_Split_111.fasta', 75.579, 68.849, 1133.13, 1147.015
'MAFFT_b0#0111_hhT_tree_81_OP_1.6732724263803218_Split_111.fasta', 75.579, 68.849, 1133.13, 1147.015
'MAFFT_b0#0111_htH_tree_81_OP_1.6732724263803218_Split_111.fasta', 75.927, 69.352, 1171.325, 1186.882
'MAFFT_b0#0111_htT_tree_81_OP_1.6732724263803218_Split_111.fasta', 75.927, 69.352, 1171.325, 1186.882
'MAFFT_b0#0113_hhH_tree_51_OP_1.8220601360996602_Split_113.fasta', 83.83, 77.376, 1154.54, 1146.073
'MAFFT_b0#0113_htH_tree_51_OP_1.8220601360996602_Split_113.fasta', 84.714, 78.023, 1166.725, 1139.525
'MAFFT_b0#0113_htT_tree_51_OP_1.8220601360996602_Split_113.fasta', 84.714, 78.023, 1166.725, 1139.525
'MAFFT_b0#0113_thH_tree_51_OP_1.8220601360996602_Split_113.fasta', 83.83, 77.376, 1154.54, 1146.073
'MAFFT_b0#0114_hhT_tree_40_OP_1.9125230236480895_Split_114.fasta', 75.563, 69.204, 1116.257, 1111.246
'MAFFT_b0#0114_htH_tree_40_OP_1.9125230236480895_Split_114.fasta', 76.924, 69.94, 1089.246, 1084.146
'MAFFT_b0#0114_thH_tree_40_OP_1.9125230236480895_Split_114.fasta', 75.614, 69.264, 1117.606, 1111.719
'MAFFT_b0#0114_ttT_tree_40_OP_1.9125230236480895_Split_114.fasta', 76.974, 69.999, 1090.484, 1084.562
'MAFFT_b0#0116_hhH_tree_13_OP_1.1853513231387998_Split_116.fasta', 74.057, 66.014, 928.427, 906.241
'MAFFT_b0#0116_hhT_tree_13_OP_1.1853513231387998_Split_116.fasta', 74.057, 66.014, 928.427, 906.241
'MAFFT_b0#0116_thT_tree_13_OP_1.1853513231387998_Split_116.fasta', 74.057, 66.014, 928.427, 906.241
'MAFFT_b0#0116_ttH_tree_13_OP_1.1853513231387998_Split_116.fasta', 77.86, 69.556, 961.642, 965.2
'MAFFT_b0#0119_hhT_tree_64_OP_1.9061001954293297_Split_119.fasta', 80.395, 72.639, 1112.426, 1066.835
'MAFFT_b0#0119_htH_tree_64_OP_1.9061001954293297_Split_119.fasta', 79.451, 71.312, 1050.6, 1013.582
'MAFFT_b0#0119_htT_tree_64_OP_1.9061001954293297_Split_119.fasta', 79.451, 71.312, 1050.6, 1013.582
'MAFFT_b0#0119_thH_tree_64_OP_1.9061001954293297_Split_119.fasta', 80.401, 72.645, 1112.533, 1066.931
'MAFFT_b0#0121_hhH_tree_21_OP_2.1636053370686796_Split_121.fasta', 84.954, 77.377, 1269.776, 1264.836
'MAFFT_b0#0121_htH_tree_21_OP_2.1636053370686796_Split_121.fasta', 85.801, 78.301, 1307.371, 1301.8
'MAFFT_b0#0121_htT_tree_21_OP_2.1636053370686796_Split_121.fasta', 85.801, 78.301, 1307.371, 1301.8
'MAFFT_b0#0121_thT_tree_21_OP_2.1636053370686796_Split_121.fasta', 85.079, 77.498, 1279.749, 1245.507
'MAFFT_b0#0122_hhT_tree_94_OP_1.4245501758202603_Split_122.fasta', 72.834, 64.423, 1077.466, 1077.01
'MAFFT_b0#0122_htH_tree_94_OP_1.4245501758202603_Split_122.fasta', 72.291, 63.856, 1027.021, 1036.895
'MAFFT_b0#0122_htT_tree_94_OP_1.4245501758202603_Split_122.fasta', 72.291, 63.856, 1027.021, 1036.895
'MAFFT_b0#0122_ttH_tree_94_OP_1.4245501758202603_Split_122.fasta', 72.291, 63.856, 1027.021, 1036.895
'MAFFT_b0#0123_hhT_tree_90_OP_1.153374992031902_Split_123.fasta', 69.543, 61.547, 945.404, 907.509
'MAFFT_b0#0123_htT_tree_90_OP_1.153374992031902_Split_123.fasta', 71.515, 63.488, 986.691, 946.151
'MAFFT_b0#0123_thT_tree_90_OP_1.153374992031902_Split_123.fasta', 69.56, 61.579, 937.55, 928.285
'MAFFT_b0#0123_ttH_tree_90_OP_1.153374992031902_Split_123.fasta', 71.531, 63.52, 981.533, 944.742
'MAFFT_b0#0127_hhH_tree_30_OP_1.2515734850881262_Split_127.fasta', 72.841, 63.782, 857.942, 859.054
'MAFFT_b0#0127_hhT_tree_30_OP_1.2515734850881262_Split_127.fasta', 72.841, 63.782, 857.942, 859.054
'MAFFT_b0#0127_htH_tree_30_OP_1.2515734850881262_Split_127.fasta', 71.842, 63.062, 847.655, 848.111
'MAFFT_b0#0127_thT_tree_30_OP_1.2515734850881262_Split_127.fasta', 72.841, 63.782, 857.942, 859.054
'MAFFT_b0#0129_hhH_tree_10_OP_2.069340713645537_Split_129.fasta', 72.253, 65.074, 993.642, 978.061
'MAFFT_b0#0129_htH_tree_10_OP_2.069340713645537_Split_129.fasta', 70.683, 64.111, 1011.208, 994.313
'MAFFT_b0#0129_htT_tree_10_OP_2.069340713645537_Split_129.fasta', 70.683, 64.111, 1011.208, 994.313
'MAFFT_b0#0129_thT_tree_10_OP_2.069340713645537_Split_129.fasta', 72.253, 65.074, 993.642, 978.061
'MAFFT_b0#0133_hhT_tree_32_OP_1.394625831819448_Split_133.fasta', 81.992, 74.927, 1175.919, 1147.559
'MAFFT_b0#0133_htH_tree_32_OP_1.394625831819448_Split_133.fasta', 80.229, 73.613, 1146.305, 1126.294
'MAFFT_b0#0133_htT_tree_32_OP_1.394625831819448_Split_133.fasta', 80.229, 73.613, 1146.305, 1126.294
'MAFFT_b0#0133_thT_tree_32_OP_1.394625831819448_Split_133.fasta', 81.992, 74.927, 1175.919, 1147.559
'MAFFT_b0#0134_hhH_tree_73_OP_2.1226526490243662_Split_134.fasta', 78.759, 71.645, 1232.46, 1246.402
'MAFFT_b0#0134_thT_tree_73_OP_2.1226526490243662_Split_134.fasta', 78.857, 71.744, 1233.859, 1247.825
'MAFFT_b0#0134_ttH_tree_73_OP_2.1226526490243662_Split_134.fasta', 77.014, 70.34, 1234.172, 1229.025
'MAFFT_b0#0134_ttT_tree_73_OP_2.1226526490243662_Split_134.fasta', 77.014, 70.34, 1234.172, 1229.025
'MAFFT_b0#0136_hhH_tree_18_OP_1.6412028835688572_Split_136.fasta', 87.908, 80.298, 1350.112, 1306.994
'MAFFT_b0#0136_hhH_tree_63_OP_2.4574448685772787_Split_136.fasta', 87.037, 80.402, 1380.051, 1331.321
'MAFFT_b0#0136_htT_tree_18_OP_1.6412028835688572_Split_136.fasta', 87.908, 80.298, 1350.112, 1306.994
'MAFFT_b0#0136_htT_tree_63_OP_2.4574448685772787_Split_136.fasta', 87.037, 80.402, 1380.051, 1331.321
