code_K20,k_mer_max_K20,k_mer_average_K20,k_mer_95_pct_K20,k_mer_90_pct_K20,kmer_sum_of_top_10_K20
'bali_phy_msa.218.fas', 36828, 3.344, 6, 3, 38310
'bali_phy_msa.219.fas', 38558, 3.302, 5, 3, 40278
'bali_phy_msa.22.fas', 42191, 3.406, 5, 2, 43904
'bali_phy_msa.220.fas', 35365, 3.339, 5, 3, 37110
'bali_phy_msa.221.fas', 38672, 3.448, 6, 3, 40323
'bali_phy_msa.222.fas', 37387, 3.267, 5, 3, 39012
'bali_phy_msa.223.fas', 37000, 3.329, 5, 3, 38827
'bali_phy_msa.224.fas', 39433, 3.363, 5, 3, 41032
'bali_phy_msa.225.fas', 36730, 3.325, 6, 3, 38396
'bali_phy_msa.226.fas', 40393, 3.236, 5, 2, 42141
'bali_phy_msa.227.fas', 40750, 3.345, 5, 2, 42325
'bali_phy_msa.228.fas', 38241, 3.273, 5, 3, 39831
'bali_phy_msa.229.fas', 35627, 3.401, 6, 3, 37146
'bali_phy_msa.23.fas', 41090, 3.451, 6, 3, 42659
'bali_phy_msa.230.fas', 37449, 3.416, 5, 2, 39264
'bali_phy_msa.231.fas', 36335, 3.233, 5, 2, 38058
'bali_phy_msa.232.fas', 36508, 3.301, 5, 3, 38250
'bali_phy_msa.233.fas', 35353, 3.306, 6, 3, 37086
'bali_phy_msa.234.fas', 39804, 3.286, 5, 2, 41454
'bali_phy_msa.235.fas', 42042, 3.238, 5, 2, 43604
'bali_phy_msa.236.fas', 36978, 3.304, 6, 3, 38350
'bali_phy_msa.237.fas', 37706, 3.292, 5, 3, 39330
'bali_phy_msa.238.fas', 37860, 3.405, 5, 3, 39667
'bali_phy_msa.239.fas', 37712, 3.253, 5, 3, 39273
'bali_phy_msa.24.fas', 38231, 3.379, 5, 3, 39654
'bali_phy_msa.240.fas', 39253, 3.369, 5, 3, 40865
'bali_phy_msa.241.fas', 36278, 3.23, 5, 2, 37788
'bali_phy_msa.242.fas', 38614, 3.324, 5, 3, 40267
'bali_phy_msa.243.fas', 41985, 3.29, 5, 2, 43663
'bali_phy_msa.244.fas', 39038, 3.334, 6, 3, 40729
'bali_phy_msa.245.fas', 38929, 3.432, 5, 3, 40695
'bali_phy_msa.246.fas', 35762, 3.32, 5, 3, 37506
'bali_phy_msa.247.fas', 37592, 3.351, 5, 3, 39007
'bali_phy_msa.248.fas', 38696, 3.325, 5, 2, 40628
'bali_phy_msa.249.fas', 38456, 3.302, 5, 2, 40026
'bali_phy_msa.25.fas', 37677, 3.297, 5, 3, 39157
'bali_phy_msa.250.fas', 39386, 3.336, 5, 2, 40932
'bali_phy_msa.251.fas', 40372, 3.352, 5, 2, 42081
'bali_phy_msa.252.fas', 39619, 3.339, 5, 3, 41244
'bali_phy_msa.253.fas', 41018, 3.34, 5, 2, 42661
'bali_phy_msa.254.fas', 35938, 3.376, 6, 3, 37685
'bali_phy_msa.255.fas', 37128, 3.382, 5, 3, 38695
'bali_phy_msa.256.fas', 37511, 3.32, 6, 3, 39224
'bali_phy_msa.257.fas', 38047, 3.355, 5, 3, 39810
'bali_phy_msa.258.fas', 39340, 3.261, 5, 2, 40819
'bali_phy_msa.259.fas', 40110, 3.366, 5, 2, 41792
'bali_phy_msa.26.fas', 37882, 3.242, 5, 3, 39523
'bali_phy_msa.260.fas', 40117, 3.376, 5, 3, 41817
'bali_phy_msa.261.fas', 39628, 3.32, 5, 3, 41338
'bali_phy_msa.262.fas', 39069, 3.226, 5, 2, 40841
'bali_phy_msa.263.fas', 38478, 3.424, 5, 3, 39879
'bali_phy_msa.264.fas', 42407, 3.385, 5, 3, 44152
'bali_phy_msa.265.fas', 38246, 3.229, 5, 3, 39716
'bali_phy_msa.266.fas', 37649, 3.273, 6, 3, 39414
'bali_phy_msa.267.fas', 36551, 3.347, 6, 3, 38349
'bali_phy_msa.268.fas', 38514, 3.476, 5, 3, 40371
'bali_phy_msa.269.fas', 36027, 3.373, 7, 3, 37569
'bali_phy_msa.27.fas', 38158, 3.349, 5, 3, 39799
'bali_phy_msa.270.fas', 40563, 3.321, 5, 3, 41983
'bali_phy_msa.271.fas', 42074, 3.364, 5, 2, 43798
'bali_phy_msa.272.fas', 37503, 3.32, 5, 2, 39190
'bali_phy_msa.273.fas', 38744, 3.298, 5, 2, 40408
'bali_phy_msa.274.fas', 37940, 3.274, 5, 2, 39544
'bali_phy_msa.275.fas', 39941, 3.289, 5, 3, 41189
'bali_phy_msa.276.fas', 39723, 3.314, 5, 3, 41368
'bali_phy_msa.277.fas', 42196, 3.436, 5, 3, 43653
'bali_phy_msa.278.fas', 40560, 3.287, 5, 2, 42098
'bali_phy_msa.279.fas', 36778, 3.342, 6, 3, 38231
'bali_phy_msa.28.fas', 36896, 3.273, 5, 3, 38605
'bali_phy_msa.280.fas', 39882, 3.347, 5, 3, 41453
'bali_phy_msa.281.fas', 38480, 3.261, 5, 3, 40163
'bali_phy_msa.282.fas', 39842, 3.422, 6, 3, 41474
'bali_phy_msa.283.fas', 37092, 3.429, 5, 2, 38855
'bali_phy_msa.284.fas', 37996, 3.381, 6, 3, 39520
'bali_phy_msa.285.fas', 43645, 3.29, 5, 2, 45293
'bali_phy_msa.286.fas', 39288, 3.393, 5, 3, 40837
'bali_phy_msa.287.fas', 35482, 3.276, 5, 3, 37017
'bali_phy_msa.288.fas', 39616, 3.436, 5, 3, 41202
'bali_phy_msa.289.fas', 38583, 3.383, 5, 3, 40166
'bali_phy_msa.29.fas', 36758, 3.349, 6, 3, 38338
'bali_phy_msa.290.fas', 40799, 3.368, 5, 3, 42225
'bali_phy_msa.291.fas', 38374, 3.383, 5, 3, 39790
'bali_phy_msa.292.fas', 40797, 3.213, 5, 3, 42259
'bali_phy_msa.293.fas', 37940, 3.301, 5, 3, 39444
'bali_phy_msa.294.fas', 40356, 3.323, 5, 2, 41801
'bali_phy_msa.295.fas', 36845, 3.338, 5, 3, 38756
'bali_phy_msa.296.fas', 37311, 3.272, 6, 3, 39084
'bali_phy_msa.297.fas', 35199, 3.281, 5, 3, 36826
'bali_phy_msa.298.fas', 37742, 3.295, 5, 2, 39511
'bali_phy_msa.299.fas', 39053, 3.316, 5, 3, 40673
'bali_phy_msa.3.fas', 39707, 3.406, 5, 3, 41302
'bali_phy_msa.30.fas', 39204, 3.326, 5, 3, 40664
'bali_phy_msa.300.fas', 42369, 3.503, 5, 2, 43900
'bali_phy_msa.301.fas', 31461, 3.311, 6, 3, 33368
'bali_phy_msa.302.fas', 37841, 3.334, 5, 2, 39490
'bali_phy_msa.303.fas', 35887, 3.302, 5, 3, 37474
'bali_phy_msa.304.fas', 40837, 3.302, 5, 3, 42399
'bali_phy_msa.305.fas', 40166, 3.252, 5, 3, 41643
'bali_phy_msa.306.fas', 37191, 3.315, 6, 3, 38678
'bali_phy_msa.307.fas', 37919, 3.227, 5, 3, 39298
'bali_phy_msa.308.fas', 41479, 3.379, 5, 3, 42972
'bali_phy_msa.309.fas', 40697, 3.325, 5, 3, 42185
'bali_phy_msa.31.fas', 37184, 3.4, 5, 3, 38763
'bali_phy_msa.310.fas', 36206, 3.299, 5, 3, 37818
'bali_phy_msa.311.fas', 34156, 3.219, 5, 3, 35909
'bali_phy_msa.312.fas', 39684, 3.328, 5, 3, 41299
'bali_phy_msa.313.fas', 38768, 3.296, 5, 3, 40466
'bali_phy_msa.314.fas', 39462, 3.342, 5, 3, 41000
'bali_phy_msa.315.fas', 39493, 3.304, 5, 2, 41178
'bali_phy_msa.316.fas', 43566, 3.363, 5, 2, 45117
'bali_phy_msa.317.fas', 39388, 3.377, 5, 3, 41010
'bali_phy_msa.318.fas', 40942, 3.281, 5, 2, 42613
'bali_phy_msa.319.fas', 36119, 3.423, 6, 3, 37779
'bali_phy_msa.32.fas', 37400, 3.264, 5, 3, 38926
'bali_phy_msa.320.fas', 38833, 3.247, 5, 2, 40412
'bali_phy_msa.321.fas', 39287, 3.318, 5, 3, 40829
'bali_phy_msa.322.fas', 37754, 3.301, 5, 2, 39411
'bali_phy_msa.323.fas', 38156, 3.367, 6, 3, 39681
'bali_phy_msa.324.fas', 37490, 3.259, 5, 2, 39026
'bali_phy_msa.325.fas', 39496, 3.275, 5, 3, 40978
'bali_phy_msa.326.fas', 39805, 3.424, 5, 3, 41503
'bali_phy_msa.327.fas', 39247, 3.425, 6, 3, 40910
'bali_phy_msa.328.fas', 36668, 3.368, 5, 3, 38339
'bali_phy_msa.329.fas', 35515, 3.362, 5, 3, 37406
'bali_phy_msa.33.fas', 43203, 3.341, 5, 2, 45012
'bali_phy_msa.330.fas', 35942, 3.393, 5, 2, 37918
'bali_phy_msa.331.fas', 38882, 3.337, 5, 3, 40818
'bali_phy_msa.332.fas', 37913, 3.301, 5, 3, 39556
'bali_phy_msa.333.fas', 40372, 3.262, 5, 2, 41958
'bali_phy_msa.334.fas', 35773, 3.356, 6, 3, 37320
'bali_phy_msa.335.fas', 34327, 3.216, 5, 3, 35868
'bali_phy_msa.336.fas', 37669, 3.467, 6, 3, 39229
'bali_phy_msa.337.fas', 39295, 3.246, 5, 3, 40955
'bali_phy_msa.338.fas', 39585, 3.224, 5, 2, 41011
'bali_phy_msa.339.fas', 36472, 3.233, 5, 3, 38164
'bali_phy_msa.34.fas', 41356, 3.468, 5, 3, 42958
'bali_phy_msa.340.fas', 40036, 3.335, 5, 3, 41663
'bali_phy_msa.341.fas', 42161, 3.483, 5, 3, 43916
'bali_phy_msa.342.fas', 38632, 3.358, 5, 3, 40159
'bali_phy_msa.343.fas', 39220, 3.24, 5, 3, 40798
'bali_phy_msa.344.fas', 36501, 3.379, 5, 3, 38038
'bali_phy_msa.345.fas', 37055, 3.289, 5, 2, 38689
'bali_phy_msa.346.fas', 35239, 3.297, 6, 3, 36939
'bali_phy_msa.347.fas', 38154, 3.323, 6, 3, 39824
'bali_phy_msa.348.fas', 39283, 3.302, 5, 3, 40796
'bali_phy_msa.349.fas', 39035, 3.369, 5, 3, 40730
'bali_phy_msa.35.fas', 34598, 3.305, 6, 3, 36439
'bali_phy_msa.350.fas', 36736, 3.297, 6, 3, 38417
'bali_phy_msa.351.fas', 37758, 3.318, 5, 3, 39481
'bali_phy_msa.352.fas', 36695, 3.427, 7, 3, 38296
'bali_phy_msa.353.fas', 39239, 3.311, 5, 3, 40737
'bali_phy_msa.354.fas', 40079, 3.353, 6, 3, 41596
'bali_phy_msa.355.fas', 40054, 3.393, 5, 3, 41774
'bali_phy_msa.356.fas', 38931, 3.225, 5, 3, 40303
'bali_phy_msa.357.fas', 41678, 3.4, 5, 3, 43291
'bali_phy_msa.358.fas', 39563, 3.499, 6, 3, 41088
'bali_phy_msa.359.fas', 36194, 3.376, 6, 3, 37942
'bali_phy_msa.36.fas', 35424, 3.367, 5, 3, 37222
'bali_phy_msa.360.fas', 41524, 3.351, 5, 2, 43162
'bali_phy_msa.361.fas', 38621, 3.349, 5, 3, 40344
'bali_phy_msa.362.fas', 36713, 3.427, 6, 3, 38458
'bali_phy_msa.363.fas', 40495, 3.319, 5, 3, 42025
'bali_phy_msa.364.fas', 40270, 3.418, 5, 3, 41885
'bali_phy_msa.365.fas', 39454, 3.318, 5, 2, 40948
'bali_phy_msa.366.fas', 40190, 3.52, 5, 3, 41951
'bali_phy_msa.367.fas', 35542, 3.303, 5, 3, 37301
'bali_phy_msa.368.fas', 35686, 3.349, 6, 3, 37156
'bali_phy_msa.369.fas', 36129, 3.366, 5, 3, 37685
'bali_phy_msa.37.fas', 38843, 3.241, 5, 3, 40574
'bali_phy_msa.370.fas', 36634, 3.243, 5, 3, 38283
'bali_phy_msa.371.fas', 34194, 3.305, 5, 3, 35729
'bali_phy_msa.372.fas', 39237, 3.375, 5, 3, 41187
'bali_phy_msa.373.fas', 42336, 3.312, 5, 2, 43832
'bali_phy_msa.374.fas', 39875, 3.459, 5, 3, 41713
'bali_phy_msa.375.fas', 38555, 3.258, 6, 3, 40056
'bali_phy_msa.376.fas', 38297, 3.314, 5, 3, 40044
'bali_phy_msa.377.fas', 37261, 3.374, 5, 2, 38991
'bali_phy_msa.378.fas', 38290, 3.305, 5, 3, 40170
'bali_phy_msa.379.fas', 39644, 3.379, 5, 2, 41535
'bali_phy_msa.38.fas', 38356, 3.324, 5, 3, 39998
'bali_phy_msa.380.fas', 37973, 3.212, 5, 3, 39535
'bali_phy_msa.381.fas', 39009, 3.317, 5, 3, 40434
'bali_phy_msa.382.fas', 37893, 3.461, 6, 3, 39680
'bali_phy_msa.383.fas', 37236, 3.313, 5, 3, 38672
'bali_phy_msa.384.fas', 41046, 3.286, 5, 2, 42545
'bali_phy_msa.385.fas', 39902, 3.415, 5, 2, 41422
'bali_phy_msa.386.fas', 41215, 3.358, 5, 2, 42920
'bali_phy_msa.387.fas', 40657, 3.379, 5, 2, 42468
'bali_phy_msa.388.fas', 36292, 3.285, 6, 3, 37920
'bali_phy_msa.389.fas', 38884, 3.363, 5, 2, 40504
'bali_phy_msa.39.fas', 38214, 3.253, 5, 2, 39774
'bali_phy_msa.390.fas', 40950, 3.251, 5, 3, 42444
'bali_phy_msa.391.fas', 37143, 3.39, 5, 3, 38924
'bali_phy_msa.392.fas', 38633, 3.459, 6, 3, 40304
'bali_phy_msa.393.fas', 34477, 3.317, 6, 3, 36175
'bali_phy_msa.394.fas', 39119, 3.476, 5, 2, 40847
'bali_phy_msa.395.fas', 37354, 3.295, 5, 3, 38975
'bali_phy_msa.396.fas', 37142, 3.264, 5, 3, 38615
'bali_phy_msa.397.fas', 41037, 3.424, 4, 2, 42473
'bali_phy_msa.398.fas', 36587, 3.393, 6, 3, 38209
'bali_phy_msa.399.fas', 41465, 3.315, 5, 2, 42984
'bali_phy_msa.4.fas', 40056, 3.354, 5, 3, 41668
'bali_phy_msa.40.fas', 40368, 3.378, 5, 2, 41966
'bali_phy_msa.400.fas', 41801, 3.33, 4, 2, 43185
'bali_phy_msa.41.fas', 38559, 3.301, 5, 3, 40164
'bali_phy_msa.42.fas', 38389, 3.353, 5, 2, 39972
'bali_phy_msa.43.fas', 40352, 3.395, 5, 2, 41925
'bali_phy_msa.44.fas', 35878, 3.259, 6, 3, 37619
'bali_phy_msa.45.fas', 36366, 3.316, 5, 3, 38012
'bali_phy_msa.46.fas', 40162, 3.299, 5, 2, 41716
'bali_phy_msa.47.fas', 39108, 3.286, 5, 2, 40781
'bali_phy_msa.48.fas', 41293, 3.294, 5, 3, 42904
'bali_phy_msa.49.fas', 36823, 3.313, 5, 3, 38555
'bali_phy_msa.5.fas', 40336, 3.365, 5, 3, 42075
'bali_phy_msa.50.fas', 37090, 3.354, 5, 3, 38606
'bali_phy_msa.51.fas', 35955, 3.363, 5, 3, 37631
'bali_phy_msa.52.fas', 38470, 3.357, 5, 2, 40158
'bali_phy_msa.53.fas', 33863, 3.312, 6, 3, 35637
'bali_phy_msa.54.fas', 39422, 3.425, 5, 2, 41061
'bali_phy_msa.55.fas', 36298, 3.341, 5, 3, 37977
'bali_phy_msa.56.fas', 37800, 3.286, 5, 3, 39357
'bali_phy_msa.57.fas', 37168, 3.305, 5, 3, 38716
'bali_phy_msa.58.fas', 42717, 3.312, 5, 2, 44154
'bali_phy_msa.59.fas', 33624, 3.305, 6, 3, 35276
'bali_phy_msa.6.fas', 38072, 3.343, 5, 2, 39794
'bali_phy_msa.60.fas', 37427, 3.364, 6, 3, 39124
'bali_phy_msa.61.fas', 36337, 3.318, 5, 3, 38134
'bali_phy_msa.62.fas', 37539, 3.334, 5, 3, 39229
'bali_phy_msa.63.fas', 39068, 3.428, 5, 2, 40792
'bali_phy_msa.64.fas', 37266, 3.277, 5, 2, 38889
'bali_phy_msa.65.fas', 39400, 3.54, 6, 3, 40907
'bali_phy_msa.66.fas', 39280, 3.276, 5, 3, 40828
'bali_phy_msa.67.fas', 36900, 3.299, 6, 3, 38574
'bali_phy_msa.68.fas', 36006, 3.333, 6, 3, 37698
'bali_phy_msa.69.fas', 39126, 3.316, 5, 3, 40617
'bali_phy_msa.7.fas', 37272, 3.309, 5, 3, 38898
'bali_phy_msa.70.fas', 37104, 3.36, 5, 3, 38774
'bali_phy_msa.71.fas', 39352, 3.34, 5, 2, 40904
'bali_phy_msa.72.fas', 36351, 3.22, 5, 3, 37933
'bali_phy_msa.73.fas', 38126, 3.335, 6, 3, 39550
'bali_phy_msa.74.fas', 36749, 3.339, 5, 3, 38290
'bali_phy_msa.75.fas', 38491, 3.188, 5, 3, 40068
'bali_phy_msa.76.fas', 40919, 3.327, 5, 3, 42424
'bali_phy_msa.77.fas', 40851, 3.323, 5, 3, 42393
'bali_phy_msa.78.fas', 39415, 3.313, 5, 3, 40969
'bali_phy_msa.79.fas', 40968, 3.369, 6, 3, 42478
'bali_phy_msa.8.fas', 38541, 3.364, 5, 2, 40198
'bali_phy_msa.80.fas', 41480, 3.356, 5, 3, 42952
'bali_phy_msa.81.fas', 39930, 3.325, 5, 3, 41419
'bali_phy_msa.82.fas', 37670, 3.346, 5, 3, 39306
'bali_phy_msa.83.fas', 41231, 3.266, 5, 3, 42882
'bali_phy_msa.84.fas', 40592, 3.323, 5, 2, 42296
'bali_phy_msa.85.fas', 37130, 3.298, 5, 3, 38917
'bali_phy_msa.86.fas', 37743, 3.314, 5, 2, 39393
'bali_phy_msa.87.fas', 42424, 3.393, 5, 2, 44022
'bali_phy_msa.88.fas', 42437, 3.427, 5, 3, 44169
'bali_phy_msa.89.fas', 39088, 3.396, 6, 3, 40756
'bali_phy_msa.9.fas', 38583, 3.243, 5, 3, 40258
'bali_phy_msa.90.fas', 38657, 3.253, 5, 3, 40297
'bali_phy_msa.91.fas', 40572, 3.276, 5, 2, 41992
'bali_phy_msa.92.fas', 38324, 3.412, 6, 3, 40060
'bali_phy_msa.93.fas', 39294, 3.236, 5, 3, 40908
'bali_phy_msa.94.fas', 36307, 3.242, 5, 3, 37928
'bali_phy_msa.95.fas', 36671, 3.263, 5, 3, 38366
'bali_phy_msa.96.fas', 37032, 3.406, 6, 3, 38726
'bali_phy_msa.97.fas', 38213, 3.35, 5, 2, 40203
'bali_phy_msa.98.fas', 40290, 3.306, 5, 3, 41931
'bali_phy_msa.99.fas', 38419, 3.246, 5, 2, 39862
'MAFFT_b0#0072_hhH_tree_74_OP_1.9907948557296418_Split_72.fasta', 25065, 2.598, 4, 2, 26425
'MAFFT_b0#0072_hhT_tree_39_OP_1.782001260864562_Split_72.fasta', 22489, 2.348, 3, 2, 23579
'MAFFT_b0#0072_hhT_tree_74_OP_1.9907948557296418_Split_72.fasta', 25065, 2.598, 4, 2, 26425
'MAFFT_b0#0072_htT_tree_74_OP_1.9907948557296418_Split_72.fasta', 25221, 2.57, 4, 2, 26639
