code_K20,k_mer_max_K20,k_mer_average_K20,k_mer_95_pct_K20,k_mer_90_pct_K20,kmer_sum_of_top_10_K20
'MAFFT_b0#0072_thT_tree_39_OP_1.782001260864562_Split_72.fasta', 22489, 2.348, 3, 2, 23579
'MAFFT_b0#0072_ttH_tree_39_OP_1.782001260864562_Split_72.fasta', 23868, 2.413, 3, 2, 24982
'MAFFT_b0#0072_ttH_tree_74_OP_1.9907948557296418_Split_72.fasta', 25221, 2.57, 4, 2, 26639
'MAFFT_b0#0072_ttT_tree_39_OP_1.782001260864562_Split_72.fasta', 23868, 2.413, 3, 2, 24982
'MAFFT_b0#0073_hhH_tree_72_OP_1.2847368950501976_Split_73.fasta', 23214, 2.602, 4, 2, 24691
'MAFFT_b0#0073_htT_tree_72_OP_1.2847368950501976_Split_73.fasta', 23611, 2.534, 4, 2, 25040
'MAFFT_b0#0073_thT_tree_72_OP_1.2847368950501976_Split_73.fasta', 23214, 2.603, 4, 2, 24693
'MAFFT_b0#0073_ttT_tree_72_OP_1.2847368950501976_Split_73.fasta', 23611, 2.535, 4, 2, 25042
'MAFFT_b0#0074_hhH_tree_57_OP_2.54578155531949_Split_74.fasta', 26528, 2.466, 4, 2, 27839
'MAFFT_b0#0074_hhT_tree_57_OP_2.54578155531949_Split_74.fasta', 26528, 2.466, 4, 2, 27839
'MAFFT_b0#0074_htH_tree_46_OP_1.4327650627329234_Split_74.fasta', 21357, 2.402, 4, 2, 22723
'MAFFT_b0#0074_htH_tree_57_OP_2.54578155531949_Split_74.fasta', 26000, 2.479, 4, 2, 27332
'MAFFT_b0#0074_thH_tree_46_OP_1.4327650627329234_Split_74.fasta', 21124, 2.448, 4, 2, 22432
'MAFFT_b0#0074_thT_tree_46_OP_1.4327650627329234_Split_74.fasta', 21124, 2.448, 4, 2, 22432
'MAFFT_b0#0074_ttH_tree_46_OP_1.4327650627329234_Split_74.fasta', 21357, 2.402, 4, 2, 22723
'MAFFT_b0#0074_ttH_tree_57_OP_2.54578155531949_Split_74.fasta', 26000, 2.479, 4, 2, 27332
'MAFFT_b0#0075_hhT_tree_2_OP_1.5699182788181343_Split_75.fasta', 22814, 2.436, 4, 2, 24033
'MAFFT_b0#0075_htT_tree_2_OP_1.5699182788181343_Split_75.fasta', 21311, 2.382, 4, 2, 22605
'MAFFT_b0#0075_thH_tree_2_OP_1.5699182788181343_Split_75.fasta', 22814, 2.436, 4, 2, 24033
'MAFFT_b0#0075_ttT_tree_2_OP_1.5699182788181343_Split_75.fasta', 21311, 2.382, 4, 2, 22605
'MAFFT_b0#0078_hhH_tree_89_OP_1.346742443921104_Split_78.fasta', 21265, 2.433, 4, 2, 22402
'MAFFT_b0#0078_hhT_tree_89_OP_1.346742443921104_Split_78.fasta', 21265, 2.433, 4, 2, 22402
'MAFFT_b0#0078_thH_tree_89_OP_1.346742443921104_Split_78.fasta', 21257, 2.433, 4, 2, 22394
'MAFFT_b0#0078_thT_tree_89_OP_1.346742443921104_Split_78.fasta', 21257, 2.433, 4, 2, 22394
'MAFFT_b0#0080_hhH_tree_42_OP_1.2233803782003307_Split_80.fasta', 22501, 2.529, 4, 2, 23926
'MAFFT_b0#0080_hhH_tree_82_OP_2.722114917861654_Split_80.fasta', 22795, 2.329, 4, 2, 23889
'MAFFT_b0#0080_hhT_tree_42_OP_1.2233803782003307_Split_80.fasta', 22501, 2.529, 4, 2, 23926
'MAFFT_b0#0080_htT_tree_42_OP_1.2233803782003307_Split_80.fasta', 22573, 2.543, 4, 2, 23949
'MAFFT_b0#0080_thT_tree_42_OP_1.2233803782003307_Split_80.fasta', 22501, 2.528, 4, 2, 23934
'MAFFT_b0#0080_thT_tree_82_OP_2.722114917861654_Split_80.fasta', 22795, 2.329, 4, 2, 23889
'MAFFT_b0#0080_ttH_tree_82_OP_2.722114917861654_Split_80.fasta', 23271, 2.437, 4, 2, 24512
'MAFFT_b0#0080_ttT_tree_82_OP_2.722114917861654_Split_80.fasta', 23271, 2.437, 4, 2, 24512
'MAFFT_b0#0083_hhT_tree_11_OP_1.5768560018637672_Split_83.fasta', 23957, 2.541, 4, 2, 25444
'MAFFT_b0#0083_hhT_tree_96_OP_2.7533048964132307_Split_83.fasta', 26547, 2.464, 4, 2, 27709
'MAFFT_b0#0083_htH_tree_96_OP_2.7533048964132307_Split_83.fasta', 26593, 2.434, 4, 2, 27768
'MAFFT_b0#0083_htT_tree_11_OP_1.5768560018637672_Split_83.fasta', 24005, 2.507, 4, 2, 25392
'MAFFT_b0#0083_thT_tree_96_OP_2.7533048964132307_Split_83.fasta', 26540, 2.463, 4, 2, 27702
'MAFFT_b0#0083_ttH_tree_11_OP_1.5768560018637672_Split_83.fasta', 23971, 2.499, 4, 2, 25354
'MAFFT_b0#0083_ttT_tree_11_OP_1.5768560018637672_Split_83.fasta', 23971, 2.499, 4, 2, 25354
'MAFFT_b0#0083_ttT_tree_96_OP_2.7533048964132307_Split_83.fasta', 26586, 2.432, 4, 2, 27761
'MAFFT_b0#0084_hhH_tree_20_OP_2.7414516433287566_Split_84.fasta', 25339, 2.472, 4, 2, 26383
'MAFFT_b0#0084_hhH_tree_79_OP_1.244222429737621_Split_84.fasta', 23344, 2.769, 5, 2, 24699
'MAFFT_b0#0084_hhT_tree_20_OP_2.7414516433287566_Split_84.fasta', 25339, 2.472, 4, 2, 26383
'MAFFT_b0#0084_hhT_tree_76_OP_1.0664681192566676_Split_84.fasta', 21330, 2.565, 4, 2, 22506
'MAFFT_b0#0084_hhT_tree_79_OP_1.244222429737621_Split_84.fasta', 23344, 2.769, 5, 2, 24699
'MAFFT_b0#0084_htH_tree_20_OP_2.7414516433287566_Split_84.fasta', 25367, 2.459, 4, 2, 26456
'MAFFT_b0#0084_htT_tree_76_OP_1.0664681192566676_Split_84.fasta', 19771, 2.461, 4, 2, 20870
'MAFFT_b0#0084_htT_tree_79_OP_1.244222429737621_Split_84.fasta', 23179, 2.726, 5, 2, 24566
'MAFFT_b0#0084_thT_tree_20_OP_2.7414516433287566_Split_84.fasta', 25390, 2.486, 4, 2, 26416
'MAFFT_b0#0084_thT_tree_76_OP_1.0664681192566676_Split_84.fasta', 21330, 2.565, 4, 2, 22506
'MAFFT_b0#0084_ttH_tree_76_OP_1.0664681192566676_Split_84.fasta', 20027, 2.464, 4, 2, 21126
'MAFFT_b0#0084_ttH_tree_79_OP_1.244222429737621_Split_84.fasta', 22104, 2.659, 5, 2, 23422
'MAFFT_b0#0085_thH_tree_83_OP_2.155927182903591_Split_85.fasta', 24138, 2.463, 4, 2, 25496
'MAFFT_b0#0085_thT_tree_83_OP_2.155927182903591_Split_85.fasta', 24138, 2.463, 4, 2, 25496
'MAFFT_b0#0085_ttH_tree_83_OP_2.155927182903591_Split_85.fasta', 23228, 2.397, 3, 2, 24456
'MAFFT_b0#0085_ttT_tree_83_OP_2.155927182903591_Split_85.fasta', 23228, 2.397, 3, 2, 24456
'MAFFT_b0#0086_hhT_tree_44_OP_2.844149524750718_Split_86.fasta', 26415, 2.394, 3, 2, 27525
'MAFFT_b0#0086_htT_tree_44_OP_2.844149524750718_Split_86.fasta', 26150, 2.365, 3, 2, 27248
'MAFFT_b0#0086_thH_tree_44_OP_2.844149524750718_Split_86.fasta', 26383, 2.392, 3, 2, 27485
'MAFFT_b0#0086_ttT_tree_44_OP_2.844149524750718_Split_86.fasta', 26108, 2.363, 3, 2, 27188
'MAFFT_b0#0087_hhH_tree_78_OP_2.7765918136583063_Split_87.fasta', 24691, 2.483, 3, 2, 25916
'MAFFT_b0#0087_hhT_tree_78_OP_2.7765918136583063_Split_87.fasta', 24695, 2.482, 3, 2, 25918
'MAFFT_b0#0087_htT_tree_78_OP_2.7765918136583063_Split_87.fasta', 24264, 2.431, 4, 2, 25559
'MAFFT_b0#0087_thH_tree_78_OP_2.7765918136583063_Split_87.fasta', 24681, 2.48, 3, 2, 25906
'MAFFT_b0#0089_hhH_tree_9_OP_1.249571934699986_Split_89.fasta', 23687, 2.503, 4, 2, 24853
'MAFFT_b0#0089_htH_tree_9_OP_1.249571934699986_Split_89.fasta', 23481, 2.481, 4, 2, 24651
'MAFFT_b0#0089_thT_tree_9_OP_1.249571934699986_Split_89.fasta', 22935, 2.49, 4, 2, 24108
'MAFFT_b0#0089_ttT_tree_9_OP_1.249571934699986_Split_89.fasta', 23488, 2.48, 4, 2, 24650
'MAFFT_b0#0091_htH_tree_52_OP_2.8994908810804993_Split_91.fasta', 25496, 2.371, 3, 2, 26804
'MAFFT_b0#0091_thH_tree_52_OP_2.8994908810804993_Split_91.fasta', 25662, 2.371, 3, 2, 26854
'MAFFT_b0#0091_thT_tree_52_OP_2.8994908810804993_Split_91.fasta', 25662, 2.37, 3, 2, 26854
'MAFFT_b0#0091_ttT_tree_52_OP_2.8994908810804993_Split_91.fasta', 25546, 2.384, 3, 2, 26767
'MAFFT_b0#0092_htH_tree_27_OP_2.533187626783996_Split_92.fasta', 25549, 2.538, 4, 2, 26715
'MAFFT_b0#0092_htT_tree_62_OP_2.3306906586347154_Split_92.fasta', 26368, 2.601, 4, 2, 27660
'MAFFT_b0#0092_thH_tree_27_OP_2.533187626783996_Split_92.fasta', 23088, 2.384, 3, 2, 23992
'MAFFT_b0#0092_thH_tree_62_OP_2.3306906586347154_Split_92.fasta', 26334, 2.61, 4, 2, 27708
'MAFFT_b0#0092_thT_tree_27_OP_2.533187626783996_Split_92.fasta', 23088, 2.384, 3, 2, 23992
'MAFFT_b0#0092_thT_tree_62_OP_2.3306906586347154_Split_92.fasta', 26334, 2.61, 4, 2, 27708
'MAFFT_b0#0092_ttH_tree_62_OP_2.3306906586347154_Split_92.fasta', 26368, 2.601, 4, 2, 27660
'MAFFT_b0#0092_ttT_tree_27_OP_2.533187626783996_Split_92.fasta', 25537, 2.529, 4, 2, 26638
'MAFFT_b0#0093_hhT_tree_28_OP_2.797892476021037_Split_93.fasta', 23589, 2.349, 3, 2, 24628
'MAFFT_b0#0093_htH_tree_28_OP_2.797892476021037_Split_93.fasta', 23178, 2.362, 3, 2, 24188
'MAFFT_b0#0093_thH_tree_28_OP_2.797892476021037_Split_93.fasta', 23576, 2.353, 3, 2, 24487
'MAFFT_b0#0093_ttH_tree_28_OP_2.797892476021037_Split_93.fasta', 23196, 2.364, 3, 2, 24147
'MAFFT_b0#0094_hhH_tree_60_OP_1.380654269463463_Split_94.fasta', 23616, 2.481, 4, 2, 24812
'MAFFT_b0#0094_hhT_tree_60_OP_1.380654269463463_Split_94.fasta', 23616, 2.481, 4, 2, 24813
'MAFFT_b0#0094_thT_tree_60_OP_1.380654269463463_Split_94.fasta', 23616, 2.481, 4, 2, 24813
'MAFFT_b0#0094_ttT_tree_60_OP_1.380654269463463_Split_94.fasta', 23660, 2.458, 4, 2, 24798
'MAFFT_b0#0095_htH_tree_86_OP_2.838925193728116_Split_95.fasta', 27845, 2.562, 4, 2, 29190
'MAFFT_b0#0095_htT_tree_86_OP_2.838925193728116_Split_95.fasta', 27845, 2.562, 4, 2, 29190
'MAFFT_b0#0095_thH_tree_86_OP_2.838925193728116_Split_95.fasta', 27764, 2.555, 4, 2, 29166
'MAFFT_b0#0095_thT_tree_86_OP_2.838925193728116_Split_95.fasta', 27764, 2.555, 4, 2, 29166
'MAFFT_b0#0096_htH_tree_65_OP_2.4620754969260368_Split_96.fasta', 24919, 2.591, 4, 2, 26372
'MAFFT_b0#0096_htT_tree_65_OP_2.4620754969260368_Split_96.fasta', 24919, 2.591, 4, 2, 26372
'MAFFT_b0#0096_thT_tree_65_OP_2.4620754969260368_Split_96.fasta', 25262, 2.612, 4, 2, 26703
'MAFFT_b0#0096_ttH_tree_65_OP_2.4620754969260368_Split_96.fasta', 24821, 2.584, 4, 2, 26275
'MAFFT_b0#0098_htT_tree_85_OP_1.0876519560757543_Split_98.fasta', 23616, 2.626, 4, 2, 24831
'MAFFT_b0#0098_thH_tree_85_OP_1.0876519560757543_Split_98.fasta', 23894, 2.591, 4, 2, 25104
'MAFFT_b0#0098_thT_tree_85_OP_1.0876519560757543_Split_98.fasta', 23894, 2.591, 4, 2, 25104
'MAFFT_b0#0098_ttH_tree_85_OP_1.0876519560757543_Split_98.fasta', 23655, 2.604, 4, 2, 24869
'MAFFT_b0#0100_hhH_tree_84_OP_1.2747066014324073_Split_100.fasta', 23678, 2.508, 4, 2, 24993
'MAFFT_b0#0100_hhT_tree_84_OP_1.2747066014324073_Split_100.fasta', 23678, 2.508, 4, 2, 24993
'MAFFT_b0#0100_htH_tree_84_OP_1.2747066014324073_Split_100.fasta', 23822, 2.502, 4, 2, 25070
'MAFFT_b0#0100_thH_tree_84_OP_1.2747066014324073_Split_100.fasta', 23678, 2.508, 4, 2, 24993
'MAFFT_b0#0103_htH_tree_48_OP_2.7980377771908604_Split_103.fasta', 25550, 2.547, 4, 2, 26624
'MAFFT_b0#0103_htT_tree_48_OP_2.7980377771908604_Split_103.fasta', 25550, 2.547, 4, 2, 26624
'MAFFT_b0#0103_thH_tree_48_OP_2.7980377771908604_Split_103.fasta', 25550, 2.539, 4, 2, 26705
'MAFFT_b0#0103_ttT_tree_48_OP_2.7980377771908604_Split_103.fasta', 25548, 2.512, 4, 2, 26652
'MAFFT_b0#0105_hhT_tree_26_OP_1.957362545164327_Split_105.fasta', 24387, 2.534, 4, 2, 25691
'MAFFT_b0#0105_hhT_tree_95_OP_2.670624614307364_Split_105.fasta', 26119, 2.399, 3, 2, 27379
'MAFFT_b0#0105_htT_tree_26_OP_1.957362545164327_Split_105.fasta', 24430, 2.55, 4, 2, 25746
'MAFFT_b0#0105_htT_tree_95_OP_2.670624614307364_Split_105.fasta', 26471, 2.45, 3, 2, 27715
'MAFFT_b0#0105_thT_tree_26_OP_1.957362545164327_Split_105.fasta', 24406, 2.505, 4, 2, 25717
'MAFFT_b0#0105_ttH_tree_26_OP_1.957362545164327_Split_105.fasta', 24453, 2.52, 4, 2, 25774
'MAFFT_b0#0105_ttH_tree_95_OP_2.670624614307364_Split_105.fasta', 26490, 2.457, 3, 2, 27735
'MAFFT_b0#0105_ttT_tree_95_OP_2.670624614307364_Split_105.fasta', 26490, 2.457, 3, 2, 27735
'MAFFT_b0#0107_htT_tree_4_OP_2.0343728689026586_Split_107.fasta', 28315, 2.718, 4, 2, 29730
'MAFFT_b0#0107_thT_tree_4_OP_2.0343728689026586_Split_107.fasta', 28232, 2.716, 4, 2, 29672
'MAFFT_b0#0107_ttH_tree_4_OP_2.0343728689026586_Split_107.fasta', 28296, 2.722, 4, 2, 29730
'MAFFT_b0#0107_ttT_tree_4_OP_2.0343728689026586_Split_107.fasta', 28296, 2.722, 4, 2, 29730
'MAFFT_b0#0108_hhH_tree_31_OP_1.0372976153998443_Split_108.fasta', 22817, 2.606, 4, 2, 24090
'MAFFT_b0#0108_hhH_tree_77_OP_2.9245454346939663_Split_108.fasta', 26212, 2.439, 4, 2, 27389
'MAFFT_b0#0108_hhT_tree_77_OP_2.9245454346939663_Split_108.fasta', 26212, 2.439, 4, 2, 27389
'MAFFT_b0#0108_htH_tree_24_OP_1.2563447919918282_Split_108.fasta', 23339, 2.598, 4, 2, 24708
'MAFFT_b0#0108_htT_tree_31_OP_1.0372976153998443_Split_108.fasta', 22220, 2.502, 4, 2, 23432
'MAFFT_b0#0108_htT_tree_77_OP_2.9245454346939663_Split_108.fasta', 26336, 2.446, 4, 2, 27533
'MAFFT_b0#0108_thH_tree_24_OP_1.2563447919918282_Split_108.fasta', 23070, 2.546, 4, 2, 24434
'MAFFT_b0#0108_thT_tree_31_OP_1.0372976153998443_Split_108.fasta', 22817, 2.606, 4, 2, 24090
'MAFFT_b0#0108_ttH_tree_24_OP_1.2563447919918282_Split_108.fasta', 23339, 2.598, 4, 2, 24708
'MAFFT_b0#0108_ttT_tree_24_OP_1.2563447919918282_Split_108.fasta', 23339, 2.598, 4, 2, 24708
'MAFFT_b0#0108_ttT_tree_31_OP_1.0372976153998443_Split_108.fasta', 22220, 2.502, 4, 2, 23432
'MAFFT_b0#0108_ttT_tree_77_OP_2.9245454346939663_Split_108.fasta', 26336, 2.446, 4, 2, 27533
'MAFFT_b0#0109_htT_tree_88_OP_2.744574155858557_Split_109.fasta', 23932, 2.502, 3, 2, 25220
'MAFFT_b0#0109_thH_tree_88_OP_2.744574155858557_Split_109.fasta', 23974, 2.488, 3, 2, 25336
'MAFFT_b0#0109_thT_tree_88_OP_2.744574155858557_Split_109.fasta', 23974, 2.488, 3, 2, 25336
'MAFFT_b0#0109_ttT_tree_88_OP_2.744574155858557_Split_109.fasta', 23932, 2.504, 3, 2, 25221
'MAFFT_b0#0110_hhH_tree_80_OP_1.2430603525509658_Split_110.fasta', 24184, 2.514, 4, 2, 25319
'MAFFT_b0#0110_hhT_tree_80_OP_1.2430603525509658_Split_110.fasta', 24184, 2.514, 4, 2, 25319
'MAFFT_b0#0110_ttH_tree_80_OP_1.2430603525509658_Split_110.fasta', 24431, 2.467, 4, 2, 25549
'MAFFT_b0#0110_ttT_tree_80_OP_1.2430603525509658_Split_110.fasta', 24431, 2.467, 4, 2, 25549
'MAFFT_b0#0111_hhH_tree_81_OP_1.6732724263803218_Split_111.fasta', 21969, 2.406, 4, 2, 23320
'MAFFT_b0#0111_hhT_tree_81_OP_1.6732724263803218_Split_111.fasta', 21969, 2.406, 4, 2, 23320
'MAFFT_b0#0111_htH_tree_81_OP_1.6732724263803218_Split_111.fasta', 22062, 2.355, 4, 2, 23329
'MAFFT_b0#0111_htT_tree_81_OP_1.6732724263803218_Split_111.fasta', 22062, 2.355, 4, 2, 23329
'MAFFT_b0#0113_hhH_tree_51_OP_1.8220601360996602_Split_113.fasta', 24046, 2.467, 4, 2, 25288
'MAFFT_b0#0113_htH_tree_51_OP_1.8220601360996602_Split_113.fasta', 24361, 2.512, 4, 2, 25611
'MAFFT_b0#0113_htT_tree_51_OP_1.8220601360996602_Split_113.fasta', 24361, 2.512, 4, 2, 25611
'MAFFT_b0#0113_thH_tree_51_OP_1.8220601360996602_Split_113.fasta', 24046, 2.467, 4, 2, 25288
'MAFFT_b0#0114_hhT_tree_40_OP_1.9125230236480895_Split_114.fasta', 26852, 2.567, 3, 2, 28033
'MAFFT_b0#0114_htH_tree_40_OP_1.9125230236480895_Split_114.fasta', 27541, 2.616, 4, 2, 28697
'MAFFT_b0#0114_thH_tree_40_OP_1.9125230236480895_Split_114.fasta', 26852, 2.567, 3, 2, 28033
'MAFFT_b0#0114_ttT_tree_40_OP_1.9125230236480895_Split_114.fasta', 27541, 2.616, 4, 2, 28697
'MAFFT_b0#0116_hhH_tree_13_OP_1.1853513231387998_Split_116.fasta', 24749, 2.594, 4, 2, 26040
'MAFFT_b0#0116_hhT_tree_13_OP_1.1853513231387998_Split_116.fasta', 24749, 2.594, 4, 2, 26040
'MAFFT_b0#0116_thT_tree_13_OP_1.1853513231387998_Split_116.fasta', 24749, 2.594, 4, 2, 26040
'MAFFT_b0#0116_ttH_tree_13_OP_1.1853513231387998_Split_116.fasta', 24592, 2.555, 4, 2, 25916
'MAFFT_b0#0119_hhT_tree_64_OP_1.9061001954293297_Split_119.fasta', 26866, 2.663, 4, 2, 28192
'MAFFT_b0#0119_htH_tree_64_OP_1.9061001954293297_Split_119.fasta', 26992, 2.7, 4, 2, 28258
'MAFFT_b0#0119_htT_tree_64_OP_1.9061001954293297_Split_119.fasta', 26992, 2.7, 4, 2, 28258
'MAFFT_b0#0119_thH_tree_64_OP_1.9061001954293297_Split_119.fasta', 26865, 2.663, 4, 2, 28191
'MAFFT_b0#0121_hhH_tree_21_OP_2.1636053370686796_Split_121.fasta', 25409, 2.504, 4, 2, 26626
'MAFFT_b0#0121_htH_tree_21_OP_2.1636053370686796_Split_121.fasta', 25421, 2.483, 4, 2, 26548
'MAFFT_b0#0121_htT_tree_21_OP_2.1636053370686796_Split_121.fasta', 25421, 2.483, 4, 2, 26548
'MAFFT_b0#0121_thT_tree_21_OP_2.1636053370686796_Split_121.fasta', 25434, 2.481, 4, 2, 26678
'MAFFT_b0#0122_hhT_tree_94_OP_1.4245501758202603_Split_122.fasta', 23778, 2.527, 4, 2, 24943
'MAFFT_b0#0122_htH_tree_94_OP_1.4245501758202603_Split_122.fasta', 23968, 2.519, 4, 2, 25270
'MAFFT_b0#0122_htT_tree_94_OP_1.4245501758202603_Split_122.fasta', 23968, 2.519, 4, 2, 25270
'MAFFT_b0#0122_ttH_tree_94_OP_1.4245501758202603_Split_122.fasta', 23968, 2.519, 4, 2, 25270
'MAFFT_b0#0123_hhT_tree_90_OP_1.153374992031902_Split_123.fasta', 23747, 2.468, 4, 2, 24982
'MAFFT_b0#0123_htT_tree_90_OP_1.153374992031902_Split_123.fasta', 23772, 2.465, 4, 2, 24982
'MAFFT_b0#0123_thT_tree_90_OP_1.153374992031902_Split_123.fasta', 23747, 2.468, 4, 2, 24982
'MAFFT_b0#0123_ttH_tree_90_OP_1.153374992031902_Split_123.fasta', 23772, 2.465, 4, 2, 24982
'MAFFT_b0#0127_hhH_tree_30_OP_1.2515734850881262_Split_127.fasta', 25166, 2.755, 4, 2, 26602
'MAFFT_b0#0127_hhT_tree_30_OP_1.2515734850881262_Split_127.fasta', 25166, 2.755, 4, 2, 26602
'MAFFT_b0#0127_htH_tree_30_OP_1.2515734850881262_Split_127.fasta', 24254, 2.7, 5, 2, 25601
'MAFFT_b0#0127_thT_tree_30_OP_1.2515734850881262_Split_127.fasta', 25166, 2.755, 4, 2, 26602
'MAFFT_b0#0129_hhH_tree_10_OP_2.069340713645537_Split_129.fasta', 26857, 2.691, 4, 2, 28114
'MAFFT_b0#0129_htH_tree_10_OP_2.069340713645537_Split_129.fasta', 27776, 2.607, 4, 2, 28907
'MAFFT_b0#0129_htT_tree_10_OP_2.069340713645537_Split_129.fasta', 27776, 2.607, 4, 2, 28907
'MAFFT_b0#0129_thT_tree_10_OP_2.069340713645537_Split_129.fasta', 26857, 2.691, 4, 2, 28114
'MAFFT_b0#0133_hhT_tree_32_OP_1.394625831819448_Split_133.fasta', 23956, 2.505, 4, 2, 25100
'MAFFT_b0#0133_htH_tree_32_OP_1.394625831819448_Split_133.fasta', 23716, 2.506, 4, 2, 24850
'MAFFT_b0#0133_htT_tree_32_OP_1.394625831819448_Split_133.fasta', 23716, 2.506, 4, 2, 24850
'MAFFT_b0#0133_thT_tree_32_OP_1.394625831819448_Split_133.fasta', 23956, 2.505, 4, 2, 25100
'MAFFT_b0#0134_hhH_tree_73_OP_2.1226526490243662_Split_134.fasta', 21353, 2.312, 4, 2, 22588
'MAFFT_b0#0134_thT_tree_73_OP_2.1226526490243662_Split_134.fasta', 21350, 2.318, 4, 2, 22585
'MAFFT_b0#0134_ttH_tree_73_OP_2.1226526490243662_Split_134.fasta', 21375, 2.301, 4, 2, 22624
'MAFFT_b0#0134_ttT_tree_73_OP_2.1226526490243662_Split_134.fasta', 21375, 2.301, 4, 2, 22624
'MAFFT_b0#0136_hhH_tree_18_OP_1.6412028835688572_Split_136.fasta', 23456, 2.427, 4, 2, 24559
'MAFFT_b0#0136_hhH_tree_63_OP_2.4574448685772787_Split_136.fasta', 24671, 2.442, 3, 2, 25756
'MAFFT_b0#0136_htT_tree_18_OP_1.6412028835688572_Split_136.fasta', 23456, 2.427, 4, 2, 24559
'MAFFT_b0#0136_htT_tree_63_OP_2.4574448685772787_Split_136.fasta', 24671, 2.442, 3, 2, 25756
'MAFFT_b0#0136_thH_tree_63_OP_2.4574448685772787_Split_136.fasta', 24667, 2.425, 3, 2, 25691
'MAFFT_b0#0136_thT_tree_18_OP_1.6412028835688572_Split_136.fasta', 23678, 2.418, 4, 2, 24815
'MAFFT_b0#0136_thT_tree_63_OP_2.4574448685772787_Split_136.fasta', 24667, 2.425, 3, 2, 25691
'MAFFT_b0#0136_ttT_tree_18_OP_1.6412028835688572_Split_136.fasta', 23678, 2.418, 4, 2, 24815
'MAFFT_b1#0002_hhH_tree_15_OP_2.087727372490158_Split_2.fasta', 24933, 2.584, 4, 2, 26400
'MAFFT_b1#0002_hhT_tree_15_OP_2.087727372490158_Split_2.fasta', 24933, 2.584, 4, 2, 26400
'MAFFT_b1#0002_htH_tree_15_OP_2.087727372490158_Split_2.fasta', 25014, 2.624, 4, 2, 26342
'MAFFT_b1#0002_htT_tree_15_OP_2.087727372490158_Split_2.fasta', 25014, 2.624, 4, 2, 26342
'MAFFT_b1#0003_hhH_tree_6_OP_2.239188896515518_Split_3.fasta', 26596, 2.7, 4, 2, 27924
'MAFFT_b1#0003_hhT_tree_6_OP_2.239188896515518_Split_3.fasta', 26596, 2.7, 4, 2, 27924
'MAFFT_b1#0003_htH_tree_6_OP_2.239188896515518_Split_3.fasta', 26195, 2.727, 4, 2, 27578
'MAFFT_b1#0003_htT_tree_6_OP_2.239188896515518_Split_3.fasta', 26195, 2.727, 4, 2, 27578
'MAFFT_b1#0007_hhH_tree_33_OP_2.3946452743037674_Split_7.fasta', 24528, 2.43, 3, 2, 25678
'MAFFT_b1#0007_hhH_tree_36_OP_2.1446400488559805_Split_7.fasta', 23483, 2.567, 4, 2, 25082
'MAFFT_b1#0007_hhT_tree_33_OP_2.3946452743037674_Split_7.fasta', 24528, 2.43, 3, 2, 25678
'MAFFT_b1#0007_hhT_tree_36_OP_2.1446400488559805_Split_7.fasta', 23483, 2.567, 4, 2, 25082
'MAFFT_b1#0007_htH_tree_33_OP_2.3946452743037674_Split_7.fasta', 22121, 2.477, 4, 2, 23404
'MAFFT_b1#0007_htH_tree_36_OP_2.1446400488559805_Split_7.fasta', 23054, 2.515, 4, 2, 24551
'MAFFT_b1#0007_htT_tree_33_OP_2.3946452743037674_Split_7.fasta', 22121, 2.477, 4, 2, 23404
'MAFFT_b1#0007_htT_tree_36_OP_2.1446400488559805_Split_7.fasta', 23054, 2.515, 4, 2, 24551
'MAFFT_b1#0009_hhH_tree_66_OP_1.2811312595443396_Split_9.fasta', 22036, 2.59, 4, 2, 23573
'MAFFT_b1#0009_hhT_tree_66_OP_1.2811312595443396_Split_9.fasta', 22036, 2.59, 4, 2, 23573
'MAFFT_b1#0009_htH_tree_66_OP_1.2811312595443396_Split_9.fasta', 21363, 2.602, 4, 2, 22866
'MAFFT_b1#0009_htT_tree_66_OP_1.2811312595443396_Split_9.fasta', 21363, 2.602, 4, 2, 22866
'MAFFT_b1#0011_hhH_tree_43_OP_2.0711252991315146_Split_11.fasta', 24850, 2.344, 3, 2, 25965
'MAFFT_b1#0011_hhT_tree_43_OP_2.0711252991315146_Split_11.fasta', 24850, 2.344, 3, 2, 25965
'MAFFT_b1#0011_htH_tree_43_OP_2.0711252991315146_Split_11.fasta', 24843, 2.38, 3, 2, 26011
'MAFFT_b1#0011_htT_tree_43_OP_2.0711252991315146_Split_11.fasta', 24843, 2.38, 3, 2, 26011
'MAFFT_b1#0013_hhH_tree_12_OP_2.001688119411461_Split_13.fasta', 24521, 2.462, 4, 2, 25836
'MAFFT_b1#0013_hhT_tree_12_OP_2.001688119411461_Split_13.fasta', 24521, 2.462, 4, 2, 25836
'MAFFT_b1#0013_htH_tree_12_OP_2.001688119411461_Split_13.fasta', 23462, 2.472, 4, 2, 24814
'MAFFT_b1#0013_htT_tree_12_OP_2.001688119411461_Split_13.fasta', 23462, 2.472, 4, 2, 24814
'MAFFT_b1#0014_hhH_tree_22_OP_1.8978074920611192_Split_14.fasta', 22097, 2.475, 4, 2, 23277
'MAFFT_b1#0014_hhH_tree_75_OP_1.6806378767143357_Split_14.fasta', 24703, 2.707, 4, 2, 26152
'MAFFT_b1#0014_hhT_tree_22_OP_1.8978074920611192_Split_14.fasta', 22097, 2.475, 4, 2, 23277
