code,constant_sites_pct,n_unique_sites,entropy_mean,entropy_25_pct,entropy_75_pct,entropy_sum,entropy_max
'MAFFT_b0#0105_htT_tree_26_OP_1.957362545164327_Split_105.fasta', 0.684, 738, 0.328, 0.0, 0.693, 376.895, 2.59
'MAFFT_b0#0105_htT_tree_95_OP_2.670624614307364_Split_105.fasta', 0.621, 802, 0.378, 0.0, 0.693, 428.868, 2.596
'MAFFT_b0#0105_thT_tree_26_OP_1.957362545164327_Split_105.fasta', 0.687, 733, 0.328, 0.0, 0.663, 376.369, 2.59
'MAFFT_b0#0105_ttH_tree_26_OP_1.957362545164327_Split_105.fasta', 0.684, 738, 0.328, 0.0, 0.693, 376.863, 2.59
'MAFFT_b0#0105_ttH_tree_95_OP_2.670624614307364_Split_105.fasta', 0.621, 802, 0.378, 0.0, 0.693, 428.841, 2.596
'MAFFT_b0#0105_ttT_tree_95_OP_2.670624614307364_Split_105.fasta', 0.621, 802, 0.378, 0.0, 0.693, 428.841, 2.596
'MAFFT_b0#0107_htT_tree_4_OP_2.0343728689026586_Split_107.fasta', 0.706, 768, 0.301, 0.0, 0.637, 365.51, 2.674
'MAFFT_b0#0107_thT_tree_4_OP_2.0343728689026586_Split_107.fasta', 0.71, 773, 0.297, 0.0, 0.624, 362.483, 2.674
'MAFFT_b0#0107_ttH_tree_4_OP_2.0343728689026586_Split_107.fasta', 0.706, 768, 0.301, 0.0, 0.637, 365.479, 2.674
'MAFFT_b0#0107_ttT_tree_4_OP_2.0343728689026586_Split_107.fasta', 0.706, 768, 0.301, 0.0, 0.637, 365.479, 2.674
'MAFFT_b0#0108_hhH_tree_31_OP_1.0372976153998443_Split_108.fasta', 0.696, 778, 0.306, 0.0, 0.637, 374.239, 2.601
'MAFFT_b0#0108_hhH_tree_77_OP_2.9245454346939663_Split_108.fasta', 0.66, 754, 0.358, 0.0, 0.693, 401.454, 2.617
'MAFFT_b0#0108_hhT_tree_77_OP_2.9245454346939663_Split_108.fasta', 0.66, 754, 0.358, 0.0, 0.693, 401.454, 2.617
'MAFFT_b0#0108_htH_tree_24_OP_1.2563447919918282_Split_108.fasta', 0.677, 795, 0.325, 0.0, 0.693, 388.187, 2.583
'MAFFT_b0#0108_htT_tree_31_OP_1.0372976153998443_Split_108.fasta', 0.684, 775, 0.317, 0.0, 0.637, 379.724, 2.601
'MAFFT_b0#0108_htT_tree_77_OP_2.9245454346939663_Split_108.fasta', 0.656, 763, 0.36, 0.0, 0.693, 403.403, 2.617
'MAFFT_b0#0108_thH_tree_24_OP_1.2563447919918282_Split_108.fasta', 0.671, 793, 0.333, 0.0, 0.693, 392.133, 2.583
'MAFFT_b0#0108_thT_tree_31_OP_1.0372976153998443_Split_108.fasta', 0.696, 778, 0.306, 0.0, 0.637, 374.239, 2.601
'MAFFT_b0#0108_ttH_tree_24_OP_1.2563447919918282_Split_108.fasta', 0.677, 795, 0.325, 0.0, 0.693, 388.187, 2.583
'MAFFT_b0#0108_ttT_tree_24_OP_1.2563447919918282_Split_108.fasta', 0.677, 795, 0.325, 0.0, 0.693, 388.187, 2.583
'MAFFT_b0#0108_ttT_tree_31_OP_1.0372976153998443_Split_108.fasta', 0.684, 775, 0.317, 0.0, 0.637, 379.724, 2.601
'MAFFT_b0#0108_ttT_tree_77_OP_2.9245454346939663_Split_108.fasta', 0.656, 763, 0.36, 0.0, 0.693, 403.403, 2.617
'MAFFT_b0#0109_htT_tree_88_OP_2.744574155858557_Split_109.fasta', 0.624, 744, 0.398, 0.0, 0.693, 428.015, 2.612
'MAFFT_b0#0109_thH_tree_88_OP_2.744574155858557_Split_109.fasta', 0.609, 740, 0.41, 0.0, 0.693, 436.255, 2.612
'MAFFT_b0#0109_thT_tree_88_OP_2.744574155858557_Split_109.fasta', 0.609, 740, 0.41, 0.0, 0.693, 436.255, 2.612
'MAFFT_b0#0109_ttT_tree_88_OP_2.744574155858557_Split_109.fasta', 0.624, 744, 0.398, 0.0, 0.693, 428.044, 2.612
'MAFFT_b0#0110_hhH_tree_80_OP_1.2430603525509658_Split_110.fasta', 0.661, 838, 0.326, 0.0, 0.693, 392.343, 2.63
'MAFFT_b0#0110_hhT_tree_80_OP_1.2430603525509658_Split_110.fasta', 0.661, 838, 0.326, 0.0, 0.693, 392.343, 2.63
'MAFFT_b0#0110_ttH_tree_80_OP_1.2430603525509658_Split_110.fasta', 0.648, 828, 0.339, 0.0, 0.693, 401.223, 2.63
'MAFFT_b0#0110_ttT_tree_80_OP_1.2430603525509658_Split_110.fasta', 0.648, 828, 0.339, 0.0, 0.693, 401.223, 2.63
'MAFFT_b0#0111_hhH_tree_81_OP_1.6732724263803218_Split_111.fasta', 0.653, 768, 0.349, 0.0, 0.693, 392.536, 2.603
'MAFFT_b0#0111_hhT_tree_81_OP_1.6732724263803218_Split_111.fasta', 0.653, 768, 0.349, 0.0, 0.693, 392.536, 2.603
'MAFFT_b0#0111_htH_tree_81_OP_1.6732724263803218_Split_111.fasta', 0.641, 760, 0.361, 0.0, 0.693, 400.235, 2.63
'MAFFT_b0#0111_htT_tree_81_OP_1.6732724263803218_Split_111.fasta', 0.641, 760, 0.361, 0.0, 0.693, 400.235, 2.63
'MAFFT_b0#0113_hhH_tree_51_OP_1.8220601360996602_Split_113.fasta', 0.697, 761, 0.315, 0.0, 0.637, 368.37, 2.598
'MAFFT_b0#0113_htH_tree_51_OP_1.8220601360996602_Split_113.fasta', 0.691, 764, 0.318, 0.0, 0.637, 374.299, 2.598
'MAFFT_b0#0113_htT_tree_51_OP_1.8220601360996602_Split_113.fasta', 0.691, 764, 0.318, 0.0, 0.637, 374.299, 2.598
'MAFFT_b0#0113_thH_tree_51_OP_1.8220601360996602_Split_113.fasta', 0.697, 761, 0.315, 0.0, 0.637, 368.37, 2.598
'MAFFT_b0#0114_hhT_tree_40_OP_1.9125230236480895_Split_114.fasta', 0.633, 805, 0.358, 0.0, 0.693, 411.973, 2.616
'MAFFT_b0#0114_htH_tree_40_OP_1.9125230236480895_Split_114.fasta', 0.638, 817, 0.35, 0.0, 0.693, 410.155, 2.616
'MAFFT_b0#0114_thH_tree_40_OP_1.9125230236480895_Split_114.fasta', 0.633, 805, 0.358, 0.0, 0.693, 411.953, 2.616
'MAFFT_b0#0114_ttT_tree_40_OP_1.9125230236480895_Split_114.fasta', 0.638, 817, 0.35, 0.0, 0.693, 410.134, 2.616
'MAFFT_b0#0116_hhH_tree_13_OP_1.1853513231387998_Split_116.fasta', 0.689, 824, 0.309, 0.0, 0.637, 382.236, 2.599
'MAFFT_b0#0116_hhT_tree_13_OP_1.1853513231387998_Split_116.fasta', 0.689, 824, 0.309, 0.0, 0.637, 382.236, 2.599
'MAFFT_b0#0116_thT_tree_13_OP_1.1853513231387998_Split_116.fasta', 0.689, 824, 0.309, 0.0, 0.637, 382.236, 2.599
'MAFFT_b0#0116_ttH_tree_13_OP_1.1853513231387998_Split_116.fasta', 0.685, 836, 0.311, 0.0, 0.638, 384.199, 2.599
'MAFFT_b0#0119_hhT_tree_64_OP_1.9061001954293297_Split_119.fasta', 0.687, 761, 0.32, 0.0, 0.673, 379.888, 2.58
'MAFFT_b0#0119_htH_tree_64_OP_1.9061001954293297_Split_119.fasta', 0.697, 772, 0.311, 0.0, 0.637, 375.023, 2.58
'MAFFT_b0#0119_htT_tree_64_OP_1.9061001954293297_Split_119.fasta', 0.697, 772, 0.311, 0.0, 0.637, 375.023, 2.58
'MAFFT_b0#0119_thH_tree_64_OP_1.9061001954293297_Split_119.fasta', 0.687, 761, 0.32, 0.0, 0.673, 379.598, 2.58
'MAFFT_b0#0121_hhH_tree_21_OP_2.1636053370686796_Split_121.fasta', 0.686, 762, 0.327, 0.0, 0.693, 377.886, 2.617
'MAFFT_b0#0121_htH_tree_21_OP_2.1636053370686796_Split_121.fasta', 0.675, 765, 0.336, 0.0, 0.693, 384.24, 2.617
'MAFFT_b0#0121_htT_tree_21_OP_2.1636053370686796_Split_121.fasta', 0.675, 765, 0.336, 0.0, 0.693, 384.24, 2.617
'MAFFT_b0#0121_thT_tree_21_OP_2.1636053370686796_Split_121.fasta', 0.686, 762, 0.328, 0.0, 0.693, 377.984, 2.617
'MAFFT_b0#0122_hhT_tree_94_OP_1.4245501758202603_Split_122.fasta', 0.624, 793, 0.367, 0.0, 0.693, 414.193, 2.62
'MAFFT_b0#0122_htH_tree_94_OP_1.4245501758202603_Split_122.fasta', 0.643, 799, 0.354, 0.0, 0.693, 407.222, 2.62
'MAFFT_b0#0122_htT_tree_94_OP_1.4245501758202603_Split_122.fasta', 0.643, 799, 0.354, 0.0, 0.693, 407.222, 2.62
'MAFFT_b0#0122_ttH_tree_94_OP_1.4245501758202603_Split_122.fasta', 0.643, 799, 0.354, 0.0, 0.693, 407.222, 2.62
'MAFFT_b0#0123_hhT_tree_90_OP_1.153374992031902_Split_123.fasta', 0.673, 794, 0.331, 0.0, 0.693, 390.391, 2.591
'MAFFT_b0#0123_htT_tree_90_OP_1.153374992031902_Split_123.fasta', 0.662, 794, 0.34, 0.0, 0.693, 397.491, 2.591
'MAFFT_b0#0123_thT_tree_90_OP_1.153374992031902_Split_123.fasta', 0.673, 794, 0.331, 0.0, 0.693, 390.65, 2.591
'MAFFT_b0#0123_ttH_tree_90_OP_1.153374992031902_Split_123.fasta', 0.662, 794, 0.34, 0.0, 0.693, 397.75, 2.591
'MAFFT_b0#0127_hhH_tree_30_OP_1.2515734850881262_Split_127.fasta', 0.704, 832, 0.299, 0.0, 0.637, 382.836, 2.589
'MAFFT_b0#0127_hhT_tree_30_OP_1.2515734850881262_Split_127.fasta', 0.704, 832, 0.299, 0.0, 0.637, 382.836, 2.589
'MAFFT_b0#0127_htH_tree_30_OP_1.2515734850881262_Split_127.fasta', 0.685, 846, 0.311, 0.0, 0.667, 396.267, 2.589
'MAFFT_b0#0127_thT_tree_30_OP_1.2515734850881262_Split_127.fasta', 0.704, 832, 0.299, 0.0, 0.637, 382.836, 2.589
'MAFFT_b0#0129_hhH_tree_10_OP_2.069340713645537_Split_129.fasta', 0.676, 801, 0.331, 0.0, 0.637, 396.245, 2.618
'MAFFT_b0#0129_htH_tree_10_OP_2.069340713645537_Split_129.fasta', 0.663, 800, 0.344, 0.0, 0.693, 404.771, 2.618
'MAFFT_b0#0129_htT_tree_10_OP_2.069340713645537_Split_129.fasta', 0.663, 800, 0.344, 0.0, 0.693, 404.771, 2.618
'MAFFT_b0#0129_thT_tree_10_OP_2.069340713645537_Split_129.fasta', 0.676, 801, 0.331, 0.0, 0.637, 396.245, 2.618
'MAFFT_b0#0133_hhT_tree_32_OP_1.394625831819448_Split_133.fasta', 0.676, 793, 0.323, 0.0, 0.693, 378.204, 2.592
'MAFFT_b0#0133_htH_tree_32_OP_1.394625831819448_Split_133.fasta', 0.676, 793, 0.324, 0.0, 0.693, 378.103, 2.592
'MAFFT_b0#0133_htT_tree_32_OP_1.394625831819448_Split_133.fasta', 0.676, 793, 0.324, 0.0, 0.693, 378.103, 2.592
'MAFFT_b0#0133_thT_tree_32_OP_1.394625831819448_Split_133.fasta', 0.676, 793, 0.323, 0.0, 0.693, 378.204, 2.592
'MAFFT_b0#0134_hhH_tree_73_OP_2.1226526490243662_Split_134.fasta', 0.647, 774, 0.364, 0.0, 0.693, 408.127, 2.587
'MAFFT_b0#0134_thT_tree_73_OP_2.1226526490243662_Split_134.fasta', 0.647, 774, 0.364, 0.0, 0.693, 408.127, 2.587
'MAFFT_b0#0134_ttH_tree_73_OP_2.1226526490243662_Split_134.fasta', 0.652, 765, 0.365, 0.0, 0.693, 409.23, 2.587
'MAFFT_b0#0134_ttT_tree_73_OP_2.1226526490243662_Split_134.fasta', 0.652, 765, 0.365, 0.0, 0.693, 409.23, 2.587
'MAFFT_b0#0136_hhH_tree_18_OP_1.6412028835688572_Split_136.fasta', 0.651, 779, 0.35, 0.0, 0.693, 396.17, 2.623
'MAFFT_b0#0136_hhH_tree_63_OP_2.4574448685772787_Split_136.fasta', 0.646, 762, 0.357, 0.0, 0.693, 399.285, 2.601
'MAFFT_b0#0136_htT_tree_18_OP_1.6412028835688572_Split_136.fasta', 0.651, 779, 0.35, 0.0, 0.693, 396.17, 2.623
'MAFFT_b0#0136_htT_tree_63_OP_2.4574448685772787_Split_136.fasta', 0.646, 762, 0.357, 0.0, 0.693, 399.285, 2.601
'MAFFT_b0#0136_thH_tree_63_OP_2.4574448685772787_Split_136.fasta', 0.642, 759, 0.36, 0.0, 0.693, 400.852, 2.601
'MAFFT_b0#0136_thT_tree_18_OP_1.6412028835688572_Split_136.fasta', 0.64, 784, 0.36, 0.0, 0.693, 406.887, 2.623
'MAFFT_b0#0136_thT_tree_63_OP_2.4574448685772787_Split_136.fasta', 0.642, 759, 0.36, 0.0, 0.693, 400.852, 2.601
'MAFFT_b0#0136_ttT_tree_18_OP_1.6412028835688572_Split_136.fasta', 0.64, 784, 0.36, 0.0, 0.693, 406.887, 2.623
'MAFFT_b1#0002_hhH_tree_15_OP_2.087727372490158_Split_2.fasta', 0.666, 754, 0.346, 0.0, 0.693, 401.842, 2.57
'MAFFT_b1#0002_hhT_tree_15_OP_2.087727372490158_Split_2.fasta', 0.666, 754, 0.346, 0.0, 0.693, 401.842, 2.57
'MAFFT_b1#0002_htH_tree_15_OP_2.087727372490158_Split_2.fasta', 0.687, 770, 0.323, 0.0, 0.637, 385.623, 2.57
'MAFFT_b1#0002_htT_tree_15_OP_2.087727372490158_Split_2.fasta', 0.687, 770, 0.323, 0.0, 0.637, 385.623, 2.57
'MAFFT_b1#0003_hhH_tree_6_OP_2.239188896515518_Split_3.fasta', 0.71, 772, 0.309, 0.0, 0.637, 378.67, 2.569
'MAFFT_b1#0003_hhT_tree_6_OP_2.239188896515518_Split_3.fasta', 0.71, 772, 0.309, 0.0, 0.637, 378.67, 2.569
'MAFFT_b1#0003_htH_tree_6_OP_2.239188896515518_Split_3.fasta', 0.708, 784, 0.303, 0.0, 0.578, 377.215, 2.569
'MAFFT_b1#0003_htT_tree_6_OP_2.239188896515518_Split_3.fasta', 0.708, 784, 0.303, 0.0, 0.578, 377.215, 2.569
'MAFFT_b1#0007_hhH_tree_33_OP_2.3946452743037674_Split_7.fasta', 0.635, 730, 0.392, 0.0, 0.693, 424.079, 2.596
'MAFFT_b1#0007_hhH_tree_36_OP_2.1446400488559805_Split_7.fasta', 0.698, 738, 0.321, 0.0, 0.637, 377.555, 2.601
'MAFFT_b1#0007_hhT_tree_33_OP_2.3946452743037674_Split_7.fasta', 0.635, 730, 0.392, 0.0, 0.693, 424.079, 2.596
'MAFFT_b1#0007_hhT_tree_36_OP_2.1446400488559805_Split_7.fasta', 0.698, 738, 0.321, 0.0, 0.637, 377.555, 2.601
'MAFFT_b1#0007_htH_tree_33_OP_2.3946452743037674_Split_7.fasta', 0.598, 772, 0.406, 0.0, 0.693, 441.265, 2.596
'MAFFT_b1#0007_htH_tree_36_OP_2.1446400488559805_Split_7.fasta', 0.694, 724, 0.331, 0.0, 0.637, 381.247, 2.601
'MAFFT_b1#0007_htT_tree_33_OP_2.3946452743037674_Split_7.fasta', 0.598, 772, 0.406, 0.0, 0.693, 441.265, 2.596
'MAFFT_b1#0007_htT_tree_36_OP_2.1446400488559805_Split_7.fasta', 0.694, 724, 0.331, 0.0, 0.637, 381.247, 2.601
'MAFFT_b1#0009_hhH_tree_66_OP_1.2811312595443396_Split_9.fasta', 0.662, 773, 0.346, 0.0, 0.693, 403.082, 2.599
'MAFFT_b1#0009_hhT_tree_66_OP_1.2811312595443396_Split_9.fasta', 0.662, 773, 0.346, 0.0, 0.693, 403.082, 2.599
'MAFFT_b1#0009_htH_tree_66_OP_1.2811312595443396_Split_9.fasta', 0.682, 771, 0.33, 0.0, 0.693, 389.325, 2.599
'MAFFT_b1#0009_htT_tree_66_OP_1.2811312595443396_Split_9.fasta', 0.682, 771, 0.33, 0.0, 0.693, 389.325, 2.599
'MAFFT_b1#0011_hhH_tree_43_OP_2.0711252991315146_Split_11.fasta', 0.616, 790, 0.381, 0.0, 0.693, 416.082, 2.603
'MAFFT_b1#0011_hhT_tree_43_OP_2.0711252991315146_Split_11.fasta', 0.616, 790, 0.381, 0.0, 0.693, 416.082, 2.603
'MAFFT_b1#0011_htH_tree_43_OP_2.0711252991315146_Split_11.fasta', 0.62, 780, 0.378, 0.0, 0.693, 414.005, 2.603
'MAFFT_b1#0011_htT_tree_43_OP_2.0711252991315146_Split_11.fasta', 0.62, 780, 0.378, 0.0, 0.693, 414.005, 2.603
'MAFFT_b1#0013_hhH_tree_12_OP_2.001688119411461_Split_13.fasta', 0.66, 786, 0.341, 0.0, 0.693, 395.969, 2.572
'MAFFT_b1#0013_hhT_tree_12_OP_2.001688119411461_Split_13.fasta', 0.66, 786, 0.341, 0.0, 0.693, 395.969, 2.572
'MAFFT_b1#0013_htH_tree_12_OP_2.001688119411461_Split_13.fasta', 0.634, 813, 0.36, 0.0, 0.693, 414.216, 2.572
'MAFFT_b1#0013_htT_tree_12_OP_2.001688119411461_Split_13.fasta', 0.634, 813, 0.36, 0.0, 0.693, 414.216, 2.572
'MAFFT_b1#0014_hhH_tree_22_OP_1.8978074920611192_Split_14.fasta', 0.635, 812, 0.364, 0.0, 0.693, 416.618, 2.605
'MAFFT_b1#0014_hhH_tree_75_OP_1.6806378767143357_Split_14.fasta', 0.666, 808, 0.33, 0.0, 0.693, 401.804, 2.599
'MAFFT_b1#0014_hhT_tree_22_OP_1.8978074920611192_Split_14.fasta', 0.635, 812, 0.364, 0.0, 0.693, 416.618, 2.605
'MAFFT_b1#0014_hhT_tree_75_OP_1.6806378767143357_Split_14.fasta', 0.666, 808, 0.33, 0.0, 0.693, 401.804, 2.599
'MAFFT_b1#0014_htH_tree_22_OP_1.8978074920611192_Split_14.fasta', 0.638, 801, 0.362, 0.0, 0.693, 415.305, 2.605
'MAFFT_b1#0014_htH_tree_75_OP_1.6806378767143357_Split_14.fasta', 0.648, 809, 0.349, 0.0, 0.693, 412.217, 2.599
'MAFFT_b1#0014_htT_tree_22_OP_1.8978074920611192_Split_14.fasta', 0.638, 801, 0.362, 0.0, 0.693, 415.305, 2.605
'MAFFT_b1#0014_htT_tree_75_OP_1.6806378767143357_Split_14.fasta', 0.648, 809, 0.349, 0.0, 0.693, 412.217, 2.599
'MAFFT_b1#0015_hhH_tree_99_OP_1.9515729402087414_Split_15.fasta', 0.598, 777, 0.404, 0.0, 0.693, 439.494, 2.555
'MAFFT_b1#0015_hhT_tree_99_OP_1.9515729402087414_Split_15.fasta', 0.598, 777, 0.404, 0.0, 0.693, 439.494, 2.555
'MAFFT_b1#0015_htH_tree_99_OP_1.9515729402087414_Split_15.fasta', 0.605, 780, 0.389, 0.0, 0.693, 429.938, 2.555
'MAFFT_b1#0015_htT_tree_99_OP_1.9515729402087414_Split_15.fasta', 0.605, 780, 0.389, 0.0, 0.693, 429.938, 2.555
'MAFFT_b1#0016_hhH_tree_16_OP_1.6140779433426575_Split_16.fasta', 0.693, 753, 0.325, 0.0, 0.693, 372.256, 2.623
'MAFFT_b1#0016_hhT_tree_16_OP_1.6140779433426575_Split_16.fasta', 0.693, 753, 0.325, 0.0, 0.693, 372.256, 2.623
'MAFFT_b1#0016_htH_tree_16_OP_1.6140779433426575_Split_16.fasta', 0.683, 771, 0.325, 0.0, 0.693, 380.558, 2.617
'MAFFT_b1#0016_htT_tree_16_OP_1.6140779433426575_Split_16.fasta', 0.683, 771, 0.325, 0.0, 0.693, 380.558, 2.617
'MAFFT_b1#0019_hhH_tree_92_OP_1.2191485009213157_Split_19.fasta', 0.659, 813, 0.338, 0.0, 0.693, 396.978, 2.552
'MAFFT_b1#0019_hhT_tree_92_OP_1.2191485009213157_Split_19.fasta', 0.659, 813, 0.338, 0.0, 0.693, 396.978, 2.552
'MAFFT_b1#0019_htH_tree_92_OP_1.2191485009213157_Split_19.fasta', 0.653, 799, 0.343, 0.0, 0.693, 398.818, 2.552
'MAFFT_b1#0019_htT_tree_92_OP_1.2191485009213157_Split_19.fasta', 0.653, 799, 0.343, 0.0, 0.693, 398.818, 2.552
'MAFFT_b1#0020_hhH_tree_38_OP_1.4343856216399835_Split_20.fasta', 0.657, 778, 0.342, 0.0, 0.693, 396.277, 2.629
'MAFFT_b1#0020_hhH_tree_69_OP_1.4368871816738984_Split_20.fasta', 0.696, 800, 0.305, 0.0, 0.637, 373.062, 2.58
'MAFFT_b1#0020_hhT_tree_38_OP_1.4343856216399835_Split_20.fasta', 0.657, 778, 0.342, 0.0, 0.693, 396.277, 2.629
'MAFFT_b1#0020_hhT_tree_69_OP_1.4368871816738984_Split_20.fasta', 0.696, 800, 0.305, 0.0, 0.637, 373.062, 2.58
'MAFFT_b1#0020_htH_tree_38_OP_1.4343856216399835_Split_20.fasta', 0.68, 790, 0.32, 0.0, 0.693, 379.999, 2.629
'MAFFT_b1#0020_htH_tree_69_OP_1.4368871816738984_Split_20.fasta', 0.669, 797, 0.329, 0.0, 0.693, 391.162, 2.58
'MAFFT_b1#0020_htT_tree_38_OP_1.4343856216399835_Split_20.fasta', 0.68, 790, 0.32, 0.0, 0.693, 379.999, 2.629
'MAFFT_b1#0020_htT_tree_69_OP_1.4368871816738984_Split_20.fasta', 0.669, 797, 0.329, 0.0, 0.693, 391.162, 2.58
'MAFFT_b1#0025_hhH_tree_1_OP_2.1293333382956448_Split_25.fasta', 0.699, 767, 0.309, 0.0, 0.637, 371.159, 2.583
'MAFFT_b1#0025_hhH_tree_53_OP_2.653717388362929_Split_25.fasta', 0.591, 814, 0.398, 0.0, 0.693, 445.449, 2.655
'MAFFT_b1#0025_hhT_tree_1_OP_2.1293333382956448_Split_25.fasta', 0.699, 767, 0.309, 0.0, 0.637, 371.159, 2.583
'MAFFT_b1#0025_hhT_tree_53_OP_2.653717388362929_Split_25.fasta', 0.591, 814, 0.398, 0.0, 0.693, 445.449, 2.655
'MAFFT_b1#0025_htH_tree_1_OP_2.1293333382956448_Split_25.fasta', 0.697, 755, 0.314, 0.0, 0.637, 371.49, 2.583
'MAFFT_b1#0025_htH_tree_53_OP_2.653717388362929_Split_25.fasta', 0.59, 813, 0.4, 0.0, 0.693, 447.127, 2.655
'MAFFT_b1#0025_htT_tree_1_OP_2.1293333382956448_Split_25.fasta', 0.697, 755, 0.314, 0.0, 0.637, 371.49, 2.583
'MAFFT_b1#0025_htT_tree_53_OP_2.653717388362929_Split_25.fasta', 0.59, 813, 0.4, 0.0, 0.693, 447.127, 2.655
'MAFFT_b1#0027_hhH_tree_71_OP_2.576092119557198_Split_27.fasta', 0.709, 781, 0.294, 0.0, 0.607, 362.508, 2.62
'MAFFT_b1#0027_hhH_tree_97_OP_2.0797767783471546_Split_27.fasta', 0.663, 793, 0.345, 0.0, 0.693, 392.39, 2.596
'MAFFT_b1#0027_hhT_tree_71_OP_2.576092119557198_Split_27.fasta', 0.709, 781, 0.294, 0.0, 0.607, 362.508, 2.62
'MAFFT_b1#0027_hhT_tree_97_OP_2.0797767783471546_Split_27.fasta', 0.663, 793, 0.345, 0.0, 0.693, 392.39, 2.596
'MAFFT_b1#0027_htH_tree_71_OP_2.576092119557198_Split_27.fasta', 0.663, 781, 0.333, 0.0, 0.693, 392.482, 2.62
'MAFFT_b1#0027_htH_tree_97_OP_2.0797767783471546_Split_27.fasta', 0.654, 792, 0.351, 0.0, 0.693, 397.67, 2.596
'MAFFT_b1#0027_htT_tree_71_OP_2.576092119557198_Split_27.fasta', 0.663, 781, 0.333, 0.0, 0.693, 392.482, 2.62
'MAFFT_b1#0027_htT_tree_97_OP_2.0797767783471546_Split_27.fasta', 0.654, 792, 0.351, 0.0, 0.693, 397.67, 2.596
'MAFFT_b1#0031_hhH_tree_17_OP_2.0804423576913704_Split_31.fasta', 0.635, 763, 0.371, 0.0, 0.693, 412.644, 2.642
'MAFFT_b1#0031_hhT_tree_17_OP_2.0804423576913704_Split_31.fasta', 0.635, 763, 0.371, 0.0, 0.693, 412.644, 2.642
'MAFFT_b1#0031_htH_tree_17_OP_2.0804423576913704_Split_31.fasta', 0.644, 774, 0.361, 0.0, 0.693, 405.65, 2.642
'MAFFT_b1#0031_htT_tree_17_OP_2.0804423576913704_Split_31.fasta', 0.644, 774, 0.361, 0.0, 0.693, 405.65, 2.642
'MAFFT_b1#0032_hhH_tree_14_OP_1.1212402430377564_Split_32.fasta', 0.667, 780, 0.331, 0.0, 0.693, 387.404, 2.571
'MAFFT_b1#0032_hhT_tree_14_OP_1.1212402430377564_Split_32.fasta', 0.667, 780, 0.331, 0.0, 0.693, 387.404, 2.571
'MAFFT_b1#0032_htH_tree_14_OP_1.1212402430377564_Split_32.fasta', 0.649, 779, 0.345, 0.0, 0.693, 398.29, 2.571
'MAFFT_b1#0032_htT_tree_14_OP_1.1212402430377564_Split_32.fasta', 0.649, 779, 0.345, 0.0, 0.693, 398.29, 2.571
'MAFFT_b1#0033_hhH_tree_23_OP_2.8095393482122226_Split_33.fasta', 0.663, 750, 0.354, 0.0, 0.693, 398.96, 2.629
'MAFFT_b1#0033_hhT_tree_23_OP_2.8095393482122226_Split_33.fasta', 0.663, 750, 0.354, 0.0, 0.693, 398.96, 2.629
'MAFFT_b1#0033_htH_tree_23_OP_2.8095393482122226_Split_33.fasta', 0.644, 744, 0.374, 0.0, 0.693, 408.926, 2.629
'MAFFT_b1#0033_htT_tree_23_OP_2.8095393482122226_Split_33.fasta', 0.644, 744, 0.374, 0.0, 0.693, 408.926, 2.629
'MAFFT_b1#0035_hhH_tree_29_OP_2.9056775789560643_Split_35.fasta', 0.66, 735, 0.358, 0.0, 0.693, 400.946, 2.612
'MAFFT_b1#0035_hhT_tree_29_OP_2.9056775789560643_Split_35.fasta', 0.66, 735, 0.358, 0.0, 0.693, 400.946, 2.612
'MAFFT_b1#0035_htH_tree_29_OP_2.9056775789560643_Split_35.fasta', 0.685, 753, 0.334, 0.0, 0.637, 383.418, 2.612
'MAFFT_b1#0035_htT_tree_29_OP_2.9056775789560643_Split_35.fasta', 0.685, 753, 0.334, 0.0, 0.637, 383.418, 2.612
'MAFFT_b1#0037_hhH_tree_34_OP_2.1858321729487624_Split_37.fasta', 0.687, 772, 0.326, 0.0, 0.657, 384.611, 2.583
'MAFFT_b1#0037_hhH_tree_7_OP_1.2841848496398856_Split_37.fasta', 0.65, 793, 0.343, 0.0, 0.693, 391.945, 2.628
'MAFFT_b1#0037_hhT_tree_34_OP_2.1858321729487624_Split_37.fasta', 0.687, 772, 0.326, 0.0, 0.657, 384.611, 2.583
'MAFFT_b1#0037_hhT_tree_7_OP_1.2841848496398856_Split_37.fasta', 0.65, 793, 0.343, 0.0, 0.693, 391.945, 2.628
'MAFFT_b1#0037_htH_tree_34_OP_2.1858321729487624_Split_37.fasta', 0.684, 776, 0.324, 0.0, 0.673, 384.593, 2.583
'MAFFT_b1#0037_htH_tree_7_OP_1.2841848496398856_Split_37.fasta', 0.629, 802, 0.36, 0.0, 0.693, 407.538, 2.628
'MAFFT_b1#0037_htT_tree_34_OP_2.1858321729487624_Split_37.fasta', 0.684, 776, 0.324, 0.0, 0.673, 384.593, 2.583
'MAFFT_b1#0037_htT_tree_7_OP_1.2841848496398856_Split_37.fasta', 0.629, 802, 0.36, 0.0, 0.693, 407.538, 2.628
'MAFFT_b1#0039_hhH_tree_37_OP_1.6922658322608612_Split_39.fasta', 0.693, 777, 0.314, 0.0, 0.637, 372.526, 2.617
'MAFFT_b1#0039_hhT_tree_37_OP_1.6922658322608612_Split_39.fasta', 0.693, 777, 0.314, 0.0, 0.637, 372.526, 2.617
'MAFFT_b1#0039_htH_tree_37_OP_1.6922658322608612_Split_39.fasta', 0.691, 778, 0.315, 0.0, 0.637, 370.743, 2.617
