code_K5,k_mer_max_K5,k_mer_average_K5,k_mer_95_pct_K5,k_mer_90_pct_K5,kmer_sum_of_top_10_K5
'MAFFT_b0#0051_htH_tree_0_OP_1.9201310643830272_Split_51.fasta', 16291, 6.113, 4, 3, 16717
'MAFFT_b0#0051_htH_tree_57_OP_1.8145645468714477_Split_51.fasta', 13414, 5.247, 4, 2, 13722
'MAFFT_b0#0051_htH_tree_93_OP_2.2336854992597184_Split_51.fasta', 13429, 5.208, 3, 2, 13759
'MAFFT_b0#0051_htT_tree_0_OP_1.9201310643830272_Split_51.fasta', 16291, 6.113, 4, 3, 16717
'MAFFT_b0#0051_htT_tree_57_OP_1.8145645468714477_Split_51.fasta', 13414, 5.247, 4, 2, 13722
'MAFFT_b0#0051_thH_tree_57_OP_1.8145645468714477_Split_51.fasta', 13578, 5.296, 4, 2, 13894
'MAFFT_b0#0051_thH_tree_93_OP_2.2336854992597184_Split_51.fasta', 13421, 5.227, 3, 2, 13750
'MAFFT_b0#0051_thT_tree_0_OP_1.9201310643830272_Split_51.fasta', 15168, 5.695, 4, 2, 15556
'MAFFT_b0#0051_thT_tree_47_OP_1.2558167082838578_Split_51.fasta', 14021, 5.477, 4, 3, 14383
'MAFFT_b0#0051_ttH_tree_47_OP_1.2558167082838578_Split_51.fasta', 14027, 5.544, 4, 3, 14395
'MAFFT_b0#0051_ttH_tree_93_OP_2.2336854992597184_Split_51.fasta', 13429, 5.208, 3, 2, 13759
'MAFFT_b0#0051_ttT_tree_0_OP_1.9201310643830272_Split_51.fasta', 16291, 6.113, 4, 3, 16717
'MAFFT_b0#0051_ttT_tree_47_OP_1.2558167082838578_Split_51.fasta', 14027, 5.544, 4, 3, 14395
'MAFFT_b0#0051_ttT_tree_57_OP_1.8145645468714477_Split_51.fasta', 13414, 5.247, 4, 2, 13722
'MAFFT_b0#0051_ttT_tree_93_OP_2.2336854992597184_Split_51.fasta', 13429, 5.208, 3, 2, 13759
'MAFFT_b0#0053_hhH_tree_5_OP_1.3773636194735985_Split_53.fasta', 13732, 5.349, 4, 3, 14084
'MAFFT_b0#0053_hhH_tree_60_OP_2.2485867324412547_Split_53.fasta', 13240, 5.122, 3, 2, 13559
'MAFFT_b0#0053_hhT_tree_60_OP_2.2485867324412547_Split_53.fasta', 13240, 5.122, 3, 2, 13559
'MAFFT_b0#0053_htH_tree_5_OP_1.3773636194735985_Split_53.fasta', 13654, 5.427, 4, 3, 14022
'MAFFT_b0#0053_htT_tree_5_OP_1.3773636194735985_Split_53.fasta', 13654, 5.427, 4, 3, 14022
'MAFFT_b0#0053_thH_tree_60_OP_2.2485867324412547_Split_53.fasta', 13240, 5.122, 3, 2, 13559
'MAFFT_b0#0053_thT_tree_5_OP_1.3773636194735985_Split_53.fasta', 13732, 5.349, 4, 3, 14084
'MAFFT_b0#0053_ttH_tree_60_OP_2.2485867324412547_Split_53.fasta', 13240, 5.119, 3, 2, 13558
'MAFFT_b0#0054_hhH_tree_35_OP_2.3157753293540146_Split_54.fasta', 14169, 5.443, 3, 2, 14502
'MAFFT_b0#0054_htH_tree_35_OP_2.3157753293540146_Split_54.fasta', 14173, 5.452, 4, 2, 14515
'MAFFT_b0#0054_thH_tree_35_OP_2.3157753293540146_Split_54.fasta', 14169, 5.443, 3, 2, 14502
'MAFFT_b0#0054_ttT_tree_35_OP_2.3157753293540146_Split_54.fasta', 14173, 5.452, 4, 2, 14515
'MAFFT_b0#0057_htH_tree_1_OP_1.4037489078147287_Split_57.fasta', 14066, 5.378, 4, 2, 14369
'MAFFT_b0#0057_htT_tree_1_OP_1.4037489078147287_Split_57.fasta', 14066, 5.378, 4, 2, 14369
'MAFFT_b0#0057_thT_tree_1_OP_1.4037489078147287_Split_57.fasta', 14062, 5.355, 4, 2, 14364
'MAFFT_b0#0057_ttT_tree_1_OP_1.4037489078147287_Split_57.fasta', 14066, 5.378, 4, 2, 14369
'MAFFT_b0#0058_hhH_tree_13_OP_1.7913990869854772_Split_58.fasta', 13306, 5.247, 4, 2, 13672
'MAFFT_b0#0058_htH_tree_11_OP_1.3146381684889776_Split_58.fasta', 13636, 5.246, 3, 2, 13971
'MAFFT_b0#0058_htH_tree_13_OP_1.7913990869854772_Split_58.fasta', 13247, 5.262, 4, 2, 13584
'MAFFT_b0#0058_htT_tree_11_OP_1.3146381684889776_Split_58.fasta', 13636, 5.246, 3, 2, 13971
'MAFFT_b0#0058_thH_tree_13_OP_1.7913990869854772_Split_58.fasta', 13306, 5.247, 4, 2, 13672
'MAFFT_b0#0058_ttH_tree_11_OP_1.3146381684889776_Split_58.fasta', 13660, 5.275, 3, 2, 14002
'MAFFT_b0#0058_ttT_tree_11_OP_1.3146381684889776_Split_58.fasta', 13660, 5.275, 3, 2, 14002
'MAFFT_b0#0058_ttT_tree_13_OP_1.7913990869854772_Split_58.fasta', 13247, 5.262, 4, 2, 13584
'MAFFT_b0#0060_hhT_tree_32_OP_1.498379977124041_Split_60.fasta', 14853, 5.748, 4, 3, 15234
'MAFFT_b0#0060_htH_tree_32_OP_1.498379977124041_Split_60.fasta', 14851, 5.751, 4, 3, 15230
'MAFFT_b0#0060_htT_tree_32_OP_1.498379977124041_Split_60.fasta', 14851, 5.751, 4, 3, 15230
'MAFFT_b0#0060_ttH_tree_32_OP_1.498379977124041_Split_60.fasta', 14851, 5.751, 4, 3, 15230
'MAFFT_b0#0061_hhH_tree_87_OP_1.1834961203615137_Split_61.fasta', 14411, 5.599, 4, 3, 14784
'MAFFT_b0#0061_hhH_tree_88_OP_2.9570433978664177_Split_61.fasta', 13249, 5.137, 3, 2, 13551
'MAFFT_b0#0061_hhH_tree_97_OP_2.1094152983091004_Split_61.fasta', 13479, 5.296, 4, 2, 13790
'MAFFT_b0#0061_hhT_tree_18_OP_1.3304542342131214_Split_61.fasta', 14511, 5.551, 4, 2, 14908
'MAFFT_b0#0061_hhT_tree_30_OP_2.908145211858187_Split_61.fasta', 13268, 5.155, 3, 2, 13589
'MAFFT_b0#0061_htH_tree_18_OP_1.3304542342131214_Split_61.fasta', 14747, 5.572, 4, 2, 15057
'MAFFT_b0#0061_htH_tree_30_OP_2.908145211858187_Split_61.fasta', 13274, 5.155, 3, 2, 13597
'MAFFT_b0#0061_htH_tree_72_OP_1.8278688995959085_Split_61.fasta', 15900, 5.985, 4, 2, 16276
'MAFFT_b0#0061_htH_tree_88_OP_2.9570433978664177_Split_61.fasta', 13246, 5.141, 3, 2, 13549
'MAFFT_b0#0061_htT_tree_87_OP_1.1834961203615137_Split_61.fasta', 14234, 5.577, 4, 3, 14599
'MAFFT_b0#0061_htT_tree_97_OP_2.1094152983091004_Split_61.fasta', 13162, 5.167, 3, 2, 13451
'MAFFT_b0#0061_thH_tree_18_OP_1.3304542342131214_Split_61.fasta', 14511, 5.551, 4, 2, 14908
'MAFFT_b0#0061_thH_tree_72_OP_1.8278688995959085_Split_61.fasta', 15896, 5.94, 4, 2, 16267
'MAFFT_b0#0061_thT_tree_30_OP_2.908145211858187_Split_61.fasta', 13268, 5.155, 3, 2, 13589
'MAFFT_b0#0061_thT_tree_72_OP_1.8278688995959085_Split_61.fasta', 15896, 5.94, 4, 2, 16267
'MAFFT_b0#0061_thT_tree_87_OP_1.1834961203615137_Split_61.fasta', 14411, 5.599, 4, 3, 14784
'MAFFT_b0#0061_thT_tree_88_OP_2.9570433978664177_Split_61.fasta', 13249, 5.137, 3, 2, 13551
'MAFFT_b0#0061_thT_tree_97_OP_2.1094152983091004_Split_61.fasta', 13479, 5.296, 4, 2, 13790
'MAFFT_b0#0061_ttT_tree_18_OP_1.3304542342131214_Split_61.fasta', 14747, 5.572, 4, 2, 15057
'MAFFT_b0#0061_ttT_tree_30_OP_2.908145211858187_Split_61.fasta', 13274, 5.155, 3, 2, 13597
'MAFFT_b0#0061_ttT_tree_72_OP_1.8278688995959085_Split_61.fasta', 15900, 5.985, 4, 2, 16276
'MAFFT_b0#0061_ttT_tree_87_OP_1.1834961203615137_Split_61.fasta', 14234, 5.577, 4, 3, 14599
'MAFFT_b0#0061_ttT_tree_88_OP_2.9570433978664177_Split_61.fasta', 13246, 5.141, 3, 2, 13549
'MAFFT_b0#0061_ttT_tree_97_OP_2.1094152983091004_Split_61.fasta', 13162, 5.167, 3, 2, 13451
'MAFFT_b0#0063_hhH_tree_37_OP_2.065965428692473_Split_63.fasta', 12975, 5.117, 3, 2, 13323
'MAFFT_b0#0063_hhT_tree_89_OP_2.6540913216611166_Split_63.fasta', 13873, 5.374, 4, 2, 14211
'MAFFT_b0#0063_htH_tree_37_OP_2.065965428692473_Split_63.fasta', 12613, 4.953, 3, 2, 12945
'MAFFT_b0#0063_htH_tree_89_OP_2.6540913216611166_Split_63.fasta', 13588, 5.196, 3, 2, 13891
'MAFFT_b0#0063_thH_tree_37_OP_2.065965428692473_Split_63.fasta', 12975, 5.117, 3, 2, 13323
'MAFFT_b0#0063_thT_tree_89_OP_2.6540913216611166_Split_63.fasta', 13873, 5.373, 4, 2, 14211
'MAFFT_b0#0063_ttH_tree_37_OP_2.065965428692473_Split_63.fasta', 12613, 4.953, 3, 2, 12945
'MAFFT_b0#0063_ttH_tree_89_OP_2.6540913216611166_Split_63.fasta', 13588, 5.195, 3, 2, 13891
'MAFFT_b0#0065_htH_tree_26_OP_2.2970226808572787_Split_65.fasta', 13555, 5.368, 4, 3, 13918
'MAFFT_b0#0065_htT_tree_55_OP_1.534121132575311_Split_65.fasta', 15963, 6.029, 4, 3, 16420
'MAFFT_b0#0065_thH_tree_26_OP_2.2970226808572787_Split_65.fasta', 13538, 5.338, 4, 3, 13906
'MAFFT_b0#0065_thH_tree_55_OP_1.534121132575311_Split_65.fasta', 16032, 6.019, 4, 3, 16500
'MAFFT_b0#0065_thT_tree_55_OP_1.534121132575311_Split_65.fasta', 16032, 6.019, 4, 3, 16500
'MAFFT_b0#0065_ttH_tree_26_OP_2.2970226808572787_Split_65.fasta', 13567, 5.368, 4, 3, 13917
'MAFFT_b0#0065_ttT_tree_26_OP_2.2970226808572787_Split_65.fasta', 13567, 5.368, 4, 3, 13917
'MAFFT_b0#0065_ttT_tree_55_OP_1.534121132575311_Split_65.fasta', 15963, 6.029, 4, 3, 16420
'MAFFT_b0#0066_hhH_tree_77_OP_1.3827668594678542_Split_66.fasta', 13574, 5.244, 4, 3, 13878
'MAFFT_b0#0066_hhT_tree_99_OP_1.9136688454364907_Split_66.fasta', 13523, 5.325, 4, 2, 13872
'MAFFT_b0#0066_htT_tree_99_OP_1.9136688454364907_Split_66.fasta', 13506, 5.322, 4, 2, 13856
'MAFFT_b0#0066_thH_tree_77_OP_1.3827668594678542_Split_66.fasta', 13574, 5.244, 4, 3, 13878
'MAFFT_b0#0066_thH_tree_99_OP_1.9136688454364907_Split_66.fasta', 13525, 5.329, 4, 2, 13874
'MAFFT_b0#0066_thT_tree_99_OP_1.9136688454364907_Split_66.fasta', 13525, 5.329, 4, 2, 13874
'MAFFT_b0#0066_ttH_tree_77_OP_1.3827668594678542_Split_66.fasta', 13587, 5.256, 4, 2, 13889
'MAFFT_b0#0066_ttT_tree_77_OP_1.3827668594678542_Split_66.fasta', 13587, 5.256, 4, 2, 13889
'MAFFT_b0#0067_hhT_tree_4_OP_1.1542677766261527_Split_67.fasta', 13948, 5.632, 4, 3, 14459
'MAFFT_b0#0067_htH_tree_4_OP_1.1542677766261527_Split_67.fasta', 13842, 5.547, 4, 3, 14341
'MAFFT_b0#0067_htH_tree_76_OP_1.9781210467371317_Split_67.fasta', 13442, 5.256, 3, 2, 13748
'MAFFT_b0#0067_thH_tree_76_OP_1.9781210467371317_Split_67.fasta', 13406, 5.178, 3, 2, 13694
'MAFFT_b0#0067_thT_tree_4_OP_1.1542677766261527_Split_67.fasta', 13948, 5.632, 4, 3, 14459
'MAFFT_b0#0067_ttH_tree_76_OP_1.9781210467371317_Split_67.fasta', 13442, 5.256, 3, 2, 13748
'MAFFT_b0#0067_ttT_tree_4_OP_1.1542677766261527_Split_67.fasta', 13842, 5.547, 4, 3, 14341
'MAFFT_b0#0067_ttT_tree_76_OP_1.9781210467371317_Split_67.fasta', 13442, 5.256, 3, 2, 13748
'MAFFT_b0#0069_htH_tree_20_OP_2.4221981553992458_Split_69.fasta', 14649, 5.515, 3, 2, 15019
'MAFFT_b0#0069_htH_tree_73_OP_2.973262473304242_Split_69.fasta', 13350, 5.228, 3, 2, 13669
'MAFFT_b0#0069_htT_tree_20_OP_2.4221981553992458_Split_69.fasta', 14649, 5.515, 3, 2, 15019
'MAFFT_b0#0069_htT_tree_73_OP_2.973262473304242_Split_69.fasta', 13350, 5.228, 3, 2, 13669
'MAFFT_b0#0069_thH_tree_20_OP_2.4221981553992458_Split_69.fasta', 14649, 5.521, 3, 2, 15020
'MAFFT_b0#0069_thH_tree_73_OP_2.973262473304242_Split_69.fasta', 13361, 5.201, 3, 2, 13676
'MAFFT_b0#0069_thT_tree_20_OP_2.4221981553992458_Split_69.fasta', 14649, 5.521, 3, 2, 15020
'MAFFT_b0#0069_ttH_tree_73_OP_2.973262473304242_Split_69.fasta', 13350, 5.228, 3, 2, 13669
'MAFFT_b0#0070_hhH_tree_86_OP_1.7393056698625855_Split_70.fasta', 14265, 5.534, 4, 3, 14617
'MAFFT_b0#0070_hhT_tree_17_OP_1.818409912056766_Split_70.fasta', 14232, 5.433, 4, 2, 14581
'MAFFT_b0#0070_htH_tree_86_OP_1.7393056698625855_Split_70.fasta', 13978, 5.396, 4, 2, 14315
'MAFFT_b0#0070_thH_tree_17_OP_1.818409912056766_Split_70.fasta', 14232, 5.466, 4, 2, 14585
'MAFFT_b0#0070_thH_tree_86_OP_1.7393056698625855_Split_70.fasta', 14265, 5.534, 4, 3, 14617
'MAFFT_b0#0070_ttH_tree_17_OP_1.818409912056766_Split_70.fasta', 14234, 5.463, 4, 2, 14587
'MAFFT_b0#0070_ttT_tree_17_OP_1.818409912056766_Split_70.fasta', 14234, 5.463, 4, 2, 14587
'MAFFT_b0#0070_ttT_tree_86_OP_1.7393056698625855_Split_70.fasta', 13978, 5.396, 4, 2, 14315
'MAFFT_b0#0071_thH_tree_83_OP_1.1196527601502904_Split_71.fasta', 13664, 5.454, 4, 3, 14079
'MAFFT_b0#0071_thT_tree_83_OP_1.1196527601502904_Split_71.fasta', 13664, 5.454, 4, 3, 14079
'MAFFT_b0#0071_ttH_tree_83_OP_1.1196527601502904_Split_71.fasta', 13522, 5.44, 4, 3, 13933
'MAFFT_b0#0071_ttT_tree_83_OP_1.1196527601502904_Split_71.fasta', 13522, 5.44, 4, 3, 13933
'MAFFT_b0#0072_hhH_tree_16_OP_1.904493049197901_Split_72.fasta', 14622, 5.655, 4, 3, 15024
'MAFFT_b0#0072_hhH_tree_2_OP_2.0780663887168265_Split_72.fasta', 15019, 5.716, 4, 2, 15483
'MAFFT_b0#0072_htH_tree_2_OP_2.0780663887168265_Split_72.fasta', 15670, 5.775, 4, 2, 16082
'MAFFT_b0#0072_htT_tree_16_OP_1.904493049197901_Split_72.fasta', 14606, 5.672, 4, 3, 15019
'MAFFT_b0#0072_htT_tree_2_OP_2.0780663887168265_Split_72.fasta', 15670, 5.775, 4, 2, 16082
'MAFFT_b0#0072_thH_tree_2_OP_2.0780663887168265_Split_72.fasta', 15019, 5.743, 4, 2, 15494
'MAFFT_b0#0072_ttH_tree_16_OP_1.904493049197901_Split_72.fasta', 14606, 5.672, 4, 3, 15019
'MAFFT_b0#0072_ttT_tree_16_OP_1.904493049197901_Split_72.fasta', 14606, 5.672, 4, 3, 15019
'MAFFT_b0#0073_hhT_tree_96_OP_2.2598618576256135_Split_73.fasta', 13388, 5.243, 3, 2, 13725
'MAFFT_b0#0073_htH_tree_96_OP_2.2598618576256135_Split_73.fasta', 13388, 5.243, 3, 2, 13726
'MAFFT_b0#0073_htT_tree_38_OP_1.4036490691810368_Split_73.fasta', 16724, 6.188, 4, 3, 17133
'MAFFT_b0#0073_htT_tree_96_OP_2.2598618576256135_Split_73.fasta', 13388, 5.243, 3, 2, 13726
'MAFFT_b0#0073_thT_tree_38_OP_1.4036490691810368_Split_73.fasta', 16624, 6.2, 4, 3, 16992
'MAFFT_b0#0073_thT_tree_96_OP_2.2598618576256135_Split_73.fasta', 13388, 5.243, 3, 2, 13725
'MAFFT_b0#0073_ttH_tree_38_OP_1.4036490691810368_Split_73.fasta', 16603, 6.158, 4, 3, 17008
'MAFFT_b0#0073_ttT_tree_38_OP_1.4036490691810368_Split_73.fasta', 16603, 6.158, 4, 3, 17008
'MAFFT_b0#0074_hhH_tree_56_OP_1.8151633835449412_Split_74.fasta', 13688, 5.319, 3, 2, 14066
'MAFFT_b0#0074_hhH_tree_79_OP_1.1319264156945865_Split_74.fasta', 14757, 5.743, 4, 3, 15165
'MAFFT_b0#0074_htH_tree_56_OP_1.8151633835449412_Split_74.fasta', 13695, 5.36, 3, 2, 14074
'MAFFT_b0#0074_htT_tree_79_OP_1.1319264156945865_Split_74.fasta', 14755, 5.759, 4, 3, 15169
'MAFFT_b0#0074_thT_tree_56_OP_1.8151633835449412_Split_74.fasta', 13688, 5.319, 3, 2, 14066
'MAFFT_b0#0074_ttH_tree_56_OP_1.8151633835449412_Split_74.fasta', 13695, 5.36, 3, 2, 14074
'MAFFT_b0#0074_ttH_tree_79_OP_1.1319264156945865_Split_74.fasta', 14755, 5.759, 4, 3, 15169
'MAFFT_b0#0074_ttT_tree_79_OP_1.1319264156945865_Split_74.fasta', 14755, 5.759, 4, 3, 15169
'MAFFT_b0#0075_hhH_tree_81_OP_1.1314497018902243_Split_75.fasta', 15584, 5.93, 4, 3, 15913
'MAFFT_b0#0075_hhT_tree_19_OP_1.5848887345678324_Split_75.fasta', 12793, 4.991, 3, 2, 13072
'MAFFT_b0#0075_htH_tree_19_OP_1.5848887345678324_Split_75.fasta', 12793, 4.989, 3, 2, 13072
'MAFFT_b0#0075_htH_tree_81_OP_1.1314497018902243_Split_75.fasta', 15594, 5.954, 4, 3, 15932
'MAFFT_b0#0075_thH_tree_81_OP_1.1314497018902243_Split_75.fasta', 15584, 5.93, 4, 3, 15913
'MAFFT_b0#0075_thT_tree_19_OP_1.5848887345678324_Split_75.fasta', 12732, 5.0, 3, 2, 13013
'MAFFT_b0#0075_ttH_tree_19_OP_1.5848887345678324_Split_75.fasta', 12732, 4.997, 3, 2, 13012
'MAFFT_b0#0075_ttH_tree_81_OP_1.1314497018902243_Split_75.fasta', 15594, 5.954, 4, 3, 15932
'MAFFT_b0#0077_hhT_tree_15_OP_2.550159221795637_Split_77.fasta', 13265, 5.177, 3, 2, 13576
'MAFFT_b0#0077_htT_tree_15_OP_2.550159221795637_Split_77.fasta', 13227, 5.129, 3, 2, 13559
'MAFFT_b0#0077_thH_tree_15_OP_2.550159221795637_Split_77.fasta', 13265, 5.177, 3, 2, 13576
'MAFFT_b0#0077_thT_tree_15_OP_2.550159221795637_Split_77.fasta', 13265, 5.177, 3, 2, 13576
'MAFFT_b0#0079_hhH_tree_53_OP_2.8446810696084794_Split_79.fasta', 12473, 4.988, 4, 2, 12834
'MAFFT_b0#0079_hhT_tree_53_OP_2.8446810696084794_Split_79.fasta', 12473, 4.988, 4, 2, 12834
'MAFFT_b0#0079_htT_tree_53_OP_2.8446810696084794_Split_79.fasta', 12473, 4.988, 4, 2, 12834
'MAFFT_b0#0079_ttH_tree_53_OP_2.8446810696084794_Split_79.fasta', 12481, 4.978, 4, 2, 12837
'MAFFT_b0#0081_hhH_tree_28_OP_2.8015195195451144_Split_81.fasta', 13002, 5.08, 3, 2, 13301
'MAFFT_b0#0081_hhT_tree_28_OP_2.8015195195451144_Split_81.fasta', 13002, 5.08, 3, 2, 13301
'MAFFT_b0#0081_htH_tree_70_OP_2.86216121405654_Split_81.fasta', 13493, 5.317, 4, 2, 13865
'MAFFT_b0#0081_htT_tree_70_OP_2.86216121405654_Split_81.fasta', 13493, 5.317, 4, 2, 13865
'MAFFT_b0#0081_thH_tree_70_OP_2.86216121405654_Split_81.fasta', 13493, 5.319, 4, 2, 13836
'MAFFT_b0#0081_thT_tree_28_OP_2.8015195195451144_Split_81.fasta', 13002, 5.08, 3, 2, 13301
'MAFFT_b0#0081_ttH_tree_28_OP_2.8015195195451144_Split_81.fasta', 13002, 5.082, 3, 2, 13304
'MAFFT_b0#0081_ttH_tree_70_OP_2.86216121405654_Split_81.fasta', 13493, 5.317, 4, 2, 13865
'MAFFT_b0#0085_hhH_tree_6_OP_2.614406638642872_Split_85.fasta', 13864, 5.279, 3, 2, 14213
'MAFFT_b0#0085_htH_tree_6_OP_2.614406638642872_Split_85.fasta', 13882, 5.284, 3, 2, 14235
'MAFFT_b0#0085_htT_tree_43_OP_1.1593268235540946_Split_85.fasta', 14383, 5.757, 4, 3, 14800
'MAFFT_b0#0085_htT_tree_6_OP_2.614406638642872_Split_85.fasta', 13882, 5.284, 3, 2, 14235
'MAFFT_b0#0085_thT_tree_43_OP_1.1593268235540946_Split_85.fasta', 14459, 5.652, 4, 3, 14811
'MAFFT_b0#0085_thT_tree_6_OP_2.614406638642872_Split_85.fasta', 13864, 5.279, 3, 2, 14213
'MAFFT_b0#0085_ttH_tree_43_OP_1.1593268235540946_Split_85.fasta', 14383, 5.757, 4, 3, 14800
'MAFFT_b0#0085_ttT_tree_43_OP_1.1593268235540946_Split_85.fasta', 14383, 5.757, 4, 3, 14800
'MAFFT_b0#0086_hhH_tree_98_OP_1.0089131553899002_Split_86.fasta', 14361, 5.895, 5, 3, 14871
'MAFFT_b0#0086_hhT_tree_98_OP_1.0089131553899002_Split_86.fasta', 14361, 5.898, 5, 3, 14874
'MAFFT_b0#0086_htH_tree_98_OP_1.0089131553899002_Split_86.fasta', 14118, 5.799, 4, 3, 14612
'MAFFT_b0#0086_thH_tree_98_OP_1.0089131553899002_Split_86.fasta', 14361, 5.895, 5, 3, 14871
'MAFFT_b0#0088_hhH_tree_24_OP_2.5256879150632905_Split_88.fasta', 13218, 5.097, 3, 2, 13548
'MAFFT_b0#0088_htH_tree_24_OP_2.5256879150632905_Split_88.fasta', 13212, 5.089, 3, 2, 13540
'MAFFT_b0#0088_htT_tree_24_OP_2.5256879150632905_Split_88.fasta', 13212, 5.089, 3, 2, 13540
'MAFFT_b0#0088_thH_tree_24_OP_2.5256879150632905_Split_88.fasta', 13218, 5.097, 3, 2, 13548
'MAFFT_b0#0089_hhH_tree_3_OP_2.728084439580989_Split_89.fasta', 13988, 5.344, 3, 2, 14285
'MAFFT_b0#0089_hhT_tree_3_OP_2.728084439580989_Split_89.fasta', 13988, 5.344, 3, 2, 14285
'MAFFT_b0#0089_htH_tree_3_OP_2.728084439580989_Split_89.fasta', 13988, 5.335, 3, 2, 14295
'MAFFT_b0#0089_htT_tree_3_OP_2.728084439580989_Split_89.fasta', 13988, 5.335, 3, 2, 14295
'MAFFT_b0#0091_hhH_tree_58_OP_2.470758940826272_Split_91.fasta', 13063, 5.042, 3, 2, 13361
'MAFFT_b0#0091_htH_tree_58_OP_2.470758940826272_Split_91.fasta', 13063, 5.042, 3, 2, 13361
'MAFFT_b0#0091_thH_tree_58_OP_2.470758940826272_Split_91.fasta', 13015, 5.028, 3, 2, 13321
'MAFFT_b0#0091_thT_tree_58_OP_2.470758940826272_Split_91.fasta', 13015, 5.028, 3, 2, 13321
'MAFFT_b0#0092_hhH_tree_42_OP_1.3915835484150982_Split_92.fasta', 13409, 5.218, 3, 2, 13781
'MAFFT_b0#0092_htH_tree_42_OP_1.3915835484150982_Split_92.fasta', 13424, 5.205, 3, 2, 13797
'MAFFT_b0#0092_thH_tree_42_OP_1.3915835484150982_Split_92.fasta', 13409, 5.217, 3, 2, 13780
'MAFFT_b0#0092_thT_tree_42_OP_1.3915835484150982_Split_92.fasta', 13409, 5.217, 3, 2, 13780
'MAFFT_b0#0093_hhH_tree_50_OP_1.9153041649578615_Split_93.fasta', 14594, 5.471, 3, 2, 14934
'MAFFT_b0#0093_htH_tree_49_OP_1.2895147288295243_Split_93.fasta', 13519, 5.22, 4, 2, 13887
'MAFFT_b0#0093_htH_tree_50_OP_1.9153041649578615_Split_93.fasta', 14307, 5.395, 3, 2, 14609
'MAFFT_b0#0093_htT_tree_50_OP_1.9153041649578615_Split_93.fasta', 14307, 5.395, 3, 2, 14609
'MAFFT_b0#0093_thH_tree_49_OP_1.2895147288295243_Split_93.fasta', 13389, 5.217, 4, 2, 13743
'MAFFT_b0#0093_thT_tree_49_OP_1.2895147288295243_Split_93.fasta', 13389, 5.217, 4, 2, 13743
'MAFFT_b0#0093_ttT_tree_49_OP_1.2895147288295243_Split_93.fasta', 13389, 5.218, 4, 2, 13742
'MAFFT_b0#0093_ttT_tree_50_OP_1.9153041649578615_Split_93.fasta', 13999, 5.251, 3, 2, 14279
'MAFFT_b0#0094_hhH_tree_61_OP_2.233368308529553_Split_94.fasta', 13772, 5.335, 3, 2, 14111
'MAFFT_b0#0094_hhT_tree_63_OP_2.7597843575557506_Split_94.fasta', 13265, 5.137, 3, 2, 13540
'MAFFT_b0#0094_htT_tree_63_OP_2.7597843575557506_Split_94.fasta', 13292, 5.163, 3, 2, 13586
'MAFFT_b0#0094_thH_tree_61_OP_2.233368308529553_Split_94.fasta', 13772, 5.341, 3, 2, 14111
'MAFFT_b0#0094_thH_tree_63_OP_2.7597843575557506_Split_94.fasta', 13265, 5.134, 3, 2, 13539
'MAFFT_b0#0094_thT_tree_61_OP_2.233368308529553_Split_94.fasta', 13772, 5.341, 3, 2, 14111
'MAFFT_b0#0094_thT_tree_63_OP_2.7597843575557506_Split_94.fasta', 13265, 5.134, 3, 2, 13539
'MAFFT_b0#0094_ttH_tree_61_OP_2.233368308529553_Split_94.fasta', 13468, 5.199, 3, 2, 13785
'MAFFT_b0#0095_hhH_tree_36_OP_1.861931102167887_Split_95.fasta', 15220, 5.777, 4, 2, 15581
'MAFFT_b0#0095_hhT_tree_25_OP_1.0509666088927379_Split_95.fasta', 14703, 5.695, 4, 3, 15041
'MAFFT_b0#0095_hhT_tree_36_OP_1.861931102167887_Split_95.fasta', 15220, 5.777, 4, 2, 15581
'MAFFT_b0#0095_htT_tree_25_OP_1.0509666088927379_Split_95.fasta', 14703, 5.695, 4, 3, 15041
'MAFFT_b0#0095_htT_tree_36_OP_1.861931102167887_Split_95.fasta', 15220, 5.777, 4, 2, 15581
'MAFFT_b0#0095_thT_tree_25_OP_1.0509666088927379_Split_95.fasta', 14690, 5.672, 4, 3, 15038
'MAFFT_b0#0095_thT_tree_36_OP_1.861931102167887_Split_95.fasta', 15234, 5.777, 4, 2, 15581
'MAFFT_b0#0095_ttH_tree_25_OP_1.0509666088927379_Split_95.fasta', 14690, 5.672, 4, 3, 15038
'MAFFT_b1#0001_hhH_tree_41_OP_1.752396225471006_Split_1.fasta', 14252, 5.424, 4, 2, 14580
'MAFFT_b1#0001_hhH_tree_68_OP_2.7543395888868245_Split_1.fasta', 13022, 5.012, 3, 2, 13289
'MAFFT_b1#0001_hhT_tree_41_OP_1.752396225471006_Split_1.fasta', 14252, 5.424, 4, 2, 14580
'MAFFT_b1#0001_hhT_tree_68_OP_2.7543395888868245_Split_1.fasta', 13022, 5.012, 3, 2, 13289
'MAFFT_b1#0001_htH_tree_41_OP_1.752396225471006_Split_1.fasta', 14297, 5.429, 4, 2, 14612
'MAFFT_b1#0001_htH_tree_68_OP_2.7543395888868245_Split_1.fasta', 13044, 5.064, 3, 2, 13322
'MAFFT_b1#0001_htT_tree_41_OP_1.752396225471006_Split_1.fasta', 14297, 5.429, 4, 2, 14612
'MAFFT_b1#0001_htT_tree_68_OP_2.7543395888868245_Split_1.fasta', 13044, 5.064, 3, 2, 13322
