code_BLOSUM62_GO_-10_GE_-0.2,sp_match_count,sp_match_count_norm,sp_mismatch_count,sp_mismatch_count_norm,sp_go,sp_go_norm,sp_ge,sp_ge_norm,sp_match_BLOSUM62,sp_match_norm_BLOSUM62,sp_mismatch_BLOSUM62,sp_mismatch_norm_BLOSUM62,sp_BLOSUM62_GO_-10_GE_-0.2,sp_norm_BLOSUM62_GO_-10_GE_-0.2
'bali_phy_msa.59.fas', 33945.0, 0.059, 24746, 0.043, 5214, 0.009, 104539, 0.181, 183889.0, 0.318, -11340, -0.02, 99501.2, 0.172
'bali_phy_msa.6.fas', 33846.0, 0.059, 24984, 0.044, 5318, 0.009, 104261, 0.183, 183716.0, 0.323, -11442, -0.02, 98241.8, 0.172
'bali_phy_msa.60.fas', 33968.0, 0.062, 25253, 0.046, 5152, 0.009, 103479, 0.189, 184464.0, 0.336, -11959, -0.022, 100289.2, 0.183
'bali_phy_msa.61.fas', 33690.0, 0.059, 24949, 0.044, 5047, 0.009, 104643, 0.183, 182589.0, 0.318, -11666, -0.02, 99524.4, 0.174
'bali_phy_msa.62.fas', 33642.0, 0.059, 24584, 0.043, 5413, 0.009, 105469, 0.185, 182189.0, 0.319, -11377, -0.02, 95588.2, 0.167
'bali_phy_msa.63.fas', 33772.0, 0.059, 24497, 0.043, 5265, 0.009, 105383, 0.184, 182640.0, 0.319, -10834, -0.019, 98079.4, 0.171
'bali_phy_msa.64.fas', 33995.0, 0.061, 25046, 0.045, 5294, 0.009, 103839, 0.186, 184366.0, 0.33, -11796, -0.021, 98862.2, 0.177
'bali_phy_msa.65.fas', 33975.0, 0.061, 25457, 0.046, 5295, 0.01, 103057, 0.185, 184247.0, 0.331, -12366, -0.022, 98319.6, 0.177
'bali_phy_msa.66.fas', 33716.0, 0.058, 24998, 0.043, 5125, 0.009, 104493, 0.181, 182917.0, 0.317, -11822, -0.02, 98946.4, 0.171
'bali_phy_msa.67.fas', 33651.0, 0.059, 24557, 0.043, 5162, 0.009, 105505, 0.185, 182089.0, 0.32, -11128, -0.02, 98240.0, 0.172
'bali_phy_msa.68.fas', 33834.0, 0.06, 24782, 0.044, 5261, 0.009, 104689, 0.187, 183089.0, 0.327, -11078, -0.02, 98463.2, 0.176
'bali_phy_msa.69.fas', 33720.0, 0.059, 24670, 0.043, 5185, 0.009, 105141, 0.185, 182393.0, 0.321, -11218, -0.02, 98296.8, 0.173
'bali_phy_msa.7.fas', 33587.0, 0.057, 24044, 0.041, 5439, 0.009, 106659, 0.182, 181820.0, 0.311, -10322, -0.018, 95776.2, 0.164
'bali_phy_msa.70.fas', 33704.0, 0.059, 24725, 0.043, 5228, 0.009, 105063, 0.184, 182670.0, 0.32, -11383, -0.02, 97994.4, 0.172
'bali_phy_msa.71.fas', 33827.0, 0.059, 25056, 0.044, 5167, 0.009, 104155, 0.182, 183489.0, 0.32, -11306, -0.02, 99682.0, 0.174
'bali_phy_msa.72.fas', 33942.0, 0.061, 25194, 0.045, 5091, 0.009, 103649, 0.186, 184093.0, 0.33, -11904, -0.021, 100549.2, 0.18
'bali_phy_msa.73.fas', 33704.0, 0.059, 25246, 0.045, 5004, 0.009, 104021, 0.183, 182960.0, 0.323, -12067, -0.021, 100048.8, 0.176
'bali_phy_msa.74.fas', 33635.0, 0.06, 24539, 0.044, 5199, 0.009, 105573, 0.188, 182052.0, 0.324, -11044, -0.02, 97903.4, 0.174
'bali_phy_msa.75.fas', 33809.0, 0.06, 25358, 0.045, 5353, 0.01, 103587, 0.184, 183518.0, 0.326, -11813, -0.021, 97457.6, 0.173
'bali_phy_msa.76.fas', 33671.0, 0.06, 25204, 0.045, 5226, 0.009, 104171, 0.184, 182426.0, 0.323, -11817, -0.021, 97514.8, 0.173
'bali_phy_msa.77.fas', 33771.0, 0.061, 25352, 0.046, 5238, 0.009, 103675, 0.187, 183375.0, 0.331, -11824, -0.021, 98436.0, 0.178
'bali_phy_msa.78.fas', 33749.0, 0.059, 25169, 0.044, 5026, 0.009, 104085, 0.181, 182919.0, 0.318, -11771, -0.02, 100071.0, 0.174
'bali_phy_msa.79.fas', 33790.0, 0.06, 25394, 0.045, 5200, 0.009, 103553, 0.184, 183245.0, 0.326, -12112, -0.022, 98422.4, 0.175
'bali_phy_msa.8.fas', 33717.0, 0.059, 24599, 0.043, 5519, 0.01, 105289, 0.185, 182532.0, 0.32, -11260, -0.02, 95024.2, 0.167
'bali_phy_msa.80.fas', 33574.0, 0.059, 25000, 0.044, 5061, 0.009, 104773, 0.186, 181614.0, 0.322, -11306, -0.02, 98743.4, 0.175
'bali_phy_msa.81.fas', 33927.0, 0.061, 25428, 0.046, 5204, 0.009, 103211, 0.185, 183887.0, 0.329, -12336, -0.022, 98868.8, 0.177
'bali_phy_msa.82.fas', 33630.0, 0.059, 25293, 0.044, 5427, 0.009, 104075, 0.182, 182445.0, 0.318, -12076, -0.021, 95284.0, 0.166
'bali_phy_msa.83.fas', 33460.0, 0.056, 23911, 0.04, 5299, 0.009, 107179, 0.18, 181098.0, 0.304, -10663, -0.018, 96009.2, 0.161
'bali_phy_msa.84.fas', 33695.0, 0.058, 25311, 0.044, 5215, 0.009, 103909, 0.18, 182882.0, 0.317, -11811, -0.02, 98139.2, 0.17
'bali_phy_msa.85.fas', 33649.0, 0.058, 24558, 0.043, 5337, 0.009, 105507, 0.183, 181998.0, 0.316, -10737, -0.019, 96789.6, 0.168
'bali_phy_msa.86.fas', 33730.0, 0.058, 24383, 0.042, 5171, 0.009, 105695, 0.183, 182519.0, 0.316, -11209, -0.019, 98461.0, 0.171
'bali_phy_msa.87.fas', 33682.0, 0.06, 25384, 0.045, 5054, 0.009, 103789, 0.186, 182817.0, 0.327, -12255, -0.022, 99264.2, 0.178
'bali_phy_msa.88.fas', 33823.0, 0.059, 24257, 0.042, 5369, 0.009, 105761, 0.184, 183098.0, 0.318, -10959, -0.019, 97296.8, 0.169
'bali_phy_msa.89.fas', 33683.0, 0.06, 25167, 0.045, 5324, 0.009, 104221, 0.185, 182742.0, 0.325, -11713, -0.021, 96944.8, 0.172
'bali_phy_msa.9.fas', 33576.0, 0.058, 25019, 0.044, 5438, 0.009, 104731, 0.182, 182042.0, 0.317, -11009, -0.019, 95706.8, 0.167
'bali_phy_msa.90.fas', 33741.0, 0.059, 25056, 0.044, 5244, 0.009, 104327, 0.184, 183002.0, 0.323, -12130, -0.021, 97566.6, 0.172
'bali_phy_msa.91.fas', 33844.0, 0.059, 24923, 0.043, 5295, 0.009, 104387, 0.181, 183637.0, 0.318, -11298, -0.02, 98511.6, 0.17
'bali_phy_msa.92.fas', 33781.0, 0.058, 24575, 0.042, 5625, 0.01, 105209, 0.179, 182886.0, 0.312, -10709, -0.018, 94885.2, 0.162
'bali_phy_msa.93.fas', 33765.0, 0.061, 25686, 0.047, 5131, 0.009, 103019, 0.187, 183122.0, 0.332, -11665, -0.021, 99543.2, 0.181
'bali_phy_msa.94.fas', 33833.0, 0.062, 25318, 0.046, 5135, 0.009, 103619, 0.189, 183586.0, 0.335, -11814, -0.022, 99698.2, 0.182
'bali_phy_msa.95.fas', 33683.0, 0.059, 24835, 0.043, 5333, 0.009, 104885, 0.182, 182508.0, 0.317, -11293, -0.02, 96908.0, 0.168
'bali_phy_msa.96.fas', 33637.0, 0.058, 24793, 0.043, 5395, 0.009, 105061, 0.182, 182902.0, 0.318, -11334, -0.02, 96605.8, 0.168
'bali_phy_msa.97.fas', 33541.0, 0.057, 24362, 0.041, 5130, 0.009, 106115, 0.18, 181164.0, 0.308, -11158, -0.019, 97483.0, 0.166
'bali_phy_msa.98.fas', 33722.0, 0.059, 24955, 0.044, 5273, 0.009, 104567, 0.183, 183131.0, 0.321, -11703, -0.021, 97784.6, 0.171
'bali_phy_msa.99.fas', 33588.0, 0.059, 25437, 0.045, 4987, 0.009, 103871, 0.182, 181958.0, 0.319, -11853, -0.021, 99460.8, 0.175
'MAFFT_b0#0051_hhH_tree_47_OP_1.2558167082838578_Split_51.fasta', 31405.0, 0.063, 26864, 0.054, 6393, 0.013, 105383, 0.211, 170659.0, 0.341, -12828, -0.026, 72824.4, 0.146
'MAFFT_b0#0051_htH_tree_0_OP_1.9201310643830272_Split_51.fasta', 32927.0, 0.059, 27996, 0.05, 5300, 0.009, 100075, 0.179, 179058.0, 0.321, -15189, -0.027, 90854.0, 0.163
'MAFFT_b0#0051_htH_tree_57_OP_1.8145645468714477_Split_51.fasta', 32125.0, 0.067, 28650, 0.06, 5418, 0.011, 100371, 0.208, 174627.0, 0.363, -15065, -0.031, 85307.8, 0.177
'MAFFT_b0#0051_htH_tree_93_OP_2.2336854992597184_Split_51.fasta', 32712.0, 0.069, 27342, 0.058, 5220, 0.011, 101813, 0.215, 177942.0, 0.375, -14753, -0.031, 90626.4, 0.191
'MAFFT_b0#0051_htT_tree_0_OP_1.9201310643830272_Split_51.fasta', 32927.0, 0.059, 27996, 0.05, 5300, 0.009, 100075, 0.179, 179058.0, 0.321, -15189, -0.027, 90854.0, 0.163
'MAFFT_b0#0051_htT_tree_57_OP_1.8145645468714477_Split_51.fasta', 32125.0, 0.067, 28650, 0.06, 5418, 0.011, 100371, 0.208, 174627.0, 0.363, -15065, -0.031, 85307.8, 0.177
'MAFFT_b0#0051_thH_tree_57_OP_1.8145645468714477_Split_51.fasta', 32246.0, 0.067, 28495, 0.059, 5198, 0.011, 100439, 0.208, 175119.0, 0.363, -15153, -0.031, 87898.2, 0.182
'MAFFT_b0#0051_thH_tree_93_OP_2.2336854992597184_Split_51.fasta', 32839.0, 0.069, 27379, 0.058, 5124, 0.011, 101485, 0.214, 178666.0, 0.377, -14799, -0.031, 92330.0, 0.195
'MAFFT_b0#0051_thT_tree_0_OP_1.9201310643830272_Split_51.fasta', 32674.0, 0.062, 28607, 0.054, 5758, 0.011, 99359, 0.189, 177895.0, 0.338, -15489, -0.029, 84954.2, 0.161
'MAFFT_b0#0051_thT_tree_47_OP_1.2558167082838578_Split_51.fasta', 31405.0, 0.063, 26864, 0.054, 6393, 0.013, 105383, 0.211, 170659.0, 0.341, -12828, -0.026, 72824.4, 0.146
'MAFFT_b0#0051_ttH_tree_47_OP_1.2558167082838578_Split_51.fasta', 31228.0, 0.062, 27282, 0.054, 6293, 0.012, 104901, 0.207, 169550.0, 0.335, -12531, -0.025, 73108.8, 0.145
'MAFFT_b0#0051_ttH_tree_93_OP_2.2336854992597184_Split_51.fasta', 32712.0, 0.069, 27342, 0.058, 5220, 0.011, 101813, 0.215, 177942.0, 0.375, -14753, -0.031, 90626.4, 0.191
'MAFFT_b0#0051_ttT_tree_0_OP_1.9201310643830272_Split_51.fasta', 32927.0, 0.059, 27996, 0.05, 5300, 0.009, 100075, 0.179, 179058.0, 0.321, -15189, -0.027, 90854.0, 0.163
'MAFFT_b0#0051_ttT_tree_47_OP_1.2558167082838578_Split_51.fasta', 31228.0, 0.062, 27282, 0.054, 6293, 0.012, 104901, 0.207, 169550.0, 0.335, -12531, -0.025, 73108.8, 0.145
'MAFFT_b0#0051_ttT_tree_57_OP_1.8145645468714477_Split_51.fasta', 32125.0, 0.067, 28650, 0.06, 5418, 0.011, 100371, 0.208, 174627.0, 0.363, -15065, -0.031, 85307.8, 0.177
'MAFFT_b0#0051_ttT_tree_93_OP_2.2336854992597184_Split_51.fasta', 32712.0, 0.069, 27342, 0.058, 5220, 0.011, 101813, 0.215, 177942.0, 0.375, -14753, -0.031, 90626.4, 0.191
'MAFFT_b0#0053_hhH_tree_5_OP_1.3773636194735985_Split_53.fasta', 33143.0, 0.067, 27056, 0.055, 6225, 0.013, 101523, 0.207, 179991.0, 0.366, -13379, -0.027, 84057.4, 0.171
'MAFFT_b0#0053_hhH_tree_60_OP_2.2485867324412547_Split_53.fasta', 31938.0, 0.068, 29063, 0.062, 5019, 0.011, 99919, 0.213, 173341.0, 0.369, -17161, -0.037, 86006.2, 0.183
'MAFFT_b0#0053_hhT_tree_60_OP_2.2485867324412547_Split_53.fasta', 31938.0, 0.068, 29063, 0.062, 5019, 0.011, 99919, 0.213, 173341.0, 0.369, -17161, -0.037, 86006.2, 0.183
'MAFFT_b0#0053_htH_tree_5_OP_1.3773636194735985_Split_53.fasta', 33073.0, 0.067, 27258, 0.055, 5768, 0.012, 101259, 0.206, 179595.0, 0.365, -13653, -0.028, 88010.2, 0.179
'MAFFT_b0#0053_htT_tree_5_OP_1.3773636194735985_Split_53.fasta', 33073.0, 0.067, 27258, 0.055, 5768, 0.012, 101259, 0.206, 179595.0, 0.365, -13653, -0.028, 88010.2, 0.179
'MAFFT_b0#0053_thH_tree_60_OP_2.2485867324412547_Split_53.fasta', 31938.0, 0.068, 29063, 0.062, 5019, 0.011, 99919, 0.213, 173341.0, 0.369, -17161, -0.037, 86006.2, 0.183
'MAFFT_b0#0053_thT_tree_5_OP_1.3773636194735985_Split_53.fasta', 33111.0, 0.067, 27088, 0.055, 6218, 0.013, 101523, 0.207, 179863.0, 0.366, -13406, -0.027, 83972.4, 0.171
'MAFFT_b0#0053_ttH_tree_60_OP_2.2485867324412547_Split_53.fasta', 32009.0, 0.068, 28985, 0.062, 5023, 0.011, 99933, 0.213, 173696.0, 0.37, -17079, -0.036, 86400.4, 0.184
'MAFFT_b0#0054_hhH_tree_35_OP_2.3157753293540146_Split_54.fasta', 30965.0, 0.063, 33171, 0.067, 4621, 0.009, 93649, 0.19, 167630.0, 0.34, -21788, -0.044, 80902.2, 0.164
'MAFFT_b0#0054_htH_tree_35_OP_2.3157753293540146_Split_54.fasta', 30966.0, 0.063, 33123, 0.067, 4624, 0.009, 93743, 0.19, 167699.0, 0.34, -21797, -0.044, 80913.4, 0.164
'MAFFT_b0#0054_thH_tree_35_OP_2.3157753293540146_Split_54.fasta', 30965.0, 0.063, 33171, 0.067, 4621, 0.009, 93649, 0.19, 167630.0, 0.34, -21788, -0.044, 80902.2, 0.164
'MAFFT_b0#0054_ttT_tree_35_OP_2.3157753293540146_Split_54.fasta', 30966.0, 0.063, 33123, 0.067, 4624, 0.009, 93743, 0.19, 167699.0, 0.34, -21797, -0.044, 80913.4, 0.164
'MAFFT_b0#0057_htH_tree_1_OP_1.4037489078147287_Split_57.fasta', 31070.0, 0.062, 28121, 0.056, 6496, 0.013, 103539, 0.208, 169568.0, 0.34, -13891, -0.028, 70009.2, 0.14
'MAFFT_b0#0057_htT_tree_1_OP_1.4037489078147287_Split_57.fasta', 31070.0, 0.062, 28121, 0.056, 6496, 0.013, 103539, 0.208, 169568.0, 0.34, -13891, -0.028, 70009.2, 0.14
'MAFFT_b0#0057_thT_tree_1_OP_1.4037489078147287_Split_57.fasta', 31070.0, 0.062, 28123, 0.056, 6499, 0.013, 103535, 0.208, 169568.0, 0.34, -13781, -0.028, 70090.0, 0.141
'MAFFT_b0#0057_ttT_tree_1_OP_1.4037489078147287_Split_57.fasta', 31070.0, 0.062, 28121, 0.056, 6496, 0.013, 103539, 0.208, 169568.0, 0.34, -13891, -0.028, 70009.2, 0.14
'MAFFT_b0#0058_hhH_tree_13_OP_1.7913990869854772_Split_58.fasta', 31077.0, 0.065, 29670, 0.062, 5515, 0.012, 100427, 0.211, 167711.0, 0.353, -16220, -0.034, 76255.6, 0.16
'MAFFT_b0#0058_htH_tree_11_OP_1.3146381684889776_Split_58.fasta', 32535.0, 0.067, 27942, 0.058, 5846, 0.012, 100967, 0.209, 177085.0, 0.367, -13905, -0.029, 84526.6, 0.175
'MAFFT_b0#0058_htH_tree_13_OP_1.7913990869854772_Split_58.fasta', 31168.0, 0.066, 29442, 0.062, 5555, 0.012, 100701, 0.212, 168160.0, 0.355, -16022, -0.034, 76447.8, 0.161
'MAFFT_b0#0058_htT_tree_11_OP_1.3146381684889776_Split_58.fasta', 32535.0, 0.067, 27942, 0.058, 5846, 0.012, 100967, 0.209, 177085.0, 0.367, -13905, -0.029, 84526.6, 0.175
'MAFFT_b0#0058_thH_tree_13_OP_1.7913990869854772_Split_58.fasta', 31077.0, 0.065, 29670, 0.062, 5515, 0.012, 100427, 0.211, 167711.0, 0.353, -16220, -0.034, 76255.6, 0.16
'MAFFT_b0#0058_ttH_tree_11_OP_1.3146381684889776_Split_58.fasta', 32515.0, 0.067, 28095, 0.058, 5497, 0.011, 100701, 0.208, 177040.0, 0.366, -14039, -0.029, 87890.8, 0.182
'MAFFT_b0#0058_ttT_tree_11_OP_1.3146381684889776_Split_58.fasta', 32515.0, 0.067, 28095, 0.058, 5497, 0.011, 100701, 0.208, 177040.0, 0.366, -14039, -0.029, 87890.8, 0.182
'MAFFT_b0#0058_ttT_tree_13_OP_1.7913990869854772_Split_58.fasta', 31168.0, 0.066, 29442, 0.062, 5555, 0.012, 100701, 0.212, 168160.0, 0.355, -16022, -0.034, 76447.8, 0.161
'MAFFT_b0#0060_hhT_tree_32_OP_1.498379977124041_Split_60.fasta', 32613.0, 0.062, 29102, 0.056, 5142, 0.01, 98491, 0.189, 176905.0, 0.339, -15071, -0.029, 90715.8, 0.174
'MAFFT_b0#0060_htH_tree_32_OP_1.498379977124041_Split_60.fasta', 32620.0, 0.063, 29021, 0.056, 5215, 0.01, 98639, 0.189, 176939.0, 0.339, -15063, -0.029, 89998.2, 0.172
'MAFFT_b0#0060_htT_tree_32_OP_1.498379977124041_Split_60.fasta', 32620.0, 0.063, 29021, 0.056, 5215, 0.01, 98639, 0.189, 176939.0, 0.339, -15063, -0.029, 89998.2, 0.172
'MAFFT_b0#0060_ttH_tree_32_OP_1.498379977124041_Split_60.fasta', 32620.0, 0.063, 29021, 0.056, 5215, 0.01, 98639, 0.189, 176939.0, 0.339, -15063, -0.029, 89998.2, 0.172
'MAFFT_b0#0061_hhH_tree_87_OP_1.1834961203615137_Split_61.fasta', 32522.0, 0.064, 26810, 0.053, 6780, 0.013, 103257, 0.203, 177164.0, 0.348, -12216, -0.024, 76496.6, 0.15
'MAFFT_b0#0061_hhH_tree_88_OP_2.9570433978664177_Split_61.fasta', 32143.0, 0.069, 28252, 0.06, 4659, 0.01, 101131, 0.216, 173964.0, 0.372, -15773, -0.034, 91374.8, 0.195
'MAFFT_b0#0061_hhH_tree_97_OP_2.1094152983091004_Split_61.fasta', 32490.0, 0.068, 28176, 0.059, 5399, 0.011, 100589, 0.21, 176703.0, 0.369, -14720, -0.031, 87875.2, 0.183
'MAFFT_b0#0061_hhT_tree_18_OP_1.3304542342131214_Split_61.fasta', 29941.0, 0.059, 28307, 0.055, 6417, 0.013, 105425, 0.206, 162811.0, 0.319, -15422, -0.03, 62134.0, 0.122
'MAFFT_b0#0061_hhT_tree_30_OP_2.908145211858187_Split_61.fasta', 32647.0, 0.07, 29649, 0.063, 4570, 0.01, 97329, 0.208, 177265.0, 0.379, -18270, -0.039, 93829.2, 0.201
'MAFFT_b0#0061_htH_tree_18_OP_1.3304542342131214_Split_61.fasta', 29639.0, 0.058, 28497, 0.055, 6282, 0.012, 105649, 0.205, 161077.0, 0.313, -14490, -0.028, 62637.2, 0.122
'MAFFT_b0#0061_htH_tree_30_OP_2.908145211858187_Split_61.fasta', 32621.0, 0.07, 29585, 0.063, 4654, 0.01, 97509, 0.208, 177161.0, 0.379, -18296, -0.039, 92823.2, 0.198
'MAFFT_b0#0061_htH_tree_72_OP_1.8278688995959085_Split_61.fasta', 31710.0, 0.059, 27157, 0.05, 4876, 0.009, 104187, 0.192, 172632.0, 0.319, -14819, -0.027, 88215.6, 0.163
'MAFFT_b0#0061_htH_tree_88_OP_2.9570433978664177_Split_61.fasta', 32260.0, 0.069, 28229, 0.06, 4574, 0.01, 100943, 0.216, 174486.0, 0.373, -15665, -0.033, 92892.4, 0.199
'MAFFT_b0#0061_htT_tree_87_OP_1.1834961203615137_Split_61.fasta', 32447.0, 0.064, 27068, 0.053, 6934, 0.014, 102891, 0.203, 176856.0, 0.349, -11611, -0.023, 75326.8, 0.149
'MAFFT_b0#0061_htT_tree_97_OP_2.1094152983091004_Split_61.fasta', 32348.0, 0.069, 28494, 0.061, 5214, 0.011, 100237, 0.214, 175796.0, 0.376, -15730, -0.034, 87878.6, 0.188
'MAFFT_b0#0061_thH_tree_18_OP_1.3304542342131214_Split_61.fasta', 29941.0, 0.059, 28307, 0.055, 6417, 0.013, 105425, 0.206, 162811.0, 0.319, -15422, -0.03, 62134.0, 0.122
'MAFFT_b0#0061_thH_tree_72_OP_1.8278688995959085_Split_61.fasta', 31710.0, 0.059, 27157, 0.05, 4877, 0.009, 104187, 0.192, 172632.0, 0.319, -14819, -0.027, 88205.6, 0.163
'MAFFT_b0#0061_thT_tree_30_OP_2.908145211858187_Split_61.fasta', 32647.0, 0.07, 29649, 0.063, 4570, 0.01, 97329, 0.208, 177265.0, 0.379, -18270, -0.039, 93829.2, 0.201
'MAFFT_b0#0061_thT_tree_72_OP_1.8278688995959085_Split_61.fasta', 31710.0, 0.059, 27157, 0.05, 4877, 0.009, 104187, 0.192, 172632.0, 0.319, -14819, -0.027, 88205.6, 0.163
'MAFFT_b0#0061_thT_tree_87_OP_1.1834961203615137_Split_61.fasta', 32522.0, 0.064, 26810, 0.053, 6780, 0.013, 103257, 0.203, 177164.0, 0.348, -12216, -0.024, 76496.6, 0.15
'MAFFT_b0#0061_thT_tree_88_OP_2.9570433978664177_Split_61.fasta', 32143.0, 0.069, 28252, 0.06, 4659, 0.01, 101131, 0.216, 173964.0, 0.372, -15773, -0.034, 91374.8, 0.195
'MAFFT_b0#0061_thT_tree_97_OP_2.1094152983091004_Split_61.fasta', 32490.0, 0.068, 28176, 0.059, 5399, 0.011, 100589, 0.21, 176703.0, 0.369, -14720, -0.031, 87875.2, 0.183
'MAFFT_b0#0061_ttT_tree_18_OP_1.3304542342131214_Split_61.fasta', 29639.0, 0.058, 28497, 0.055, 6282, 0.012, 105649, 0.205, 161077.0, 0.313, -14490, -0.028, 62637.2, 0.122
'MAFFT_b0#0061_ttT_tree_30_OP_2.908145211858187_Split_61.fasta', 32621.0, 0.07, 29585, 0.063, 4654, 0.01, 97509, 0.208, 177161.0, 0.379, -18296, -0.039, 92823.2, 0.198
'MAFFT_b0#0061_ttT_tree_72_OP_1.8278688995959085_Split_61.fasta', 31710.0, 0.059, 27157, 0.05, 4876, 0.009, 104187, 0.192, 172632.0, 0.319, -14819, -0.027, 88215.6, 0.163
'MAFFT_b0#0061_ttT_tree_87_OP_1.1834961203615137_Split_61.fasta', 32447.0, 0.064, 27068, 0.053, 6934, 0.014, 102891, 0.203, 176856.0, 0.349, -11611, -0.023, 75326.8, 0.149
'MAFFT_b0#0061_ttT_tree_88_OP_2.9570433978664177_Split_61.fasta', 32260.0, 0.069, 28229, 0.06, 4574, 0.01, 100943, 0.216, 174486.0, 0.373, -15665, -0.033, 92892.4, 0.199
'MAFFT_b0#0061_ttT_tree_97_OP_2.1094152983091004_Split_61.fasta', 32348.0, 0.069, 28494, 0.061, 5214, 0.011, 100237, 0.214, 175796.0, 0.376, -15730, -0.034, 87878.6, 0.188
'MAFFT_b0#0063_hhH_tree_37_OP_2.065965428692473_Split_63.fasta', 32736.0, 0.071, 27913, 0.06, 5009, 0.011, 100623, 0.217, 177890.0, 0.383, -15074, -0.032, 92601.4, 0.199
'MAFFT_b0#0063_hhT_tree_89_OP_2.6540913216611166_Split_63.fasta', 31361.0, 0.064, 28406, 0.058, 5039, 0.01, 102387, 0.209, 170148.0, 0.348, -16509, -0.034, 82771.6, 0.169
'MAFFT_b0#0063_htH_tree_37_OP_2.065965428692473_Split_63.fasta', 32551.0, 0.072, 28377, 0.063, 4963, 0.011, 100065, 0.221, 176770.0, 0.391, -15740, -0.035, 91387.0, 0.202
'MAFFT_b0#0063_htH_tree_89_OP_2.6540913216611166_Split_63.fasta', 31331.0, 0.065, 28610, 0.06, 4973, 0.01, 102039, 0.213, 169694.0, 0.354, -16613, -0.035, 82943.2, 0.173
'MAFFT_b0#0063_thH_tree_37_OP_2.065965428692473_Split_63.fasta', 32736.0, 0.071, 27913, 0.06, 5009, 0.011, 100623, 0.217, 177890.0, 0.383, -15074, -0.032, 92601.4, 0.199
'MAFFT_b0#0063_thT_tree_89_OP_2.6540913216611166_Split_63.fasta', 31363.0, 0.064, 28404, 0.058, 5039, 0.01, 102387, 0.209, 170158.0, 0.348, -16506, -0.034, 82784.6, 0.169
'MAFFT_b0#0063_ttH_tree_37_OP_2.065965428692473_Split_63.fasta', 32551.0, 0.072, 28377, 0.063, 4963, 0.011, 100065, 0.221, 176770.0, 0.391, -15740, -0.035, 91387.0, 0.202
'MAFFT_b0#0063_ttH_tree_89_OP_2.6540913216611166_Split_63.fasta', 31334.0, 0.065, 28607, 0.06, 4973, 0.01, 102039, 0.213, 169709.0, 0.354, -16613, -0.035, 82958.2, 0.173
'MAFFT_b0#0065_htH_tree_26_OP_2.2970226808572787_Split_65.fasta', 32517.0, 0.067, 27970, 0.058, 4973, 0.01, 100947, 0.209, 176336.0, 0.364, -15860, -0.033, 90556.6, 0.187
'MAFFT_b0#0065_htT_tree_55_OP_1.534121132575311_Split_65.fasta', 30256.0, 0.054, 27943, 0.05, 6187, 0.011, 105523, 0.19, 164333.0, 0.295, -14219, -0.026, 67139.4, 0.121
'MAFFT_b0#0065_thH_tree_26_OP_2.2970226808572787_Split_65.fasta', 32443.0, 0.067, 27922, 0.058, 5098, 0.011, 101191, 0.21, 175928.0, 0.365, -15832, -0.033, 88877.8, 0.184
'MAFFT_b0#0065_thH_tree_55_OP_1.534121132575311_Split_65.fasta', 30160.0, 0.054, 28162, 0.051, 6057, 0.011, 105277, 0.189, 163588.0, 0.294, -14415, -0.026, 67547.6, 0.121
'MAFFT_b0#0065_thT_tree_55_OP_1.534121132575311_Split_65.fasta', 30160.0, 0.054, 28162, 0.051, 6057, 0.011, 105277, 0.189, 163588.0, 0.294, -14415, -0.026, 67547.6, 0.121
'MAFFT_b0#0065_ttH_tree_26_OP_2.2970226808572787_Split_65.fasta', 32517.0, 0.067, 27968, 0.058, 4976, 0.01, 100951, 0.208, 176336.0, 0.364, -15862, -0.033, 90523.8, 0.187
'MAFFT_b0#0065_ttT_tree_26_OP_2.2970226808572787_Split_65.fasta', 32517.0, 0.067, 27968, 0.058, 4976, 0.01, 100951, 0.208, 176336.0, 0.364, -15862, -0.033, 90523.8, 0.187
'MAFFT_b0#0065_ttT_tree_55_OP_1.534121132575311_Split_65.fasta', 30256.0, 0.054, 27943, 0.05, 6187, 0.011, 105523, 0.19, 164333.0, 0.295, -14219, -0.026, 67139.4, 0.121
'MAFFT_b0#0066_hhH_tree_77_OP_1.3827668594678542_Split_66.fasta', 31087.0, 0.064, 31034, 0.064, 6235, 0.013, 97679, 0.201, 168738.0, 0.347, -14439, -0.03, 72413.2, 0.149
'MAFFT_b0#0066_hhT_tree_99_OP_1.9136688454364907_Split_66.fasta', 31798.0, 0.066, 28233, 0.058, 5247, 0.011, 101859, 0.21, 172973.0, 0.357, -14591, -0.03, 85540.2, 0.176
'MAFFT_b0#0066_htT_tree_99_OP_1.9136688454364907_Split_66.fasta', 31776.0, 0.066, 28246, 0.058, 5284, 0.011, 101877, 0.21, 172888.0, 0.356, -14648, -0.03, 85024.6, 0.175
'MAFFT_b0#0066_thH_tree_77_OP_1.3827668594678542_Split_66.fasta', 31087.0, 0.064, 31034, 0.064, 6235, 0.013, 97679, 0.201, 168738.0, 0.347, -14439, -0.03, 72413.2, 0.149
'MAFFT_b0#0066_thH_tree_99_OP_1.9136688454364907_Split_66.fasta', 31798.0, 0.066, 28233, 0.058, 5246, 0.011, 101859, 0.21, 172973.0, 0.357, -14591, -0.03, 85550.2, 0.176
