code1,code,ssp_from_true,dseq_from_true,dpos_from_true,taxa_num,msa_length,constant_sites_pct,n_unique_sites,entropy_mean,entropy_25_pct,entropy_75_pct,entropy_sum,entropy_max,num_gap_segments_norm,av_gap_segment_length,gaps_len_one,gaps_len_two,gaps_len_three,gaps_len_four_plus,num_unique_gaps,num_unique_gaps_norm,avg_unique_gap_length,gaps_1seq_len1,gaps_2seq_len1,gaps_1seq_len2,gaps_2seq_len2,gaps_1seq_len3,gaps_2seq_len3,gaps_1seq_len4plus,gaps_2seq_len4plus,gaps_all_except_1_len1,gaps_all_except_1_len2,gaps_all_except_1_len3,gaps_all_except_1_len4plus,num_cols_no_gaps,num_cols_1_gap,num_cols_2_gaps,num_cols_all_gaps_except1,single_char_count,double_char_count,seq_max_len,seq_min_len,bl_sum,bl_mean,bl_25_pct,bl_75_pct,bl_max,bl_min,parsimony_mean,parsimony_sum,parsimony_max,parsimony_min,parsimony_25_pct,parsimony_75_pct,sp_match_count,sp_match_count_norm,sp_mismatch_count,sp_mismatch_count_norm,sp_go,sp_go_norm,sp_ge,sp_ge_norm,sp_match_BLOSUM62,sp_match_norm_BLOSUM62,sp_mismatch_BLOSUM62,sp_mismatch_norm_BLOSUM62,sp_BLOSUM62_GO_-10_GE_-0.5,sp_norm_BLOSUM62_GO_-10_GE_-0.5,sp_BLOSUM62_GO_-6_GE_-0.5,sp_norm_BLOSUM62_GO_-6_GE_-0.5,sp_BLOSUM62_GO_-10_GE_-1,sp_norm_BLOSUM62_GO_-10_GE_-1,sp_BLOSUM62_GO_-6_GE_-1,sp_norm_BLOSUM62_GO_-6_GE_-1,sp_BLOSUM62_GO_-10_GE_-0.2,sp_norm_BLOSUM62_GO_-10_GE_-0.2,sp_BLOSUM62_GO_-6_GE_-0.2,sp_norm_BLOSUM62_GO_-6_GE_-0.2,sp_match_PAM250,sp_match_norm_PAM250,sp_mismatch_PAM250,sp_mismatch_norm_PAM250,sp_PAM250_GO_-10_GE_-0.5,sp_norm_PAM250_GO_-10_GE_-0.5,sp_PAM250_GO_-6_GE_-0.5,sp_norm_PAM250_GO_-6_GE_-0.5,sp_PAM250_GO_-10_GE_-1,sp_norm_PAM250_GO_-10_GE_-1,sp_PAM250_GO_-6_GE_-1,sp_norm_PAM250_GO_-6_GE_-1,sp_PAM250_GO_-10_GE_-0.2,sp_norm_PAM250_GO_-10_GE_-0.2,sp_PAM250_GO_-6_GE_-0.2,sp_norm_PAM250_GO_-6_GE_-0.2,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-10_GE_-0.5,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-10_GE_-0.5,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-6_GE_-0.5,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-6_GE_-0.5,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-10_GE_-1,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-10_GE_-1,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-6_GE_-1,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-6_GE_-1,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-10_GE_-0.2,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-10_GE_-0.2,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-6_GE_-0.2,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-6_GE_-0.2,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-6_GE_-0.2,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-6_GE_-0.2,sp_HENIKOFF_with_gaps_PAM250_GO_-10_GE_-0.5,sp_HENIKOFF_without_gaps_PAM250_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-10_GE_-0.5,sp_HENIKOFF_with_gaps_PAM250_GO_-6_GE_-0.5,sp_HENIKOFF_without_gaps_PAM250_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-6_GE_-0.5,sp_HENIKOFF_with_gaps_PAM250_GO_-10_GE_-1,sp_HENIKOFF_without_gaps_PAM250_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-10_GE_-1,sp_HENIKOFF_with_gaps_PAM250_GO_-6_GE_-1,sp_HENIKOFF_without_gaps_PAM250_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-6_GE_-1,sp_HENIKOFF_with_gaps_PAM250_GO_-10_GE_-0.2,sp_HENIKOFF_without_gaps_PAM250_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-10_GE_-0.2,sp_HENIKOFF_with_gaps_PAM250_GO_-6_GE_-0.2,sp_HENIKOFF_without_gaps_PAM250_GO_-6_GE_-0.2,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-6_GE_-0.2,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-6_GE_-0.2,k_mer_max_K5,k_mer_average_K5,k_mer_95_pct_K5,k_mer_90_pct_K5,kmer_sum_of_top_10_K5,k_mer_max_K10,k_mer_average_K10,k_mer_95_pct_K10,k_mer_90_pct_K10,kmer_sum_of_top_10_K10,k_mer_max_K20,k_mer_average_K20,k_mer_95_pct_K20,k_mer_90_pct_K20,kmer_sum_of_top_10_K20
126014,MAFFT_b0#0073_htT_tree_72_OP_1.2847368950501976_Split_73.fasta,0.166,0.11,0.184,70,1172,0.664,802,0.331,0,0.693,388.501,2.568,69.3,14.051,12.671,7.314,5.457,43.857,143,2.043,32.867,13,5,5,0,12,1,113,19,1,0,0,0,5,10,15,695,1748,1445,280,107,3.853,0.028,0.004,0.037,0.134,0.001,4.356,5105,48,1,1,2,196493,0.069,195639,0.069,28448,0.01,173456,0.061,1012587,0.358,-24192,-0.009,617187,0.218,730979,0.258,530459,0.187,644251,0.228,669223.8,0.236,783015.8,0.277,1006336,0.356,70336,0.025,705464,0.249,819256,0.289,618736,0.219,732528,0.259,757500.8,0.268,871292.8,0.308,96.609,91.864,1376.65,1378.613,121.684,117.191,1777.743,1780.429,73.113,66.779,989.825,991.18,98.188,92.106,1390.918,1392.995,110.707,106.916,1608.745,1611.073,135.782,132.242,2009.838,2012.889,115.121,110.805,1663.57,1666.04,140.196,136.131,2064.663,2067.856,91.625,85.72,1276.744,1278.607,116.7,111.046,1677.837,1680.423,129.218,125.856,1895.665,1898.5,154.293,151.182,2296.758,2300.316,52823,9.834,10,4,55536,39946,4.761,6,3,42260,23611,2.534,4,2,25040
126014,MAFFT_b1#0009_htH_tree_66_OP_1.2811312595443396_Split_9.fasta,0.164,0.112,0.182,70,1180,0.682,771,0.33,0,0.693,389.325,2.599,65.171,15.064,11.986,3.786,4.671,44.729,157,2.243,29.777,14,1,6,2,14,2,123,18,1,0,0,0,4,8,22,724,1560,954,280,107,3.805,0.028,0.004,0.038,0.136,0.001,4.353,5136,48,1,1,2,195293,0.069,193816,0.068,28724,0.01,179502,0.063,1004329,0.352,-24729,-0.009,602609,0.211,717505,0.252,512858,0.18,627754,0.22,656459.6,0.23,771355.6,0.271,995067,0.349,65915,0.023,683991,0.24,798887,0.28,594240,0.209,709136,0.249,737841.6,0.259,852737.6,0.299,90.717,84.564,1319.408,1288.154,117.188,111.759,1745.047,1706.455,66.668,58.904,925.247,900.19,93.139,86.099,1350.886,1318.492,105.147,99.96,1555.905,1520.932,131.618,127.155,1981.543,1939.234,107.726,101.938,1586.415,1549.89,134.197,129.132,2012.054,1968.191,83.677,76.278,1192.254,1161.926,110.148,103.472,1617.893,1580.228,122.156,117.334,1822.912,1782.668,148.627,144.528,2248.55,2200.969,53846,9.852,9,4,56699,40410,4.813,6,3,42940,21363,2.602,4,2,22866
126014,MAFFT_b0#0084_hhT_tree_76_OP_1.0664681192566676_Split_84.fasta,0.127,0.089,0.162,70,1188,0.668,787,0.328,0,0.693,389.77,2.607,68.614,14.424,6.357,7.257,5.457,49.543,134,1.914,34.254,11,0,4,4,10,1,109,27,0,0,0,0,0,9,19,689,1623,1106,280,107,3.783,0.028,0.004,0.038,0.126,0.001,4.278,5082,48,1,1,2,197984,0.069,192633,0.067,28335,0.01,176486,0.062,1018695,0.355,-17103,-0.006,629999,0.22,743339,0.259,541756,0.189,655096,0.228,682944.8,0.238,796284.8,0.278,1012356,0.353,77454,0.027,718217,0.25,831557,0.29,629974,0.22,743314,0.259,771162.8,0.269,884502.8,0.308,96.652,90.626,1358.521,1322.299,122.533,117.308,1765.028,1722.487,72.556,64.901,967.57,938.015,98.438,91.583,1374.077,1338.203,111.109,106.061,1593.092,1552.869,136.991,132.743,1999.599,1953.058,115.411,109.905,1645.649,1603.333,141.292,136.587,2052.157,2003.521,91.315,84.18,1254.698,1219.049,117.196,110.863,1661.206,1619.237,129.868,125.34,1880.22,1833.903,155.749,152.022,2286.727,2234.092,52801,10.689,12,5,55687,38597,4.916,7,3,40794,21330,2.565,4,2,22506
126014,MAFFT_b1#0009_hhH_tree_66_OP_1.2811312595443396_Split_9.fasta,0.17,0.116,0.192,70,1164,0.662,773,0.346,0,0.693,403.082,2.599,65.129,14.828,13.071,2.9,4.714,44.443,155,2.214,28.684,16,2,9,2,16,2,114,18,1,0,0,0,4,9,21,683,1566,1075,280,107,3.868,0.028,0.005,0.039,0.138,0.001,4.414,5138,48,1,1,2,194670,0.069,193026,0.069,30897,0.011,182328,0.065,999396,0.356,-23513,-0.008,575749,0.205,699337,0.249,484585,0.172,608173,0.216,630447.4,0.224,754035.4,0.268,990510,0.352,66628,0.024,657004,0.234,780592,0.278,565840,0.201,689428,0.245,711702.4,0.253,835290.4,0.297,86.565,80.888,1304.933,1269.277,114.463,109.41,1769.201,1723.925,62.276,55.017,892.729,864.753,90.174,83.539,1356.997,1319.401,101.139,96.411,1552.255,1511.991,129.037,124.933,2016.523,1966.639,103.496,98.184,1580.245,1538.315,131.394,126.706,2044.513,1992.963,79.206,72.313,1168.042,1133.791,107.104,100.835,1632.31,1588.439,118.07,113.707,1827.567,1781.029,145.968,142.229,2291.835,2235.677,52845,9.777,9,4,55721,40010,4.752,6,3,42459,22036,2.59,4,2,23573
126014,MAFFT_b1#0009_hhT_tree_66_OP_1.2811312595443396_Split_9.fasta,0.17,0.116,0.192,70,1164,0.662,773,0.346,0,0.693,403.082,2.599,65.129,14.828,13.071,2.9,4.714,44.443,155,2.214,28.684,16,2,9,2,16,2,114,18,1,0,0,0,4,9,21,683,1566,1075,280,107,3.868,0.028,0.005,0.039,0.138,0.001,4.414,5138,48,1,1,2,194670,0.069,193026,0.069,30897,0.011,182328,0.065,999396,0.356,-23513,-0.008,575749,0.205,699337,0.249,484585,0.172,608173,0.216,630447.4,0.224,754035.4,0.268,990510,0.352,66628,0.024,657004,0.234,780592,0.278,565840,0.201,689428,0.245,711702.4,0.253,835290.4,0.297,86.565,80.888,1304.933,1269.277,114.463,109.41,1769.201,1723.925,62.276,55.017,892.729,864.753,90.174,83.539,1356.997,1319.401,101.139,96.411,1552.255,1511.991,129.037,124.933,2016.523,1966.639,103.496,98.184,1580.245,1538.315,131.394,126.706,2044.513,1992.963,79.206,72.313,1168.042,1133.791,107.104,100.835,1632.31,1588.439,118.07,113.707,1827.567,1781.029,145.968,142.229,2291.835,2235.677,52845,9.777,9,4,55721,40010,4.752,6,3,42459,22036,2.59,4,2,23573
126014,MAFFT_b1#0049_hhH_tree_68_OP_2.580684564304555_Split_49.fasta,0.154,0.105,0.184,70,1135,0.671,740,0.341,0,0.693,387.553,2.631,57.757,16.218,9.371,3.771,3.486,41.129,98,1.4,43.408,5,1,4,1,3,1,86,15,2,0,0,0,5,16,17,700,1113,750,280,107,3.981,0.029,0.004,0.041,0.144,0.001,4.513,5122,46,1,1,2,194119,0.071,204724,0.075,19234,0.007,160034,0.058,999583,0.365,-42278,-0.015,684948,0.25,761884,0.278,604931,0.221,681867,0.249,732958.2,0.267,809894.2,0.295,991111,0.362,47732,0.017,766486,0.28,843422,0.308,686469,0.25,763405,0.279,814496.2,0.297,891432.2,0.325,107.844,102.927,1715.377,1681.688,125.287,120.728,2020.127,1979.124,85.709,79.325,1318.239,1293.158,103.152,97.126,1622.988,1590.594,121.125,117.088,1953.66,1914.806,138.568,134.889,2258.41,2212.242,124.819,120.314,2003.653,1963.284,142.262,138.115,2308.402,2260.719,102.684,96.712,1606.515,1574.754,120.127,114.513,1911.264,1872.189,138.1,134.475,2241.936,2196.401,155.543,152.276,2546.685,2493.837,52138,9.113,9,4,54713,40319,4.434,5,3,42320,25227,2.426,4,2,26297
126014,MAFFT_b0#0108_ttT_tree_77_OP_2.9245454346939663_Split_108.fasta,0.173,0.117,0.187,70,1122,0.656,763,0.36,0,0.693,403.403,2.617,44.157,20.919,3.8,2.757,1.929,35.671,106,1.514,40.377,3,1,3,0,7,1,93,17,0,0,0,0,3,14,18,655,342,582,280,107,4.041,0.029,0.005,0.044,0.155,0.001,4.593,5153,47,1,1,2,192131,0.071,205621,0.076,20142,0.007,162216,0.06,990070,0.365,-46988,-0.017,660554,0.244,741122,0.274,579446,0.214,660014,0.244,709218.8,0.262,789786.8,0.291,982618,0.363,42853,0.016,742943,0.274,823511,0.304,661835,0.244,742403,0.274,791607.8,0.292,872175.8,0.322,103.859,99.121,1668.429,1695.702,121.85,117.465,1982.617,2012.577,81.622,75.484,1267.158,1291.009,99.614,93.828,1581.346,1607.883,117.201,113.304,1909.192,1938.518,135.193,131.647,2223.38,2255.393,121.166,116.802,1964.434,1994.664,139.157,135.146,2278.622,2311.539,98.929,93.165,1563.163,1589.971,116.92,111.509,1877.35,1906.846,134.508,130.985,2205.197,2237.48,152.499,149.328,2519.384,2554.355,53615,8.661,8,4,55670,42426,4.429,5,3,44192,26336,2.446,4,2,27533
126014,MAFFT_b1#0049_htH_tree_68_OP_2.580684564304555_Split_49.fasta,0.158,0.108,0.187,70,1119,0.663,737,0.352,0,0.693,394.218,2.631,53.6,17.178,8.443,2.9,2.686,39.571,97,1.386,44.526,4,1,4,1,3,1,86,17,2,0,0,0,5,15,15,681,721,746,280,107,4.035,0.029,0.004,0.041,0.146,0.001,4.576,5120,46,1,1,2,193508,0.072,205114,0.076,20208,0.007,160476,0.059,994710,0.368,-43132,-0.016,669260,0.248,750092,0.278,589022,0.218,669854,0.248,717402.8,0.265,798234.8,0.295,986703,0.365,47137,0.017,751522,0.278,832354,0.308,671284,0.248,752116,0.278,799664.8,0.296,880496.8,0.326,105.875,101.302,1677.138,1707.672,123.761,119.481,1985.71,2019.552,83.815,77.827,1283.844,1310.295,101.702,96.006,1592.417,1622.175,119.11,115.388,1913.115,1946.099,136.997,133.567,2221.687,2257.979,122.877,118.676,1963.9,1997.76,140.764,136.855,2272.472,2309.641,100.818,95.2,1570.606,1600.383,118.704,113.38,1879.178,1912.263,136.113,132.761,2199.876,2236.187,153.999,150.94,2508.448,2548.067,51809,8.865,8,4,54277,39973,4.357,5,3,41966,24923,2.356,4,2,26020
126014,MAFFT_b1#0049_hhT_tree_68_OP_2.580684564304555_Split_49.fasta,0.154,0.105,0.184,70,1135,0.671,740,0.341,0,0.693,387.553,2.631,57.757,16.218,9.371,3.771,3.486,41.129,98,1.4,43.408,5,1,4,1,3,1,86,15,2,0,0,0,5,16,17,700,1113,750,280,107,3.981,0.029,0.004,0.041,0.144,0.001,4.513,5122,46,1,1,2,194119,0.071,204724,0.075,19234,0.007,160034,0.058,999583,0.365,-42278,-0.015,684948,0.25,761884,0.278,604931,0.221,681867,0.249,732958.2,0.267,809894.2,0.295,991111,0.362,47732,0.017,766486,0.28,843422,0.308,686469,0.25,763405,0.279,814496.2,0.297,891432.2,0.325,107.844,102.927,1715.377,1681.688,125.287,120.728,2020.127,1979.124,85.709,79.325,1318.239,1293.158,103.152,97.126,1622.988,1590.594,121.125,117.088,1953.66,1914.806,138.568,134.889,2258.41,2212.242,124.819,120.314,2003.653,1963.284,142.262,138.115,2308.402,2260.719,102.684,96.712,1606.515,1574.754,120.127,114.513,1911.264,1872.189,138.1,134.475,2241.936,2196.401,155.543,152.276,2546.685,2493.837,52138,9.113,9,4,54713,40319,4.434,5,3,42320,25227,2.426,4,2,26297
126014,MAFFT_b0#0072_htT_tree_74_OP_1.9907948557296418_Split_72.fasta,0.168,0.109,0.191,70,1219,0.692,788,0.312,0,0.637,380.082,2.606,61.143,16.694,8.457,3.757,2.857,46.071,117,1.671,38.684,5,0,9,0,7,0,96,13,0,0,0,0,0,15,15,759,1252,963,280,107,3.715,0.027,0.004,0.036,0.159,0.001,4.218,5142,47,1,1,2,194541,0.066,196439,0.067,27395,0.009,175760,0.06,1000619,0.34,-27511,-0.009,611278,0.208,720858,0.245,523398,0.178,632978,0.215,664006,0.226,773586,0.263,995273,0.338,67279,0.023,700722,0.238,810302,0.275,612842,0.208,722422,0.245,753450,0.256,863030,0.293,94.033,87.846,1377.751,1265.943,118.037,112.287,1758.06,1624.469,70.385,62.639,990.964,898.205,94.39,87.08,1371.273,1256.731,108.221,102.97,1609.823,1486.586,132.226,127.411,1990.133,1845.113,112.735,106.984,1668.378,1537.543,136.74,131.425,2048.687,1896.069,89.087,81.777,1281.591,1169.804,113.092,106.218,1661.9,1528.33,126.923,122.108,1900.45,1758.186,150.928,146.549,2280.76,2116.712,56832,10.077,9,4,59633,43033,4.826,6,3,45355,25221,2.57,4,2,26639
126014,MAFFT_b0#0073_ttT_tree_72_OP_1.2847368950501976_Split_73.fasta,0.166,0.11,0.183,70,1172,0.664,802,0.331,0,0.693,388.353,2.568,69.3,14.051,12.671,7.314,5.457,43.857,143,2.043,32.867,13,5,5,0,12,1,113,19,1,0,0,0,5,10,15,695,1748,1445,280,107,3.851,0.028,0.004,0.037,0.134,0.001,4.354,5103,48,1,1,2,196495,0.069,195814,0.069,28094,0.01,173102,0.061,1012599,0.358,-24374,-0.009,620734,0.219,733110,0.259,534183,0.189,646559,0.228,672664.6,0.238,785040.6,0.277,1006340,0.356,70172,0.025,709021,0.251,821397,0.29,622470,0.22,734846,0.26,760951.6,0.269,873327.6,0.309,97.112,92.177,1385.065,1387.041,121.986,117.38,1782.157,1784.845,73.642,67.108,999.042,1000.413,98.515,92.31,1396.134,1398.217,111.195,107.219,1616.679,1619.018,136.068,132.422,2013.771,2016.821,115.623,111.117,1671.764,1674.246,140.497,136.32,2068.856,2072.049,92.153,86.048,1285.741,1287.618,117.026,111.25,1682.833,1685.421,129.705,126.159,1903.378,1906.222,154.579,151.361,2300.469,2304.026,52823,9.841,10,4,55538,39946,4.762,6,3,42261,23611,2.535,4,2,25042
126014,MAFFT_b0#0108_hhT_tree_77_OP_2.9245454346939663_Split_108.fasta,0.171,0.117,0.193,70,1120,0.66,754,0.358,0,0.693,401.454,2.617,45.929,20.068,4.686,2.771,1.914,36.557,104,1.486,39.779,4,1,4,0,6,1,90,17,0,0,0,0,3,15,9,660,457,642,280,107,4.066,0.03,0.005,0.044,0.156,0.001,4.607,5160,47,1,1,2,191929,0.071,205003,0.076,20642,0.008,163856,0.061,989097,0.366,-46195,-0.017,654554,0.242,737122,0.273,572626,0.212,655194,0.242,703710.8,0.26,786278.8,0.291,982101,0.363,43717,0.016,737470,0.273,820038,0.303,655542,0.242,738110,0.273,786626.8,0.291,869194.8,0.321,102.141,96.929,1636.306,1662.522,120.654,115.842,1960.673,1989.638,79.725,73.073,1230.68,1253.497,98.238,91.986,1555.047,1580.613,115.591,111.243,1879.682,1907.937,134.103,130.156,2204.049,2235.053,119.498,114.636,1933.247,1962.423,138.01,133.548,2257.615,2289.539,97.082,90.779,1527.621,1553.398,115.594,109.692,1851.989,1880.514,132.947,128.949,2176.623,2207.838,151.46,147.862,2500.99,2534.954,53166,8.744,8,4,55283,41957,4.435,5,3,43730,26212,2.439,4,2,27389
126014,MAFFT_b0#0072_hhT_tree_74_OP_1.9907948557296418_Split_72.fasta,0.17,0.11,0.19,70,1218,0.69,792,0.313,0,0.637,380.787,2.606,61.257,16.646,8.329,4.686,2.014,46.229,118,1.686,37.873,5,0,9,0,8,0,96,14,0,0,0,0,0,15,13,757,1097,1183,280,107,3.716,0.027,0.004,0.036,0.159,0.001,4.209,5127,46,1,1,2,194845,0.066,196028,0.067,27460,0.009,175974,0.06,1002152,0.341,-27256,-0.009,612309,0.208,722149,0.246,524322,0.178,634162,0.216,665101.2,0.226,774941.2,0.263,996520,0.339,66290,0.023,700223,0.238,810063,0.275,612236,0.208,722076,0.245,753015.2,0.256,862855.2,0.293,94.952,88.97,1373.25,1282.225,118.676,113.023,1744.848,1636.23,71.325,63.804,990.356,914.479,95.049,87.857,1361.953,1268.484,109.128,104.07,1602.987,1502.873,132.852,128.123,1974.584,1856.878,113.471,107.979,1657.77,1551.37,137.195,132.032,2029.367,1905.375,89.844,82.813,1274.875,1183.624,113.568,106.866,1646.473,1537.629,127.647,123.079,1887.507,1772.018,151.371,147.131,2259.104,2126.023,56774,10.299,10,5,59457,42934,4.881,6,3,45186,25065,2.598,4,2,26425
126014,MAFFT_b0#0073_thT_tree_72_OP_1.2847368950501976_Split_73.fasta,0.163,0.107,0.183,70,1199,0.679,810,0.317,0,0.693,379.49,2.568,70.629,14.169,13.014,7.343,5.271,45,139,1.986,33.194,10,5,6,1,10,0,113,19,1,0,0,0,5,10,15,715,1589,1543,280,107,3.742,0.027,0.004,0.036,0.129,0.001,4.235,5078,48,1,1,2,196379,0.068,196031,0.068,28045,0.01,172900,0.06,1011408,0.349,-23259,-0.008,621249,0.215,733429,0.253,534799,0.185,646979,0.223,673119,0.232,785299,0.271,1003874,0.347,70534,0.024,707508,0.244,819688,0.283,621058,0.214,733238,0.253,759378,0.262,871558,0.301,96.769,91.465,1311.682,1320.465,121.625,116.688,1688.852,1699.558,73.293,66.333,944.302,951.048,98.149,91.555,1321.472,1330.141,110.855,106.545,1532.11,1542.115,135.711,131.768,1909.28,1921.208,114.712,109.804,1575.444,1585.775,139.568,135.026,1952.613,1964.868,91.236,84.671,1208.064,1216.358,116.092,109.894,1585.233,1595.451,128.798,124.883,1795.872,1807.425,153.654,150.106,2173.041,2186.519,54404,10.382,11,5,57196,40676,4.954,7,3,43084,23214,2.603,4,2,24693
126014,MAFFT_b0#0072_hhH_tree_74_OP_1.9907948557296418_Split_72.fasta,0.17,0.11,0.19,70,1218,0.69,792,0.313,0,0.637,380.787,2.606,61.257,16.646,8.329,4.686,2.014,46.229,118,1.686,37.873,5,0,9,0,8,0,96,14,0,0,0,0,0,15,13,757,1097,1183,280,107,3.716,0.027,0.004,0.036,0.159,0.001,4.209,5127,46,1,1,2,194845,0.066,196028,0.067,27460,0.009,175974,0.06,1002152,0.341,-27256,-0.009,612309,0.208,722149,0.246,524322,0.178,634162,0.216,665101.2,0.226,774941.2,0.263,996520,0.339,66290,0.023,700223,0.238,810063,0.275,612236,0.208,722076,0.245,753015.2,0.256,862855.2,0.293,94.952,88.97,1373.25,1282.225,118.676,113.023,1744.848,1636.23,71.325,63.804,990.356,914.479,95.049,87.857,1361.953,1268.484,109.128,104.07,1602.987,1502.873,132.852,128.123,1974.584,1856.878,113.471,107.979,1657.77,1551.37,137.195,132.032,2029.367,1905.375,89.844,82.813,1274.875,1183.624,113.568,106.866,1646.473,1537.629,127.647,123.079,1887.507,1772.018,151.371,147.131,2259.104,2126.023,56774,10.299,10,5,59457,42934,4.881,6,3,45186,25065,2.598,4,2,26425
126014,MAFFT_b0#0073_hhH_tree_72_OP_1.2847368950501976_Split_73.fasta,0.163,0.107,0.183,70,1199,0.679,810,0.317,0,0.693,379.638,2.568,70.629,14.169,13.014,7.343,5.271,45,139,1.986,33.194,10,5,6,1,10,0,113,19,1,0,0,0,5,10,15,715,1589,1543,280,107,3.744,0.027,0.004,0.036,0.129,0.001,4.237,5080,48,1,1,2,196377,0.068,195856,0.068,28399,0.01,173254,0.06,1011396,0.349,-23077,-0.008,617702,0.213,731298,0.253,531075,0.183,644671,0.223,669678.2,0.231,783274.2,0.271,1003870,0.347,70698,0.024,703951,0.243,817547,0.282,617324,0.213,730920,0.252,755927.2,0.261,869523.2,0.3,96.261,91.146,1303.664,1312.404,121.32,116.495,1684.647,1695.317,72.759,65.997,935.514,942.217,97.818,91.346,1316.497,1325.131,110.362,106.235,1524.554,1534.516,135.421,131.584,1905.536,1917.429,114.205,109.485,1567.642,1577.93,139.264,134.834,1948.625,1960.843,90.704,84.337,1199.493,1207.743,115.762,109.686,1580.475,1590.657,128.306,124.574,1788.532,1800.042,153.365,149.923,2169.515,2182.955,54404,10.373,11,5,57194,40676,4.952,7,3,43082,23214,2.602,4,2,24691
126014,MAFFT_b0#0084_thT_tree_76_OP_1.0664681192566676_Split_84.fasta,0.127,0.089,0.161,70,1188,0.668,787,0.328,0,0.693,389.758,2.607,68.614,14.424,6.357,7.257,5.457,49.543,134,1.914,34.254,11,0,4,4,10,1,109,27,0,0,0,0,0,9,19,690,1623,1106,280,107,3.782,0.028,0.004,0.038,0.126,0.001,4.277,5081,48,1,1,2,198030,0.069,192650,0.067,28277,0.01,176360,0.061,1018879,0.355,-17113,-0.006,630816,0.22,743924,0.259,542636,0.189,655744,0.229,683724,0.238,796832,0.278,1012632,0.353,77448,0.027,719130,0.251,832238,0.29,630950,0.22,744058,0.259,772038,0.269,885146,0.309,96.908,90.927,1360.431,1325.622,122.714,117.521,1765.361,1724.48,72.833,65.226,970.221,941.845,98.64,91.82,1375.151,1340.703,111.353,106.347,1594.557,1555.888,137.159,132.941,1999.487,1954.746,115.694,110.238,1647.609,1606.927,141.5,136.833,2052.538,2005.785,91.619,84.538,1257.399,1223.15,117.426,111.132,1662.328,1622.008,130.139,125.659,1881.735,1837.193,155.945,152.253,2286.664,2236.051,52801,10.687,12,5,55688,38597,4.915,7,3,40794,21330,2.565,4,2,22506
