code,taxa_num,msa_length,ssp_from_true,dseq_from_true,dpos_from_true,constant_sites_pct,n_unique_sites,entropy_mean,entropy_25_pct,entropy_75_pct,entropy_sum,entropy_max,num_gap_segments_norm,av_gap_segment_length,gaps_len_one,gaps_len_two,gaps_len_three,gaps_len_four_plus,num_unique_gaps,num_unique_gaps_norm,avg_unique_gap_length,gaps_1seq_len1,gaps_2seq_len1,gaps_1seq_len2,gaps_2seq_len2,gaps_1seq_len3,gaps_2seq_len3,gaps_1seq_len4plus,gaps_2seq_len4plus,gaps_all_except_1_len1,gaps_all_except_1_len2,gaps_all_except_1_len3,gaps_all_except_1_len4plus,num_cols_no_gaps,num_cols_1_gap,num_cols_2_gaps,num_cols_all_gaps_except1,single_char_count,double_char_count,seq_max_len,seq_min_len,k_mer_max_K5,k_mer_average_K5,k_mer_95_pct_K5,k_mer_90_pct_K5,kmer_sum_of_top_10_K5,k_mer_max_K10,k_mer_average_K10,k_mer_95_pct_K10,k_mer_90_pct_K10,kmer_sum_of_top_10_K10,k_mer_max_K20,k_mer_average_K20,k_mer_95_pct_K20,k_mer_90_pct_K20,kmer_sum_of_top_10_K20,bl_sum,bl_mean,bl_25_pct,bl_75_pct,bl_max,bl_min,parsimony_mean,parsimony_sum,parsimony_max,parsimony_min,parsimony_25_pct,parsimony_75_pct,sp_match_count,sp_match_count_norm,sp_mismatch_count,sp_mismatch_count_norm,sp_go,sp_go_norm,sp_ge,sp_ge_norm,sp_match_BLOSUM62,sp_match_norm_BLOSUM62,sp_mismatch_BLOSUM62,sp_mismatch_norm_BLOSUM62,sp_BLOSUM62_GO_-10_GE_-0.5,sp_norm_BLOSUM62_GO_-10_GE_-0.5,sp_BLOSUM62_GO_-6_GE_-0.5,sp_norm_BLOSUM62_GO_-6_GE_-0.5,sp_BLOSUM62_GO_-10_GE_-1,sp_norm_BLOSUM62_GO_-10_GE_-1,sp_BLOSUM62_GO_-6_GE_-1,sp_norm_BLOSUM62_GO_-6_GE_-1,sp_BLOSUM62_GO_-10_GE_-0.2,sp_norm_BLOSUM62_GO_-10_GE_-0.2,sp_BLOSUM62_GO_-6_GE_-0.2,sp_norm_BLOSUM62_GO_-6_GE_-0.2,sp_match_PAM250,sp_match_norm_PAM250,sp_mismatch_PAM250,sp_mismatch_norm_PAM250,sp_PAM250_GO_-10_GE_-0.5,sp_norm_PAM250_GO_-10_GE_-0.5,sp_PAM250_GO_-6_GE_-0.5,sp_norm_PAM250_GO_-6_GE_-0.5,sp_PAM250_GO_-10_GE_-1,sp_norm_PAM250_GO_-10_GE_-1,sp_PAM250_GO_-6_GE_-1,sp_norm_PAM250_GO_-6_GE_-1,sp_PAM250_GO_-10_GE_-0.2,sp_norm_PAM250_GO_-10_GE_-0.2,sp_PAM250_GO_-6_GE_-0.2,sp_norm_PAM250_GO_-6_GE_-0.2,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-10_GE_-0.5,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-10_GE_-0.5,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-6_GE_-0.5,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-6_GE_-0.5,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-10_GE_-1,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-10_GE_-1,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-6_GE_-1,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-6_GE_-1,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-10_GE_-0.2,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-10_GE_-0.2,sp_HENIKOFF_with_gaps_BLOSUM62_GO_-6_GE_-0.2,sp_HENIKOFF_without_gaps_BLOSUM62_GO_-6_GE_-0.2,sp_CLUSTAL_WEIGHTS_mid_root_BLOSUM62_GO_-6_GE_-0.2,sp_CLUSTAL_WEIGHTS_diff_sum_BLOSUM62_GO_-6_GE_-0.2,sp_HENIKOFF_with_gaps_PAM250_GO_-10_GE_-0.5,sp_HENIKOFF_without_gaps_PAM250_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-10_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-10_GE_-0.5,sp_HENIKOFF_with_gaps_PAM250_GO_-6_GE_-0.5,sp_HENIKOFF_without_gaps_PAM250_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-6_GE_-0.5,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-6_GE_-0.5,sp_HENIKOFF_with_gaps_PAM250_GO_-10_GE_-1,sp_HENIKOFF_without_gaps_PAM250_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-10_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-10_GE_-1,sp_HENIKOFF_with_gaps_PAM250_GO_-6_GE_-1,sp_HENIKOFF_without_gaps_PAM250_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-6_GE_-1,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-6_GE_-1,sp_HENIKOFF_with_gaps_PAM250_GO_-10_GE_-0.2,sp_HENIKOFF_without_gaps_PAM250_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-10_GE_-0.2,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-10_GE_-0.2,sp_HENIKOFF_with_gaps_PAM250_GO_-6_GE_-0.2,sp_HENIKOFF_without_gaps_PAM250_GO_-6_GE_-0.2,sp_CLUSTAL_WEIGHTS_mid_root_PAM250_GO_-6_GE_-0.2,sp_CLUSTAL_WEIGHTS_diff_sum_PAM250_GO_-6_GE_-0.2,
MUSCLE_diversified_replicate.none.28.afa,50,486,0.000,0.073,0.000,0.675,283,0.341,0.000,0.562,165.938,2.659,11.620,34.029,2.640,0.820,0.040,8.120,57,1.140,88.544,4,0,5,1,2,0,46,7,0,0,0,0,0,0,0,222,74,48,280,2,17927,6.590,4,3,18281,16037,4.193,3,2,16352,12819,2.775,2,1,13080,4.195,0.043,0.012,0.045,0.471,0.001,4.416,2146.000,36.000,1.000,1.000,4.000,33544,0.056,28616,0.048,4720,0.008,97601,0.164,181894.000,0.306,-15822.000,-0.027,70071.500,0.118,88951.500,0.149,21271.000,0.036,40151.000,0.067,99351.800,0.167,118231.800,0.199,171799.000,0.289,-3861.000,-0.006,71937.500,0.121,90817.500,0.153,23137.000,0.039,42017.000,0.071,101217.800,0.170,120097.800,0.202,17.945,21.405,15.007,15.243,29.191,34.288,26.111,27.395,-12.794,-12.475,-15.339,-18.406,-1.548,0.407,-4.235,-6.254,36.389,41.734,33.214,35.432,47.634,54.616,44.318,47.584,20.028,24.074,16.775,17.311,31.274,36.956,27.879,29.462,-10.711,-9.807,-13.571,-16.338,0.535,3.076,-2.467,-4.186,38.472,44.402,34.983,37.500,49.717,57.284,46.087,49.652,
MUSCLE_diversified_replicate.none.280.afa,50,498,0.000,0.073,0.000,0.687,285,0.330,0.000,0.499,164.330,2.672,13.060,31.196,2.620,0.800,0.040,9.600,54,1.080,99.148,2,0,4,1,2,0,46,7,0,0,0,0,0,0,0,234,146,48,280,2,18234,6.909,5,3,18637,16238,4.211,3,2,16556,13030,2.797,2,1,13293,4.064,0.042,0.012,0.044,0.447,0.001,4.293,2138.000,36.000,1.000,1.000,4.000,33562,0.055,28484,0.047,4756,0.008,97829,0.160,181949.000,0.298,-15854.000,-0.026,69620.500,0.114,88644.500,0.145,20706.000,0.034,39730.000,0.065,98969.200,0.162,117993.200,0.193,171850.000,0.282,-4137.000,-0.007,71238.500,0.117,90262.500,0.148,22324.000,0.037,41348.000,0.068,100587.200,0.165,119611.200,0.196,16.990,20.013,14.500,14.573,28.501,33.288,25.843,26.942,-14.002,-14.288,-16.153,-19.284,-2.491,-1.013,-4.811,-6.915,35.584,40.594,32.892,34.887,47.096,53.869,44.235,47.256,18.762,22.278,15.872,16.251,30.274,35.554,27.215,28.620,-12.229,-12.023,-14.781,-17.606,-0.718,1.253,-3.438,-5.237,37.357,42.859,34.265,36.565,48.868,56.135,45.607,48.934,
MUSCLE_diversified_replicate.none.284.afa,50,495,0.000,0.077,0.000,0.689,286,0.331,0.000,0.498,163.851,2.672,13.420,30.136,2.980,0.800,0.740,8.900,54,1.080,95.000,2,0,4,1,1,0,47,7,0,0,0,0,0,0,0,231,143,65,280,2,18101,6.797,4,3,18466,16195,4.225,3,2,16486,12995,2.810,3,1,13251,4.090,0.042,0.012,0.044,0.448,0.001,4.248,2103.000,36.000,1.000,1.000,3.000,33564,0.055,28520,0.047,4762,0.008,97753,0.161,182047.000,0.300,-16089.000,-0.027,69461.500,0.115,88509.500,0.146,20585.000,0.034,39633.000,0.065,98787.400,0.163,117835.400,0.194,172018.000,0.284,-4296.000,-0.007,71225.500,0.117,90273.500,0.149,22349.000,0.037,41397.000,0.068,100551.400,0.166,119599.400,0.197,17.326,20.414,14.167,14.517,28.853,33.736,25.449,27.010,-13.337,-13.386,-15.804,-18.934,-1.810,-0.064,-4.522,-6.440,35.724,40.694,32.150,34.587,47.251,54.015,43.432,47.081,19.404,23.132,15.861,16.640,30.931,36.454,27.143,29.134,-11.259,-10.668,-14.110,-16.810,0.268,2.654,-2.828,-4.317,37.802,43.412,33.844,36.710,49.329,56.734,45.125,49.204,
MUSCLE_diversified_replicate.none.288.afa,50,490,0.000,0.074,0.000,0.680,282,0.337,0.000,0.553,165.157,2.672,12.360,32.316,2.580,0.760,0.040,8.980,52,1.040,96.558,2,0,2,1,2,0,46,7,0,0,0,0,0,0,0,226,91,74,280,2,17964,6.746,5,3,18354,16064,4.149,3,2,16382,12819,2.772,2,1,13082,4.148,0.043,0.012,0.044,0.460,0.002,4.347,2130.000,37.000,1.000,1.000,4.000,33521,0.056,28635,0.048,4661,0.008,97609,0.163,181828.000,0.303,-15978.000,-0.027,70435.500,0.117,89079.500,0.148,21631.000,0.036,40275.000,0.067,99718.200,0.166,118362.200,0.197,171763.000,0.286,-4162.000,-0.007,72186.500,0.120,90830.500,0.151,23382.000,0.039,42026.000,0.070,101469.200,0.169,120113.200,0.200,18.236,21.757,15.238,16.228,29.444,34.620,26.497,28.313,-12.517,-12.128,-15.856,-17.356,-1.309,0.735,-4.596,-5.271,36.688,42.087,33.894,36.378,47.896,54.951,45.153,48.463,20.262,24.364,16.984,18.199,31.470,37.228,28.243,30.284,-10.491,-9.520,-14.110,-15.385,0.717,3.343,-2.850,-3.300,38.713,44.695,35.640,38.350,49.922,57.559,46.899,50.435,
MUSCLE_diversified_replicate.none.292.afa,50,468,0.000,0.154,0.000,0.641,290,0.384,0.000,0.637,179.519,2.626,12.560,30.049,2.820,0.800,0.040,8.900,57,1.140,79.912,3,0,4,1,2,0,48,6,0,0,0,0,0,0,0,203,141,55,280,2,16864,6.388,4,3,17272,14932,4.049,3,2,15260,11761,2.627,2,1,12022,4.353,0.045,0.012,0.051,0.453,0.002,4.562,2135.000,36.000,1.000,1.000,4.000,31925,0.056,33362,0.058,4701,0.008,91347,0.159,173270.000,0.302,-23135.000,-0.040,57451.500,0.100,76255.500,0.133,11778.000,0.021,30582.000,0.053,84855.600,0.148,103659.600,0.181,163712.000,0.286,-12615.000,-0.022,58413.500,0.102,77217.500,0.135,12740.000,0.022,31544.000,0.055,85817.600,0.150,104621.600,0.182,12.187,15.333,9.731,8.361,23.648,28.451,21.050,20.921,-17.164,-16.963,-19.564,-24.796,-5.703,-3.845,-8.246,-12.235,29.797,34.711,27.308,28.255,41.258,47.828,38.627,40.815,13.341,16.760,10.605,9.278,24.802,29.877,21.923,21.838,-16.010,-15.536,-18.690,-23.879,-4.549,-2.418,-7.372,-11.318,30.951,36.137,28.182,29.172,42.412,49.255,39.500,41.732,
MUSCLE_diversified_replicate.none.296.afa,50,472,0.000,0.158,0.000,0.636,288,0.387,0.000,0.637,182.659,2.693,12.060,31.627,3.320,0.800,0.060,7.880,55,1.100,79.909,2,0,4,1,3,0,46,8,0,0,0,0,0,0,0,204,59,132,280,2,17240,6.272,4,2,17611,15405,4.073,3,2,15747,12372,2.714,2,1,12674,4.352,0.045,0.012,0.049,0.489,0.001,4.547,2146.000,36.000,1.000,1.000,4.000,31734,0.055,33515,0.058,4694,0.008,91423,0.158,172577.000,0.298,-23150.000,-0.040,56775.500,0.098,75551.500,0.131,11064.000,0.019,29840.000,0.052,84202.400,0.146,102978.400,0.178,163463.000,0.283,-11945.000,-0.021,58866.500,0.102,77642.500,0.134,13155.000,0.023,31931.000,0.055,86293.400,0.149,105069.400,0.182,10.976,13.669,7.619,7.068,22.273,26.564,18.796,19.429,-18.777,-19.127,-21.938,-26.227,-7.481,-6.231,-10.761,-13.866,28.828,33.346,25.353,27.044,40.125,46.241,36.530,39.406,12.908,16.035,9.253,8.946,24.205,28.930,20.430,21.307,-16.846,-16.760,-20.305,-24.348,-5.549,-3.865,-9.127,-11.987,30.760,35.712,26.987,28.923,42.057,48.608,38.164,41.284,
MUSCLE_diversified_replicate.none.300.afa,50,495,0.000,0.154,0.000,0.677,285,0.348,0.000,0.562,172.298,2.609,14.140,28.601,2.840,0.780,0.760,9.760,50,1.000,91.760,3,0,3,1,1,0,43,8,0,0,0,0,0,0,0,231,174,131,280,2,17935,6.756,4,3,18383,15791,4.309,3,2,16176,12111,2.823,3,1,12479,4.087,0.042,0.012,0.047,0.450,0.001,4.311,2134.000,36.000,1.000,1.000,3.000,31878,0.053,33480,0.055,4689,0.008,91205,0.150,173097.000,0.285,-23271.000,-0.038,57333.500,0.095,76089.500,0.125,11731.000,0.019,30487.000,0.050,84695.000,0.140,103451.000,0.171,163921.000,0.270,-12663.000,-0.021,58765.500,0.097,77521.500,0.128,13163.000,0.022,31919.000,0.053,86127.000,0.142,104883.000,0.173,11.265,13.995,8.005,7.808,22.636,27.049,19.155,20.120,-18.364,-18.814,-21.312,-25.166,-6.992,-5.760,-10.162,-12.854,29.041,33.681,25.595,27.593,40.413,46.735,36.746,39.905,13.007,16.235,9.430,9.559,24.378,29.289,20.581,21.871,-16.621,-16.574,-19.887,-23.415,-5.250,-3.520,-8.737,-11.103,30.784,35.921,27.020,29.344,42.155,48.975,38.171,41.656,
MUSCLE_diversified_replicate.none.304.afa,50,519,0.000,0.080,0.000,0.694,287,0.320,0.000,0.414,165.865,2.672,14.060,30.471,2.540,0.840,0.040,10.640,49,0.980,104.490,2,0,2,0,2,0,43,5,0,0,0,0,0,0,0,255,174,45,280,2,19076,7.274,5,3,19582,16962,4.497,3,2,17370,13332,2.961,3,2,13694,3.944,0.041,0.011,0.043,0.519,0.001,4.108,2132.000,37.000,1.000,1.000,3.000,33387,0.053,28858,0.045,4772,0.008,97431,0.153,180761.000,0.284,-16702.000,-0.026,67623.500,0.106,86711.500,0.136,18908.000,0.030,37996.000,0.060,96852.800,0.152,115940.800,0.182,170404.000,0.268,-5389.000,-0.008,68579.500,0.108,87667.500,0.138,19864.000,0.031,38952.000,0.061,97808.800,0.154,116896.800,0.184,16.502,19.288,13.308,12.947,27.774,32.157,24.419,25.051,-14.518,-15.152,-17.128,-21.311,-3.246,-2.282,-6.018,-9.207,35.114,39.952,31.570,33.502,46.386,52.821,42.681,45.606,18.076,21.367,14.627,14.493,29.348,34.237,25.737,26.597,-12.944,-13.072,-15.810,-19.765,-1.672,-0.203,-4.699,-7.661,36.688,42.031,32.888,35.048,47.960,54.901,43.999,47.152,
MUSCLE_diversified_replicate.none.308.afa,50,469,0.000,0.083,0.000,0.638,285,0.372,0.000,0.637,174.291,2.672,11.540,32.792,2.620,0.760,0.020,8.140,55,1.100,84.982,2,0,2,1,1,0,50,7,0,0,0,0,0,0,0,205,70,46,280,2,17083,6.346,4,3,17439,15291,3.985,3,2,15602,12296,2.672,2,1,12551,4.391,0.045,0.013,0.047,0.492,0.001,4.576,2146.000,36.000,1.000,1.000,5.000,33450,0.058,28816,0.050,4683,0.008,97389,0.170,181472.000,0.316,-15857.000,-0.028,70090.500,0.122,88822.500,0.155,21396.000,0.037,40128.000,0.070,99307.200,0.173,118039.200,0.205,171293.000,0.298,-4103.000,-0.007,71665.500,0.125,90397.500,0.157,22971.000,0.040,41703.000,0.073,100882.200,0.176,119614.200,0.208,18.703,22.576,15.773,16.421,29.787,35.173,26.697,28.342,-11.883,-10.986,-14.441,-17.118,-0.800,1.612,-3.516,-5.197,37.055,42.713,33.901,36.544,48.139,55.310,44.826,48.465,20.494,24.855,17.373,18.256,31.577,37.453,28.298,30.177,-10.093,-8.706,-12.841,-15.282,0.991,3.892,-1.916,-3.362,38.846,44.992,35.501,38.379,49.929,57.590,46.426,50.300,
MUSCLE_diversified_replicate.none.312.afa,50,477,0.000,0.084,0.000,0.648,294,0.365,0.000,0.637,173.971,2.672,13.860,27.880,3.760,0.780,0.760,8.560,52,1.040,90.231,2,0,3,1,1,0,46,7,0,0,0,0,0,0,0,212,129,131,280,2,17229,6.442,4,3,17607,15469,4.018,3,2,15753,12475,2.679,2,1,12727,4.284,0.044,0.013,0.046,0.475,0.001,4.503,2148.000,37.000,1.000,1.000,5.000,33565,0.057,28726,0.049,4802,0.008,97339,0.167,181834.000,0.311,-16286.000,-0.028,68858.500,0.118,88066.500,0.151,20189.000,0.035,39397.000,0.067,98060.200,0.168,117268.200,0.201,171537.000,0.294,-4764.000,-0.008,70083.500,0.120,89291.500,0.153,21414.000,0.037,40622.000,0.070,99285.200,0.170,118493.200,0.203,17.464,20.830,14.127,14.413,29.003,34.060,25.516,26.975,-13.072,-12.717,-16.241,-19.278,-1.533,0.512,-4.852,-6.717,35.785,40.959,32.347,34.628,47.324,54.188,43.736,47.190,19.030,22.857,15.446,16.004,30.569,36.086,26.835,28.566,-11.506,-10.691,-14.922,-17.687,0.033,2.538,-3.533,-5.126,37.352,42.986,33.667,36.219,48.891,56.215,45.056,48.781,
MUSCLE_diversified_replicate.none.316.afa,50,426,0.000,0.080,0.000,0.608,293,0.406,0.000,0.637,172.814,2.672,13.060,25.683,3.380,1.560,0.020,8.100,53,1.060,90.830,3,0,5,1,1,0,44,6,0,0,0,0,0,0,0,145,132,130,280,2,14823,5.859,4,3,15164,13100,3.634,3,2,13382,10308,2.434,2,1,10558,4.727,0.049,0.014,0.053,0.609,0.002,4.869,2074.000,36.000,1.000,1.000,6.750,33551,0.064,28688,0.055,4849,0.009,97443,0.187,181872.000,0.349,-16017.000,-0.031,68643.500,0.132,88039.500,0.169,19922.000,0.038,39318.000,0.075,97876.400,0.188,117272.400,0.225,171775.000,0.329,-4052.000,-0.008,70511.500,0.135,89907.500,0.172,21790.000,0.042,41186.000,0.079,99744.400,0.191,119140.400,0.228,20.423,25.626,17.219,20.069,31.925,38.694,27.678,32.452,-9.279,-6.455,-9.943,-12.287,2.223,6.613,0.516,0.096,38.244,44.874,33.516,39.483,49.745,57.942,43.975,51.866,22.568,28.405,18.425,22.211,34.070,41.473,28.883,34.594,-7.133,-3.676,-8.737,-10.146,4.369,9.392,1.721,2.237,40.389,47.653,34.722,41.625,51.891,60.721,45.181,54.008,
MUSCLE_diversified_replicate.none.32.afa,50,470,0.000,0.083,0.000,0.640,287,0.373,0.000,0.637,175.075,2.722,12.180,31.151,3.240,0.780,0.040,8.120,58,1.160,78.224,4,0,3,1,2,0,49,7,0,0,0,0,0,0,0,206,70,48,280,2,17101,6.289,4,3,17457,15319,3.967,3,2,15627,12331,2.659,2,1,12586,4.364,0.045,0.013,0.048,0.495,0.002,4.517,2123.000,38.000,1.000,1.000,5.000,33361,0.058,28793,0.050,4803,0.008,97613,0.170,181086.000,0.315,-15963.000,-0.028,68286.500,0.119,87498.500,0.152,19480.000,0.034,38692.000,0.067,97570.400,0.169,116782.400,0.203,171013.000,0.297,-4161.000,-0.007,70015.500,0.122,89227.500,0.155,21209.000,0.037,40421.000,0.070,99299.400,0.172,118511.400,0.206,17.250,20.596,14.010,14.212,28.911,33.997,25.764,26.878,-13.455,-13.104,-17.175,-19.672,-1.795,0.297,-5.422,-7.006,35.673,40.816,32.722,34.543,47.334,54.217,44.476,47.209,19.029,22.824,15.490,15.769,30.690,36.225,27.244,28.435,-11.676,-10.876,-15.696,-18.115,-0.016,2.525,-3.942,-5.449,37.453,43.045,34.202,36.100,49.113,56.446,45.955,48.766,
MUSCLE_diversified_replicate.none.320.afa,50,498,0.000,0.076,0.000,0.685,285,0.331,0.000,0.511,165.039,2.672,13.340,30.541,2.580,0.880,0.040,9.840,49,0.980,100.184,2,0,2,1,2,0,43,5,0,0,0,0,0,0,0,234,109,136,280,2,18180,6.948,5,3,18642,16130,4.347,3,2,16487,12846,2.864,3,1,13139,4.048,0.042,0.012,0.044,0.442,0.001,4.273,2128.000,37.000,1.000,1.000,4.000,33480,0.055,28518,0.047,4799,0.008,97925,0.161,181528.000,0.298,-15855.000,-0.026,68720.500,0.113,87916.500,0.144,19758.000,0.032,38954.000,0.064,98098.000,0.161,117294.000,0.192,171516.000,0.281,-4041.000,-0.007,70522.500,0.116,89718.500,0.147,21560.000,0.035,40756.000,0.067,99900.000,0.164,119096.000,0.195,17.896,21.602,14.811,15.924,29.131,34.351,26.151,27.969,-12.927,-12.477,-16.473,-17.772,-1.692,0.272,-5.133,-5.728,36.390,42.050,33.581,36.143,47.624,54.799,44.921,48.188,19.628,23.755,16.251,17.490,30.862,36.504,27.592,29.535,-11.195,-10.324,-15.033,-16.207,0.039,2.425,-3.692,-4.162,38.122,44.203,35.021,37.708,49.356,56.952,46.362,49.753,
MUSCLE_diversified_replicate.none.324.afa,50,502,0.000,0.082,0.000,0.685,295,0.331,0.000,0.491,165.943,2.672,13.660,30.119,2.580,0.780,0.040,10.260,51,1.020,96.471,3,0,3,1,2,0,43,9,0,0,0,0,0,0,0,238,94,103,280,2,18306,6.907,4,3,18780,16321,4.203,3,2,16637,13093,2.776,3,1,13352,4.024,0.041,0.012,0.044,0.439,0.001,4.279,2148.000,36.000,1.000,1.000,3.750,33276,0.054,28727,0.047,4801,0.008,97915,0.159,180168.000,0.293,-16041.000,-0.026,67159.500,0.109,86363.500,0.140,18202.000,0.030,37406.000,0.061,96534.000,0.157,115738.000,0.188,169908.000,0.276,-4270.000,-0.007,68670.500,0.112,87874.500,0.143,19713.000,0.032,38917.000,0.063,98045.000,0.159,117249.000,0.191,17.099,20.308,15.009,15.000,28.528,33.478,26.321,27.388,-13.460,-13.410,-15.187,-18.470,-2.032,-0.240,-3.875,-6.083,35.434,40.538,33.127,35.083,46.863,53.709,44.439,47.470,19.044,22.849,16.674,16.987,30.472,36.019,27.986,29.375,-11.515,-10.869,-13.522,-16.484,-0.087,2.301,-2.210,-4.096,37.379,43.079,34.792,37.069,48.808,56.250,46.104,49.457,
MUSCLE_diversified_replicate.none.328.afa,50,468,0.000,0.077,0.000,0.628,287,0.377,0.000,0.637,176.298,2.659,11.500,32.819,2.660,0.760,0.040,8.040,53,1.060,92.547,4,1,2,1,2,0,45,7,0,0,0,0,0,0,0,204,47,50,280,2,17048,6.286,4,3,17420,15293,3.937,3,2,15603,12338,2.636,2,1,12594,4.385,0.045,0.013,0.047,0.498,0.002,4.556,2132.000,37.000,1.000,1.000,5.000,33579,0.059,28696,0.050,4714,0.008,97371,0.170,182074.000,0.318,-15752.000,-0.027,70496.500,0.123,89352.500,0.156,21811.000,0.038,40667.000,0.071,99707.800,0.174,118563.800,0.207,171901.000,0.300,-3631.000,-0.006,72444.500,0.126,91300.500,0.159,23759.000,0.041,42615.000,0.074,101655.800,0.177,120511.800,0.210,18.311,21.850,15.188,16.096,29.736,34.960,26.643,28.532,-12.340,-11.770,-15.618,-17.492,-0.915,1.339,-4.164,-5.057,36.702,42.022,33.672,36.249,48.126,55.132,45.127,48.685,20.414,24.508,17.093,18.201,31.839,37.617,28.547,30.637,-10.236,-9.112,-13.714,-15.387,1.188,3.997,-2.259,-2.952,38.805,44.680,35.577,38.354,50.229,57.789,47.031,50.790,
MUSCLE_diversified_replicate.none.332.afa,50,474,0.000,0.077,0.000,0.648,292,0.363,0.000,0.637,171.941,2.659,12.240,31.325,3.200,0.800,0.020,8.220,54,1.080,88.648,2,0,4,1,1,0,47,8,0,0,0,0,0,0,0,210,75,49,280,2,17284,6.344,4,2,17664,15504,4.036,3,2,15812,12516,2.692,2,1,12775,4.320,0.045,0.012,0.047,0.488,0.001,4.498,2132.000,36.000,1.000,1.000,4.000,33593,0.058,28685,0.049,4704,0.008,97365,0.168,182301.000,0.314,-16154.000,-0.028,70424.500,0.121,89240.500,0.154,21742.000,0.037,40558.000,0.070,99634.000,0.172,118450.000,0.204,172376.000,0.297,-4195.000,-0.007,72458.500,0.125,91274.500,0.157,23776.000,0.041,42592.000,0.073,101668.000,0.175,120484.000,0.207,18.269,21.850,14.960,15.124,29.463,34.665,25.921,27.261,-12.397,-11.852,-15.174,-18.554,-1.203,0.964,-4.213,-6.417,36.669,42.070,33.040,35.331,47.863,54.886,44.002,47.468,20.403,24.543,16.660,17.324,31.597,37.358,27.621,29.460,-10.263,-9.158,-13.475,-16.354,0.931,3.657,-2.513,-4.218,38.803,44.764,34.740,37.531,49.997,57.579,45.701,49.667,
MUSCLE_diversified_replicate.none.336.afa,50,483,0.000,0.078,0.000,0.642,303,0.363,0.000,0.637,175.348,2.672,14.040,27.950,3.360,0.780,0.760,9.140,53,1.060,96.283,4,0,3,1,1,0,45,8,0,0,0,0,0,0,0,188,169,95,280,2,17433,6.653,4,3,17795,15605,4.017,3,2,15887,12644,2.657,2,1,12894,4.331,0.045,0.013,0.045,0.614,0.001,4.449,2149.000,36.000,1.000,1.000,4.500,33537,0.057,28523,0.048,4875,0.008,97801,0.165,181860.000,0.307,-15535.000,-0.026,68674.500,0.116,88174.500,0.149,19774.000,0.033,39274.000,0.066,98014.800,0.166,117514.800,0.199,171644.000,0.290,-3920.000,-0.007,70073.500,0.118,89573.500,0.151,21173.000,0.036,40673.000,0.069,99413.800,0.168,118913.800,0.201,16.729,19.688,16.265,14.688,28.538,33.263,28.051,27.559,-14.418,-14.739,-15.193,-19.892,-2.610,-1.164,-3.408,-7.021,35.418,40.344,35.141,35.436,47.227,53.919,46.926,48.306,18.174,21.506,17.238,15.952,29.983,35.081,29.023,28.823,-12.973,-12.922,-14.221,-18.627,-1.165,0.654,-2.436,-5.757,36.863,42.162,36.113,36.700,48.672,55.737,47.898,49.571,
